name,graduation_count,college_bound,two_or_four_year_college_or_university,total_postsecondary_bound,non_degree_granting_postsecondary_school,specialized_associate_degree_granting_institution
Palmyra Area SHS,267,176,176,176,0,0
Panther Valley JSHS,88,43,43,45,2,0
Parkland HS,770,617,616,636,19,1
Parkland SD,2,0,0,0,0,0
Parkway Center City Middle College,97,87,85,88,1,2
Parkway Northwest,51,29,27,30,1,2
Parkway West,53,41,36,45,4,5
Passport Academy CS,91,32,32,41,9,0
Paul Robeson HS for Human Services,72,51,44,57,6,7
Pen Argyl Area HS,117,75,75,80,5,0
Penn Cambria HS,131,62,60,68,6,2
Penn Cambria SD,4,0,0,0,0,0
Penn Hills SHS,230,128,128,136,8,0
Penn Manor HS,392,231,227,238,7,4
Penn Manor SD,12,1,1,1,0,0
Penn Trafford HS,316,243,241,251,8,2
Penn Treaty Sch,51,29,22,32,3,7
Penn Wood HS,358,179,178,180,1,1
Penncrest HS,296,253,253,253,0,0
Penncrest SD,4,0,0,0,0,0
Penn-Delco SD,6,0,0,0,0,0
Pennridge HS,596,457,457,463,6,0
Pennridge SD,6,1,1,1,0,0
Penns Manor Area JSHS,58,39,39,41,2,0
Penns Manor Area SD,2,0,0,0,0,0
Penns Valley Area JSHS,98,62,62,63,1,0
Pennsbury HS,638,490,487,509,19,3
Pennsylvania Cyber CS,1062,421,377,453,32,44
Pennsylvania Cyber CS,4,0,0,0,0,0
Pennsylvania Distance Learning CS,91,47,42,52,5,5
Pennsylvania Leadership CS,347,260,245,265,5,15
Pennsylvania Virtual CS,198,72,70,74,2,2
Penn-Trafford SD,3,0,0,0,0,0
Pequea Valley HS,94,37,32,43,6,5
Pequea Valley SD,2,0,0,0,0,0
Perkiomen Valley HS,428,361,358,369,8,3
Perseus House CS of Excellence,64,38,38,41,3,0
Peters Township SD,3,0,0,0,0,0
Peters Twp HS,290,257,257,263,6,0
Philadelphia Academy CS,104,71,71,76,5,0
Philadelphia Academy CS,1,0,0,0,0,0
Philadelphia City SD,844,331,249,371,40,82
Philadelphia Electrical & Tech CHS,140,69,69,84,15,0
Philadelphia Learning Academy - North,40,1,1,1,0,0
Philadelphia Learning Academy - South,19,5,5,6,1,0
Philadelphia Military Acad at Elverson,62,39,36,42,3,3
Philadelphia Performing Arts CS,176,167,167,167,0,0
Philadelphia Performing Arts CS,2,0,0,0,0,0
Philipsburg-Osceola Area HS,106,49,46,49,0,3
Philipsburg-Osceola Area SD,1,0,0,0,0,0
Phoenix Academy,133,1,1,1,0,0
Phoenixville Area HS,288,217,217,226,9,0
Phoenixville Area SD,6,0,0,0,0,0
Pine Grove Area HS,129,60,59,60,0,1
Pine-Richland HS,345,296,296,299,3,0
Pittsburgh Allderdice HS,337,245,244,256,11,1
Pittsburgh Brashear HS,250,95,95,96,1,0
Pittsburgh CAPA 6-12,126,110,110,115,5,0
Pittsburgh Carrick HS,112,67,66,68,1,1
Pittsburgh Conroy,14,0,0,0,0,0
Pittsburgh Milliones 6-12,40,10,8,10,0,2
Pittsburgh Obama 6-12,88,5,5,5,0,0
Pittsburgh Oliver,12,2,2,2,0,0
Pittsburgh Online Academy,23,19,18,19,0,1
Pittsburgh Perry HS,75,54,52,56,2,2
Pittsburgh Pioneer,1,0,0,0,0,0
Pittsburgh Science and Technology Academy 6-12,97,79,79,79,0,0
Pittsburgh SD,5,1,1,1,0,0
Pittston Area SD,3,0,0,0,0,0
Pittston Area SHS,222,164,164,167,3,0
Pleasant Valley HS,325,205,191,209,4,14
Pleasant Valley SD,7,2,2,2,0,0
Plum Borough SD,3,0,0,0,0,0
Plum SHS,273,216,210,223,7,6
Plymouth-Whitemarsh SHS,353,307,306,312,5,1
Pocono Mountain East HS,355,231,229,239,8,2
Pocono Mountain SD,3,0,0,0,0,0
Pocono Mountain West HS,382,150,150,150,0,0
Port Allegany JSHS,61,29,29,30,1,0
Port Allegany SD,4,0,0,0,0,0
Portage Area JSHS,54,37,36,37,0,1
Pottsgrove SHS,234,161,154,162,1,7
Pottstown SD,2,0,0,0,0,0
Pottstown SHS,202,112,95,117,5,17
Pottsville Area HS,183,94,94,103,9,0
Pottsville Area SD,4,0,0,0,0,0
Preparatory CS of Mathematics Science Tech and Careers,129,67,67,80,13,0
Price,2,0,0,0,0,0
Propel CS-Braddock Hills,43,35,27,41,6,8
Propel CS-Homestead,25,24,22,24,0,2
Propel CS-Montour,35,26,23,28,2,3
Punxsutawney Area HS,107,56,56,62,6,0
Punxsutawney Area SD,4,0,0,0,0,0
Purchase Line JSHS,56,22,22,22,0,0
Purchase Line SD,1,0,0,0,0,0
Quaker Valley HS,131,99,99,100,1,0
Quaker Valley SD,2,0,0,0,0,0
Quakertown Community HS,392,260,260,267,7,0
Quakertown Community SD,1,0,0,0,0,0
Radnor SHS,253,230,230,231,1,0
Radnor Township SD,5,0,0,0,0,0
Randolph A. Philip AVT HS,71,15,12,18,3,3
Reach Cyber CS,836,4,4,5,1,0
Reading SD,25,0,0,0,0,0
Reading SHS,1070,648,635,690,42,13
Red Land SHS,262,162,162,162,0,0
Red Lion Area SD,2,0,0,0,0,0
Red Lion Area SHS,300,150,144,173,23,6
Redbank Valley HS,68,0,0,0,0,0
Renaissance Academy CS,76,69,69,69,0,0
Renaissance Academy CS,3,0,0,0,0,0
Reynolds JSHS,73,37,34,42,5,3
Richland HS,113,82,82,91,9,0
Richland SD,3,0,0,0,0,0
Ridgway Area HS,42,18,18,20,2,0
Ridley HS,433,319,286,330,11,33
Ridley SD,2,0,0,0,0,0
Ringgold SD,7,0,0,0,0,0
Ringgold SHS,191,114,112,117,3,2
River Valley HS,103,51,50,53,2,1
Riverside Beaver County SD,3,0,0,0,0,0
Riverside HS,102,55,51,57,2,4
Riverside JSHS,101,66,64,67,1,2
Riverside SD,1,1,1,1,0,0
Riverview JSHS,60,52,52,52,0,0
Roberto Clemente CS,38,27,25,29,2,2
Rochester High School,43,17,17,18,1,0
Rockwood Area JSHS,69,37,37,37,0,0
Rocky Grove JSHS,56,30,22,32,2,8
Roosevelt Campus of the Norristown Area HS,45,0,0,0,0,0
Rose Tree Media SD,4,0,0,0,0,0
Roxborough HS,105,51,43,65,14,8
Saegertown JSHS,80,36,33,37,1,3
Salisbury SHS,100,68,67,70,2,1
Salisbury-Elk Lick JSHS,17,7,7,7,0,0
Sankofa Freedom Academy CS,45,32,32,39,7,0
Sankofa Freedom Academy CS,2,0,0,0,0,0
Saucon Valley SD,1,0,0,0,0,0
Saucon Valley SHS,168,116,116,119,3,0
Saul W B Agricultural School,119,88,79,95,7,9
Sayre Area HS,54,33,33,33,0,0
Sayre William L MS,71,35,30,42,7,5
School Lane CS,68,60,60,62,2,0
School of the Future,126,81,61,87,6,20
Schuylkill Haven SHS,79,43,39,44,1,4
Schuylkill Valley HS,153,82,76,88,6,6
Science Leadership Academy,115,97,95,99,2,2
Scranton HS,344,187,187,199,12,0
Scranton SD,12,0,0,0,0,0
Selinsgrove Area HS,178,116,112,117,1,4
Selinsgrove Area SD,2,0,0,0,0,0
Seneca HS,94,41,41,43,2,0
Seneca Valley HS,577,477,477,498,21,0
Seneca Valley SD,5,1,1,4,3,0
Shade JSHS,37,13,13,13,0,0
Shaler Area HS,303,0,0,0,0,0
Shamokin Area HS,150,71,70,72,1,1
Shanksville-Stonycreek HS,19,14,14,14,0,0
Sharon City SD,2,0,0,0,0,0
Sharon HS,103,58,58,60,2,0
Sharpsville Area SHS,78,50,50,52,2,0
Sheffield M/HS,29,14,14,16,2,0
Shenandoah Valley JSHS,72,39,39,44,5,0
Shenango Area SD,1,0,0,0,0,0
Shenango HS,81,54,51,61,7,3
Shikellamy HS,186,79,76,81,2,3
Shikellamy SD,13,0,0,0,0,0
Shippensburg Area SD,4,0,0,0,0,0
Shippensburg Area SHS,265,155,153,160,5,2
Slippery Rock Area HS,146,83,83,92,9,0
Slippery Rock Area SD,3,0,0,0,0,0
Smethport Area JSHS,51,0,0,0,0,0
Solanco HS,278,119,119,119,0,0
Solanco SD,2,0,0,0,0,0
Somerset Area Jr-Sr HS,168,91,87,98,7,4
Souderton Area SD,21,0,0,0,0,0
Souderton Area SHS,512,0,0,0,0,0
South Allegheny HS,129,72,70,72,0,2
South Eastern SD,1,0,0,0,0,0
South Fayette Township SD,3,0,0,0,0,0
South Fayette Twp HS,236,207,207,214,7,0
South Middleton SD,1,0,0,0,0,0
South Park SHS,135,91,89,92,1,2
South Philadelphia HS,107,39,38,41,2,1
South Side HS,77,48,48,48,0,0
South Western SD,60,6,6,7,1,0
South Western SHS,309,189,184,193,4,5
South Williamsport Area JSHS,82,41,41,42,1,0
Southeast Delco SD,1,0,0,0,0,0
Southeastern Greene SD,2,0,0,0,0,0
Southern Columbia HS,89,55,55,55,0,0
Southern Fulton JSHS,43,23,23,23,0,0
Southern Huntingdon Co HS/MS,85,39,38,40,1,1
Southern Lehigh SD,3,0,0,0,0,0
Southern Lehigh SHS,266,188,188,192,4,0
Southern York County SD,10,0,0,0,0,0
Southmoreland SD,3,0,0,0,0,0
Southmoreland SHS,129,66,66,67,1,0
Spectrum CS,7,1,1,1,0,0
Spring Cove SD,1,0,0,0,0,0
Spring Grove Area HS,259,155,149,159,4,6
Spring Grove Area SD,4,0,0,0,0,0
Springdale JSHS,60,45,35,45,0,10
Springfield HS,347,291,291,296,5,0
Springfield SD,4,0,0,0,0,0
Springfield Township SD,1,0,0,0,0,0
Springfield Twp HS,170,141,141,141,0,0
Spring-Ford Area SD,4,1,1,1,0,0
Spring-Ford SHS 9-12 Ctr,599,496,486,507,11,10
St Marys Area SHS,153,88,76,93,5,12
State College Area HS,603,495,494,508,13,1
Steel Valley SHS,96,59,55,72,13,4
Steelton-Highspire HS,72,41,41,43,2,0
Steelton-Highspire SD,13,4,4,4,0,0
STEM at Showalter,99,69,69,75,6,0
Sto-Rox JSHS,69,40,40,46,6,0
Strath Haven HS,274,245,245,250,5,0
Strawberry Mansion HS,45,3,3,3,0,0
Stroudsburg HS,383,196,196,196,0,0
Sugar Valley Rural CS,34,11,10,17,6,1
Sullivan Co JSHS,39,23,23,24,1,0
Sun Valley HS,261,186,186,194,8,0
Susquehanna Community JSHS,33,26,26,27,1,0
Susquehanna Community SD,14,1,1,1,0,0
Susquehanna Township SD,7,0,0,0,0,0
Susquehanna Twp HS,167,94,94,100,6,0
Susquehannock HS,208,156,148,156,0,8
Susquenita HS,119,58,58,60,2,0
Susquenita SD,2,0,0,0,0,0
Swenson Arts & Technology HS,146,88,76,98,10,12
Tacony Academy CS,85,61,61,61,0,0
Tamaqua Area SHS,147,108,101,109,1,7
TECH Freire CS,90,73,73,81,8,0
The Linc,31,16,15,19,3,1
The New Academy CS,11,0,0,0,0,0
The Science Leadership Academy at Beeber,104,82,81,83,1,1
The SD of Philadelphia Virtual Academy,116,37,31,43,6,6
The U School: Innovative Lab,45,22,20,23,1,2
The Workshop School,33,19,18,21,2,1
Thomas Jefferson HS,219,173,168,175,2,5
Tidioute Community CS,21,10,10,13,3,0
Titusville SHS,117,52,49,68,16,3
Towanda Area JSHS,111,50,49,54,4,1
Tredyffrin-Easttown SD,27,2,2,2,0,0
Trinity Area SD,1,0,0,0,0,0
Trinity SHS,246,161,156,167,6,5
Tri-Valley JSHS,63,38,38,40,2,0
Troy Area JSHS,87,40,40,41,1,0
Truman SHS,335,171,171,171,0,0
Tulpehocken Area SD,1,0,0,0,0,0
Tulpehocken JSHS,102,49,49,52,3,0
Tunkhannock Area SD,3,0,0,0,0,0
Tunkhannock HS,200,108,108,110,2,0
Turkeyfoot Valley Area JSHS,19,8,7,9,1,1
Tussey Mountain HS,68,28,28,30,2,0
Twin Valley HS,241,170,153,171,1,17
Twin Valley SD,18,0,0,0,0,0
Tyrone Area HS,148,83,81,90,7,2
Union Area HS,40,25,25,28,3,0
Union Area SD,3,0,0,0,0,0
Union City HS,70,31,29,33,2,2
Union HS,35,14,13,16,2,1
Union SD,1,0,0,0,0,0
Uniontown Area SD,4,0,0,0,0,0
Uniontown Area SHS,140,90,83,92,2,7
Unionville HS,324,299,299,301,2,0
Unionville-Chadds Ford SD,3,0,0,0,0,0
United JSHS,66,28,28,31,3,0
United SD,6,0,0,0,0,0
Universal Audenried CS,98,0,0,0,0,0
Upper Darby SD,11,0,0,0,0,0
Upper Darby SHS,965,624,624,628,4,0
Upper Dauphin Area HS,84,48,33,63,15,15
Upper Dauphin Area SD,1,0,0,0,0,0
Upper Dublin HS,323,291,285,292,1,6
Upper Dublin SD,1,0,0,0,0,0
Upper Merion Area SD,16,1,1,1,0,0
Upper Merion HS,316,253,252,255,2,1
Upper Moreland HS,227,161,157,164,3,4
Upper Moreland Township SD,5,0,0,0,0,0
Upper Perkiomen HS,230,151,144,152,1,7
Upper Perkiomen SD,2,0,0,0,0,0
Upper Saint Clair HS,325,293,293,298,5,0
Upper St. Clair SD,5,1,1,1,0,0
Urban Pathways 6-12 CS,22,11,7,12,1,4
Valley JSHS,114,51,51,54,3,0
Valley View HS,182,119,116,119,0,3
Vaux HS: A Big Picture School,61,41,35,46,5,6
Wallenpaupack Area HS,217,152,144,166,14,8
Wallenpaupack Area SD,5,0,0,0,0,0
Warren Area HS,147,85,80,95,10,5
Warrior Run HS,126,58,58,71,13,0
Warwick SD,1,0,0,0,0,0
Warwick SHS,278,154,139,154,0,15
Washington George HS,308,146,134,153,7,12
Washington HS,106,39,34,39,0,5
Wayne Highlands SD,10,3,3,3,0,0
Waynesboro Area SD,6,0,0,0,0,0
Waynesboro Area SHS,312,153,153,169,16,0
Waynesburg Central HS,127,51,51,53,2,0
Weatherly Area SHS,45,32,32,32,0,0
Wellsboro Area HS,97,50,50,53,3,0
West Allegheny SHS,230,169,168,175,6,1
West Branch Area HS,52,30,26,30,0,4
West Chester Area SD,25,1,0,2,1,1
West Chester Bayard Rustin HS,314,280,271,283,3,9
West Chester East HS,297,257,251,258,1,6
West Chester Henderson HS,338,278,271,282,4,7
West Forest JSHS,17,9,3,9,0,6
West Greene JSHS,50,28,28,30,2,0
West Jefferson Hills SD,2,0,0,0,0,0
West Middlesex Area JSHS,61,36,33,36,0,3
West Mifflin Area HS,205,110,102,116,6,8
West Mifflin Area SD,6,0,0,0,0,0
West Perry SD,1,0,0,0,0,0
West Perry SHS,161,86,85,89,3,1
West Philadelphia HS,107,73,67,79,6,6
West Scranton HS,321,134,132,146,12,2
West Shamokin JSHS,59,24,24,24,0,0
West Shore SD,3,0,0,0,0,0
West Side CTC,83,29,29,30,1,0
West York Area HS,229,130,123,136,6,7
West York Area SD,10,0,0,0,0,0
Western Beaver Co JSHS,47,32,28,33,1,4
Western Beaver County SD,1,0,0,0,0,0
Western Wayne HS,120,79,79,81,2,0
Western Wayne SD,4,0,0,0,0,0
Westinghouse Arts Academy CS,62,38,37,43,5,1
Westmont Hilltop JSHS,118,84,83,90,6,1
Whitehall HS,350,249,227,249,0,22
Whitehall-Coplay SD,1,0,0,0,0,0
Widener Memorial Sch,9,1,1,1,0,0
Wilkes-Barre Area HS,501,284,270,284,0,14
Wilkes-Barre Area SD,36,9,9,9,0,0
Wilkes-Barre Area SD STEM Academy,14,13,12,13,0,1
William Allen HS,489,242,238,259,17,4
William Penn SD,7,0,0,0,0,0
William Penn SHS,266,129,127,148,19,2
William Tennent HS,400,305,305,313,8,0
Williams Valley JSHS,74,42,41,42,0,1
Williamsburg Community JSHS,46,17,17,18,1,0
Williamson SHS,76,36,36,36,0,0
Williamsport Area SD,9,0,0,0,0,0
Williamsport Area SHS,296,0,0,0,0,0
Wilmington Area HS,92,76,60,76,0,16
Wilmington Area SD,2,0,0,0,0,0
Wilson Area HS,161,102,102,104,2,0
Wilson Area SD,4,0,0,0,0,0
Wilson HS,509,358,353,368,10,5
Wilson SD,6,0,0,0,0,0
Windber Area HS,77,53,52,55,2,1
Windber Area SD,1,0,0,0,0,0
Wissahickon SD,6,0,0,0,0,0
Wissahickon SHS,341,308,308,309,1,0
Woodland Hills HS,205,115,111,127,12,4
Wyalusing Area SD,1,0,0,0,0,0
Wyalusing Valley JSHS,73,40,40,45,5,0
Wyoming Area SD,4,0,0,0,0,0
Wyoming Area Sec Ctr,166,134,131,135,1,3
Wyoming Valley West SD,10,0,0,0,0,0
Wyoming Valley West SHS,335,220,218,225,5,2
Wyomissing Area JSHS,137,115,111,115,0,4
York Academy Regional CS,19,19,18,19,0,1
York City SD,8,0,0,0,0,0
York Co School of Technology,372,124,110,125,1,14
York Suburban SD,40,11,11,11,0,0
York Suburban SHS,189,131,122,131,0,9
Yough SD,2,0,0,0,0,0
Yough SHS,141,93,92,105,12,1
Youngsville MS/HS,50,18,17,21,3,1
Youth Build Phila CS,144,9,9,10,1,0
,123,53,50,57,4,3
,275,138,135,149,11,3
,72,38,38,42,4,0
,231,141,141,147,6,0
,140,72,72,75,3,0
,122,63,63,63,0,0
,963,505,499,533,28,6
,106,81,76,81,0,5
,11,0,0,0,0,0
,22,11,7,12,1,4
,91,32,32,41,9,0
,1265,714,706,734,20,8
,25,24,22,24,0,2
,35,26,23,28,2,3
,60,45,35,45,0,10
,112,89,87,89,0,2
,345,296,296,299,3,0
,353,236,236,241,5,0
,339,270,270,270,0,0
,101,69,61,74,5,8
,78,44,44,45,1,0
,268,193,190,198,5,3
,45,20,20,20,0,0
,36,18,18,22,4,0
,139,93,90,96,3,3
,1,0,0,0,0,0
,103,48,47,55,7,1
,183,118,117,118,0,1
,7,1,1,1,0,0
,327,270,264,271,1,6
,262,140,138,142,2,2
,206,161,161,165,4,0
,145,95,87,98,3,8
,127,97,92,97,0,5
,174,100,95,114,14,5
,232,184,181,195,11,3
,271,217,211,217,0,6
,491,450,450,454,4,0
,659,582,582,583,1,0
,72,38,38,45,7,0
,309,225,225,234,9,0
,230,128,128,136,8,0
,276,216,210,223,7,6
,133,99,99,100,1,0
,60,52,52,52,0,0
,303,0,0,0,0,0
,62,38,37,43,5,1
,129,72,70,72,0,2
,239,207,207,214,7,0
,135,91,89,92,1,2
,96,59,55,72,13,4
,69,40,40,46,6,0
,330,294,294,299,5,0
,230,169,168,175,6,1
,221,173,168,175,2,5
,211,110,102,116,6,8
,205,115,111,127,12,4
,91,47,42,52,5,5
,43,35,27,41,6,8
,10063,6932,6801,7143,211,131
,67,41,40,41,0,1
,256,127,127,132,5,0
,132,106,102,108,2,4
,47,29,29,29,0,0
,165,44,41,52,8,3
,667,347,339,362,15,8
,133,103,103,108,5,0
,81,50,49,50,0,1
,158,95,84,96,1,11
,167,112,112,122,10,0
,102,39,37,44,5,2
,179,129,119,135,6,10
,8,1,1,3,2,0
,158,109,109,116,7,0
,111,62,60,72,10,2
,1066,421,377,453,32,44
,128,78,67,86,8,11
,96,43,41,44,1,2
,105,55,51,57,2,4
,43,17,17,18,1,0
,77,48,48,48,0,0
,48,32,28,33,1,4
,2660,1394,1303,1485,91,91
,138,52,52,66,14,0
,96,48,45,56,8,3
,72,31,31,37,6,0
,58,29,29,29,0,0
,11,5,5,6,1,0
,68,28,28,30,2,0
,443,193,190,224,31,3
,72,42,42,44,2,0
,498,331,312,335,4,19
,114,80,74,80,0,6
,181,124,117,127,3,7
,259,161,161,161,0,0
,313,200,198,209,9,2
,209,144,141,149,5,3
,386,221,220,227,6,1
,166,93,91,93,0,2
,98,69,69,69,0,0
,343,206,206,206,0,0
,138,83,83,86,3,0
,1095,648,635,690,42,13
,153,82,76,88,6,6
,103,49,49,52,3,0
,259,170,153,171,1,17
,515,358,353,368,10,5
,137,115,111,115,0,4
,5039,3176,3091,3270,94,85
,17,5,3,7,2,2
,463,243,235,278,35,8
,90,53,53,53,0,0
,74,36,31,37,1,5
,241,132,132,142,10,0
,140,83,79,86,3,4
,148,83,81,90,7,2
,46,17,17,18,1,0
,1219,652,631,711,59,21
,160,73,73,74,1,0
,83,37,37,41,4,0
,50,1,1,1,0,0
,54,33,33,33,0,0
,111,50,49,54,4,1
,87,40,40,41,1,0
,74,40,40,45,5,0
,619,274,273,289,15,1
,23,10,10,11,1,0
,515,321,308,359,38,13
,86,53,53,58,5,0
,373,171,171,171,0,0
,333,187,187,224,37,0
,403,305,305,313,8,0
,1501,1190,1185,1192,2,5
,862,770,662,778,8,108
,68,60,60,62,2,0
,49,5,5,5,0,0
,736,444,428,457,13,16
,112,101,101,101,0,0
,119,76,76,76,0,0
,602,458,458,464,6,0
,638,490,487,509,19,3
,393,260,260,267,7,0
,6813,4901,4756,5047,146,145
,441,295,289,298,3,6
,95,64,62,64,0,2
,252,221,221,221,0,0
,87,41,38,44,3,3
,149,83,83,92,9,0
,155,0,0,0,0,0
,582,478,478,502,24,0
,1761,1182,1171,1221,39,11
,50,21,21,21,0,0
,108,53,49,58,5,4
,153,104,102,104,0,2
,40,31,31,32,1,0
,40,25,25,25,0,0
,116,70,65,76,6,5
,167,46,46,64,18,0
,90,47,46,47,0,1
,135,62,60,68,6,2
,54,37,36,37,0,1
,116,82,82,91,9,0
,118,84,83,90,6,1
,1187,662,646,713,51,16
,31,15,13,16,1,2
,31,15,13,16,1,2
,89,43,38,50,7,5
,124,87,86,95,8,1
,183,106,106,125,19,0
,100,69,68,69,0,1
,88,43,43,45,2,0
,45,32,32,32,0,0
,629,380,373,416,36,7
,121,61,59,65,4,2
,197,119,117,121,2,2
,98,62,62,63,1,0
,603,495,494,508,13,1
,1019,737,732,757,20,5
,270,159,156,189,30,3
,110,85,83,88,3,2
,347,260,245,265,5,15
,444,314,311,328,14,3
,458,244,244,286,42,0
,1068,945,944,955,10,1
,316,143,104,163,20,39
,117,93,84,98,5,9
,79,69,69,69,0,0
,347,293,291,296,3,2
,324,219,217,224,5,2
,177,116,97,118,2,19
,418,332,325,334,2,7
,315,198,184,200,2,14
,294,217,217,226,9,0
,560,520,520,520,0,0
,327,299,299,301,2,0
,974,816,793,825,9,23
,221,75,70,91,16,5
,7166,5397,5253,5576,179,144
,34,20,19,22,2,1
,36,20,20,22,2,0
,46,45,45,45,0,0
,71,40,39,44,4,1
,42,31,30,31,0,1
,68,0,0,0,0,0
,36,14,13,16,2,1
,333,170,166,180,10,4
,253,115,113,138,23,2
,149,72,68,75,3,4
,77,43,42,45,2,1
,55,25,24,25,0,1
,28,9,9,10,1,0
,69,27,24,30,3,3
,107,49,46,49,0,3
,52,30,26,30,0,4
,790,370,352,402,32,18
,34,11,10,17,6,1
,257,124,117,146,22,7
,291,135,127,163,28,8
,41,26,25,26,0,1
,192,97,97,99,2,0
,113,80,78,80,0,2
,154,99,97,102,3,2
,132,31,29,31,0,2
,42,27,26,32,5,1
,89,55,55,55,0,0
,763,415,407,425,10,8
,148,62,62,62,0,0
,205,110,106,112,2,4
,213,97,94,102,5,3
,566,269,262,276,7,7
,167,95,90,96,1,5
,98,77,77,80,3,0
,349,236,236,236,0,0
,719,512,508,517,5,4
,171,102,101,104,2,1
,318,214,206,218,4,8
,269,155,153,160,5,2
,182,110,110,113,3,0
,2273,1501,1481,1524,23,20
,1971,768,732,857,89,36
,792,486,478,507,21,8
,227,100,100,103,3,0
,267,204,204,206,2,0
,50,32,31,32,0,1
,323,203,198,205,2,5
,273,2,2,2,0,0
,150,68,46,74,6,22
,45,32,32,32,0,0
,55,1,1,1,0,0
,836,4,4,5,1,0
,85,45,45,47,2,0
,174,94,94,100,6,0
,85,48,33,63,15,15
,5333,2087,2000,2234,147,87
,300,69,69,75,6,0
,209,119,113,128,9,6
,391,358,358,360,2,0
,504,444,433,450,6,11
,247,158,155,165,7,3
,256,219,214,224,5,5
,52,44,42,45,1,2
,267,186,186,194,8,0
,258,230,230,231,1,0
,435,319,286,330,11,33
,300,253,253,253,0,0
,252,0,0,0,0,0
,351,291,291,296,5,0
,976,624,624,628,4,0
,274,245,245,250,5,0
,365,179,178,180,1,1
,5437,3738,3677,3809,71,61
,51,35,29,36,1,6
,42,18,18,20,2,0
,153,88,76,93,5,12
,246,141,123,149,8,18
,64,38,38,41,3,0
,124,51,51,55,4,0
,574,294,278,299,5,16
,141,90,90,95,5,0
,139,70,67,71,1,3
,183,113,111,123,10,2
,117,59,59,61,2,0
,139,83,83,83,0,0
,89,43,38,44,1,5
,513,335,327,346,11,8
,103,59,57,60,1,2
,79,47,41,50,3,6
,70,31,29,33,2,2
,94,41,41,43,2,0
,2429,1354,1310,1404,50,44
,238,82,81,104,22,1
,93,52,48,52,0,4
,223,106,106,106,0,0
,61,43,43,46,3,0
,206,120,114,131,11,6
,105,10,10,10,0,0
,144,90,83,92,2,7
,1070,503,485,541,38,18
,31,12,6,12,0,6
,31,12,6,12,0,6
,673,257,255,258,1,2
,21,7,6,8,1,1
,236,156,147,157,1,9
,181,69,69,86,17,0
,318,153,153,169,16,0
,1429,642,630,678,36,12
,71,38,38,41,3,0
,22,13,13,13,0,0
,43,23,23,23,0,0
,136,74,74,77,3,0
,69,44,38,49,5,6
,127,51,51,53,2,0
,49,0,0,0,0,0
,39,22,22,22,0,0
,50,28,28,30,2,0
,334,145,139,154,9,6
,123,70,65,74,4,5
,69,40,40,43,3,0
,89,39,39,43,4,0
,85,39,38,40,1,1
,20,0,0,0,0,0
,386,188,182,200,12,6
,103,51,50,53,2,1
,68,46,43,48,2,3
,221,127,120,128,1,7
,94,59,50,60,1,9
,60,39,39,41,2,0
,57,22,22,22,0,0
,72,28,28,31,3,0
,675,372,352,383,11,20
,59,34,30,35,1,4
,108,64,64,64,0,0
,76,8,5,9,1,3
,111,56,56,62,6,0
,354,162,155,170,8,7
,213,102,81,110,8,21
,213,102,81,110,8,21
,298,251,244,254,3,7
,109,65,65,70,5,0
,105,80,80,83,3,0
,111,70,70,71,1,0
,108,74,71,74,0,3
,209,135,135,135,0,0
,74,62,62,62,0,0
,102,67,65,68,1,2
,677,321,319,345,24,2
,182,119,116,119,0,3
,1975,1244,1227,1281,37,17
,253,74,71,76,2,3
,77,38,26,41,3,12
,300,152,152,173,21,0
,215,130,128,132,2,2
,223,97,97,104,7,0
,295,167,164,169,2,3
,291,167,149,172,5,18
,26,20,20,20,0,0
,537,374,374,376,2,0
,237,157,156,162,5,1
,657,311,286,334,23,25
,222,126,126,130,4,0
,438,327,308,334,7,19
,404,232,228,239,7,4
,96,37,32,43,6,5
,280,119,119,119,0,0
,279,154,139,154,0,15
,4830,2682,2575,2778,96,107
,92,55,55,59,4,0
,90,62,62,64,2,0
,102,31,30,38,7,1
,94,57,52,65,8,5
,108,87,85,90,3,2
,169,61,60,61,0,1
,82,54,51,61,7,3
,43,25,25,28,3,0
,94,76,60,76,0,16
,874,508,480,542,34,28
,119,66,66,72,6,0
,380,211,197,213,2,14
,184,101,101,102,1,0
,276,100,85,105,5,15
,189,90,81,90,0,9
,270,176,176,176,0,0
,1418,744,706,758,14,38
,1097,540,515,578,38,25
,123,84,82,86,2,2
,711,541,537,541,0,4
,38,27,25,29,2,2
,117,69,65,70,1,4
,177,120,117,121,1,3
,772,617,616,636,19,1
,48,21,20,25,4,1
,100,68,67,70,2,1
,269,188,188,192,4,0
,351,249,227,249,0,22
,98,67,61,67,0,6
,55,52,51,53,1,1
,3956,2643,2571,2717,74,72
,253,193,192,195,2,1
,193,157,153,160,3,4
,150,77,77,78,1,0
,131,66,66,68,2,0
,794,488,471,491,3,17
,131,101,101,104,3,0
,60,34,34,37,3,0
,225,164,164,167,3,0
,83,29,29,30,1,0
,551,306,291,306,0,15
,170,134,131,135,1,3
,345,220,218,225,5,2
,3086,1969,1927,1996,27,42
,123,67,67,75,8,0
,150,81,81,81,0,0
,101,62,62,66,4,0
,59,30,25,30,0,5
,144,95,95,100,5,0
,65,42,40,43,1,2
,82,41,41,42,1,0
,305,0,0,0,0,0
,1029,418,411,437,19,7
,168,84,79,90,6,5
,85,47,35,49,2,12
,49,25,25,25,0,0
,65,29,29,30,1,0
,51,0,0,0,0,0
