name,graduation_count,college_bound,two_or_four_year_college_or_university,total_postsecondary_bound,non_degree_granting_postsecondary_school,specialized_associate_degree_granting_institution
Parkway Center City Middle College,91,81,77,82,1,4
Parkway Northwest,43,33,33,34,1,0
Parkway West,37,31,28,31,0,3
Paul Robeson HS for Human Services,77,53,51,54,1,2
Pen Argyl Area HS,125,86,81,88,2,5
Penn Cambria HS,123,92,85,93,1,7
Penn Cambria SD,2,0,0,0,0,0
Penn Hills SD,1,0,0,0,0,0
Penn Hills SHS,293,233,229,242,9,4
Penn Manor HS,371,271,254,273,2,17
Penn Manor SD,10,0,0,0,0,0
Penn Trafford HS,333,275,274,280,5,1
Penn Treaty Sch,63,43,41,44,1,2
Penn Wood HS,300,227,197,227,0,30
Penncrest HS,292,264,262,266,2,2
Penncrest SD,2,0,0,0,0,0
Penn-Delco SD,3,0,0,0,0,0
Pennridge HS,562,454,453,458,4,1
Pennridge SD,11,0,0,0,0,0
Penns Manor Area JSHS,66,34,34,37,3,0
Penns Manor Area SD,2,0,0,0,0,0
Penns Valley Area JSHS,100,78,75,83,5,3
Pennsbury HS,805,666,663,679,13,3
Pennsbury SD,2,0,0,0,0,0
Pennsylvania Cyber CS,1294,686,576,712,26,110
Pennsylvania Distance Learning CS,93,56,52,60,4,4
Pennsylvania Leadership CS,358,236,234,270,34,2
Pennsylvania Virtual CS,201,96,95,110,14,1
Penn-Trafford SD,4,0,0,0,0,0
Pequea Valley HS,115,59,52,61,2,7
Pequea Valley SD,5,1,1,2,1,0
Perkiomen Valley HS,417,361,357,362,1,4
Perkiomen Valley SD,1,0,0,0,0,0
Perseus House CS of Excellence,76,42,36,46,4,6
Peters Township SD,2,0,0,0,0,0
Peters Twp HS,336,311,311,315,4,0
Philadelphia Academy CS,100,78,78,78,0,0
Philadelphia City SD,685,63,48,69,6,15
Philadelphia Electrical & Tech CHS,159,81,81,104,23,0
Philadelphia Learning Academy - North,6,0,0,0,0,0
Philadelphia Learning Academy - South,16,0,0,0,0,0
Philadelphia Military Acad at Elverson,60,34,32,37,3,2
Philadelphia Performing Arts CS,207,200,200,202,2,0
Philipsburg-Osceola Area HS,138,75,66,75,0,9
Phoenix Academy,120,47,45,50,3,2
Phoenixville Area HS,279,238,235,245,7,3
Phoenixville Area SD,6,2,2,3,1,0
Pine Grove Area HS,126,63,61,72,9,2
Pine-Richland HS,363,334,334,341,7,0
Pine-Richland SD,1,0,0,0,0,0
Pittsburgh Allderdice HS,333,199,198,203,4,1
Pittsburgh Brashear HS,269,163,157,178,15,6
Pittsburgh CAPA 6-12,134,2,2,2,0,0
Pittsburgh Carrick HS,148,114,101,118,4,13
Pittsburgh Conroy,7,0,0,0,0,0
Pittsburgh Milliones 6-12,72,3,3,4,1,0
Pittsburgh Obama 6-12,114,0,0,0,0,0
Pittsburgh Oliver,8,0,0,0,0,0
Pittsburgh Online Academy,29,8,8,8,0,0
Pittsburgh Perry HS,81,56,52,59,3,4
Pittsburgh Science and Technology Academy,69,0,0,0,0,0
Pittsburgh SD,11,1,1,1,0,0
Pittston Area SHS,236,201,201,208,7,0
Pleasant Valley HS,410,331,323,338,7,8
Plum Borough SD,5,0,0,0,0,0
Plum SHS,300,231,226,241,10,5
Plymouth-Whitemarsh SHS,351,308,306,312,4,2
Pocono Mountain East HS,337,265,262,266,1,3
Pocono Mountain East JHS,2,0,0,0,0,0
Pocono Mountain SD,8,0,0,0,0,0
Pocono Mountain West HS,411,209,209,217,8,0
Port Allegany JSHS,59,34,32,35,1,2
Portage Area JSHS,68,54,48,56,2,6
Pottsgrove SD,4,0,0,0,0,0
Pottsgrove SHS,260,199,197,199,0,2
Pottstown SD,3,0,0,0,0,0
Pottstown SHS,148,106,101,106,0,5
Pottsville Area HS,214,138,123,140,2,15
Pottsville Area SD,6,0,0,0,0,0
Preparatory CS of Mathematics Science,118,70,70,73,3,0
Price,5,0,0,0,0,0
Propel CS-Braddock Hills,50,44,38,45,1,6
Propel CS-Homestead,39,33,33,33,0,0
Punxsutawney Area HS,152,98,86,105,7,12
Punxsutawney Area SD,1,0,0,0,0,0
Purchase Line JSHS,81,43,34,48,5,9
Purchase Line SD,1,0,0,0,0,0
Quaker Valley HS,151,128,126,128,0,2
Quaker Valley SD,5,1,1,1,0,0
Quakertown Community HS,381,296,293,299,3,3
Quakertown Community SD,7,1,1,1,0,0
Radnor SHS,267,244,244,248,4,0
Radnor Township SD,6,0,0,0,0,0
Randolph A. Philip AVT HS,115,75,65,79,4,10
Reading SD,8,0,0,0,0,0
Reading SHS,795,478,442,483,5,36
Red Land SHS,285,200,200,207,7,0
Red Lion Area SD,5,0,0,0,0,0
Red Lion Area SHS,376,230,218,244,14,12
Redbank Valley HS,55,33,33,38,5,0
Redbank Valley SD,2,0,0,0,0,0
Renaissance Academy CS,72,66,66,70,4,0
Reynolds JSHS,105,77,72,77,0,5
Richland HS,127,102,100,105,3,2
Richland SD,2,0,0,0,0,0
Ridgway Area HS,55,37,37,40,3,0
Ridgway Area SD,1,0,0,0,0,0
Ridley HS,449,359,355,374,15,4
Ridley SD,2,1,1,1,0,0
Ringgold SD,7,0,0,0,0,0
Ringgold SHS,223,149,146,152,3,3
Riverside Beaver County SD,1,0,0,0,0,0
Riverside HS,102,68,66,68,0,2
Riverside JSHS,87,71,68,72,1,3
Riverview JSHS,62,55,55,56,1,0
Roberto Clemente CS,29,26,26,28,2,0
Rochester Area SD,3,0,0,0,0,0
Rochester High School,52,28,27,33,5,1
Rockwood Area JSHS,53,28,28,28,0,0
Rocky Grove JSHS,64,36,31,36,0,5
Roosevelt Altern Sch,67,39,35,39,0,4
Rose Tree Media SD,3,0,0,0,0,0
Roxborough HS,100,78,76,82,4,2
Saegertown JSHS,87,50,49,55,5,1
Saint Marys Area SD,1,0,0,0,0,0
Salisbury SHS,138,103,103,107,4,0
Salisbury Township SD,5,3,3,3,0,0
Salisbury-Elk Lick JSHS,21,10,10,11,1,0
Saltsburg MS/HS,41,26,22,27,1,4
Sankofa Freedom Academy Charter School,37,35,34,37,2,1
Saucon Valley SHS,189,160,160,160,0,0
Saul W B Agricultural School,80,9,9,9,0,0
Sayre Area HS,62,36,36,42,6,0
Sayre William L MS,74,39,37,43,4,2
School Lane CS,59,51,51,52,1,0
School of the Future,82,70,66,71,1,4
Schuylkill Haven SHS,104,66,66,66,0,0
Schuylkill Valley HS,144,110,105,114,4,5
Schuylkill Valley SD,1,0,0,0,0,0
Science Leadership Academy,122,79,79,80,1,0
Scranton HS,379,241,240,241,0,1
Scranton SD,39,7,7,7,0,0
Selinsgrove Area HS,147,108,108,108,0,0
Seneca HS,109,63,55,66,3,8
Seneca Valley HS,542,453,453,470,17,0
Seneca Valley SD,6,2,2,2,0,0
Shade JSHS,30,17,17,17,0,0
Shaler Area HS,375,271,271,294,23,0
Shaler Area SD,7,0,0,0,0,0
Shamokin Area HS,127,74,72,75,1,2
Shanksville-Stonycreek HS,23,11,11,12,1,0
Sharon City SD,1,0,0,0,0,0
Sharon HS,125,77,77,77,0,0
Sharpsville Area SHS,95,64,63,69,5,1
Sheffield M/HS,44,19,14,20,1,5
Shenandoah Valley JSHS,78,47,47,49,2,0
Shenango HS,85,67,64,69,2,3
Shikellamy HS,173,105,104,105,0,1
Shippensburg Area SHS,259,145,144,154,9,1
Slippery Rock Area HS,138,90,88,90,0,2
Slippery Rock Area SD,3,0,0,0,0,0
Smethport Area JSHS,63,34,31,35,1,3
Solanco HS,299,152,146,159,7,6
Solanco SD,3,1,1,1,0,0
Somerset Area Jr-Sr HS,187,103,91,108,5,12
Souderton Area SD,17,1,1,1,0,0
Souderton Area SHS,536,426,426,436,10,0
South Allegheny MS/HS,110,65,60,68,3,5
South Allegheny SD,4,0,0,0,0,0
South Butler County SD,1,0,0,1,1,0
South Eastern SD,16,2,2,4,2,0
South Fayette Township SD,2,0,0,0,0,0
South Fayette Twp HS,189,170,170,170,0,0
South Park SD,3,1,1,2,1,0
South Park SHS,171,167,167,167,0,0
South Philadelphia HS,88,41,39,42,1,2
South Side Area SD,1,0,0,0,0,0
South Side HS,89,66,65,66,0,1
South Western SD,17,0,0,0,0,0
South Western SHS,297,212,210,222,10,2
South Williamsport Area JSHS,85,56,56,57,1,0
Southeast Delco SD,6,0,0,0,0,0
Southern Columbia HS,99,74,74,78,4,0
Southern Fulton JSHS,51,33,32,33,0,1
Southern Huntingdon Co HS/MS,92,49,46,54,5,3
Southern Lehigh SD,2,0,0,0,0,0
Southern Lehigh SHS,254,194,194,210,16,0
Southern York County SD,4,0,0,0,0,0
Southmoreland SD,2,0,0,0,0,0
Southmoreland SHS,135,101,101,101,0,0
Spectrum CS,10,1,1,1,0,0
Spring Cove SD,1,0,0,0,0,0
Spring Grove Area HS,265,148,141,152,4,7
Spring Grove Area SD,5,0,0,0,0,0
Springdale JSHS,86,62,57,65,3,5
Springfield HS,278,256,254,265,9,2
Springfield SD,4,0,0,0,0,0
Springfield Township SD,1,0,0,0,0,0
Springfield Twp HS,136,121,121,122,1,0
Spring-Ford Area SD,3,0,0,0,0,0
Spring-Ford SHS 9-12 Ctr,641,559,557,566,7,2
St Marys Area SHS,174,106,106,109,3,0
State College Area HS,579,453,447,453,0,6
Steel Valley SD,2,0,0,0,0,0
Steel Valley SHS,114,70,66,76,6,4
Steelton-Highspire HS,69,46,46,52,6,0
Steelton-Highspire SD,4,0,0,0,0,0
STEM at Showalter,106,83,83,97,14,0
Sto-Rox JSHS,64,45,44,45,0,1
Sto-Rox SD,5,1,0,1,0,1
Strath Haven HS,300,269,269,270,1,0
Strawberry Mansion HS,40,14,13,14,0,1
Stroudsburg Area SD,1,0,0,0,0,0
Stroudsburg HS,388,193,191,193,0,2
Sugar Valley Rural CS,25,13,13,16,3,0
Sullivan Co JSHS,41,23,23,24,1,0
Sun Valley HS,279,234,233,234,0,1
Susq-Cyber CS,23,12,9,16,4,3
Susquehanna Community JSHS,53,30,30,31,1,0
Susquehanna Community SD,3,0,0,0,0,0
Susquehanna Township SD,18,11,10,11,0,1
Susquehanna Twp HS,184,153,148,153,0,5
Susquehannock HS,226,166,162,172,6,4
Susquenita HS,115,67,67,67,0,0
Swenson Arts & Technology HS,119,82,70,84,2,12
Tacony Academy Charter School,89,68,68,73,5,0
Tamaqua Area SHS,157,136,135,137,1,1
The Linc,57,34,32,34,0,2
The Science Leadership Academy at Beeber,123,109,107,110,1,2
The SD of Philadelphia Virtual Academy,36,20,17,21,1,3
The U School: Innovative Lab,49,40,38,41,1,2
The Workshop School,49,15,14,16,1,1
Thomas Jefferson HS,206,173,171,174,1,2
Tidioute Community CS,21,17,17,17,0,0
Titusville SHS,135,70,64,76,6,6
Towanda Area JSHS,111,72,68,78,6,4
Tredyffrin-Easttown SD,20,7,6,7,0,1
Trinity Area SD,1,0,0,0,0,0
Trinity SHS,245,168,160,175,7,8
Tri-Valley JSHS,71,46,46,54,8,0
Troy Area JSHS,97,57,57,60,3,0
Truman SHS,370,215,215,232,17,0
Tulpehocken Area SD,1,0,0,0,0,0
Tulpehocken JSHS,111,58,58,62,4,0
Tunkhannock HS,184,127,124,132,5,3
Turkeyfoot Valley Area JSHS,26,12,12,12,0,0
Tuscarora SD,2,0,0,0,0,0
Tussey Mountain HS,74,37,32,37,0,5
Twin Valley HS,266,191,180,195,4,11
Twin Valley SD,17,4,4,6,2,0
Tyrone Area HS,131,83,79,88,5,4
Union Area HS,42,31,30,34,3,1
Union Area SD,3,1,1,1,0,0
Union City HS,78,35,35,35,0,0
Union HS,38,21,20,25,4,1
Union SD,1,0,0,0,0,0
Uniontown Area SD,5,1,1,1,0,0
Uniontown Area SHS,169,93,93,107,14,0
Unionville HS,355,341,341,342,1,0
Unionville-Chadds Ford SD,1,0,0,0,0,0
United JSHS,75,30,30,32,2,0
United SD,2,0,0,0,0,0
Universal Audenried Charter School,108,0,0,0,0,0
Upper Adams SD,7,0,0,1,1,0
Upper Darby SD,26,9,9,9,0,0
Upper Darby SHS,836,517,509,520,3,8
Upper Dauphin Area HS,90,59,59,59,0,0
Upper Dauphin Area SD,1,0,0,0,0,0
Upper Dublin HS,369,350,344,352,2,6
Upper Dublin SD,2,0,0,0,0,0
Upper Merion Area SD,17,3,3,3,0,0
Upper Merion HS,255,220,217,220,0,3
Upper Moreland HS,238,192,192,194,2,0
Upper Perkiomen HS,222,146,146,148,2,0
Upper Perkiomen SD,6,0,0,0,0,0
Upper Saint Clair HS,336,311,311,311,0,0
Upper Saint Clair SD,3,0,0,0,0,0
Urban Pathways 6-12 CS,41,37,35,39,2,2
Valley JSHS,116,86,77,86,0,9
Valley View HS,160,112,110,113,1,2
Valley View SD,2,0,0,0,0,0
Wallenpaupack Area HS,274,175,171,182,7,4
Wallingford-Swarthmore SD,5,0,0,0,0,0
Warren Area HS,178,103,97,108,5,6
Warrior Run HS,120,70,70,77,7,0
Warwick SHS,352,238,237,241,3,1
Washington George HS,266,191,179,196,5,12
Washington HS,91,58,58,65,7,0
Washington SD,7,0,0,0,0,0
Wattsburg Area SD,2,1,1,1,0,0
Wayne Highlands SD,17,10,10,10,0,0
Waynesboro Area SD,7,0,0,0,0,0
Waynesboro Area SHS,292,157,151,163,6,6
Waynesburg Central HS,127,77,77,77,0,0
Weatherly Area SD,2,0,0,0,0,0
Weatherly Area SHS,50,31,31,32,1,0
Wellsboro Area HS,107,77,72,79,2,5
West Allegheny SHS,255,223,220,225,2,3
West Branch Area JSHS,73,46,43,46,0,3
West Chester Area SD,31,1,1,1,0,0
West Chester Bayard Rustin HS,306,283,283,287,4,0
West Chester East HS,303,275,275,283,8,0
West Chester Henderson HS,285,262,262,264,2,0
West Forest JSHS,20,16,15,16,0,1
West Greene HS,41,21,21,22,1,0
West Greene SD,2,0,0,0,0,0
West Middlesex Area JSHS,73,51,43,51,0,8
West Middlesex Area SD,1,0,0,0,0,0
West Mifflin Area HS,246,186,174,189,3,12
West Mifflin Area SD,5,0,0,0,0,0
West Perry SHS,163,88,87,89,1,1
West Philadelphia HS,75,47,43,50,3,4
West Scranton HS,193,112,112,120,8,0
West Shamokin JSHS,66,39,38,40,1,1
West Shore SD,2,0,0,0,0,0
West Side CTC,106,50,48,51,1,2
West York Area HS,213,140,124,147,7,16
West York Area SD,6,0,0,0,0,0
Western Beaver Co JSHS,56,32,29,34,2,3
Western Beaver County SD,2,0,0,0,0,0
Western Wayne HS,147,102,97,104,2,5
Westinghouse Arts Academy CS,5,1,1,2,1,0
Westmont Hilltop JSHS,102,92,92,92,0,0
Whitehall HS,348,260,256,260,0,4
Whitehall-Coplay SD,4,0,0,0,0,0
Widener Memorial Sch,10,0,0,0,0,0
Wilkes-Barre Area SD,32,7,7,7,0,0
William Allen HS,603,313,301,330,17,12
William Penn SD,1,0,0,0,0,0
William Penn SHS,199,123,113,128,5,10
William Tennent HS,408,326,324,336,10,2
Williams Valley JSHS,68,36,29,42,6,7
Williams Valley SD,1,0,0,0,0,0
Williamsburg Community JSHS,29,13,10,15,2,3
Williamsburg Community SD,2,0,0,0,0,0
Williamson SHS,83,55,55,59,4,0
Williamsport Area SD,2,0,0,0,0,0
Williamsport Area SHS,334,153,153,153,0,0
Wilmington Area HS,92,62,57,62,0,5
Wilmington Area SD,2,0,0,0,0,0
Wilson  SD,2,0,0,0,0,0
Wilson Area HS,167,143,141,144,1,2
Wilson Area SD,2,0,0,0,0,0
Wilson HS,489,290,290,294,4,0
Windber Area HS,86,57,56,63,6,1
Windber Area SD,3,0,0,0,0,0
Wissahickon SD,17,2,2,3,1,0
Wissahickon SHS,337,313,312,315,2,1
Woodland Hills JSHS,255,188,182,197,9,6
Woodland Hills SD,7,1,1,4,3,0
Wyalusing Valley JSHS,88,50,49,50,0,1
Wyoming Area Sec Ctr,140,113,110,114,1,3
Wyoming Valley West SD,1,0,0,0,0,0
Wyoming Valley West SHS,286,201,193,202,1,8
Wyomissing Area JSHS,166,134,133,136,2,1
Wyomissing Area SD,5,1,1,1,0,0
York City SD,22,1,1,2,1,0
York Co School of Technology,358,165,154,169,4,11
York Suburban SD,16,8,6,10,2,2
York Suburban SHS,196,148,148,150,2,0
Yough SD,1,0,0,0,0,0
Yough SHS,177,126,116,126,0,10
Youngsville HS,65,33,33,34,1,0
Youth Build Phila CS,139,14,12,20,6,2
