Ctgy,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)","Total Local Revenue
6000 ",Local % of Total Revenue,"Total State Revenue
7000",State % of Total Revenue,"Total Federal Revenue
8000",Federal % of Total Revenue,"Total Other Revenue
9000",Other % of Total Revenue
1.0,103026402.0,Mt Lebanon SD,Allegheny,98710308.16,74168791.16,2525351.44,76694142.6,0.777,21209202.35,0.2149,806963.21,0.0082,,0.0
1.0,103026852.0,North Allegheny SD,Allegheny,168452671.55,124330343.28,2624486.87,126954830.15,0.7537,35809239.41,0.2126,1274793.99,0.0076,4413808.0,0.0262
1.0,103026902.0,North Hills SD,Allegheny,80997600.0,58959160.510000005,1710617.79,60669778.3,0.749,19447558.34,0.2401,880263.36,0.0109,,0.0
1.0,103026873.0,Northgate SD,Allegheny,23716942.35,13535567.439999998,611304.8,14146872.24,0.5965,9028938.17,0.3807,541131.94,0.0228,,0.0
1.0,103027352.0,Penn Hills SD,Allegheny,93746850.06,48099190.76,1423228.94,49522419.7,0.5283,36150607.43,0.3856,5117488.37,0.0546,2956334.56,0.0315
1.0,103021003.0,Pine-Richland SD,Allegheny,97425531.52,66285220.550000004,2450060.7299999995,68735281.28,0.7055,17977324.38,0.1845,594759.04,0.0061,10118166.82,0.1039
1.0,102027451.0,Pittsburgh SD,Allegheny,678758108.63,330881031.82,14074894.27,344955926.09,0.5082,284373798.91,0.419,49168772.68,0.0724,259610.95,0.0004
1.0,103027503.0,Plum Borough SD,Allegheny,64342572.28,35249866.73,1259313.8800000001,36509180.61,0.5674,26906257.16,0.4182,927134.51,0.0144,,0.0
1.0,103027753.0,Quaker Valley SD,Allegheny,50463552.0,40822604.0,1017068.0,41839672.0,0.8291,7602716.0,0.1507,1021164.0,0.0202,,0.0
1.0,103028203.0,Riverview SD,Allegheny,23417503.53,16210159.45,352282.41000000003,16562441.86,0.7073,6522351.83,0.2785,332709.84,0.0142,,0.0
1.0,103028302.0,Shaler Area SD,Allegheny,83983613.96,53036933.900000006,2066136.42,55103070.32,0.6561,27825037.8,0.3313,1040225.86,0.0124,15279.98,0.0002
1.0,103028653.0,South Allegheny SD,Allegheny,25077827.18,6961576.04,710635.07,7672211.11,0.3059,16457980.0,0.6563,947636.07,0.0378,,0.0
1.0,103028703.0,South Fayette Township SD,Allegheny,57031432.99,41317996.78000001,1568407.58,42886404.36,0.752,12213002.11,0.2141,1531256.52,0.0268,400770.0,0.007
1.0,103028753.0,South Park SD,Allegheny,34924227.85,20884886.250000007,693459.2400000001,21578345.49,0.6179,12980260.85,0.3717,365621.51,0.0105,,0.0
1.0,103028833.0,Steel Valley SD,Allegheny,40092317.8,21025690.299999997,986485.68,22012175.98,0.549,15499295.24,0.3866,942331.58,0.0235,1638515.0,0.0409
1.0,103028853.0,Sto-Rox SD,Allegheny,29627873.93,8125847.66,597968.6300000001,8723816.29,0.2944,15888999.12,0.5363,1515058.52,0.0511,3500000.0,0.1181
1.0,103029203.0,Upper Saint Clair SD,Allegheny,144143946.98,63313949.26,2207802.67,65521751.93,0.4546,17569183.18,0.1219,1857336.27,0.0129,59195675.6,0.4107
1.0,103029403.0,West Allegheny SD,Allegheny,64021419.91,45780226.1,1659098.5399999998,47439324.64,0.741,16249860.92,0.2538,332234.35,0.0052,,0.0
1.0,103029553.0,West Jefferson Hills SD,Allegheny,52825216.13,36097734.089999996,1503015.78,37600749.87,0.7118,14693365.25,0.2782,531101.01,0.0101,,0.0
1.0,103029603.0,West Mifflin Area SD,Allegheny,65517350.67,29016797.299999997,4966100.34,33982897.64,0.5187,19265480.67,0.2941,1594490.07,0.0243,10674482.29,0.1629
1.0,103029803.0,Wilkinsburg Borough SD,Allegheny,31685625.98,12795512.9,678587.09,13474099.99,0.4252,16096338.27,0.508,1966086.34,0.062,149101.38,0.0047
1.0,103029902.0,Woodland Hills SD,Allegheny,94420691.26,54565292.0,2082981.7099999997,56648273.71,0.6,34434411.12,0.3647,3027593.31,0.0321,310413.12,0.0033
1.0,128030603.0,Apollo-Ridge SD,Armstrong,23833145.76,7979888.930000001,597249.2300000001,8577138.16,0.3599,14699267.37,0.6168,556740.23,0.0234,,0.0
1.0,128030852.0,Armstrong SD,Armstrong,99426080.36,36677399.13999999,1830949.41,38508348.55,0.3873,56334485.45,0.5666,4579090.36,0.0461,4156.0,0.0
1.0,128033053.0,Freeport Area SD,Armstrong,31497805.12,17078365.839999996,746394.72,17824760.56,0.5659,13263374.73,0.4211,405252.73,0.0129,4417.1,0.0001
1.0,128034503.0,Leechburg Area SD,Armstrong,15042134.72,6596534.51,432304.96,7028839.47,0.4673,7719198.74,0.5132,278147.43,0.0185,15949.08,0.0011
1.0,127040503.0,Aliquippa SD,Beaver,49311719.35,6565366.78,537531.56,7102898.34,0.144,14739131.4,0.2989,1304689.61,0.0265,26165000.0,0.5306
1.0,127040703.0,Ambridge Area SD,Beaver,48953697.4,25361836.69,1535641.3,26897477.99,0.5494,20601279.75,0.4208,953402.46,0.0195,501537.2,0.0102
1.0,127041203.0,Beaver Area SD,Beaver,33292141.21,19865794.280000005,1413802.0399999998,21279596.32,0.6392,11393305.3,0.3422,607658.31,0.0183,11581.28,0.0003
1.0,127041503.0,Big Beaver Falls Area SD,Beaver,29788451.83,8270520.58,504879.04,8775399.62,0.2946,19505446.74,0.6548,1475585.1,0.0495,32020.37,0.0011
1.0,127041603.0,Blackhawk SD,Beaver,38782676.92,19745766.110000003,694441.2,20440207.31,0.527,17791752.0,0.4588,550717.61,0.0142,,0.0
1.0,127042003.0,Central Valley SD,Beaver,36519251.88,19423326.67,622591.85,20045918.52,0.5489,15839768.78,0.4337,633564.58,0.0173,,0.0
1.0,127042853.0,Freedom Area SD,Beaver,23628955.12,9320761.9,555398.23,9876160.13,0.418,13232771.17,0.56,508484.82,0.0215,11539.0,0.0005
1.0,127044103.0,Hopewell Area SD,Beaver,39932891.66,19620145.29,822180.1599999999,20442325.45,0.5119,19091035.55,0.4781,390772.81,0.0098,8757.85,0.0002
1.0,127045303.0,Midland Borough SD,Beaver,5905130.46,872394.6200000001,273296.19000000006,1145690.81,0.194,4524744.64,0.7662,234695.01,0.0397,,0.0
1.0,127045653.0,New Brighton Area SD,Beaver,25513177.5,6971508.920000001,676794.98,7648303.9,0.2998,17036601.05,0.6678,828272.55,0.0325,,0.0
1.0,127045853.0,Riverside Beaver County SD,Beaver,25347477.35,10405686.799999999,407550.17000000004,10813236.97,0.4266,13887397.31,0.5479,481860.56,0.019,164982.51,0.0065
1.0,127046903.0,Rochester Area SD,Beaver,17177149.86,5400333.68,322658.42,5722992.1,0.3332,10645036.89,0.6197,629361.87,0.0366,179759.0,0.0105
1.0,127047404.0,South Side Area SD,Beaver,23816797.52,8540357.7,542572.0899999999,9082929.79,0.3814,14534014.84,0.6102,199852.89,0.0084,,0.0
1.0,127049303.0,Western Beaver County SD,Beaver,14036152.4,4368868.390000001,308844.57999999996,4677712.97,0.3333,9228956.4,0.6575,129483.03,0.0092,,0.0
1.0,108051003.0,Bedford Area SD,Bedford,29542531.12,13223327.480000002,985448.82,14208776.3,0.481,14201056.86,0.4807,1095470.96,0.0371,37227.0,0.0013
1.0,108051503.0,Chestnut Ridge SD,Bedford,21611640.86,6043695.589999999,831589.2500000001,6875284.84,0.3181,14292358.1,0.6613,443997.92,0.0205,,0.0
1.0,108053003.0,Everett Area SD,Bedford,21069133.68,8212636.159999998,754158.9299999999,8966795.09,0.4256,11178119.78,0.5305,893171.11,0.0424,31047.7,0.0015
1.0,108056004.0,Northern Bedford County SD,Bedford,13828541.66,3826952.23,451047.81,4278000.04,0.3094,9261540.61,0.6697,289001.01,0.0209,,0.0
1.0,108058003.0,Tussey Mountain SD,Bedford,17461030.75,4460830.76,480820.35,4941651.11,0.283,12103726.56,0.6932,415653.08,0.0238,,0.0
1.0,114060503.0,Antietam SD,Berks,19249897.22,10678133.66,586671.36,11264805.02,0.5852,7358581.69,0.3823,402966.51,0.0209,223544.0,0.0116
1.0,114060753.0,Boyertown Area SD,Berks,118359923.06,77609025.08999999,2793069.0500000007,80402094.14,0.6793,36644456.94,0.3096,1203970.64,0.0102,109401.34,0.0009
1.0,114060853.0,Brandywine Heights Area SD,Berks,31731700.95,21054402.43,852717.0900000001,21907119.52,0.6904,9561502.43,0.3013,262447.0,0.0083,632.0,0.0
1.0,114061103.0,Conrad Weiser Area SD,Berks,51008503.88,30871303.389999997,2332514.5100000002,33203817.9,0.6509,15808564.19,0.3099,1996121.79,0.0391,,0.0
1.0,114061503.0,Daniel Boone Area SD,Berks,58404414.14,36659912.72,1529467.4000000001,38189380.12,0.6539,19580658.97,0.3353,634263.85,0.0109,111.2,0.0
1.0,114062003.0,Exeter Township SD,Berks,83519513.24,50026357.05999999,1876808.97,51903166.03,0.6214,22395813.21,0.2682,894528.31,0.0107,8326005.69,0.0997
1.0,114062503.0,Fleetwood Area SD,Berks,46816350.62,30072632.069999997,1127941.2100000002,31200573.28,0.6664,14982399.51,0.32,628236.62,0.0134,5141.21,0.0001
1.0,114063003.0,Governor Mifflin SD,Berks,71066044.88,49514187.42999999,1950410.0999999999,51464597.53,0.7242,18520568.77,0.2606,1052990.99,0.0148,27887.59,0.0004
1.0,114063503.0,Hamburg Area SD,Berks,41696708.82,25336574.55,1054737.08,26391311.63,0.6329,14721523.99,0.3531,583320.06,0.014,553.14,0.0
1.0,114064003.0,Kutztown Area SD,Berks,32726202.93,22475884.27,703419.43,23179303.7,0.7083,9042308.04,0.2763,417749.68,0.0128,86841.51,0.0027
1.0,114065503.0,Muhlenberg SD,Berks,61163675.0,40620434.0,1607257.0,42227691.0,0.6904,17434837.0,0.2851,1501147.0,0.0245,,0.0
1.0,114066503.0,Oley Valley SD,Berks,32954372.31,21821055.060000002,845820.6000000001,22666875.66,0.6878,9778986.01,0.2967,505407.71,0.0153,3102.93,0.0001
1.0,114067002.0,Reading SD,Berks,272203028.03,41694803.86,6277371.95,47972175.81,0.1762,202182381.84,0.7428,21400934.16,0.0786,647536.22,0.0024
1.0,114067503.0,Schuylkill Valley SD,Berks,38887282.8,27788338.179999996,1213086.19,29001424.37,0.7458,9292130.82,0.239,593727.61,0.0153,,0.0
1.0,114068003.0,Tulpehocken Area SD,Berks,32345318.87,20676947.98,690692.73,21367640.71,0.6606,10386869.98,0.3211,590808.18,0.0183,,0.0
1.0,114068103.0,Twin Valley SD,Berks,74193846.41,44636426.54,2519257.5100000002,47155684.05,0.6356,16325974.2,0.22,978972.16,0.0132,9733216.0,0.1312
1.0,114069103.0,Wilson SD,Berks,106010810.33,75975336.78000002,4103647.21,80078983.99,0.7554,24442370.39,0.2306,1302556.12,0.0123,186899.83,0.0018
1.0,114069353.0,Wyomissing Area SD,Berks,36658519.35,27889126.459999997,1005522.4600000001,28894648.92,0.7882,6976233.0,0.1903,784486.33,0.0214,3151.1,0.0001
1.0,108070502.0,Altoona Area SD,Blair,104171589.95,27683160.000000004,3999052.13,31682212.13,0.3041,66806640.76,0.6413,5682737.06,0.0546,,0.0
1.0,108071003.0,Bellwood-Antis SD,Blair,18221533.47,6419267.249999999,569660.79,6988928.04,0.3836,11042011.97,0.606,190593.46,0.0105,,0.0
1.0,108071504.0,Claysburg-Kimmel SD,Blair,12644512.73,2995310.65,522662.76,3517973.41,0.2782,8648468.42,0.684,478070.9,0.0378,,0.0
1.0,108073503.0,Hollidaysburg Area SD,Blair,49968407.76,25370530.290000007,1627684.0999999999,26998214.39,0.5403,21823130.49,0.4367,1072276.02,0.0215,74786.86,0.0015
1.0,108077503.0,Spring Cove SD,Blair,27134076.15,11652362.6,970252.21,12622614.81,0.4652,13784605.05,0.508,726856.29,0.0268,,0.0
1.0,108078003.0,Tyrone Area SD,Blair,24833149.68,7296301.1,689694.8999999999,7985996.0,0.3216,16143765.29,0.6501,703388.39,0.0283,,0.0
1.0,108079004.0,Williamsburg Community SD,Blair,7754532.82,2053405.86,232081.83999999997,2285487.7,0.2947,5195816.97,0.67,273228.15,0.0352,,0.0
1.0,117080503.0,Athens Area SD,Bradford,39251470.05,16353815.99,1167761.5999999996,17521577.59,0.4464,20989354.96,0.5347,740537.5,0.0189,,0.0
1.0,117081003.0,Canton Area SD,Bradford,16108830.92,4084266.71,502021.14,4586287.85,0.2847,10927598.45,0.6784,594944.62,0.0369,,0.0
1.0,117083004.0,Northeast Bradford SD,Bradford,14209656.59,4175291.15,701057.88,4876349.03,0.3432,9011888.32,0.6342,321419.24,0.0226,,0.0
1.0,117086003.0,Sayre Area SD,Bradford,19088572.42,8245267.84,417886.32,8663154.16,0.4538,10147971.23,0.5316,277447.03,0.0145,,0.0
1.0,117086503.0,Towanda Area SD,Bradford,26359724.89,11108851.129999999,907045.7799999999,12015896.91,0.4558,13756779.38,0.5219,578157.49,0.0219,8891.11,0.0003
1.0,117086653.0,Troy Area SD,Bradford,33821036.51,8696754.0,575858.5099999999,9272612.51,0.2742,15169234.0,0.4485,459190.0,0.0136,8920000.0,0.2637
1.0,117089003.0,Wyalusing Area SD,Bradford,33906554.45,10865507.53,480822.52,11346330.05,0.3346,12855026.35,0.3791,500816.05,0.0148,9204382.0,0.2715
1.0,122091002.0,Bensalem Township SD,Bucks,154896815.04,108399829.55999999,4335261.21,112735090.77,0.7278,35086101.81,0.2265,3235140.29,0.0209,3840482.17,0.0248
1.0,122091303.0,Bristol Borough SD,Bucks,25179314.99,11403744.87,740236.66,12143981.53,0.4823,11605330.4,0.4609,1430003.06,0.0568,,0.0
1.0,122091352.0,Bristol Township SD,Bucks,143278582.16,90771205.82,3724011.68,94495217.5,0.6595,46308837.77,0.3232,2474526.89,0.0173,,0.0
1.0,122092002.0,Centennial SD,Bucks,121421872.81,85980104.32000001,2779449.15,88759553.47,0.731,31421859.25,0.2588,1240460.09,0.0102,,0.0
1.0,122092102.0,Central Bucks SD,Bucks,336393979.58,253749770.82999998,10521257.91,264271028.74,0.7856,70128861.99,0.2085,1992288.85,0.0059,1800.0,0.0
1.0,122092353.0,Council Rock SD,Bucks,238963859.6,178866097.15999997,5267654.21,184133751.37,0.7706,53193983.82,0.2226,1629874.41,0.0068,6250.0,0.0
1.0,122097203.0,Morrisville Borough SD,Bucks,22193633.0,12484036.0,979602.0,13463638.0,0.6066,7200416.0,0.3244,1503389.0,0.0677,26190.0,0.0012
1.0,122097502.0,Neshaminy SD,Bucks,180532017.54,130426014.75,4868600.27,135294615.02,0.7494,43428252.4,0.2406,1809150.12,0.01,,0.0
1.0,122097604.0,New Hope-Solebury SD,Bucks,41802906.04,34525247.16,813166.38,35338413.54,0.8454,6428652.65,0.1538,30818.85,0.0007,5021.0,0.0001
1.0,122098003.0,Palisades SD,Bucks,43451777.05,32055723.0,1426995.0,33482718.0,0.7706,9734292.0,0.224,234767.05,0.0054,,0.0
1.0,122098103.0,Pennridge SD,Bucks,140554785.48,102374884.09,3825154.48,106200038.57,0.7556,32993011.79,0.2347,1361735.12,0.0097,,0.0
1.0,122098202.0,Pennsbury SD,Bucks,217523624.94,150697306.92000002,4917432.63,155614739.55,0.7154,50295046.23,0.2312,2214042.02,0.0102,9399797.14,0.0432
1.0,122098403.0,Quakertown Community SD,Bucks,111539009.77,78978380.32000001,2544531.38,81522911.7,0.7309,26761261.6,0.2399,709480.7,0.0064,2545355.77,0.0228
1.0,104101252.0,Butler Area SD,Butler,102992035.88,49671994.0,3111122.0,52783116.0,0.5125,47342567.0,0.4597,2781013.0,0.027,85339.88,0.0008
1.0,104103603.0,Karns City Area SD,Butler,23762339.07,6946125.819999998,922450.93,7868576.75,0.3311,15820623.5,0.6658,73138.82,0.0031,,0.0
1.0,104105003.0,Mars Area SD,Butler,48946154.62,34061995.14,1249680.7,35311675.84,0.7214,13634478.78,0.2786,,0.0,,0.0
1.0,104105353.0,Moniteau SD,Butler,21555551.21,6582537.5600000005,1009063.75,7591601.31,0.3522,13826830.75,0.6415,37789.33,0.0018,99329.82,0.0046
1.0,104107903.0,Seneca Valley SD,Butler,132474610.71,90196711.46000001,6034080.74,96230792.2,0.7264,35249125.64,0.2661,994692.87,0.0075,,0.0
1.0,104107503.0,Slippery Rock Area SD,Butler,32331141.0,15902779.0,1018326.0,16921105.0,0.5234,15410036.0,0.4766,,0.0,,0.0
1.0,104107803.0,South Butler County SD,Butler,35569630.53,19163023.419999998,1170906.19,20333929.61,0.5717,15230350.4,0.4282,5350.52,0.0002,,0.0
1.0,108110603.0,Blacklick Valley SD,Cambria,18343288.59,1816755.49,435074.7,2251830.19,0.1228,8274880.86,0.4511,447462.14,0.0244,7369115.4,0.4017
1.0,108111203.0,Cambria Heights SD,Cambria,20754154.49,5678550.709999999,526416.7,6204967.41,0.299,14342659.99,0.6911,206527.09,0.01,,0.0
1.0,108111303.0,Central Cambria SD,Cambria,23961609.72,9821055.400000002,1206537.78,11027593.18,0.4602,12519526.0,0.5225,414490.54,0.0173,,0.0
1.0,108111403.0,Conemaugh Valley SD,Cambria,12840258.82,2897850.33,339832.27,3237682.6,0.2522,9269306.18,0.7219,333270.04,0.026,,0.0
1.0,108112003.0,Ferndale Area SD,Cambria,11471824.66,2395490.28,293231.45,2688721.73,0.2344,8387991.81,0.7312,395111.12,0.0344,,0.0
1.0,108112203.0,Forest Hills SD,Cambria,26792196.31,5524188.429999999,602352.98,6126541.41,0.2287,19450473.67,0.726,685056.23,0.0256,530125.0,0.0198
1.0,108112502.0,Greater Johnstown SD,Cambria,50602693.65,11301199.48,1120054.4,12421253.88,0.2455,33027925.16,0.6527,4968808.54,0.0982,184706.07,0.0037
1.0,108114503.0,Northern Cambria SD,Cambria,17772229.96,3491547.9,447141.16,3938689.06,0.2216,13535622.04,0.7616,297918.86,0.0168,,0.0
1.0,108116003.0,Penn Cambria SD,Cambria,24242744.92,6755427.41,821739.76,7577167.17,0.3126,16157777.92,0.6665,500799.83,0.0207,7000.0,0.0003
1.0,108116303.0,Portage Area SD,Cambria,13481641.07,2509280.2100000004,351855.88999999996,2861136.1,0.2122,10277275.82,0.7623,343229.15,0.0255,,0.0
1.0,108116503.0,Richland SD,Cambria,22327425.78,13909963.86,990193.33,14900157.19,0.6673,6964669.04,0.3119,462599.55,0.0207,,0.0
1.0,108118503.0,Westmont Hilltop SD,Cambria,22113813.38,13081750.35,613977.9199999999,13695728.27,0.6193,8013644.5,0.3624,404440.61,0.0183,,0.0
1.0,109122703.0,Cameron County SD,Cameron,12785052.23,3611490.2499999995,585426.21,4196916.46,0.3283,8575786.06,0.6708,4775.22,0.0004,7574.49,0.0006
1.0,121135003.0,Jim Thorpe Area SD,Carbon,45429173.11,31308875.580000002,1763603.74,33072479.32,0.728,11728939.0,0.2582,626015.0,0.0138,1739.79,0.0
1.0,121135503.0,Lehighton Area SD,Carbon,42125217.86,20499533.24,857761.6799999999,21357294.92,0.507,19147948.46,0.4545,917920.64,0.0218,702053.84,0.0167
1.0,121136503.0,Palmerton Area SD,Carbon,32586957.9,18713094.799999997,764362.8300000001,19477457.63,0.5977,12696684.27,0.3896,412804.0,0.0127,12.0,0.0
1.0,121136603.0,Panther Valley SD,Carbon,27127423.05,10500791.749999998,895882.7100000001,11396674.46,0.4201,14513235.0,0.535,1117513.59,0.0412,100000.0,0.0037
1.0,121139004.0,Weatherly Area SD,Carbon,15202861.79,6867523.51,464427.5299999999,7331951.04,0.4823,6312616.21,0.4152,325152.2,0.0214,1233142.34,0.0811
1.0,110141003.0,Bald Eagle Area SD,Centre,32841544.24,15983904.190000003,870979.12,16854883.31,0.5132,15656553.73,0.4767,329105.7,0.01,1001.5,0.0
1.0,110141103.0,Bellefonte Area SD,Centre,53617256.46,31544985.619999997,1504651.73,33049637.35,0.6164,19848285.24,0.3702,719333.87,0.0134,,0.0
1.0,110147003.0,Penns Valley Area SD,Centre,28877939.6,16635853.55,824532.7300000001,17460386.28,0.6046,10790885.99,0.3737,626228.33,0.0217,439.0,0.0
1.0,110148002.0,State College Area SD,Centre,167122999.24,126140900.82999998,4004798.8300000005,130145699.66,0.7787,35452531.68,0.2121,1471051.32,0.0088,53716.58,0.0003
1.0,124150503.0,Avon Grove SD,Chester,90516093.23,56321059.52,2142916.06,58463975.58,0.6459,31041573.3,0.3429,993809.35,0.011,16735.0,0.0002
1.0,124151902.0,Coatesville Area SD,Chester,172250674.74,112898449.58,3149552.52,116048002.1,0.6737,52811372.67,0.3066,3300792.48,0.0192,90507.49,0.0005
1.0,124152003.0,Downingtown Area SD,Chester,225810333.83,165363933.43,7113364.870000001,172477298.3,0.7638,50286113.31,0.2227,3002677.11,0.0133,44245.11,0.0002
1.0,124153503.0,Great Valley SD,Chester,105756932.35,85455378.19,2948101.4599999995,88403479.65,0.8359,15317461.7,0.1448,1073636.0,0.0102,962355.0,0.0091
1.0,124154003.0,Kennett Consolidated SD,Chester,108133001.76,66686685.470000006,1842824.8699999999,68529510.34,0.6338,17844931.17,0.165,1123425.95,0.0104,20635134.3,0.1908
1.0,124156503.0,Octorara Area SD,Chester,53593769.6,36440707.24,1512186.3900000001,37952893.63,0.7082,14770261.72,0.2756,870614.25,0.0162,,0.0
1.0,124156603.0,Owen J Roberts SD,Chester,110654606.5,83317922.1,3133666.27,86451588.37,0.7813,22129708.59,0.2,1153578.54,0.0104,919731.0,0.0083
1.0,124156703.0,Oxford Area SD,Chester,79291947.33,37447278.23,1884154.65,39331432.88,0.496,25339514.74,0.3196,1385999.71,0.0175,13235000.0,0.1669
1.0,124157203.0,Phoenixville Area SD,Chester,92454530.81,72176629.29,1924377.2100000002,74101006.5,0.8015,17432733.27,0.1886,920791.04,0.01,,0.0
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,143209981.53,115539081.25,4263200.2700000005,119802281.52,0.8365,22611659.85,0.1579,796040.16,0.0056,,0.0
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,87793724.34,69026251.79,2246228.91,71272480.7,0.8118,15863588.29,0.1807,646344.35,0.0074,11311.0,0.0001
1.0,124159002.0,West Chester Area SD,Chester,249521639.82,199285686.51000002,5219464.95,204505151.46,0.8196,42679137.16,0.171,2337351.2,0.0094,,0.0
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,15455856.2,3905267.09,1370153.21,5275420.3,0.3413,9681709.64,0.6264,471925.32,0.0305,26800.94,0.0017
1.0,106161203.0,Clarion Area SD,Clarion,16196810.17,7917180.79,826905.19,8744085.98,0.5399,7035217.32,0.4344,417506.87,0.0258,,0.0
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,14905183.92,5215593.1899999995,256806.75,5472399.94,0.3671,9056022.47,0.6076,376761.51,0.0253,,0.0
1.0,106166503.0,Keystone SD,Clarion,16732809.24,4773844.74,476320.06,5250164.8,0.3138,11139167.32,0.6657,343477.12,0.0205,,0.0
1.0,106167504.0,North Clarion County SD,Clarion,9113176.63,3009841.6399999997,219332.02,3229173.66,0.3543,5674112.6,0.6226,209890.37,0.023,,0.0
