Cat,AUN,LEA Name,County,"Committed
Fund Balance 0830","Assigned
Fund Balance 0840","Unassigned
Fund Balance 0850"
4.0,126510008.0,Richard Allen Preparatory CS,Philadelphia,,1457774.0,
4.0,126510001.0,Russell Byers CS,Philadelphia,,5750000.0,1013651.0
4.0,114514135.0,Sankofa Freedom Academy CS,Philadelphia,,,3532334.0
4.0,108515107.0,Southwest Leadership Academy CS,Philadelphia,,,-2647488.0
4.0,192518422.0,Tacony Academy CS,Philadelphia,,,2828684.0
4.0,126511530.0,TECH Freire CS,Philadelphia,,,2085963.0
4.0,126515691.0,The Philadelphia CS for Arts and Sciences at HR Edmunds,Philadelphia,7850000.0,,3822003.0
4.0,126512674.0,Universal Alcorn CS,Philadelphia,,,2099450.0
4.0,126519434.0,Universal Audenried CS,Philadelphia,,,5321715.0
4.0,126517442.0,Universal Creighton CS,Philadelphia,,,5496078.0
4.0,126513210.0,Universal Institute CS,Philadelphia,,,1729141.0
4.0,126513415.0,Universal Vare CS,Philadelphia,,,748850.0
4.0,126513020.0,West Oak Lane CS,Philadelphia,,,4781757.0
4.0,126510006.0,West Phila. Achievement CES,Philadelphia,2000000.0,,2642016.0
4.0,126510007.0,Wissahickon CS,Philadelphia,6600000.0,,1601381.0
4.0,126513250.0,Young Scholars CS,Philadelphia,1000000.0,,1522095.0
4.0,126512870.0,Youth Build Phila CS,Philadelphia,,,24716453.0
4.0,129544907.0,Gillingham Charter School,Schuylkill,391916.0,,143804.0
4.0,105620001.0,Tidioute Community CS,Warren,1951717.0,,154184.0
4.0,101636920.0,California Academy of Learning CS,Washington,,,111482.0
4.0,107653040.0,Dr Robert Ketterer CS Inc,Westmoreland,753523.0,,9288302.0
4.0,112673300.0,Crispus Attucks CS,York,,,470908.0
4.0,112673500.0,Lincoln CS,York,,10538685.0,
4.0,189670676.0,York Academy Regional CS,York,,,5796754.0
6.0,113363705.0,Lancaster County Academy,Lancaster,,208000.0,39790.0
6.0,112679205.0,York Adams Academy,York,,,
,,,,,,
,,School District,,1830820842.0,1831008741.0,3121705814.0
,,AVTS / CTC,,17117495.0,29842170.0,42869531.0
,,Charter School,,447359956.0,298052867.0,573291701.0
,,Special Program Jointure,,0.0,208000.0,39790.0
,,Total,,2295298293.0,2159111778.0,3737906836.0
