Cat,AUN,LEA Name,County,"Committed
Fund Balance 0830","Assigned
Fund Balance 0840","Unassigned
Fund Balance 0850"
1.0,122098103.0,Pennridge SD,Bucks,6041781.0,3360899.0,9987644.0
1.0,122098202.0,Pennsbury SD,Bucks,,,18266479.0
1.0,122098403.0,Quakertown Community SD,Bucks,31369843.0,,9499558.0
1.0,104101252.0,Butler Area SD,Butler,,12106637.0,8834517.0
1.0,104103603.0,Karns City Area SD,Butler,,,8690712.0
1.0,104107803.0,Knoch SD,Butler,,8151490.0,2651224.0
1.0,104105003.0,Mars Area SD,Butler,,4000000.0,4195038.0
1.0,104105353.0,Moniteau SD,Butler,,,6955014.0
1.0,104107903.0,Seneca Valley SD,Butler,1000000.0,32534402.0,12000000.0
1.0,104107503.0,Slippery Rock Area SD,Butler,,5000000.0,1306366.0
1.0,108110603.0,Blacklick Valley SD,Cambria,,2563222.0,7143024.0
1.0,108111203.0,Cambria Heights SD,Cambria,,,5165732.0
1.0,108111303.0,Central Cambria SD,Cambria,,2516005.0,777238.0
1.0,108111403.0,Conemaugh Valley SD,Cambria,,5541138.0,1410733.0
1.0,108112003.0,Ferndale Area SD,Cambria,,1266030.0,3006744.0
1.0,108112203.0,Forest Hills SD,Cambria,,3500000.0,2451847.0
1.0,108112502.0,Greater Johnstown SD,Cambria,,,9584578.0
1.0,108114503.0,Northern Cambria SD,Cambria,10000000.0,1000000.0,1768575.0
1.0,108116003.0,Penn Cambria SD,Cambria,5707701.0,6453.0,2059804.0
1.0,108116303.0,Portage Area SD,Cambria,3893561.0,,3065812.0
1.0,108116503.0,Richland SD,Cambria,3622635.0,5746064.0,700222.0
1.0,108118503.0,Westmont Hilltop SD,Cambria,152293.0,5635310.0,1083560.0
1.0,109122703.0,Cameron County SD,Cameron,1406005.0,,1747252.0
1.0,121135003.0,Jim Thorpe Area SD,Carbon,,6000000.0,9150183.0
1.0,121135503.0,Lehighton Area SD,Carbon,,4977189.0,7045179.0
1.0,121136503.0,Palmerton Area SD,Carbon,3276779.0,7514443.0,
1.0,121136603.0,Panther Valley SD,Carbon,,,8678135.0
1.0,121139004.0,Weatherly Area SD,Carbon,,,4768200.0
1.0,110141003.0,Bald Eagle Area SD,Centre,3985427.0,12592250.0,4288475.0
1.0,110141103.0,Bellefonte Area SD,Centre,3475662.0,,10417175.0
1.0,110147003.0,Penns Valley Area SD,Centre,14500000.0,,5143216.0
1.0,110148002.0,State College Area SD,Centre,35381831.0,84745.0,14571231.0
1.0,124150503.0,Avon Grove SD,Chester,5998719.0,16344582.0,8536034.0
1.0,124151902.0,Coatesville Area SD,Chester,,7500000.0,16039805.0
1.0,124152003.0,Downingtown Area SD,Chester,,,20481452.0
1.0,124153503.0,Great Valley SD,Chester,,33160901.0,6108085.0
1.0,124154003.0,Kennett Consolidated SD,Chester,2050000.0,,7791029.0
1.0,124156503.0,Octorara Area SD,Chester,,6286216.0,5886787.0
1.0,124156603.0,Owen J Roberts SD,Chester,3883467.0,6556418.0,6251447.0
1.0,124156703.0,Oxford Area SD,Chester,8508801.0,,1923599.0
1.0,124157203.0,Phoenixville Area SD,Chester,,,34910000.0
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,32854963.0,238984.0,
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,2971787.0,,4691051.0
1.0,124159002.0,West Chester Area SD,Chester,4159909.0,65220834.0,17271817.0
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,,1102181.0,918915.0
1.0,106161203.0,Clarion Area SD,Clarion,4098386.0,639313.0,2929116.0
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,4510609.0,,1500000.0
1.0,106166503.0,Keystone SD,Clarion,,5541203.0,1500000.0
1.0,106167504.0,North Clarion County SD,Clarion,,1379703.0,
1.0,106168003.0,Redbank Valley SD,Clarion,500000.0,1356033.0,2533541.0
1.0,106169003.0,Union SD,Clarion,4851673.0,,227470.0
1.0,110171003.0,Clearfield Area SD,Clearfield,6811067.0,2983903.0,2828868.0
1.0,110171803.0,Curwensville Area SD,Clearfield,,,6417544.0
1.0,106172003.0,DuBois Area SD,Clearfield,5996000.0,17982821.0,5574228.0
1.0,110173003.0,Glendale SD,Clearfield,2030183.0,,792272.0
1.0,110173504.0,Harmony Area SD,Clearfield,,1930000.0,2009718.0
1.0,110175003.0,Moshannon Valley SD,Clearfield,5366438.0,,1520816.0
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,4310000.0,,609228.0
1.0,110179003.0,West Branch Area SD,Clearfield,6709799.0,58231.0,2949914.0
1.0,110183602.0,Keystone Central SD,Clinton,10106177.0,2824682.0,5930550.0
1.0,116191004.0,Benton Area SD,Columbia,360000.0,435000.0,1453597.0
1.0,116191103.0,Berwick Area SD,Columbia,,10856436.0,
1.0,116191203.0,Bloomsburg Area SD,Columbia,3500000.0,2295067.0,1667195.0
1.0,116191503.0,Central Columbia SD,Columbia,4683892.0,575000.0,7426530.0
1.0,116195004.0,Millville Area SD,Columbia,1511456.0,,3659625.0
1.0,116197503.0,Southern Columbia Area SD,Columbia,603000.0,6427422.0,3138497.0
1.0,105201033.0,Conneaut SD,Crawford,8790193.0,,3648691.0
1.0,105201352.0,Crawford Central SD,Crawford,,10384287.0,5200000.0
1.0,105204703.0,Penncrest SD,Crawford,1697507.0,7982008.0,4080945.0
1.0,115210503.0,Big Spring SD,Cumberland,554000.0,8522221.0,4421658.0
1.0,115211003.0,Camp Hill SD,Cumberland,3101740.0,6330000.0,1902938.0
1.0,115211103.0,Carlisle Area SD,Cumberland,1297990.0,17313000.0,14544032.0
1.0,115211603.0,Cumberland Valley SD,Cumberland,4719932.0,,17646744.0
1.0,115212503.0,East Pennsboro Area SD,Cumberland,2970000.0,,3018511.0
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,13770000.0,,4999250.0
1.0,115218003.0,Shippensburg Area SD,Cumberland,2821112.0,10201065.0,3602013.0
1.0,115218303.0,South Middleton SD,Cumberland,4986576.0,759924.0,3441113.0
1.0,115221402.0,Central Dauphin SD,Dauphin,6186009.0,8500000.0,17764690.0
1.0,115221753.0,Derry Township SD,Dauphin,8750000.0,,5104052.0
1.0,115222504.0,Halifax Area SD,Dauphin,2222092.0,,2297796.0
1.0,115222752.0,Harrisburg City SD,Dauphin,500000.0,3953325.0,17823716.0
1.0,115224003.0,Lower Dauphin SD,Dauphin,7600000.0,6140471.0,1544354.0
1.0,115226003.0,Middletown Area SD,Dauphin,11710521.0,643149.0,3901464.0
1.0,115226103.0,Millersburg Area SD,Dauphin,725000.0,211989.0,3632661.0
1.0,115228003.0,Steelton-Highspire SD,Dauphin,,,-7661865.0
1.0,115228303.0,Susquehanna Township SD,Dauphin,,8824287.0,5234581.0
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,7694618.0,,1939114.0
1.0,125231232.0,Chester-Upland SD,Delaware,,,-15846297.0
1.0,125231303.0,Chichester SD,Delaware,,4073380.0,5524735.0
1.0,125234103.0,Garnet Valley SD,Delaware,5100000.0,,8851158.0
1.0,125234502.0,Haverford Township SD,Delaware,16784599.0,,11121444.0
1.0,125235103.0,Interboro SD,Delaware,5402018.0,,8014381.0
1.0,125235502.0,Marple Newtown SD,Delaware,6922405.0,3250000.0,8500000.0
1.0,125236903.0,Penn-Delco SD,Delaware,9586979.0,6929270.0,5485823.0
1.0,125237603.0,Radnor Township SD,Delaware,23964184.0,,9198466.0
1.0,125237702.0,Ridley SD,Delaware,,,-2411116.0
1.0,125237903.0,Rose Tree Media SD,Delaware,,3134889.0,9477204.0
1.0,125238402.0,Southeast Delco SD,Delaware,,,
1.0,125238502.0,Springfield SD,Delaware,2000000.0,,5011467.0
1.0,125239452.0,Upper Darby SD,Delaware,4194440.0,18000390.0,11948512.0
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,2500000.0,,8520879.0
1.0,125239652.0,William Penn SD,Delaware,,,-524246.0
1.0,109243503.0,Johnsonburg Area SD,Elk,3324004.0,,2523291.0
1.0,109246003.0,Ridgway Area SD,Elk,1750000.0,472567.0,
1.0,109248003.0,Saint Marys Area SD,Elk,5692734.0,,2489375.0
1.0,105251453.0,Corry Area SD,Erie,4021374.0,,6126864.0
1.0,105252602.0,Erie City SD,Erie,,3867960.0,22383591.0
1.0,105253303.0,Fairview SD,Erie,9526921.0,,4043527.0
1.0,105253553.0,Fort LeBoeuf SD,Erie,9313749.0,1570000.0,2930256.0
1.0,105253903.0,General McLane SD,Erie,9096553.0,,10725778.0
1.0,105254053.0,Girard SD,Erie,167302.0,7654150.0,2776431.0
1.0,105254353.0,Harbor Creek SD,Erie,5000000.0,6242744.0,2006751.0
1.0,105256553.0,Iroquois SD,Erie,5300000.0,,5281004.0
1.0,105257602.0,Millcreek Township SD,Erie,3254642.0,6972598.0,9231966.0
1.0,105258303.0,North East SD,Erie,7191650.0,402677.0,1922959.0
1.0,105258503.0,Northwestern SD,Erie,12115105.0,22597.0,2306578.0
1.0,105259103.0,Union City Area SD,Erie,,4554973.0,247329.0
1.0,105259703.0,Wattsburg Area SD,Erie,1854701.0,54908.0,3261402.0
1.0,101260303.0,Albert Gallatin Area SD,Fayette,,3251428.0,9232257.0
1.0,101260803.0,Brownsville Area SD,Fayette,,,3542942.0
1.0,101261302.0,Connellsville Area SD,Fayette,,15532438.0,6136616.0
1.0,101262903.0,Frazier SD,Fayette,,106653.0,
1.0,101264003.0,Laurel Highlands SD,Fayette,1289686.0,,1012976.0
1.0,101268003.0,Uniontown Area SD,Fayette,,,6747212.0
1.0,106272003.0,Forest Area SD,Forest,1786870.0,,3631588.0
1.0,112281302.0,Chambersburg Area SD,Franklin,6184991.0,31819728.0,
1.0,112282004.0,Fannett-Metal SD,Franklin,2701425.0,18632.0,1061953.0
1.0,112283003.0,Greencastle-Antrim SD,Franklin,8963545.0,7286175.0,
1.0,112286003.0,Tuscarora SD,Franklin,6902793.0,,5795511.0
1.0,112289003.0,Waynesboro Area SD,Franklin,274942.0,5694073.0,5568124.0
1.0,111291304.0,Central Fulton SD,Fulton,,2545565.0,
1.0,111292304.0,Forbes Road SD,Fulton,3620000.0,,100974.0
1.0,111297504.0,Southern Fulton SD,Fulton,,,
1.0,101301303.0,Carmichaels Area SD,Greene,,,
1.0,101301403.0,Central Greene SD,Greene,,2195774.0,7424974.0
1.0,101303503.0,Jefferson-Morgan SD,Greene,2000000.0,13657.0,3219868.0
1.0,101306503.0,Southeastern Greene SD,Greene,,1578882.0,2454425.0
1.0,101308503.0,West Greene SD,Greene,20210014.0,16539.0,2010868.0
1.0,111312503.0,Huntingdon Area SD,Huntingdon,,1618945.0,1304102.0
1.0,111312804.0,Juniata Valley SD,Huntingdon,600000.0,4531739.0,1172742.0
1.0,111316003.0,Mount Union Area SD,Huntingdon,,,2256462.0
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,,5600000.0,678256.0
1.0,128323303.0,Homer-Center SD,Indiana,2390800.0,405860.0,1872428.0
1.0,128323703.0,Indiana Area SD,Indiana,748972.0,22037.0,7839590.0
1.0,128325203.0,Marion Center Area SD,Indiana,,254491.0,3760886.0
1.0,128326303.0,Penns Manor Area SD,Indiana,2698934.0,,3024105.0
1.0,128327303.0,Purchase Line SD,Indiana,,6838929.0,1654429.0
1.0,128321103.0,River Valley SD,Indiana,,,
1.0,128328003.0,United SD,Indiana,1350000.0,7081543.0,2015147.0
1.0,106330703.0,Brockway Area SD,Jefferson,1599000.0,6902046.0,987481.0
1.0,106330803.0,Brookville Area SD,Jefferson,8692042.0,143407.0,9244219.0
1.0,106338003.0,Punxsutawney Area SD,Jefferson,6700082.0,13575.0,8854166.0
1.0,111343603.0,Juniata County SD,Juniata,4932978.0,,3594524.0
1.0,119350303.0,Abington Heights SD,Lackawanna,1500000.0,7000000.0,1819505.0
1.0,119351303.0,Carbondale Area SD,Lackawanna,,,5592525.0
1.0,119352203.0,Dunmore SD,Lackawanna,500000.0,,2453049.0
1.0,119354603.0,Lakeland SD,Lackawanna,,3340229.0,
1.0,119355503.0,Mid Valley SD,Lackawanna,,3080000.0,2535683.0
1.0,119356503.0,North Pocono SD,Lackawanna,4580819.0,,
1.0,119356603.0,Old Forge SD,Lackawanna,,,1623486.0
1.0,119357003.0,Riverside SD,Lackawanna,,,6045203.0
1.0,119357402.0,Scranton SD,Lackawanna,,,24253523.0
1.0,119358403.0,Valley View SD,Lackawanna,,,536673.0
1.0,113361303.0,Cocalico SD,Lancaster,8820000.0,1516373.0,5879043.0
1.0,113361503.0,Columbia Borough SD,Lancaster,7496368.0,,2465489.0
1.0,113361703.0,Conestoga Valley SD,Lancaster,9196809.0,408173.0,7371213.0
1.0,113362203.0,Donegal SD,Lancaster,10095000.0,3470000.0,3600432.0
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,7947638.0,,3589727.0
1.0,113362403.0,Elizabethtown Area SD,Lancaster,8700000.0,5900000.0,1539322.0
1.0,113362603.0,Ephrata Area SD,Lancaster,10950000.0,646718.0,6754573.0
1.0,113363103.0,Hempfield SD,Lancaster,3000000.0,17037149.0,10000000.0
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,,7237858.0,5049033.0
1.0,113364002.0,Lancaster SD,Lancaster,2500000.0,2970215.0,12185689.0
1.0,113364403.0,Manheim Central SD,Lancaster,,22050000.0,4849742.0
1.0,113364503.0,Manheim Township SD,Lancaster,12211128.0,8628.0,9436629.0
1.0,113365203.0,Penn Manor SD,Lancaster,15000929.0,,7175770.0
1.0,113365303.0,Pequea Valley SD,Lancaster,,,25485939.0
1.0,113367003.0,Solanco SD,Lancaster,6500000.0,200988.0,2917221.0
1.0,113369003.0,Warwick SD,Lancaster,13250000.0,,6034961.0
1.0,104372003.0,Ellwood City Area SD,Lawrence,,2500000.0,1797252.0
1.0,104374003.0,Laurel SD,Lawrence,,7400437.0,195301.0
1.0,104375003.0,Mohawk Area SD,Lawrence,3682000.0,4410750.0,1593021.0
1.0,104375203.0,Neshannock Township SD,Lawrence,,5664819.0,1850000.0
1.0,104375302.0,New Castle Area SD,Lawrence,,2624482.0,4010000.0
1.0,104376203.0,Shenango Area SD,Lawrence,,,1819562.0
1.0,104377003.0,Union Area SD,Lawrence,,2695557.0,1000000.0
1.0,104378003.0,Wilmington Area SD,Lawrence,,4974679.0,680796.0
1.0,113380303.0,Annville-Cleona SD,Lebanon,7137241.0,,2564008.0
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,,13249657.0,6636435.0
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,1000000.0,6000000.0,2782302.0
1.0,113384603.0,Lebanon SD,Lebanon,32995.0,23000000.0,18906062.0
1.0,113385003.0,Northern Lebanon SD,Lebanon,929254.0,1000000.0,4196582.0
1.0,113385303.0,Palmyra Area SD,Lebanon,500000.0,2767138.0,5121637.0
1.0,121390302.0,Allentown City SD,Lehigh,,,71706894.0
1.0,121391303.0,Catasauqua Area SD,Lehigh,3600000.0,,3003449.0
1.0,121392303.0,East Penn SD,Lehigh,3407605.0,11134946.0,9709613.0
1.0,121394503.0,Northern Lehigh SD,Lehigh,2363243.0,11156202.0,2294536.0
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,9037190.0,6223999.0,1486299.0
1.0,121395103.0,Parkland SD,Lehigh,24666140.0,9474287.0,6419246.0
1.0,121395603.0,Salisbury Township SD,Lehigh,14000000.0,250000.0,3392860.0
1.0,121395703.0,Southern Lehigh SD,Lehigh,,19766381.0,4200000.0
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,2014080.0,2000000.0,6938693.0
1.0,118401403.0,Crestwood SD,Luzerne,,250000.0,1124045.0
1.0,118401603.0,Dallas SD,Luzerne,,,-1212895.0
1.0,118402603.0,Greater Nanticoke Area SD,Luzerne,,3751160.0,2851956.0
1.0,118403003.0,Hanover Area SD,Luzerne,,,5818370.0
1.0,118403302.0,Hazleton Area SD,Luzerne,20595942.0,500000.0,16499117.0
1.0,118403903.0,Lake-Lehman SD,Luzerne,500000.0,4200000.0,2000058.0
1.0,118406003.0,Northwest Area SD,Luzerne,505737.0,,85250.0
1.0,118406602.0,Pittston Area SD,Luzerne,,2981682.0,5197704.0
1.0,118408852.0,Wilkes-Barre Area SD,Luzerne,,,11259593.0
1.0,118409203.0,Wyoming Area SD,Luzerne,,569311.0,3431952.0
1.0,118409302.0,Wyoming Valley West SD,Luzerne,,16922211.0,
1.0,117412003.0,East Lycoming SD,Lycoming,4510389.0,,3397639.0
1.0,117414003.0,Jersey Shore Area SD,Lycoming,4062803.0,,5781235.0
1.0,117414203.0,Loyalsock Township SD,Lycoming,2995000.0,329490.0,7009424.0
1.0,117415004.0,Montgomery Area SD,Lycoming,630000.0,4375635.0,1842615.0
1.0,117415103.0,Montoursville Area SD,Lycoming,359550.0,,3413844.0
1.0,117415303.0,Muncy SD,Lycoming,1159000.0,,2372913.0
1.0,117416103.0,South Williamsport Area SD,Lycoming,,2100000.0,3205645.0
1.0,117417202.0,Williamsport Area SD,Lycoming,5405184.0,14275000.0,7909323.0
1.0,109420803.0,Bradford Area SD,McKean,7677740.0,1106128.0,5153552.0
1.0,109422303.0,Kane Area SD,McKean,5906484.0,,2384285.0
1.0,109426003.0,Otto-Eldred SD,McKean,879814.0,315981.0,2236632.0
1.0,109426303.0,Port Allegany SD,McKean,4400000.0,934315.0,4435389.0
1.0,109427503.0,Smethport Area SD,McKean,2859170.0,,3758103.0
1.0,104431304.0,Commodore Perry SD,Mercer,3150235.0,784326.0,1491704.0
1.0,104432503.0,Farrell Area SD,Mercer,,5935060.0,1950000.0
1.0,104432803.0,Greenville Area SD,Mercer,,2919802.0,1697718.0
1.0,104432903.0,Grove City Area SD,Mercer,,7080565.0,3298684.0
1.0,104433303.0,Hermitage SD,Mercer,1850000.0,2748997.0,2873556.0
1.0,104433604.0,Jamestown Area SD,Mercer,,,1150784.0
1.0,104433903.0,Lakeview SD,Mercer,1687494.0,2094642.0,2956885.0
1.0,104435003.0,Mercer Area SD,Mercer,,,-55288.0
1.0,104435303.0,Reynolds SD,Mercer,,3790903.0,1842408.0
1.0,104435603.0,Sharon City SD,Mercer,3000000.0,5000000.0,518439.0
1.0,104435703.0,Sharpsville Area SD,Mercer,,2309161.0,1676562.0
1.0,104437503.0,West Middlesex Area SD,Mercer,,2793901.0,1232463.0
1.0,111444602.0,Mifflin County SD,Mifflin,302546.0,18216140.0,7572040.0
1.0,120452003.0,East Stroudsburg Area SD,Monroe,24000000.0,23498602.0,2985915.0
1.0,120455203.0,Pleasant Valley SD,Monroe,10988013.0,1167343.0,17852721.0
1.0,120455403.0,Pocono Mountain SD,Monroe,2000000.0,,20409175.0
1.0,120456003.0,Stroudsburg Area SD,Monroe,5240073.0,2544301.0,17137037.0
1.0,123460302.0,Abington SD,Montgomery,27181144.0,,
1.0,123460504.0,Bryn Athyn SD,Montgomery,,,852378.0
