Cat,AUN,LEA Name,County,Total State Revenue 7000,Basic Education Funding 7110,Basic Education Funding - Formula 7111,Basic Education Funding - Social Security 7112,Level Up Supplement 7120,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340","Sewage Treatment Operations / Environmental Subsidies
7350",School Safety and Security Grants 7361,School Mental Health & Safety and Security Grants 7362,Other Safe Schools Grants 7369,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1.0,115218303.0,South Middleton SD,Cumberland,11322309.94,5622407.87,5055048.95,567358.92,,,,,,60014.44,,,,,1144421.76,,,,,,581219.86,30030.0,231606.73,48168.42,678639.6,,,22093.61,,,208431.0,,,,,,,,2695276.65,,,
1.0,115221402.0,Central Dauphin SD,Dauphin,58308514.16,26665729.48,23640945.08,3024784.4,,,136076.26,,,,,,560.0,,6884988.68,,,,,,3358391.08,595980.0,1056466.37,261489.86,3294089.18,,,,,,1023711.0,,,,,,,,15031032.25,,,
1.0,115221753.0,Derry Township SD,Dauphin,14522611.99,5484653.68,4370488.54,1114165.14,,,221.02,,,,,,,,1591646.29,,,,,,431861.19,63140.0,104717.66,67435.5,838504.52,,,109803.75,,,225559.0,,,,,,,,5605069.38,,,
1.0,115222504.0,Halifax Area SD,Dauphin,11081597.37,6383215.67,6051347.15,331868.52,,,5650.53,,,,,,,,916423.34,,,,200000.0,,757878.81,10780.0,346364.57,15798.29,545368.52,,31620.0,103008.58,,,192577.0,,,,,,,,1572912.06,,,
1.0,115222752.0,Harrisburg City SD,Dauphin,105867274.87,66684085.91,66621134.25,62951.66,5673274.66,,39671.56,,,,,,,,7430452.12,,,,170000.0,11427.51,1558185.25,507045.0,2195501.1,72389.62,3497899.27,,,402014.62,,,1807251.0,,,,,,,1296238.85,14521838.4,,,
1.0,115224003.0,Lower Dauphin SD,Dauphin,24110812.7,11901872.43,10874148.07,1027724.36,,,7137.38,,,,,,,,2669226.27,,,,,,1436419.41,66990.0,766752.13,64727.79,1698900.07,,,69006.0,,,441906.0,,,,,,,,4987875.22,,,
1.0,115226003.0,Middletown Area SD,Dauphin,18462610.88,10013045.08,9263622.33,749422.75,,,,,,,,,200.0,,2014694.87,,,,,,529554.08,40040.0,383863.16,48009.36,1167110.58,,48095.02,38727.32,,,363944.0,,,,,,,,3815327.41,,,
1.0,115226103.0,Millersburg Area SD,Dauphin,7832429.14,4993815.08,4733143.59,260671.49,,,57031.67,,,,,,,,719631.94,,,,,,178686.67,16170.0,182494.31,14616.66,316605.7,,,,2916.69,,127733.0,,,,,,,,1222727.42,,,
1.0,115228003.0,Steelton-Highspire SD,Dauphin,18148522.25,10784016.52,10514490.43,269526.09,708117.92,,19451.93,1000000.0,,,,,,,1497998.4,,,,,15150.0,212008.44,22715.0,378765.2,,498627.29,,,,,,352679.0,,,,,1740.0,,,2657252.55,,,
1.0,115228303.0,Susquehanna Township SD,Dauphin,13535256.53,6069121.92,5360023.46,709098.46,,,66779.45,,,,,,,,1731702.24,,,,,,763264.13,180565.0,64194.93,66467.22,577016.16,,,1830.83,81162.94,,261665.0,,,,,10268.0,,,3661218.71,,,
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,11774181.39,6787935.21,6431151.43,356783.78,,,,,,206863.38,,,,,918310.16,,,,144980.63,,944340.44,1925.0,131743.06,19501.05,527445.15,,,5166.76,7528.0,,202061.0,,,,,,,,1876381.55,,,
1.0,125231232.0,Chester-Upland SD,Delaware,119813374.83,91956089.0,90736457.89,1219631.11,4860136.29,,31411.92,,,326229.47,,,,,7567792.17,,,,982142.85,,1125230.51,,690688.66,13507.78,3470352.35,,,,32139.38,,1421091.0,,20021.73,,,,,,7316541.72,,,
1.0,125231303.0,Chichester SD,Delaware,29201981.72,13166701.57,11749881.89,1416819.68,,,124198.32,,,,,,,,3117031.3,,,,,,651491.04,110880.0,2130729.95,54932.32,2266173.91,,,53086.96,,,541395.0,,,,,,,,6985361.35,,,
1.0,125234103.0,Garnet Valley SD,Delaware,22699457.0,7160482.0,5163984.0,1996498.0,,,97765.0,,,,,,,,2215396.0,,,,,,690116.0,79310.0,609516.0,88978.0,1849817.0,,,251293.0,,,327809.0,,,,,,,,9328975.0,,,
1.0,125234502.0,Haverford Township SD,Delaware,26670376.47,7433840.48,5029153.51,2404686.97,,,,,,,,,,,2966735.82,,,,,,871750.49,529375.0,425628.0,269843.24,2651985.38,,,,,,192476.0,,,,,,,,11328742.06,,,
1.0,125235103.0,Interboro SD,Delaware,27734695.45,12655445.7,11195015.17,1460430.53,,,74630.23,,,,,,,,2731781.25,,,,680000.0,,365506.71,29260.0,429684.91,60006.43,2547772.67,,234599.84,,,,1054903.0,,,,,,,,6871104.71,,,
1.0,125235502.0,Marple Newtown SD,Delaware,16886060.04,4695893.36,3221804.5,1474088.86,,,,,,,,,,,1854357.11,,,,,,514744.46,579425.0,416381.02,128875.89,1550121.5,,,34933.07,,,115566.0,,,,,,,,6995762.63,,,
1.0,125236903.0,Penn-Delco SD,Delaware,20179701.31,8336824.23,7252963.91,1083860.32,,,12105.83,,,,,,,,2337034.8,,,,,,405615.68,93940.0,1633560.98,69366.3,1697825.56,,,25039.85,,,354943.0,,,,,,,,5213445.08,,,
1.0,125237603.0,Radnor Township SD,Delaware,16828468.22,4403816.62,2679897.9,1723918.72,,,19276.06,,,,,,,,1345791.72,,,,,,410340.29,129745.0,76147.38,125638.83,1831701.07,,2500.0,,,,113925.0,,,,,,,,8369586.25,,,
1.0,125237702.0,Ridley SD,Delaware,37775442.47,16514612.19,13857020.84,2657591.35,,,2206.92,,,,,,,,4515058.94,,,,,,805238.86,50435.0,450415.57,109594.16,2607101.01,,,,,,1039095.0,,,,,,,,11681684.82,,,
1.0,125237903.0,Rose Tree Media SD,Delaware,19120714.38,5582622.91,3770280.58,1812342.33,,,3652.17,,,,,,,,1896540.74,,,,,,648373.62,180565.0,185974.23,87407.5,2058595.12,,,13195.0,,,140258.0,,,,,,,,8323530.09,,,
1.0,125238402.0,Southeast Delco SD,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,125238502.0,Springfield SD,Delaware,16824231.04,5335138.41,4063772.11,1271366.3,,,39911.58,,,,,,,,2098063.61,,,,,,629906.78,138985.0,565818.07,87899.31,1536805.11,,,129107.48,,,239989.0,,,,,,,,6022606.69,,,
1.0,125239452.0,Upper Darby SD,Delaware,104567139.92,54993056.59,50711151.71,4281904.88,4306950.53,,640024.07,,,,,,,,10214617.57,,,,,,1905595.81,601370.0,832640.86,267002.68,6481807.84,,,,,,2073956.0,,,,,135700.0,,,22114417.97,,,
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,18554437.93,5773120.06,4235764.2,1537355.86,,,,,,,,,,,2245016.27,,,,,,546621.27,43120.0,0.01,71781.93,2316907.56,,23159.0,,,,252951.0,,,,,,,,7281760.83,,,
1.0,125239652.0,William Penn SD,Delaware,57214044.31,30478086.97,28355154.4,2122932.57,1984218.05,,877453.15,,,,,,,,5847450.5,,,,,,1657710.46,643720.0,348730.92,,4291061.02,,,,,,1129826.0,,,,,,,,9955787.24,,,
1.0,109243503.0,Johnsonburg Area SD,Elk,8410935.48,5755610.2,5516971.76,238638.44,,,,,,48.42,,,,,576331.27,,,,150000.0,,246327.84,11935.0,,9743.36,357767.21,,,80620.0,,,133613.0,,,,,,,,1088939.18,,,
1.0,109246003.0,Ridgway Area SD,Elk,9343977.27,5813929.96,5517965.19,295964.77,,,312.33,,,8762.69,,,,,743803.42,,,,,,593034.97,56595.0,,15624.3,445444.92,,,,,,159261.0,,,,,,,,1507208.68,,,
1.0,109248003.0,Saint Marys Area SD,Elk,13559455.99,7581887.72,7120308.2,461579.52,,,,,,72402.96,,,,,1484772.11,,,,,,905501.16,72765.0,,43989.33,440203.09,,,56229.16,,,306366.0,,9026.2,,,165046.83,,,2421266.43,,,
1.0,105251453.0,Corry Area SD,Erie,25785229.27,15427412.96,14624622.28,802790.68,537615.03,,39529.91,,,205627.42,,,,,1891912.62,,,,600000.0,,1084238.97,60060.0,596116.82,34857.48,664328.3,,,202648.51,,,470665.0,,16570.3,,,,,,3953645.95,,,
1.0,105252602.0,Erie City SD,Erie,164418326.08,101892640.0,97430375.0,4462265.0,6665409.0,,51052.0,,,1446212.0,,,1677.0,,13150993.65,2771021.0,,,2110000.0,,1253750.43,568260.0,1302221.0,265368.0,7471127.0,,24240.0,168046.0,,,3102655.0,,123353.0,,,25986.0,,,22024315.0,,,
1.0,105253303.0,Fairview SD,Erie,9316421.0,4302699.0,3826938.0,475761.0,,,,,,,,,,,1069222.0,,,,,,475680.0,22715.0,374610.0,33355.0,333322.0,,92692.0,53966.0,,,343386.0,,,,,367.0,,,2214407.0,,,
1.0,105253553.0,Fort LeBoeuf SD,Erie,15471723.7,8271104.05,7656146.69,614957.36,,,65904.86,,,,,,,,1359336.85,,,,,,522273.07,31185.0,1042112.84,39295.01,898756.05,,,88605.06,,,281428.0,,,,,2460.93,,-14363.93,2883625.91,,,
1.0,105253903.0,General McLane SD,Erie,18693847.46,11909257.09,11227921.14,681335.95,,,66.64,,,,,,,,1664732.71,,,,,,673313.05,,,40195.88,654275.85,,124657.5,70528.22,,,358997.0,,,,,,,,3197823.52,,,
1.0,105254053.0,Girard SD,Erie,17665659.07,10137348.82,9521798.74,615550.08,341413.33,,10899.81,,,,,,,,1446907.32,,,,,,378801.75,5775.0,750293.43,27659.97,927019.89,,98146.25,43476.12,17280.17,,371348.0,,,,,12245.3,,,3097043.91,,,
1.0,105254353.0,Harbor Creek SD,Erie,17064795.17,10379927.85,9730999.85,648928.0,,,63125.92,,,,,,,,1455980.98,,,,,,879915.19,46200.0,,37093.42,577774.86,,,85052.03,23811.12,,433075.0,,,,,,,,3082838.8,,,
1.0,105256553.0,Iroquois SD,Erie,15972467.58,10379998.26,9884586.56,495411.7,,,16385.76,,,,,,,,1087123.17,,,,,,278542.97,21175.0,505188.05,21534.87,785488.29,,,,,,594066.0,24500.0,,,,,,,2258465.21,,,
1.0,105257602.0,Millcreek Township SD,Erie,35038897.62,18045686.79,16415143.4,1630543.39,,,129422.63,,,,,,,,4275128.63,,,,,,1403251.22,177485.0,142322.4,143081.21,1177809.07,,,278957.73,,,1053736.0,97833.1,,,,,,,8114183.84,,,
1.0,105258303.0,North East SD,Erie,16062269.7,10004000.37,9431356.55,572643.82,,,24971.25,,,,,805.0,,,1333100.92,,,,,,453160.84,18095.0,298458.29,29986.43,704187.72,,105668.5,,,,286805.0,38002.94,,,,,,,2765027.44,,,
1.0,105258503.0,Northwestern SD,Erie,15846600.62,10073668.77,9682759.52,390909.25,209469.54,,45587.32,,,171534.8,,,,,1363359.76,,,,,,941894.57,10395.0,,22827.94,496812.23,,,15600.0,,,330199.0,,,,,,,,2165251.69,,,
1.0,105259103.0,Union City Area SD,Erie,15950186.86,10539173.18,10105700.69,433472.49,,,42716.32,,,55759.27,,1155.0,,,1058516.72,,,,,,727589.94,3850.0,505277.0,19476.96,421406.72,,,102371.14,,,283155.0,,,,,,,,2189739.61,,,
1.0,105259703.0,Wattsburg Area SD,Erie,13144062.35,7957344.78,7521344.13,436000.65,,,31499.51,,,,,,,,1194711.5,,,,,,413835.58,20790.0,521530.23,22848.72,584131.87,,,148899.82,,,243953.0,,,,,,,,2004517.34,,,
1.0,101260303.0,Albert Gallatin Area SD,Fayette,41325505.93,26113177.45,25056195.09,1056982.36,650529.18,,140876.03,,,,,,,,3393457.7,,,,,,2256396.38,33495.0,1324072.62,61194.96,1033819.38,,,148492.95,,,821655.0,,,,,,,,5348339.28,,,
1.0,101260803.0,Brownsville Area SD,Fayette,23302285.24,14620922.22,14053749.86,567172.36,565743.36,,55966.0,,,,,,80.0,,1752341.9,,,,,,1618079.58,31955.0,797728.02,29449.39,422718.52,,145715.02,,,,412719.0,,,,,,,,2848867.23,,,
1.0,101261302.0,Connellsville Area SD,Fayette,56453655.45,33846655.33,32590851.72,1255803.61,878647.7,,13488.79,,,,,,,,5277749.41,,,,,,4220197.86,93940.0,2211253.04,81091.93,1844325.59,,,147314.53,,,1050159.0,,,,,,,,6788832.27,,,
1.0,101262903.0,Frazier SD,Fayette,12478174.99,7860503.41,7431801.22,428702.19,,,1188.62,,,,,,,,863733.93,,,,100000.0,,898398.9,8085.0,311657.74,18515.56,351651.22,,,11655.0,,,198758.0,,,,,557.74,,,1836669.87,16800.0,,
1.0,101264003.0,Laurel Highlands SD,Fayette,29886454.34,17151513.51,16121011.93,1030501.58,710806.41,,77882.8,,,,,,,,2703085.66,,,,,,1246017.52,19635.0,738052.19,49135.57,1280798.06,,,,,,608349.0,474994.64,,,,,,,4826183.98,,,
1.0,101268003.0,Uniontown Area SD,Fayette,32010683.31,18904484.42,18178231.16,726253.26,854458.53,,68484.9,,,,,,,,2485574.34,,,,457399.0,,2000704.0,48125.0,752236.85,61707.79,1412810.94,,48940.52,70700.0,24993.4,,554307.0,,,,,3928.0,,,4261828.62,,,
1.0,106272003.0,Forest Area SD,Forest,6142165.69,3182376.6,2999961.41,182415.19,,,127437.95,,,,,,,,551341.43,,,,152800.0,,681402.21,13860.0,,6822.79,294216.96,,,99422.86,6391.98,,102046.0,,,,,,,,924046.91,,,
1.0,112281302.0,Chambersburg Area SD,Franklin,54789211.0,28733962.0,26303452.0,2430510.0,,,60216.0,,,,,,,,5281105.0,,,,1620000.0,,3330083.0,287210.0,327022.0,185890.0,1696987.0,,,65880.0,,,1128079.0,,,,,1390.0,,,12071387.0,,,
1.0,112282004.0,Fannett-Metal SD,Franklin,4133663.53,2628701.8,2525736.08,102965.72,78796.58,,2387.67,,,,,,,,368141.57,,,,,,246437.5,,5389.36,7718.79,140050.66,,5424.56,13509.06,,,76871.0,,,,,,,,560234.98,,,
1.0,112283003.0,Greencastle-Antrim SD,Franklin,16148934.2,8172796.33,7420546.49,752249.84,,,19100.73,,,,,,,,1568527.25,,,,360000.0,,733421.19,45815.0,27528.39,54928.24,795047.65,,130361.24,,,,379241.0,287843.32,,,,12368.0,,,3561955.86,,,
1.0,112286003.0,Tuscarora SD,Franklin,18114572.0,9517787.0,9056257.0,461530.0,,,,,,,,,,,1813665.0,,,,360000.0,,1644117.0,53130.0,1294232.0,39329.0,794151.0,,,,,,361008.0,,,,,,,,2237153.0,,,
1.0,112289003.0,Waynesboro Area SD,Franklin,31255273.85,16963846.21,15757676.41,1206169.8,,,110958.02,,,,,,,,2847976.64,,,,1360000.0,,1412472.78,44660.0,715006.92,78111.14,922534.65,,,,,,632883.0,,,,,21910.47,,-37533.8,6182447.82,,,
1.0,111291304.0,Central Fulton SD,Fulton,10179867.05,6457074.57,6150692.21,306382.36,,,,,,,,1225.0,,,681895.81,,,,,,563757.57,770.0,300410.04,15984.89,487571.07,,,23776.31,,,160440.0,,,,,,,,1486961.79,,,
1.0,111292304.0,Forbes Road SD,Fulton,5094015.0,3278327.0,3137250.0,141077.0,,,,,,,,315.0,,,313525.0,,,,,,411087.0,,119231.0,5745.0,216266.0,,,33913.0,,,76499.0,,,,,,,,639107.0,,,
1.0,111297504.0,Southern Fulton SD,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,101301303.0,Carmichaels Area SD,Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,101301403.0,Central Greene SD,Greene,17099134.74,9764571.14,9247766.17,516804.97,,,,,,82537.6,,,,,2087132.25,,,,,,735629.68,,425219.37,25410.82,1160742.14,,,57870.34,,,352907.0,,,,,,,,2407114.4,,,
1.0,101303503.0,Jefferson-Morgan SD,Greene,9991365.24,6077865.36,5755697.95,322167.41,,,,,,,,,,,803406.45,,,,,,397559.75,4235.0,361518.22,15517.92,548748.77,,54204.5,,,,194792.0,,,,,,,,1533517.27,,,
1.0,101306503.0,Southeastern Greene SD,Greene,8744296.69,5637951.17,5424744.43,213206.74,150971.04,,20837.27,,,,,,,,656941.46,,,125.0,,,584813.4,7700.0,,10753.08,471767.35,,7820.3,,,,133840.0,,,,,4329.88,,,1056446.74,,,
1.0,101308503.0,West Greene SD,Greene,6861543.02,4232014.21,3994456.78,237557.43,,,,,,49812.35,,70.0,,,704091.86,,,,,,282578.19,4235.0,,12370.03,142118.72,,,153904.73,45000.0,,98630.0,,9505.31,,,,,,1127212.62,,,
1.0,111312503.0,Huntingdon Area SD,Huntingdon,16844158.33,9289893.82,8938163.53,351730.29,335102.42,,53132.96,,,,,,,,1674300.54,,,,414583.37,,1474507.63,89320.0,,29958.06,846568.54,,10055.48,,,,334138.0,,,,,-5171.11,,,2297768.62,,,
1.0,111312804.0,Juniata Valley SD,Huntingdon,8806855.01,5678188.56,5427614.42,250574.14,,,57424.53,,,88375.56,,35.0,,,607518.96,,,,,,478858.97,16940.0,180410.53,12614.56,264750.02,,,24764.3,,,142555.0,,9474.9,,,,,,1244944.12,,,
1.0,111316003.0,Mount Union Area SD,Huntingdon,15914685.77,10329421.59,9884241.46,445180.13,374596.07,,42459.26,,,53632.47,,,,,1139934.11,,,,,,607821.11,26565.0,424459.84,20899.09,300356.49,,26952.66,,,,334502.0,,,,,,,,2233086.08,,,
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,12052109.31,7697311.34,7388311.16,309000.18,199676.58,,104326.8,,,37516.15,,,,,861042.56,,,,,,902594.41,,,18459.46,361437.66,,,108464.09,,,238273.0,,6332.94,,,23658.38,,,1493015.94,,,
1.0,128323303.0,Homer-Center SD,Indiana,10720167.07,7009462.04,6662807.75,346654.29,,,,,,,,,,,775523.7,,,,,,357555.19,2310.0,245864.84,14762.42,495559.9,,22724.08,64012.32,35025.75,,162204.0,,,,,,,,1535162.83,,,
1.0,128323703.0,Indiana Area SD,Indiana,21637317.99,12132958.59,11205234.46,927724.13,,,48812.1,,,,,1890.0,143.0,,2094812.53,,,,,,933547.1,53515.0,69793.91,53396.89,1300899.3,,,116700.81,,,353791.0,,,,,,,,4477057.76,,,
1.0,128325203.0,Marion Center Area SD,Indiana,17676389.65,10950935.6,10473411.54,477524.06,,,87078.36,,,8835.6,,,,,1242619.96,,,,400000.0,,1274758.0,53900.0,32396.3,24656.14,755254.82,,64933.0,23766.0,,,246307.0,,,,,,,,2510948.87,,,
1.0,128326303.0,Penns Manor Area SD,Indiana,13190506.59,8165060.1,7817865.35,347194.75,,,79467.34,,,98884.95,,630.0,,,881786.67,,,,120000.0,,1091334.84,17710.0,286944.68,12923.74,345600.13,,120902.89,,,,194325.0,,5820.23,,,,,,1769116.02,,,
1.0,128327303.0,Purchase Line SD,Indiana,15114623.95,9642382.73,9275836.6,366546.13,,,7170.98,,,,,1085.0,,,983747.4,,,,,,1385369.01,16940.0,470455.77,,356899.56,,,115251.28,,,218571.0,,,,,,,,1916751.22,,,
1.0,128321103.0,River Valley SD,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,128328003.0,United SD,Indiana,15739962.96,9666508.3,9286377.15,380131.15,,,15861.17,,,,,,,,1138293.87,,,,300000.0,,1469760.13,16940.0,286961.85,15757.35,562003.66,,,79377.26,14175.0,,208937.0,,,,,,,,1965387.37,,,
1.0,106330703.0,Brockway Area SD,Jefferson,11886381.53,7927835.08,7605374.57,322460.51,,,19640.37,,,41778.63,,1575.0,,,818759.61,,,,,,552671.33,34650.0,61570.33,17402.97,443387.32,,,77411.23,,,193887.0,,2285.64,,,32592.0,,,1660935.02,,,
1.0,106330803.0,Brookville Area SD,Jefferson,16707913.95,10161809.81,9752844.16,408965.65,,,34446.62,,,,,,,,1333032.94,,,,,,1275025.53,19635.0,437051.87,25784.38,899903.71,,,32573.75,,,295869.0,,,,,,,,2192781.34,,,
1.0,106338003.0,Punxsutawney Area SD,Jefferson,28686113.76,17328323.38,16644217.18,684106.2,470836.79,,71722.39,,,,,1855.0,,,2080238.96,,,,,,2692532.18,153230.0,792893.45,40243.24,1409682.13,,,26666.68,,,441183.0,,,,,2361.69,,,3174344.87,,,
1.0,111343603.0,Juniata County SD,Juniata,20085110.07,11915222.95,11380763.81,534459.14,,,130436.64,,,95205.07,,,,,1904493.81,,,,,,2302151.14,140525.0,264985.53,51575.33,656509.18,,,,,,451696.0,,,,,28068.33,,,2144241.09,,,
1.0,119350303.0,Abington Heights SD,Lackawanna,17050251.91,8223013.83,7369965.08,853048.75,,,21185.1,,,,,,,,1888781.8,,,,,,985596.96,129360.0,3490.31,137905.4,1027846.17,,39284.78,,,,294812.0,,,,,,,,4298975.56,,,
1.0,119351303.0,Carbondale Area SD,Lackawanna,18283565.28,11182794.54,10681728.64,501065.9,730775.07,,235.49,,,,,,,,1661046.77,,,,,,412673.27,22330.0,354370.58,27399.49,788288.78,,19750.0,72500.0,,,318944.0,,,,,,,,2692457.29,,,
1.0,119352203.0,Dunmore SD,Lackawanna,9446046.46,5253619.22,4851870.74,401748.48,,,32652.18,,,,,,,,1029451.35,,,,,,101629.87,19250.0,26091.35,36500.35,424425.34,,,102838.17,,,459240.0,,,,,,,,1960348.63,,,
1.0,119354603.0,Lakeland SD,Lackawanna,11502756.62,6202072.99,5818095.13,383977.86,,,,,,,,,,,1094662.67,,,,,,1510999.91,45430.0,23242.13,27385.26,428016.1,,,,,,236731.0,,,,,,,,1934216.56,,,
1.0,119355503.0,Mid Valley SD,Lackawanna,12087906.41,6473937.56,6029896.73,444040.83,563226.47,,2802.59,,,,,,,,1158092.94,,,,,,352968.31,31955.0,399903.89,33329.74,331545.63,,,,152185.75,,192918.0,,,,,,,,2395040.53,,,
1.0,119356503.0,North Pocono SD,Lackawanna,21972452.62,10426492.55,9516861.4,909631.15,,,65215.15,,,,,,,,2114801.79,,,,,,2183164.03,60445.0,595855.33,51534.63,1511543.29,,,130850.88,,,417576.0,,,,,,,,4414973.97,,,
1.0,119356603.0,Old Forge SD,Lackawanna,8527946.67,3736070.3,3455878.0,280192.3,,,,,,,,,,,811286.84,,,,,,187670.14,3465.0,,18649.19,282728.19,,,,,,2134854.0,,,,,,,,1353223.01,,,
1.0,119357003.0,Riverside SD,Lackawanna,11951221.96,6516621.8,6137304.25,379317.55,,,,,,,,560.0,,,964864.22,,,,,,291806.14,26565.0,1351294.2,29000.0,585930.45,,30425.9,,,,222157.0,,,,,3915.0,,,1928082.25,,,
1.0,119357402.0,Scranton SD,Lackawanna,112064683.47,61169933.33,57329724.1,3840209.23,5141034.96,,54668.34,,,,,,,,8500597.23,,,,,,1156963.12,252945.0,1189367.35,200956.22,5512719.37,,7067.2,,,1300.0,9636814.0,,,,,,,,19235317.35,,,5000.0
1.0,119358403.0,Valley View SD,Lackawanna,17722703.0,9860774.0,9183736.0,677038.0,,,46099.0,,,,,,,,1599646.0,,,,,,693854.0,60830.0,162118.0,44428.0,1127001.0,,13950.0,191809.0,54153.0,,643156.0,,,,,50000.0,,,3174885.0,,,
1.0,113361303.0,Cocalico SD,Lancaster,19765262.28,9426803.68,8464554.74,962248.94,,,96458.29,,,,,,,,2103774.43,,,,,,1344672.6,112420.0,7017.59,53200.39,1397169.96,,,,,,400960.0,,,,,,,,4822785.34,,,
1.0,113361503.0,Columbia Borough SD,Lancaster,16609913.9,9602800.52,9273532.27,329268.25,755979.12,,17339.0,,,,,,200.0,,1742856.3,,,,,,180706.65,,787547.08,24616.26,801697.27,,,103888.25,,,295569.0,,,,,,,,2296714.45,,,
1.0,113361703.0,Conestoga Valley SD,Lancaster,18596817.6,7312532.5,6235957.22,1076575.28,,,106835.96,,,,,,600.0,,1960237.82,,,,494626.37,,977499.12,131670.0,898939.32,91376.11,898676.59,,25174.86,84074.29,,,348871.0,,,,,,,,5265703.66,,,
1.0,113362203.0,Donegal SD,Lancaster,18089814.71,9272356.52,8520053.42,752303.1,,,33139.03,,,,,,480.0,,1831374.88,,,,,,875504.45,43890.0,816068.08,56120.1,843480.1,,,,,,393860.0,,,,,,,,3923541.55,,,
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,14793110.76,6251263.32,5418109.8,833153.52,,,41043.03,,,44891.87,,,200.0,,1749282.39,,,,,,976139.77,177870.0,42526.84,80774.01,561676.02,,212590.25,,,,247418.0,,8240.63,,,,,,4399194.63,,,
1.0,113362403.0,Elizabethtown Area SD,Lancaster,22050128.74,11337647.36,10317125.44,1020521.92,,,114515.42,,,39268.71,,,,,2534725.36,,,,,,867018.87,70840.0,496432.96,80943.51,808153.3,,,140233.1,,,472997.0,,,,,,,,5087353.15,,,
1.0,113362603.0,Ephrata Area SD,Lancaster,25869775.73,13402377.03,12187005.62,1215371.41,837995.97,,113297.83,,,48277.7,,,320.0,,2801575.94,,,,,,936106.15,72380.0,35975.74,79580.99,1292097.82,,,,,,515064.0,,,,,,,-31575.63,5766302.19,,,
1.0,113363103.0,Hempfield SD,Lancaster,37864039.67,17537482.79,15435640.15,2101842.64,,,131746.49,,,,,,2144.0,,4431125.78,,,,,,1484092.35,129360.0,953347.6,138826.58,2090504.78,,,100811.17,,,689640.0,,,,,,,,10174958.13,,,
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,13840024.6,5896848.94,5038654.74,858194.2,,,64780.61,,,87755.56,,,120.0,,1644171.19,,,,,,628559.23,113575.0,60223.57,52967.05,797840.39,,,,,,281120.0,,13217.28,,,,,,4198845.78,,,
1.0,113364002.0,Lancaster SD,Lancaster,134227700.0,73867009.0,69252398.0,4614611.0,3789185.0,,447366.0,,,309213.0,,,4108.0,,11674278.0,,,,5830000.0,,2162799.0,225225.0,3317151.0,193095.0,6292799.0,,49942.0,,,,2348858.0,,22590.0,,,700.0,,-56384.0,23749766.0,,,
1.0,113364403.0,Manheim Central SD,Lancaster,18590315.88,9071879.34,8233294.43,838584.91,,,99407.27,,,61482.95,,,,,1791220.26,,,,,,930351.66,73535.0,958190.87,56167.15,1045832.17,,,32905.14,,,301665.0,,,,,,,,4167679.07,,,
1.0,113364503.0,Manheim Township SD,Lancaster,24491058.67,9602286.18,8085671.21,1516614.97,,,62911.1,,,,,,2280.0,,2857981.04,,,,,,1092014.32,117810.0,899780.23,118212.05,1411729.13,,,280441.74,,,474037.0,,,,,,,,7571575.88,,,
1.0,113365203.0,Penn Manor SD,Lancaster,31236190.09,15096139.41,13656546.66,1439592.75,,,155866.45,,,76296.68,,,1360.0,,3513250.73,,,,,,2061763.17,100100.0,898632.72,97409.9,1632921.23,,,,,,620860.0,,,,,2012.33,,,6979577.47,,,
1.0,113365303.0,Pequea Valley SD,Lancaster,8861204.6,3590100.4,3182854.69,407245.71,,,11491.07,,,99470.61,,,120.0,,908221.97,,,,,,1013578.79,95865.0,26209.97,38638.1,475590.54,,,,,,113497.0,,14614.37,,,,,,2473806.78,,,
