Cat,AUN,LEA Name,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Current Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,Actual Instruction Expense (AIE),"Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education Programs 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
1.0,106618603.0,Valley Grove SD,Venango,9029685.14,4392954.63,225576.94,13648216.709999999,132020.78,565616.25,14345853.74,9570230.01,6486626.87,2085864.65,429013.1,26969.46,1211.06,,,,387049.4,294968.91,1035018.58,198619.1,319159.43,1099159.99,797754.29,250569.62,10655.31
1.0,105628302.0,Warren County SD,Warren,44327750.49,26856455.8,1043036.52,72227242.81,,7544191.48,79771434.29,42790670.29,31438891.81,11277241.54,1463833.06,106500.15,41283.93,,,,3058224.25,1809379.91,3915161.62,1400177.15,989786.88,5496139.55,4875360.46,5231332.09,80893.89
1.0,101630504.0,Avella Area SD,Washington,6189809.83,3466108.46,406210.33,10062128.62,,810713.59,10872842.21,7514335.91,4322335.6,1216336.97,650173.53,963.73,,,,,213633.08,240372.6,1017841.22,123893.27,287510.67,1021368.11,538897.42,16348.0,6244.09
1.0,101630903.0,Bentworth SD,Washington,10655132.27,5330622.28,452035.47,16437790.020000001,208134.62,2068272.36,18714197.0,11536789.45,7632647.58,2796147.78,220296.35,6040.56,,,,,275840.1,607560.69,1291887.64,102636.21,301145.6,1421857.4,1036486.14,282543.11,10665.39
1.0,101631003.0,Bethlehem-Center SD,Washington,13803708.25,6013768.65,357096.12,20174573.02,38420.24,304454.9,20517448.16,13231942.27,9230379.8,3991429.36,575718.83,6180.26,,,,,364819.99,447525.38,1118869.58,226462.75,419874.51,1317954.86,2110009.37,,8252.21
1.0,101631203.0,Burgettstown Area SD,Washington,12414148.65,6107196.94,415663.75,18937009.34,30000.0,2284311.42,21251320.76,13694494.33,9266337.2,2822609.88,320193.32,5008.25,,,,,493772.69,680153.07,1512555.17,174695.79,362490.33,1765461.93,1105945.75,-275.0,12397.21
1.0,101631503.0,California Area SD,Washington,8640473.76,4539018.84,368180.2,13547672.799999999,,1831395.23,15379068.03,9408846.92,5966293.51,2279550.27,385225.05,7220.88,2184.05,,,,304735.54,195222.67,1094881.94,121276.71,255431.06,1216288.31,1141476.19,200542.47,9163.95
1.0,101631703.0,Canon-McMillan SD,Washington,45079973.51,27964805.5,1841025.95,74885804.96,418453.42,13860732.66,89164991.04,53595798.03,30537472.19,11711533.92,2464832.48,340558.53,25576.39,,,,2716481.22,1449180.15,4474323.19,1863505.61,825532.85,7259832.6,6252637.18,1708963.05,1414349.65
1.0,101631803.0,Charleroi SD,Washington,14439520.98,7227747.74,449931.33,22117200.049999997,,2985359.54,25102559.59,15098187.75,10422631.12,3444151.18,515975.51,54218.02,2545.15,,,,949710.19,452960.59,1462205.0,321948.35,358340.62,2170391.35,1022427.19,479065.77,10698.68
1.0,101631903.0,Chartiers-Houston SD,Washington,10589395.46,6502283.91,421731.1,17513410.470000003,,2312583.41,19825993.88,13270624.84,8002278.31,1958588.82,389022.04,239506.29,,,,,433506.19,605595.45,1792453.22,194415.51,331758.49,2204863.11,924683.64,,15008.3
1.0,101632403.0,Fort Cherry SD,Washington,11360358.07,6076017.9,454253.96,17890629.93,,1125165.22,19015795.15,12661307.09,7677620.88,3108584.82,573725.9,426.47,,,,,313004.94,429444.04,1028771.4,221244.36,484281.57,2059636.76,1310375.54,218363.4,10895.89
1.0,101633903.0,McGuffey SD,Washington,16392196.08,10543143.88,919874.46,27855214.42,,3030388.42,30885602.84,19935910.71,10982111.94,4324401.09,1063869.08,21040.97,773.0,,,,1883120.04,589147.02,2319932.98,246894.1,552673.75,2881707.78,2046685.99,,22982.22
1.0,101636503.0,Peters Township SD,Washington,39190811.51,18882819.89,1603299.18,59676930.58,,8571224.4,68248154.98,45970001.78,31851637.23,6934929.19,340814.46,41997.63,21433.0,,,,2946977.01,1723852.24,3645441.88,715594.42,505040.66,5361312.5,2836533.33,1084041.66,64026.19
1.0,101637002.0,Ringgold SD,Washington,24995035.15,14062297.11,904399.35,39961731.61,100.0,7736083.19,47697914.8,27228153.94,17613051.22,5655768.02,1388930.91,280668.97,40204.88,,,16411.15,1641989.67,868277.5,2748503.75,391817.1,609520.43,4651895.94,2416411.54,704253.23,29627.95
1.0,101638003.0,Trinity Area SD,Washington,34832423.04,18244207.06,1408802.4,54485432.49999999,,4988693.35,59474125.85,40224236.02,23114341.09,9337286.73,2306302.72,74492.5,,,,,1227558.01,1009196.17,3123746.36,544302.04,653096.56,6248521.03,3216341.5,1977538.11,243907.28
1.0,101638803.0,Washington SD,Washington,15879895.65,8922154.65,724768.45,25526818.75,,4416658.38,29943477.13,17328841.61,11014299.4,4286147.19,310092.0,233811.82,35545.24,,,,1239459.03,1024498.59,1700094.23,229784.73,549763.95,3481738.92,682662.33,,14152.87
1.0,119648703.0,Wayne Highlands SD,Wayne,34010684.3,17495006.37,1146263.51,52651954.18,752709.01,4084438.4,57489101.59,38687239.68,24413093.47,8429135.92,318030.61,850424.3,,,,,2481812.41,1784841.97,4223689.98,787551.04,704358.13,3846765.57,3079238.9,513114.92,73633.45
1.0,119648903.0,Western Wayne SD,Wayne,25262193.55,14843435.8,993691.43,41099320.78,,4097238.82,45196559.6,27316730.04,16469275.97,8313312.94,462520.87,17083.77,,,,,2127998.04,988867.88,2565854.12,705695.68,462365.58,2892389.94,4149064.55,897418.09,53781.92
1.0,107650603.0,Belle Vernon Area SD,Westmoreland,22754715.54,10703431.5,1186546.0,34644693.04,,3625632.22,38270325.26,24429005.5,17032502.97,4657657.31,986410.96,65368.58,12775.72,,,,1006925.3,657308.45,3097141.6,509280.96,448937.5,3176672.15,1791536.44,8690.25,6938.85
1.0,107650703.0,Burrell SD,Westmoreland,18167940.79,8944114.13,656181.4,27768236.32,,3809375.63,31577611.95,20397575.8,14518136.31,2871469.48,678631.0,97681.7,2022.3,,,,1046778.47,631844.97,2376454.26,348969.22,410862.16,2553090.9,1152881.21,417517.99,5714.95
1.0,107651603.0,Derry Area SD,Westmoreland,21435559.22,10772129.37,699307.69,32906996.279999997,,21223555.04,54130551.32,22247884.6,14937314.35,5249341.83,899955.11,31310.93,4764.34,,,312872.66,1001444.78,1534555.66,1946682.96,389487.9,608088.96,3236616.93,1893345.09,156782.15,5124.94
1.0,107652603.0,Franklin Regional SD,Westmoreland,35981452.23,17222267.46,1489709.93,54693429.62,,3624789.18,58318218.8,42339561.93,28823452.9,6512883.0,522125.39,114185.64,8805.3,,,,2222332.69,1054511.11,3165974.88,529032.71,616434.0,5133789.7,2319638.54,2167216.99,13336.84
1.0,107653102.0,Greater Latrobe SD,Westmoreland,34657315.44,15791197.38,1255107.43,51703620.25,2183143.78,4064913.74,57951677.77,40228718.5,24865170.42,7045424.72,2394895.49,321721.54,24458.27,,5645.0,,1931139.12,1697252.62,3567830.41,476790.37,408710.15,4383028.45,2695168.51,590099.32,41178.43
1.0,107653203.0,Greensburg Salem SD,Westmoreland,28388106.79,12286906.39,1051064.64,41726077.82,,4914627.13,46640704.95,30163570.65,19969672.61,7584156.09,577462.25,228033.23,28782.61,,,,1119032.27,2096578.23,2481488.83,526249.96,414779.0,3578318.17,1851284.28,210876.69,8298.96
1.0,107653802.0,Hempfield Area SD,Westmoreland,59647900.0,22955053.0,1669828.0,84272781.0,46356.0,8661338.0,92980475.0,63563955.9,46235059.0,11639844.0,1380296.0,368728.0,23973.0,,,,2724334.0,2934556.0,4476537.0,864744.0,782245.0,7578652.0,3483836.0,88228.0,21921.0
1.0,107654103.0,Jeannette City SD,Westmoreland,11334237.85,5564933.35,428264.55,17327435.75,,2126617.21,19454052.96,11007363.04,7813876.85,2795547.58,616211.92,98895.05,9706.45,,,,545383.03,469574.96,944494.75,182094.87,288951.12,1388354.4,1106409.37,637809.27,1861.58
1.0,107654403.0,Kiski Area SD,Westmoreland,36273138.84,16593149.26,1267875.07,54134163.17,,4937067.46,59071230.63,37216328.21,27020314.71,7579947.5,1629046.96,34589.72,9239.95,,,,1444083.8,1204944.95,4016488.5,708969.78,504265.81,5101968.42,3603394.34,,9033.66
1.0,107654903.0,Ligonier Valley SD,Westmoreland,17451492.29,9657334.49,619166.86,27727993.64,8520.0,3160026.98,30896540.62,19082059.38,12370521.58,3909085.59,759234.22,73311.9,,,,339339.0,988985.8,390584.08,2091546.1,448630.73,436098.16,1899468.93,2885487.43,499296.37,17236.89
1.0,107655803.0,Monessen City SD,Westmoreland,9518252.49,4820498.84,307694.41,14646445.74,294.31,1132625.13,15779365.18,9911952.1,5576269.92,2137500.69,667989.03,627245.66,,,,509247.19,341235.36,548718.41,1144160.48,65776.34,295622.77,1637797.23,659601.76,1740.18,125846.31
1.0,107655903.0,Mount Pleasant Area SD,Westmoreland,19767720.22,9448069.5,726197.53,29941987.25,,3627723.98,33569711.23,21381516.51,13505112.63,4171615.13,1495344.3,595648.16,,,,,1016568.8,433483.68,2278282.96,308517.73,288446.11,3071420.65,1586274.33,459196.44,5878.8
1.0,107656303.0,New Kensington-Arnold SD,Westmoreland,24127085.37,9272095.0,563997.53,33963177.9,,3429502.38,37392680.28,22798412.26,14891394.73,8286222.41,393720.31,325282.48,100400.0,,,130065.44,575453.75,303818.2,1932718.38,226434.01,468539.98,3404897.2,1524291.12,832764.84,3177.52
1.0,107656502.0,Norwin SD,Westmoreland,42914400.88,18751428.76,1903337.06,63569166.7,,6852001.0,70421167.7,46503671.93,34187810.05,7878717.83,806442.46,34585.04,6845.5,,,,2665486.67,1091991.79,3917635.31,1155716.9,460709.3,5121149.04,3035611.36,1287700.34,15428.05
1.0,107657103.0,Penn-Trafford SD,Westmoreland,34099944.55,17869355.88,1790074.64,53759375.06999999,,13841291.49,67600666.56,40220999.49,28507189.21,5076255.97,453314.66,60629.71,2555.0,,,,1906478.79,649480.64,3821474.25,666675.04,591784.9,6085884.15,2876348.65,1200803.1,70426.36
1.0,107657503.0,Southmoreland SD,Westmoreland,17463166.82,8629663.64,754472.62,26847303.080000002,99981.27,2782602.03,29729886.38,18704012.43,13083391.58,3851526.74,343024.09,183501.41,1723.0,,,,736986.84,205924.41,1956288.18,359953.34,406455.31,2518091.61,2115318.64,301353.83,29291.48
1.0,107658903.0,Yough SD,Westmoreland,19673978.77,10692566.71,763426.48,31129971.96,11913.48,2913617.69,34055503.13,20547148.18,14159556.63,3902662.1,1503571.25,104720.79,3468.0,,,,942040.73,761668.3,2149199.72,328776.39,513062.56,2492353.73,2679319.39,820977.16,5168.73
1.0,119665003.0,Lackawanna Trail SD,Wyoming,13112668.0,5826684.0,500679.0,19440031.0,728972.0,418906.0,20587909.0,14296211.67,8669171.0,3457935.0,981101.0,4461.0,,,,,585656.0,297741.0,1277147.0,200349.0,297347.0,1691306.0,1211339.0,250535.0,15264.0
1.0,118667503.0,Tunkhannock Area SD,Wyoming,28299069.74,14418535.24,1041150.45,43758755.43,700.0,3770564.11,47530019.54,31818991.31,18275999.83,7667280.48,2231653.68,124135.75,,,,,1787318.76,1376225.7,2650786.96,681948.51,400342.07,4242128.51,3147160.23,68572.8,64051.7
1.0,112671303.0,Central York SD,York,57259032.57,25933744.94,1682373.47,84875150.98,,7882389.6,92757540.58,65010343.47,43656775.07,10614618.19,1516973.7,1454950.67,,15714.94,,,3282677.19,4866060.65,5603228.4,989428.76,661047.17,5992332.26,3691671.87,807987.71,39310.93
1.0,112671603.0,Dallastown Area SD,York,72291350.64,27359698.19,1671695.84,101322744.67,476961.0,10692201.34,112491907.01,78743814.18,53330343.96,16093055.14,1857062.76,995068.78,15820.0,,,,4769933.14,2346633.43,5363820.22,1386036.43,820546.26,7133941.85,3525099.58,1907758.17,105929.11
1.0,112671803.0,Dover Area SD,York,39277010.62,18427260.41,948459.01,58652730.04,,21137997.54,79790727.58,41476933.07,26032615.4,10083384.35,2940089.03,215721.84,,,5200.0,,1836008.42,3427163.23,3029424.06,757744.54,842129.07,4778453.46,3027954.32,710087.12,18296.19
1.0,112672203.0,Eastern York SD,York,27610542.15,12048591.09,942915.07,40602048.309999995,,7438557.98,48040606.29,29852742.41,18548924.46,6324013.69,2680208.85,51370.15,6025.0,,,,1143183.39,1141537.37,2633531.74,487125.29,466602.51,2844146.89,2098274.95,1208620.58,25568.37
1.0,112672803.0,Hanover Public SD,York,21320031.0,9564720.0,600079.0,31484830.0,,2607657.0,34092487.0,23011925.96,14433375.0,5481086.0,1131887.0,205599.0,,68084.0,,,940617.0,1452219.0,2534086.0,461016.0,305912.0,2124820.0,1477598.0,256518.0,11934.0
1.0,112674403.0,Northeastern York SD,York,43613417.25,19052647.61,935575.73,63601640.589999996,,7793791.29,71395431.88,48044724.17,29500696.69,10791393.57,2977455.46,339525.53,4346.0,,,,2655186.89,3578386.27,4677790.99,714125.28,555330.46,4182377.97,2466241.53,201901.78,21306.44
1.0,115674603.0,Northern York County SD,York,28359692.08,15901658.25,1513311.01,45774661.339999996,661755.25,10510192.81,56946609.4,34987511.05,20270359.4,7043239.32,817533.93,228559.43,,,,,2174022.92,1343667.58,3593828.86,726537.7,595614.88,3791830.2,2260570.98,1385125.81,30459.32
1.0,112675503.0,Red Lion Area SD,York,54636653.0,25034704.0,1222020.0,80893377.0,,22226686.0,103120063.0,56684658.18,36282899.0,13280187.0,4507746.0,555165.0,9657.0,999.0,,,3785426.0,1905546.0,3821042.0,1324028.0,818961.0,6778428.0,4775567.0,1797481.0,28225.0
1.0,112676203.0,South Eastern SD,York,33031433.53,15904669.41,1094906.68,50031009.62,489496.57,3811650.02,54332156.21,37988657.04,23708799.12,6797473.45,2097958.64,269310.93,,,,157891.39,2475805.39,798649.57,3134009.69,903514.44,772292.49,4207960.32,2269343.68,1324992.0,18101.83
1.0,112676403.0,South Western SD,York,45212263.67,19466469.14,1134527.81,65813260.620000005,,4904053.57,70717314.19,50427736.82,32091952.56,10083845.82,2637843.05,398622.24,,,,,1943640.74,2757753.97,3794939.94,658805.48,789954.13,4783946.48,2728542.04,1980392.11,28494.25
1.0,112676503.0,Southern York County SD,York,30990720.0,16950637.69,922834.76,48864192.449999996,,6626476.72,55490669.17,36325833.24,22319884.0,7693193.0,906267.0,71376.0,,,,,1865052.86,1945948.0,3493777.0,829308.0,1037813.0,4055380.0,2262826.98,1438977.86,21553.99
1.0,112676703.0,Spring Grove Area SD,York,40433750.21,21036296.49,1089962.74,62560009.440000005,,7842402.76,70402412.2,46983624.24,27857892.91,10354860.71,2058463.68,127348.92,2867.0,,,32316.99,2391797.37,4728798.01,3268399.5,719035.0,625832.19,5746900.06,2968215.86,563157.64,24160.86
1.0,115219002.0,West Shore SD,York,78957415.4,36914432.97,1835968.97,117707817.34,6215362.49,7187037.01,131110216.84,88552678.01,57021356.6,19953868.74,1324095.0,119950.32,28301.74,509843.0,,,4987485.38,1759520.18,7314414.12,2306184.0,1324103.15,10832296.36,4772861.21,3526962.5,90606.07
1.0,112678503.0,West York Area SD,York,38022373.0,18709460.0,863242.0,57595075.0,,45090567.0,102685642.0,44629895.78,22962656.0,10575458.0,3028995.0,1445247.0,10017.0,,,,2493057.0,1206632.0,3202775.0,784438.0,597972.0,5279107.0,2066626.0,2982723.0,96130.0
1.0,112679002.0,York City SD,York,100661135.24,37173366.15,1153268.45,138987769.83999997,,30810312.04,169798081.88,98952731.67,63766340.15,26503177.72,5103406.16,2139037.39,200381.2,304983.16,,2643809.46,6039157.53,3679350.03,8483322.06,1908782.31,1286938.18,10853537.34,2554200.88,2345050.24,23027.58
1.0,112679403.0,York Suburban SD,York,37422424.31,14985584.11,999522.71,53407531.13,,6720001.67,60127532.8,40726645.59,28622795.23,7851550.61,898920.56,46395.98,2761.93,,,,1935172.02,2129300.42,4009089.01,570860.09,572017.58,3676168.68,1782281.49,288327.2,22367.62
3.0,103020407.0,A W Beattie Career Center,Allegheny,5210953.92,2786892.93,375575.73,8373422.58,47670.0,1594619.07,10015711.65,5552119.22,,635390.59,4575563.33,,,,,,123771.08,554409.63,785192.33,,395768.75,903291.78,,24459.36,
3.0,103023807.0,Forbes Road CTC,Allegheny,3276732.51,2740210.59,9732.25,6026675.35,70118.7,355996.38,6452790.43,3662228.95,424858.62,445526.14,2356353.36,,,49994.39,,,354686.03,46320.43,799111.47,6838.44,366490.01,1000469.02,,166295.19,
3.0,103027307.0,Parkway West CTC,Allegheny,4507514.0,2589001.0,26374.0,7122889.0,449710.0,507276.0,8079875.0,5442924.0,913808.0,,3593706.0,,,,,,157962.0,14026.0,842777.0,2120.0,229727.0,1125837.0,,216552.0,
3.0,103028807.0,Steel Center for Career and Technical Education,Allegheny,3073745.98,2548255.29,,5622001.27,,199018.35,5821019.62,3797140.72,283267.56,,2725965.77,,,63402.96,,1109.69,257628.36,13907.62,655621.36,,212742.99,922571.44,,260386.46,225397.06
3.0,128034607.0,Lenape Tech,Armstrong,4367697.71,4006567.74,25951.54,8400216.99,,106907.79,8507124.78,3476109.61,2134054.55,,2224556.39,9086.77,,,,,565262.73,91318.93,732105.4,139139.29,222660.11,1044595.86,814761.51,396723.91,
3.0,127041307.0,Beaver County CTC,Beaver,3613402.74,2283902.13,58062.43,5955367.3,,133.72,5955501.02,3935580.18,268079.28,305070.87,3040252.59,,,,,,376021.89,6614.56,379190.39,94908.21,382757.5,809938.32,,139393.72,95077.54
3.0,108051307.0,Bedford County Technical Center,Bedford,1121164.44,891130.64,820.0,2013115.08,,67.17,2013182.25,1251305.67,,,1107899.73,,,13264.71,,,113931.26,45824.86,485271.54,,9073.0,237029.98,,,
3.0,114060557.0,Berks CTC,Berks,8872144.43,8154449.14,66047.66,17092641.23,60366.33,950285.86,18103293.42,11112706.5,,,8872144.43,,,,,,1082093.64,396305.15,1546341.34,64768.93,570020.21,2766758.65,1279866.04,448295.18,
3.0,114067107.0,Reading Muhlenberg CTC,Berks,5886777.11,3874247.45,76933.08,9837957.64,14557.85,224.6,9852740.09,5761221.78,,1214.87,5885562.24,,,,,,434700.64,597019.36,892981.92,132558.46,336685.4,1001442.64,,478859.03,
3.0,108070607.0,Greater Altoona CTC,Blair,5944034.71,3843612.76,40089.26,9827736.729999999,,576845.33,10404582.06,4358191.29,,,3998935.78,,,1945098.93,,,817303.42,67647.7,787917.09,24763.78,392928.86,1381317.96,,371733.95,
3.0,117080607.0,Northern Tier Career Center,Bradford,2621663.0,1267941.0,7553.0,3897157.0,4100.0,709535.0,4610792.0,2052362.0,207440.0,115487.0,1643360.0,,,655376.0,,,,51171.0,702422.0,,,512140.0,1000.0,1208.0,
3.0,122091457.0,Bucks County Technical High School,Bucks,18230477.0,9049007.0,102635.0,27382119.0,98687.0,75212.0,27556018.0,21235165.43,7957784.0,3749423.0,5943391.0,448464.0,,131415.0,,,1996265.0,1113094.0,1487084.0,162770.0,756617.0,2727764.0,1155.0,804258.0,
3.0,122097007.0,Middle Bucks Institute of Technology,Bucks,6314882.52,4198194.32,15424.59,10528501.43,,1563295.38,12091796.81,7537794.26,,,6188184.69,,,126697.83,,,774248.22,61540.22,1152971.6,166935.59,481040.11,1125336.3,,436122.28,
3.0,122099007.0,Upper Bucks County Technical School,Bucks,4820070.67,3536674.63,9013.31,8365758.609999999,,1571040.65,9936799.26,6568372.78,162345.76,,4459498.67,,,198226.24,,,423419.45,401303.33,911160.36,99642.3,374849.25,1196684.62,,129615.32,
3.0,104101307.0,Butler County AVTS,Butler,3187753.0,2137182.0,11684.0,5336619.0,71974.0,161.0,5408754.0,3456280.0,,,3167173.0,,,20580.0,,,321510.0,266213.0,538486.0,,263180.0,743476.0,,4317.0,
3.0,108110307.0,Admiral Peary AVTS,Cambria,1815639.0,1655385.25,35298.77,3506323.02,,21406.0,3527729.02,2203913.77,,93173.0,1566538.0,154446.0,,1482.0,,,130843.0,413755.0,288262.72,,124047.19,518634.82,,179842.52,
3.0,108112607.0,Greater Johnstown CTC,Cambria,3904247.81,2519747.12,19579.06,6443573.989999999,,40078.95,6483652.94,2653656.36,,116887.02,1870545.81,,,1916814.98,,,176064.62,93535.37,833781.78,16997.35,236356.24,1151053.5,,,11958.26
3.0,121131507.0,Carbon Career & Technical Institute,Carbon,4570838.0,3286153.64,69787.0,7926778.640000001,11516.0,86.0,7938380.64,5892629.08,1082536.0,1029652.0,2097943.0,360707.0,,,,,183957.0,196340.0,733053.64,111355.0,386532.0,1401012.0,273904.0,,
3.0,110141607.0,Central PA Institute of Science & Technology,Centre,4773354.5,2878310.48,,7651664.98,,694660.97,8346325.95,3124030.83,,,2129342.62,,,2644011.88,,,,244580.96,1120962.22,,419823.88,1012421.05,,80522.37,
3.0,124151607.0,Chester County Technical College HS,Chester,13346387.0,16513156.0,135676.0,29995219.0,40753.0,2763432.0,32799404.0,21172542.48,1230318.0,,10230081.0,,,1885988.0,,,1721374.0,284442.0,4113519.0,287714.0,17550.0,10023512.0,25370.0,39675.0,
3.0,106161357.0,Clarion County Career Center,Clarion,1729836.23,1066555.47,6682.33,2803074.0300000003,,,2803074.03,1782926.58,,320015.99,1215391.61,,,194428.63,,,249803.46,65083.69,179504.89,43034.95,219968.81,309159.67,,,
3.0,110171607.0,Clearfield County CTC,Clearfield,3334634.54,1700729.34,,5035363.88,95310.04,665994.01,5796667.93,2632289.55,128266.0,,1844398.57,,,1361969.97,,,69469.28,543795.36,447609.67,535.79,162667.74,476651.5,,,
3.0,116191757.0,Columbia-Montour AVTS,Columbia,5592050.02,2830415.0,227067.0,8649532.02,,431715.38,9081247.4,6193435.2,2095470.02,958089.0,2416198.0,9441.0,,112852.0,,,593130.0,188739.0,547849.0,83499.0,265233.0,783456.0,368509.0,,
3.0,105201407.0,Crawford County CTC,Crawford,3605450.91,1787952.25,9871.13,5403274.29,,1283053.4,6686327.69,2855089.43,,,2738208.11,,,867242.8,,,181963.09,152999.68,553710.82,2661.42,228159.45,668457.79,,,
3.0,115211657.0,Cumberland Perry AVTS,Cumberland,4603558.41,3627948.94,13110.22,8244617.569999999,,467255.0,8711872.57,5871361.01,491081.55,227432.98,3861587.22,,,23456.66,,,552907.72,371438.39,638454.69,59670.71,420507.76,725886.78,,17775.75,841307.14
