Cat,AUN,LEA Name,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Current Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,Actual Instruction Expense (AIE),"Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education Programs 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
1.0,120455403.0,Pocono Mountain SD,Monroe,124522838.02,63208911.99,3894227.09,191625977.1,,21131314.96,212757292.06,145843202.19,84336662.86,35800757.85,2499661.53,1863751.11,22004.67,,,,8187000.57,9610170.18,11003693.24,2124859.09,1651926.87,16012687.28,11366267.94,3173684.16,78622.66
1.0,120456003.0,Stroudsburg Area SD,Monroe,66578081.3,31214674.23,1649363.51,99442119.04,,16213865.56,115655984.6,72378070.59,47730849.82,16970646.69,1448767.55,420035.24,7782.0,,,,3545891.78,2086594.48,6330484.01,1261007.48,963974.51,10524801.53,5495302.52,973251.08,33366.84
1.0,123460302.0,Abington SD,Montgomery,93027938.42,51194654.09,1413685.97,145636278.48,279825.24,13036426.18,158952529.9,111882952.33,71640032.18,19845937.16,1397070.0,138595.08,6304.0,,,,6498383.89,5914207.98,9479468.29,2191591.53,2473396.61,13196070.21,8065437.33,3271059.67,105038.58
1.0,123460504.0,Bryn Athyn SD,Montgomery,112876.0,47813.0,,160689.0,,,160689.0,125186.0,,112876.0,,,,,,,,,20467.0,,,,27265.0,,81.0
1.0,123461302.0,Cheltenham SD,Montgomery,70960798.0,35379934.67,2589154.0,108929886.67,29201.0,10151620.0,119110707.67,83464009.78,48016119.0,20327444.0,2355505.0,248402.0,13328.0,,,,4427422.0,3918207.0,6894101.0,916668.0,1299927.0,8810761.0,6774587.0,2290290.0,47971.67
1.0,123461602.0,Colonial SD,Montgomery,78629246.0,36643139.0,1882501.0,117154886.0,10427.0,9457708.0,126623021.0,92341890.74,54421786.0,22024438.0,1606801.0,514763.0,,61458.0,,,4873007.0,4520247.0,7296700.0,1376008.0,1134671.0,9317090.0,4841915.0,3197980.0,85521.0
1.0,123463603.0,Hatboro-Horsham SD,Montgomery,60233753.94,33585669.77,1365933.99,95185357.7,,11210737.93,106396095.63,72554397.83,41117142.37,16447341.76,2588577.84,75184.29,5507.68,,,,4013918.45,2802576.12,6472736.4,1328004.38,1468548.53,7535088.67,5343743.89,4546881.62,74171.71
1.0,123463803.0,Jenkintown SD,Montgomery,10367030.0,5134281.0,328751.0,15830062.0,,1324658.0,17154720.0,12907639.82,7897989.0,2300674.0,152581.0,15786.0,,,,,1073489.0,303270.0,1351322.0,250940.0,365628.0,976702.0,376501.0,427917.0,8512.0
1.0,123464502.0,Lower Merion SD,Montgomery,154318114.37,79967393.75,5240108.77,239525616.89000002,,39677209.19,279202826.08,189642752.15,105943502.89,46820004.95,477128.0,1068523.22,8955.31,,,,10319354.74,6361097.96,14943663.96,4026266.56,1408602.71,20401468.18,13983416.31,7872414.76,651108.57
1.0,123464603.0,Lower Moreland Township SD,Montgomery,30891106.61,13731003.3,832155.54,45454265.449999996,,4934854.43,50389119.88,35859571.97,23186112.77,7234639.74,324235.25,123354.65,14230.15,8534.05,,,1456110.48,1781212.22,3348266.57,418867.43,753892.81,2372470.14,2812046.56,755727.48,32409.61
1.0,123465303.0,Methacton SD,Montgomery,61766042.68,34774864.44,1529131.99,98070039.11,,10368611.8,108438650.91,75497043.76,42201744.9,16723542.14,2526669.4,223778.5,3500.0,86807.74,,,5412667.66,3311362.44,6650156.87,1877746.27,1095613.14,8596342.48,6003125.34,1760106.82,67743.42
1.0,123465602.0,Norristown Area SD,Montgomery,102272141.15,45018797.77,2034273.9,149325212.82000002,,8654167.78,157979380.6,107388480.91,67648087.82,29005876.21,4821671.52,704204.38,92301.22,,,,6949469.2,1652484.83,10024979.31,1891602.75,737859.64,11442911.13,9448962.05,2798117.66,72411.2
1.0,123465702.0,North Penn SD,Montgomery,169195611.9,77912948.84,2891329.56,249999890.3,,69399878.14,319399768.44,190809712.88,118507885.51,46254545.83,4117388.9,244074.54,19286.0,,,52431.12,14632982.13,8618672.26,13085342.17,5125834.07,2446520.93,16737053.74,13172938.84,3827830.93,265773.77
1.0,123466103.0,Perkiomen Valley SD,Montgomery,63523861.25,30894757.94,1762762.83,96181382.02,1575769.34,10916761.12,108673912.48,74458971.53,44437469.62,15147612.65,3129486.28,420006.55,,389286.15,,,4772580.81,4957738.85,5147491.38,1380350.71,1110018.09,7767758.07,5278207.12,423554.31,57058.6
1.0,123466303.0,Pottsgrove SD,Montgomery,40344203.0,18736345.0,1155868.0,60236416.0,,4944674.0,65181090.0,45670449.29,26467951.0,11449111.0,2118903.0,308238.0,,,,,2317532.0,2144522.0,4020300.0,645421.0,819623.0,4718184.0,1836183.0,2205309.0,29271.0
1.0,123466403.0,Pottstown SD,Montgomery,39956777.71,18106658.8,900367.89,58963804.400000006,770093.37,3711066.61,63444964.38,42153175.73,20029213.01,13850054.72,1261218.45,2241467.64,,,,2574823.89,2241576.22,2699503.06,3548904.04,996545.77,844510.71,5166294.66,2010209.77,581950.88,17163.69
1.0,123467103.0,Souderton Area SD,Montgomery,79177869.13,35996701.65,1336515.05,116511085.83,,10054512.85,126565598.68,88187561.99,53939472.83,22434962.88,1947906.38,675042.61,5205.5,175278.93,,,4884442.74,4225108.92,5209054.09,1144485.41,1728076.97,8851665.78,7090295.95,2781469.88,82101.91
1.0,123467203.0,Springfield Township SD,Montgomery,31537860.66,17394891.13,1089831.04,50022582.83,,8386286.36,58408869.19,38226658.71,22036378.85,8893982.57,572179.0,,35320.24,,,,2204702.19,2735495.31,3342680.12,782669.36,762549.97,3297524.61,3212669.22,1014661.11,41939.24
1.0,123467303.0,Spring-Ford Area SD,Montgomery,96761984.58,46379781.51,2537401.73,145679167.82,57412.72,17684119.61,163420700.15,114508406.68,60982960.56,33909706.71,1809324.7,58977.61,1015.0,,,,6464810.18,6141699.36,7510177.5,2598828.82,1126813.16,11422082.86,7309989.84,3678152.56,127227.23
1.0,123468303.0,Upper Dublin SD,Montgomery,57901859.01,27600200.79,1740078.94,87242138.74,,12277169.3,99519308.04,68827590.81,43266727.05,14056370.73,529265.0,34198.46,6319.1,8978.67,,,3840826.71,4598919.91,4949066.32,789079.71,992859.55,7041843.49,3956672.36,1365981.45,64951.29
1.0,123468402.0,Upper Merion Area SD,Montgomery,61529382.86,31094954.77,2003161.38,94627499.00999999,,15859119.28,110486618.29,74769853.78,42583399.07,15926026.5,2859840.36,147943.93,12173.0,,,,5046207.16,3816447.57,5160871.12,1330284.8,1006251.83,8903360.21,4069286.06,1694870.33,67375.69
1.0,123468503.0,Upper Moreland Township SD,Montgomery,36915077.98,19723780.68,747403.83,57386262.489999995,,10451667.46,67837929.95,43571615.34,25408933.0,9866477.63,1511506.0,121741.35,6420.0,,,,2047766.2,1611027.62,4556002.26,464402.63,1719990.02,4306020.33,3544656.68,1433793.09,40121.85
1.0,123468603.0,Upper Perkiomen SD,Montgomery,35938939.76,17065707.76,932405.34,53937052.86,25250.75,5142216.15,59104519.76,39918042.96,25366535.86,8064823.52,2493584.33,8133.05,2938.0,,2925.0,,2029713.18,1733193.36,3291209.22,782588.79,734250.06,3707330.2,3045559.86,1709953.42,31909.67
1.0,123469303.0,Wissahickon SD,Montgomery,70556511.38,29268363.75,2021119.36,101845994.49,,5236684.17,107082678.66,80122106.07,49278119.4,20245307.06,699113.0,310653.92,23318.0,,,,4137902.4,2586344.02,5906629.05,1018460.16,948060.43,8825592.33,4810600.53,955246.04,79528.79
1.0,116471803.0,Danville Area SD,Montour,25730471.09,12012037.13,957201.24,38699709.46,,3153565.78,41853275.24,27544434.89,17473438.15,4740685.96,1994331.04,1513840.61,8175.33,,,,1435927.74,984509.3,2408418.12,477695.19,610908.04,3046793.49,2303891.61,743893.64,
1.0,120480803.0,Bangor Area SD,Northampton,32968331.92,16597314.37,1321483.02,50887129.31,,5820073.62,56707202.93,38658166.7,21460683.72,9173999.37,1369289.84,528067.25,,434630.0,,1661.74,1794525.67,1226919.76,4164404.11,563504.96,617434.54,4555521.71,2260225.83,1393586.61,21191.18
1.0,120481002.0,Bethlehem Area SD,Northampton,180328015.83,73368577.34,3647590.18,257344183.35000002,104857.66,26585892.07,284034933.08,201980127.91,126359009.88,41213495.36,8153557.74,1158934.06,147966.75,2432052.92,,862999.12,10852317.77,10026769.45,12838208.86,2739354.72,2157056.6,18094913.73,8992154.99,7541820.11,125981.11
1.0,120483302.0,Easton Area SD,Northampton,105895617.28,45515641.6,3978951.81,155390210.69,,63737753.16,219127963.85,119252113.87,73914984.84,24596643.92,5605808.49,52449.13,38469.11,1376361.96,,310899.83,6750681.27,5020124.91,8116767.15,1770849.34,1454543.77,13250295.02,7033713.18,2000913.33,117753.63
1.0,120484803.0,Nazareth Area SD,Northampton,54742562.47,25868258.58,1896694.48,82507515.53,,9440760.96,91948276.49,64612782.32,40209176.7,12504731.55,1279172.32,93328.15,5657.79,650495.96,,,2906685.49,1834872.54,4573024.9,1122592.96,1057867.66,8717967.3,4272358.67,1340150.5,42738.56
1.0,120484903.0,Northampton Area SD,Northampton,65241441.76,30546553.11,1819299.52,97607294.39,,10137139.48,107744433.87,75240948.21,42160114.5,18012656.59,3446635.96,751103.08,,830931.63,,40000.0,3369418.07,3052478.82,4604327.02,1202542.13,1007284.69,9575917.91,5289317.72,2402140.67,43126.08
1.0,120485603.0,Pen Argyl Area SD,Northampton,17222748.4,10007324.52,1060030.95,28290103.869999997,,1503350.32,29793454.19,21566643.13,11461877.44,4586456.73,733717.81,169901.88,9096.5,261698.04,,,1144524.82,1228077.7,2439168.72,282930.08,526895.59,2614308.12,1299503.89,459999.94,11915.66
1.0,120486003.0,Saucon Valley SD,Northampton,26972055.73,15900678.9,1147470.12,44020204.75,,1962183.88,45982388.63,34498862.19,19294446.17,6678838.72,670494.55,26197.25,13457.0,288622.04,,,1529062.07,3241464.22,2569808.11,439378.35,843791.58,4384978.31,2862509.86,6785.5,22900.9
1.0,120488603.0,Wilson Area SD,Northampton,25054669.86,11868372.03,960742.14,37883784.03,,26196025.78,64079809.81,28544630.52,17091909.4,6156162.45,1190552.46,5105.53,9191.56,314373.96,,287374.5,1444926.45,872141.02,2976075.62,372759.74,510163.08,3602878.96,1477351.95,596333.57,15741.64
1.0,116493503.0,Line Mountain SD,Northumberland,10767135.32,6742660.66,405052.82,17914848.8,,10260605.22,28175454.02,12167008.52,7687295.94,2604952.2,424301.36,50585.82,,,,,705207.98,301790.47,1456274.61,154502.12,395405.31,1506924.8,1898062.81,324492.56,
1.0,116495003.0,Milton Area SD,Northumberland,20693192.32,10946985.25,820883.0,32461060.57,346567.0,2011199.37,34818826.94,23028504.3,13746447.48,5086362.73,796567.62,1043621.27,20193.22,,,,1560916.57,836546.22,1994251.15,342297.82,597913.68,3158330.83,1555567.99,901160.99,
1.0,116495103.0,Mount Carmel Area SD,Northumberland,13815630.21,5319098.43,461129.6,19595858.240000002,,969625.89,20565484.13,13327582.98,9239541.28,3144338.53,512767.73,329226.21,31188.56,,,558567.9,670484.84,175202.68,1312424.72,295663.45,461828.2,1481153.36,694694.94,227646.24,
1.0,116496503.0,Shamokin Area SD,Northumberland,21448671.76,9911508.81,587510.18,31947690.75,,532957.44,32480648.19,21794026.94,13698771.96,5445950.51,1435590.67,444281.57,37505.78,,,386571.27,597113.95,738065.54,1624162.67,448652.97,1960773.42,2819999.54,1214792.77,507947.95,
1.0,116496603.0,Shikellamy SD,Northumberland,32976895.81,11846793.15,509295.11,45332984.07,,13490881.94,58823866.01,31772125.57,20539765.08,9678461.92,1480044.79,1251175.33,27448.69,,,,1296615.04,1081222.37,2795495.57,552051.23,472127.72,3578190.81,1842132.89,228957.52,
1.0,116498003.0,Warrior Run SD,Northumberland,13228173.68,6674201.21,371527.12,20273902.01,1243728.34,3151499.26,24669129.61,14213285.24,10077919.17,2744286.13,299216.76,106751.62,,,,,741419.36,675907.69,1294223.3,251673.55,431843.89,1663035.4,1210975.88,405122.14,
1.0,115503004.0,Greenwood SD,Perry,8035717.24,4327035.38,404148.85,12766901.47,58659.66,1578374.6,14403935.73,9316514.14,5326002.72,1683856.83,950732.73,35357.96,1829.0,37938.0,,,354061.86,338761.23,937990.99,152934.68,234346.69,903079.69,950366.31,448698.77,6795.16
1.0,115504003.0,Newport SD,Perry,12772782.42,5323541.42,426710.97,18523034.81,23011.0,11507371.98,30053417.79,13209566.47,8042697.09,3717545.62,708985.23,234085.48,,,69469.0,,491531.38,671290.61,1158185.58,166037.89,339372.98,1108539.13,882743.29,497792.95,8047.61
1.0,115506003.0,Susquenita SD,Perry,19440122.02,9944958.98,457504.0,29842585.0,,3246722.0,33089307.0,20938353.65,12643508.36,5312064.66,1127433.0,233505.0,,123611.0,,,924031.0,1546729.0,2177958.0,322736.0,378570.0,2505121.98,2074615.0,,15198.0
1.0,115508003.0,West Perry SD,Perry,24037187.93,12809010.74,381786.9,37227985.57,,5342785.64,42570771.21,26443531.47,15680815.91,6121195.58,1308357.96,344911.4,5512.0,,135414.0,440981.08,1422630.0,830079.0,2625139.02,447092.88,717395.15,3363658.54,2944010.39,437049.0,21956.76
1.0,126515001.0,Philadelphia City SD,Philadelphia,2525320730.55,818981386.4,17909882.95,3362211999.9,18559391.42,636279812.52,4017051203.84,2147767337.95,1675122701.31,650638209.7,24316179.15,55247201.33,12708685.35,,,107287753.71,76676784.3,81978715.92,151890815.2,33733948.43,39780252.56,243165998.51,155209717.68,36454078.15,91075.65
1.0,120522003.0,Delaware Valley SD,Pike,51994057.49,25637006.96,2286997.59,79918062.04,,3212336.71,83130398.75,59558453.46,39325845.49,10716303.02,905516.48,728233.2,,74509.98,,243649.32,3535406.82,2577380.55,5246841.36,894232.65,937439.21,7464864.17,3500297.21,1357630.99,122914.0
1.0,119648303.0,Wallenpaupack Area SD,Pike,43105514.75,22535762.06,3076026.18,68717302.99000001,,6208927.32,74926230.31,51233209.33,30941744.72,10523966.15,1481793.68,158010.2,,,,,3548917.63,3171726.6,3824826.98,620813.54,836020.14,4745313.56,4631723.97,880361.23,276058.41
1.0,109530304.0,Austin Area SD,Potter,2385812.59,1539381.9,79158.91,4004353.4,,15219.97,4019573.37,2880706.61,1649652.54,356906.08,217546.79,23794.18,,,,137913.0,91620.57,47987.9,429600.56,105436.15,133998.48,320345.69,157397.04,237933.04,15062.47
1.0,109531304.0,Coudersport Area SD,Potter,7354972.27,4048401.12,343178.66,11746552.05,,1218497.61,12965049.66,8558623.78,5583038.03,1236068.62,525032.82,10832.8,,,,,357185.56,282614.24,985571.04,201937.3,255901.51,1154564.5,473539.84,287154.82,49932.31
1.0,109532804.0,Galeton Area SD,Potter,4514681.5,2245397.32,196684.92,6956763.74,,549509.04,7506272.78,5079367.88,3105489.3,1052428.62,127482.83,4917.2,,,,224363.55,179094.11,142074.7,844869.3,121151.96,163987.0,462415.0,291190.88,,40614.37
1.0,109535504.0,Northern Potter SD,Potter,6177290.3,3542410.79,122189.19,9841890.28,91381.04,487125.89,10420397.21,6842825.77,4583188.27,1335090.67,258826.88,184.48,,,,,250695.92,483789.6,933010.19,120023.37,227944.41,869345.77,614778.66,3219.82,39603.05
1.0,109537504.0,Oswayo Valley SD,Potter,4796636.04,3162196.39,277608.86,8236441.29,231201.99,669532.47,9137175.75,5847920.34,3396567.84,837001.83,364766.25,87497.31,,,,110802.81,217099.32,428631.24,789700.04,99676.5,133041.48,761589.51,710672.47,,21785.83
1.0,129540803.0,Blue Mountain SD,Schuylkill,24969671.27,14788588.97,1239132.11,40997392.35,1899920.67,14065185.7,56962498.72,30234911.43,16261247.96,6937843.43,1742072.2,28507.68,,,,,1609082.49,763408.79,2919098.57,804579.82,520630.87,3563143.4,2853774.4,1754870.63,
1.0,129544503.0,Mahanoy Area SD,Schuylkill,11549266.44,6133921.91,489065.22,18172253.57,1500.0,920403.76,19094157.33,12491878.39,6993777.08,3578877.97,710257.29,246933.57,19420.53,,,,807026.83,487285.23,1321757.13,262764.03,488790.85,1521065.03,957272.74,287960.07,
1.0,129544703.0,Minersville Area SD,Schuylkill,13371209.99,5770685.87,470587.45,19612483.31,64894.27,4612727.1,24290104.68,14610145.24,7955405.4,5085593.56,328028.84,2182.19,,,,,703532.57,377538.49,1411775.53,236925.8,406490.11,1744466.6,657813.99,232142.78,
1.0,129545003.0,North Schuylkill SD,Schuylkill,19170969.82,9346800.08,807604.82,29325374.72,15600.0,22639424.67,51980399.39,19668512.89,13492386.07,4610970.88,612618.25,454994.62,,,,,1186139.32,496104.93,1861908.48,601266.56,424514.84,2444143.38,1861137.53,469359.04,2226.0
1.0,129546003.0,Pine Grove Area SD,Schuylkill,14786590.03,7451958.43,473203.48,22711751.94,749918.21,2035203.52,25496873.67,15521311.72,11676467.93,2422744.03,550665.0,136913.07,,-200.0,,,805946.7,960964.62,1229007.62,254592.18,386408.7,2021631.79,1315477.01,129323.55,348606.26
1.0,129546103.0,Pottsville Area SD,Schuylkill,26514099.95,11811826.55,1029741.24,39355667.74,,1821828.92,41177496.66,27049716.88,15995183.15,8787347.69,1211807.43,478469.15,41292.53,,,,1215299.81,962192.18,2522166.19,505603.8,802440.18,3412312.75,1282731.31,1109080.33,
1.0,129546803.0,Saint Clair Area SD,Schuylkill,6974273.82,2724476.75,154039.04,9852789.61,,4924115.68,14776905.29,6860039.62,5007735.87,1628079.35,266990.0,68000.58,3468.02,,,,260097.69,58026.49,795331.87,107480.79,243544.37,651267.08,570264.46,2467.5,35996.5
1.0,129547303.0,Schuylkill Haven Area SD,Schuylkill,11843718.97,7280432.16,465685.61,19589836.740000002,448088.67,1721149.86,21759075.27,13893660.15,8071134.67,3387192.41,375544.39,9847.5,,,,,1117790.96,571847.77,1349775.09,382992.86,388029.78,2075369.16,1001987.86,392638.68,
1.0,129547203.0,Shenandoah Valley SD,Schuylkill,11864120.38,4642156.18,314798.07,16821074.63,,13365148.07,30186222.7,10995399.44,6764928.78,4141759.85,502348.41,68487.77,42303.72,,,344291.85,450671.15,289158.37,1315648.24,225520.76,415696.25,1144029.87,596553.71,204877.83,
1.0,129547603.0,Tamaqua Area SD,Schuylkill,19860147.25,9478437.27,513288.49,29851873.009999998,1496116.13,2395806.19,33743795.33,21816444.47,12383577.04,6050534.35,1386438.06,23511.97,16085.83,,,,824477.9,869456.55,1949267.14,460618.44,555481.39,3291151.58,1527984.27,,
1.0,129547803.0,Tri-Valley SD,Schuylkill,7871846.92,4084083.52,311322.55,12267252.99,,931185.42,13198438.41,8295484.56,5579056.42,1650230.66,599265.8,43294.04,,,,,342940.79,714204.64,908915.04,220803.43,263372.1,1004873.45,620600.61,4966.68,3406.78
1.0,129548803.0,Williams Valley SD,Schuylkill,11652860.86,4900636.04,363768.99,16917265.889999997,,307697.79,17224963.68,11601740.95,7166912.34,3415717.59,838703.47,201777.46,,29750.0,,,494404.54,249074.03,1461522.86,200439.26,220672.53,1028971.63,754290.66,491260.53,
1.0,116555003.0,Midd-West SD,Snyder,22338651.77,10426796.35,497164.89,33262613.009999998,3550.0,4532561.86,37798724.87,22224003.05,14345711.31,5834683.85,2088622.27,42285.34,27349.0,,,,935144.84,1122104.03,2228421.51,323192.57,431029.11,2600371.82,2733451.23,53081.24,
1.0,116557103.0,Selinsgrove Area SD,Snyder,25591888.98,13817768.13,866662.04,40276319.15,,3233000.0,43509319.15,29229004.95,18065218.98,4972950.89,2495310.35,56951.8,1456.96,,,,2266365.0,1958693.02,2502920.22,473865.98,492388.06,3478415.7,1815442.9,829677.25,
1.0,108561003.0,Berlin Brothersvalley SD,Somerset,7021261.99,3485190.78,378514.59,10884967.36,,1242950.89,12127918.25,7535058.41,4961022.21,1167374.76,817263.75,75268.24,,333.03,,,495650.64,311867.55,750539.24,86417.63,248604.06,826907.49,593443.76,168850.27,2910.14
1.0,108561803.0,Conemaugh Township Area SD,Somerset,8171709.26,4914970.59,470258.72,13556938.57,1555.28,1268610.63,14827104.48,9558489.58,6058327.66,1752448.58,297081.06,53851.64,10000.32,,,,577853.01,341916.82,1048690.75,303324.09,415226.69,1292480.46,737039.82,195559.06,2879.89
1.0,108565203.0,Meyersdale Area SD,Somerset,8555336.53,4641053.74,380367.83,13576758.1,6188.62,1803205.32,15386152.04,9441299.7,6345115.2,1508715.26,652281.29,49224.78,,,,,634544.88,291431.37,981138.2,163916.68,222154.1,1313613.16,611393.41,420178.67,2683.27
1.0,108565503.0,North Star SD,Somerset,10109989.13,6126431.89,361135.9,16597556.92,,1476878.63,18074435.55,11354675.75,7068064.46,1753729.35,1009942.68,168316.59,1192.5,,,108743.55,710407.61,651181.75,1129870.03,218405.02,408175.16,1698315.82,1233885.17,72642.25,3549.08
1.0,108566303.0,Rockwood Area SD,Somerset,6805178.98,3861018.15,277070.61,10943267.74,635031.2,63201.67,11641500.61,8725807.38,4700614.78,1008167.27,921803.53,169434.16,2553.6,2605.64,,,515435.38,282648.61,902768.86,117876.1,346735.71,932175.72,583090.9,174136.53,6150.34
1.0,108567004.0,Salisbury-Elk Lick SD,Somerset,2855167.67,1712536.78,106038.94,4673743.390000001,160035.92,367176.1,5200955.41,2938985.84,2313214.39,349455.82,158478.62,34018.84,,,,,116961.41,262962.9,458212.41,66383.82,134569.12,371300.14,169241.31,127927.86,4977.81
1.0,108567204.0,Shade-Central City SD,Somerset,5087904.64,2687803.66,243306.31,8019014.609999999,8462.89,1108161.73,9135639.23,5496521.85,3256475.65,1000492.97,647710.9,183225.12,,,,,260987.34,322548.17,505581.91,141576.24,233491.97,829978.52,392302.39,,1337.12
1.0,108567404.0,Shanksville-Stonycreek SD,Somerset,3820363.55,2257569.95,114236.99,6192170.49,,967594.01,7159764.5,4506301.51,2812325.26,554872.76,338438.84,2731.02,,,,111995.67,143485.84,299730.96,535803.85,110515.11,218113.31,632632.33,314624.8,,2663.75
1.0,108567703.0,Somerset Area SD,Somerset,22087210.24,11189459.0,1190077.1,34466746.339999996,,3779804.83,38246551.17,25010827.2,14508123.25,4874121.05,1999268.8,249121.62,24267.6,,,432307.92,1010750.72,2204628.55,2128929.95,448420.67,624403.6,3059219.21,1665611.69,36118.18,11376.43
1.0,108568404.0,Turkeyfoot Valley Area SD,Somerset,3193805.36,2404156.08,100802.85,5698764.289999999,,15751.28,5714515.57,3837954.34,2484025.83,507258.71,199417.42,,3103.4,,,,251921.88,39526.74,545802.47,91769.89,179623.07,653877.97,588154.12,51550.25,1929.69
1.0,108569103.0,Windber Area SD,Somerset,11111133.71,4638829.34,510714.85,16260677.9,,1283757.33,17544435.23,10719265.15,7503813.02,2330264.31,987737.36,8918.55,1814.4,,,278586.07,400621.21,39450.25,1479735.04,197877.47,217027.74,1146122.71,1018247.14,136789.84,2957.94
1.0,117576303.0,Sullivan County SD,Sullivan,9199278.47,5357069.7,357882.89,14914231.060000002,28649.72,607431.1,15550311.88,11414489.93,5954988.71,2431929.49,719709.47,92650.8,,,,,412816.22,802510.9,1205735.54,189893.65,254739.87,1174396.46,1070354.68,246622.38,
1.0,119581003.0,Blue Ridge SD,Susquehanna,11002409.58,6136091.29,408822.56,17547323.43,,2135850.61,19683174.04,12424909.1,7557649.34,2768135.6,247675.2,49730.66,,,,379218.78,625350.51,748257.22,909683.68,198322.62,385324.31,1545321.44,1074614.31,635692.28,13524.92
1.0,119582503.0,Elk Lake SD,Susquehanna,13322030.69,5736279.3,468134.45,19526444.439999998,,1448109.42,20974553.86,13320508.93,9295237.15,3068939.97,947245.59,10357.98,,,250.0,,650005.04,403367.4,1270285.37,271149.8,235156.89,1250594.08,1425661.59,214401.83,15657.3
1.0,119583003.0,Forest City Regional SD,Susquehanna,9501730.9,4798141.97,260826.26,14560699.13,,811899.89,15372599.02,9899939.21,6365683.54,2133617.7,490269.92,38601.58,,,800.0,472758.16,423830.5,223852.6,978494.88,156748.68,287349.91,1054532.68,1238337.65,421163.82,13831.25
1.0,119584503.0,Montrose Area SD,Susquehanna,15711628.7,8816152.85,429527.11,24957308.659999996,,954735.23,25912043.89,17296849.94,11550799.2,3413856.32,666650.65,80322.53,,,,,708502.63,647715.31,1448938.02,319967.04,442250.07,1788217.44,1996217.33,1439273.27,25071.74
1.0,119584603.0,Mountain View SD,Susquehanna,12949616.45,6807806.23,420306.14,20177728.82,,1421890.6,21599619.42,14602497.98,7530666.04,4253278.17,523142.91,485070.47,,,16600.0,140858.86,832536.43,637455.09,939229.28,225531.23,468794.73,1416838.86,1635400.47,633429.77,18590.37
1.0,119586503.0,Susquehanna Community SD,Susquehanna,10365187.34,5361753.04,384471.17,16111411.549999999,,1284493.0,17395904.55,10803266.28,6694289.64,2417621.32,648722.48,301983.88,8436.0,,,294134.02,724166.79,616575.14,1099853.15,232308.91,244390.87,1244108.03,1161496.19,3643.46,35210.5
1.0,117596003.0,Northern Tioga SD,Tioga,21955770.67,9583230.87,664118.71,32203120.25,,2094033.5,34297153.75,22067197.69,16164200.84,5382837.87,274576.13,134155.83,,,,,1032211.49,1338253.53,1961952.42,342739.58,364951.07,2587482.35,1899260.68,56379.75,
1.0,117597003.0,Southern Tioga SD,Tioga,18020156.34,9815970.61,587658.26,28423785.21,,3101815.81,31525601.02,19768331.04,12796131.67,4472165.11,,20940.74,,,,730918.82,735046.33,1395297.43,1960112.13,337422.31,591213.31,1974888.48,1715387.28,1106603.34,
1.0,117598503.0,Wellsboro Area SD,Tioga,14622896.54,7910298.73,481205.53,23014400.8,,2550571.42,25564972.22,16450020.92,10471777.08,3714633.12,412317.87,24168.47,,,,,813690.56,446001.69,1690019.54,322925.92,609576.12,2276479.58,1008854.99,742750.33,
1.0,116604003.0,Lewisburg Area SD,Union,20592478.23,10684697.23,977480.18,32254655.64,,10599255.84,42853911.48,23855818.99,14391912.24,4309915.59,1383066.79,369639.6,,,,137944.01,1647280.99,2345255.39,1963424.01,419442.64,459191.04,2573704.91,1271578.36,4819.89,
1.0,116605003.0,Mifflinburg Area SD,Union,19554922.26,10699841.41,502588.58,30757352.25,,25206192.41,55963544.66,22461028.27,13493142.49,4198105.34,1741894.47,118605.53,,3174.43,,,1141851.58,931588.3,1964718.49,308886.89,456654.13,2899201.75,1904839.49,1092100.78,
1.0,106611303.0,Cranberry Area SD,Venango,12204989.72,5836347.69,395076.53,18436413.94,68232.02,663974.99,19168620.95,13087425.48,8465368.06,3268872.25,417552.88,46541.02,6655.51,,,,645726.78,706390.1,1126990.77,237965.42,324043.8,1162184.8,992375.63,266492.68,374177.71
1.0,106612203.0,Franklin Area SD,Venango,20862597.92,9704461.3,661623.31,31228682.53,,1472175.0,32700857.53,20730473.95,14012052.97,5729145.27,974265.61,136315.37,5337.36,5481.34,,,1007244.87,808502.35,1748143.34,412889.04,349798.78,2392675.36,2339305.42,618643.53,27258.61
1.0,106616203.0,Oil City Area SD,Venango,19665155.68,10011928.46,723758.03,30400842.17,140985.23,3048112.43,33589939.83,20302762.75,14248169.23,3728362.74,1572280.64,79441.55,36901.52,,,,776378.59,1608030.45,2156516.19,375212.6,395233.68,2956201.41,1655777.89,56541.3,32036.35
1.0,106617203.0,Titusville Area SD,Venango,18958287.58,10717923.85,818164.4,30494375.83,,2634341.68,33128717.51,19787431.71,14083054.48,3612532.01,853401.09,403381.4,918.6,5000.0,,,1458959.17,1082019.02,2374117.3,326766.74,448083.34,2994264.51,1459337.82,555799.13,18576.82
