Cat,AUN,LEA Name,County,"Object 100
Personnel Services - Salaries","Object 200
Personnel Services - Employee Benefits",Object 220 Social Security Contributions,Object 230 Retirement Contributions,"Object 300
Purchased Professional and Technical Services","Object 400
Purchased Property Services","Object 500
Other Purchased Services","Object 600
Supplies","Object 700
Property","Object 800
Other Objects","Object 900
Other Uses of Funds",Total
1.0,103025002.0,Keystone Oaks SD,Allegheny,17908588.0,10869369.0,1330543.0,6078596.0,1991237.0,1058548.0,5032970.0,1615365.0,357300.0,432889.0,4814880.0,44081146.0
1.0,103026002.0,McKeesport Area SD,Allegheny,25747845.0,16776751.0,1955876.0,8848826.0,2354622.0,1690375.0,15447795.0,2374536.0,1633634.0,191665.0,9970997.0,76188220.0
1.0,103026303.0,Montour SD,Allegheny,30501633.499999996,18890436.119999997,2282205.3,10507928.469999999,2940759.71,525665.26,4432772.670000001,3405797.08,2891416.3999999994,5052615.4799999995,2434550.58,71075646.8
1.0,103026343.0,Moon Area SD,Allegheny,35833250.92,22315500.86,2647860.1399999997,12034370.03,3771106.94,787589.49,6650603.16,3216998.35,1377303.84,6928424.31,4879422.39,85760200.25999999
1.0,103026402.0,Mt Lebanon SD,Allegheny,52034696.99,32028480.200000003,3878951.22,17988101.94,4115431.2299999995,1043933.45,4210230.78,5107867.02,65009.16,83513.39,12225853.11,110915015.33
1.0,103026852.0,North Allegheny SD,Allegheny,83335044.93,52397744.190000005,6115570.7700000005,28672662.2,4670728.600000001,2296267.4,9669833.870000001,7285092.140000001,3481084.9,7109110.27,15027116.46,185272022.76
1.0,103026902.0,North Hills SD,Allegheny,38767213.52,23518690.86,2863130.8000000003,13263478.500000002,3013136.3,627698.83,8358286.82,3382488.4000000004,435103.57999999996,3893484.4299999997,4588594.12,86584696.85999998
1.0,103026873.0,Northgate SD,Allegheny,11493013.0,7120406.0,866485.0,3973579.0,1110049.0,555407.0,3966200.0,1334021.0,59508.0,568423.0,116196.0,26323223.0
1.0,103027352.0,Penn Hills SD,Allegheny,26047565.88,17002313.919999998,1951687.52,8875450.28,4124520.1699999995,873401.61,26815008.470000003,3240594.3499999996,4089460.21,5416508.72,4308803.45,91918176.78
1.0,103021003.0,Pine-Richland SD,Allegheny,38243246.0,24934546.0,2848633.0,13386664.0,3966557.0,575138.0,9099035.0,4004063.0,30665.0,3594889.0,16493105.0,100941244.0
1.0,102027451.0,Pittsburgh SD,Allegheny,259036799.93,157130991.87,19125793.24,90020313.94,65129894.08,5673613.7,152356475.76000002,20777637.66,14366528.659999998,24776024.52,32252361.0,731500327.1800001
1.0,103027503.0,Plum Borough SD,Allegheny,28820210.360000003,16980063.41,2162619.5199999996,9964198.360000001,2292181.2399999998,730664.37,3728392.78,3664013.88,663567.5599999999,3426134.83,5411987.03,65717215.46
1.0,103027753.0,Quaker Valley SD,Allegheny,22134069.69,12823532.399999999,1650670.0,7442029.0200000005,1690409.15,669318.2200000001,3484623.3899999997,1977613.72,426198.13,3825209.39,8221038.47,55252012.56
1.0,103028203.0,Riverview SD,Allegheny,10357587.0,6730616.0,756985.0,3607499.0,1359267.0,298433.0,2405115.0,1190877.0,503334.0,912717.0,2338183.0,26096129.0
1.0,103028302.0,Shaler Area SD,Allegheny,40129237.76,25579166.22,3007526.0200000005,13956047.26,2086858.9,1657908.1099999999,10488090.89,3615170.64,1705390.53,3074960.7199999997,24488513.19,112825296.96
1.0,103028653.0,South Allegheny SD,Allegheny,10161542.79,6196308.38,763854.24,3411794.7499999995,2596332.95,1300553.51,6418781.62,758309.9400000001,436938.32,687117.32,914306.77,29470191.6
1.0,103028703.0,South Fayette Township SD,Allegheny,28026488.45,17210358.6,2083420.9000000001,9632776.149999999,2018570.6099999999,803517.14,2970584.59,2679925.5,1703987.4500000002,3448455.6399999997,5464316.12,64326204.1
1.0,103028753.0,South Park SD,Allegheny,14553675.45,9202657.440000001,1072578.68,5015895.76,1638260.41,424067.77,4333407.880000001,1977349.83,672281.1399999999,2330923.58,2255811.21,37388434.71
1.0,103028833.0,Steel Valley SD,Allegheny,14956421.020000001,9868003.29,1130239.72,5085595.58,2332765.49,983449.5900000001,10240434.299999999,1435046.7200000002,77367.1,531621.66,503910.0,40929019.17
1.0,103028853.0,Sto-Rox SD,Allegheny,8361994.41,6402186.07,581179.5900000001,3288092.4000000004,1210368.96,442657.01,11714838.700000001,1161902.51,15859.42,286420.82,1523712.5,31119940.400000002
1.0,103029203.0,Upper St. Clair SD,Allegheny,41266842.48,25515974.1,3076225.94,14164642.869999997,3452798.05,1692090.22,3718608.05,4267320.39,3130072.61,5945357.11,41644985.12,130634048.13
1.0,103029403.0,West Allegheny SD,Allegheny,28835518.95,17790657.07,2179871.03,10016526.19,2299276.06,624962.32,7060114.12,2839322.94,672132.85,2717791.6999999997,6134852.47,68974628.47999999
1.0,103029553.0,West Jefferson Hills SD,Allegheny,25328889.39,15597664.03,1897925.2000000002,8633789.02,3396318.89,1438682.34,5148755.73,1571801.4000000001,480937.81,245508.82,6266152.17,59474710.58
1.0,103029603.0,West Mifflin Area SD,Allegheny,20549529.029999997,13296626.36,1574507.31,7111018.140000001,5088257.680000001,1562703.89,9139619.700000001,1947123.5599999998,1192798.0400000003,3481419.12,3700001.0,59958078.38
1.0,103029803.0,Wilkinsburg Borough SD,Allegheny,7607448.529999999,4314486.449999999,580713.22,2572132.77,1732661.3299999998,816816.45,16162313.55,1108134.48,426166.09,967304.16,667057.63,33802388.67
1.0,103029902.0,Woodland Hills SD,Allegheny,30371086.39,20266083.76,2270084.83,10445539.43,7315663.31,933341.3200000001,32947939.42,4564112.73,1090186.44,4959944.470000001,4715000.0,107163357.84
1.0,128030603.0,Apollo-Ridge SD,Armstrong,9661346.52,7266778.1,732328.5399999999,3325381.65,853753.8300000001,698586.93,4379796.19,995474.75,79035.75,48811.63,1879301.44,25862885.139999997
1.0,128030852.0,Armstrong SD,Armstrong,40047842.97,26762555.85,3026510.5900000003,13730274.82,2131792.54,602995.53,20585435.99,4250729.95,1116782.4,195434.44,8497430.24,104190999.91
1.0,128033053.0,Freeport Area SD,Armstrong,14356665.61,9128142.540000001,1089259.96,4918716.94,1981257.5499999998,209858.36000000002,4331095.86,1702190.34,156557.53,39223.47,2731800.0,34636791.260000005
1.0,128034503.0,Leechburg Area SD,Armstrong,5968237.319999999,3877314.4499999997,443840.55,2003946.5599999998,1264997.89,1438879.5,1743788.57,587850.5800000001,170677.93,299257.14999999997,981971.6,16332974.99
1.0,127040503.0,Aliquippa SD,Beaver,8401940.69,5300134.35,631949.76,2863536.73,1919024.7299999997,253550.77999999997,2891751.04,1306052.3399999999,325128.7,1915687.92,1195000.0,23508270.55
1.0,127040703.0,Ambridge Area SD,Beaver,15329120.209999999,9527022.31,1141391.0399999998,5082882.86,2423036.81,585033.1599999999,12935168.58,1565999.76,689313.56,2088250.84,3064526.09,48207471.32000001
1.0,127041203.0,Beaver Area SD,Beaver,14610223.86,8716194.41,1072246.3900000001,4981402.92,1036980.6799999999,698991.05,4919604.09,1523672.8399999999,337984.16000000003,1019817.05,2802388.8,35665856.94
1.0,127041503.0,Big Beaver Falls Area SD,Beaver,12536126.38,8805461.190000001,952493.4200000002,4376594.3,1752516.52,435472.68000000005,4596813.48,1947775.41,224158.82,784314.79,1304448.83,32387088.1
1.0,127041603.0,Blackhawk SD,Beaver,17961208.28,10694105.66,1248550.15,5658737.75,1031300.37,1031229.3200000001,5626765.03,1420832.6300000001,335942.51999999996,1141957.8900000001,2066200.0,41309541.699999996
1.0,127042003.0,Central Valley SD,Beaver,16328736.36,10869874.509999998,1194313.54,5421933.260000001,929967.27,1393325.3,4631180.5,1424467.29,1205936.27,1390510.0,2235727.0,40409724.5
1.0,127042853.0,Freedom Area SD,Beaver,9372076.17,6585625.760000001,703863.48,3162857.63,1478711.0,234917.09,3922472.9,1361333.8699999999,226732.5,333036.27999999997,1055117.66,24570023.23
1.0,127044103.0,Hopewell Area SD,Beaver,19186592.29,12593195.81,1436470.76,6674122.4799999995,2304459.8699999996,833036.0499999999,3246127.8699999996,1240001.6500000001,550333.39,304472.93,3383019.65,43641239.51
1.0,127045303.0,Midland Borough SD,Beaver,2032089.2799999998,1171711.79,150854.13,606717.6699999999,330820.06,67089.17000000001,2159422.5100000002,456238.02,208302.34,89441.7,135000.0,6650114.87
1.0,127045653.0,New Brighton Area SD,Beaver,10929938.96,7276273.83,812124.8,3738521.14,1012418.6499999999,234657.86,4058952.3800000004,1693729.8599999999,44396.91,233052.79,282404.76,25765826.0
1.0,127045853.0,Riverside Beaver County SD,Beaver,10472658.129999999,7081083.83,802057.58,3534480.51,1130403.87,625605.79,2677836.0,1006271.07,701283.57,435968.07999999996,1414376.34,25545486.68
1.0,127046903.0,Rochester Area SD,Beaver,7219590.14,5157318.62,557221.5199999999,2499231.31,1228283.8900000001,172979.87,3532573.76,957960.48,399951.87,324829.5,1065011.82,20058499.950000003
1.0,127047404.0,South Side Area SD,Beaver,10401603.93,7084796.790000001,811086.11,3500164.29,624204.9299999999,442262.24,3250292.09,1860170.3599999999,67929.31,305260.53,1160000.0,25196520.18
1.0,127049303.0,Western Beaver County SD,Beaver,5872591.72,3616450.28,441813.0,1982444.5,842371.8300000001,225072.8,2870304.57,595232.78,37219.08,161030.63,631952.47,14852226.159999998
1.0,108051003.0,Bedford Area SD,Bedford,11433921.22,8250387.620000001,855146.03,3914187.57,2689484.3,230492.09,5622774.59,1916509.5599999998,96171.01000000001,924586.01,2075201.5,33239527.9
1.0,108051503.0,Chestnut Ridge SD,Bedford,8462481.85,6040078.21,629589.7899999999,2917984.9099999997,885102.51,218630.44999999998,3601333.0,1287219.8599999999,136251.08000000002,34335.18,1782306.69,22447738.83
1.0,108053003.0,Everett Area SD,Bedford,8070927.98,5215543.71,613390.43,2692994.35,1372414.74,314407.23,3122119.25,1083299.91,412795.2,388388.07,3484845.44,23464741.53
1.0,108056004.0,Northern Bedford County SD,Bedford,6209302.529999999,4116155.2500000005,458680.69,2124148.3000000003,597715.5499999999,110452.20000000001,1594072.34,718515.5,30410.32,166984.19,1554288.75,15097896.63
1.0,108058003.0,Tussey Mountain SD,Bedford,6846965.39,5024832.84,511770.01,2280442.85,1153313.85,292418.48000000004,2379331.5199999996,896846.5,333550.75,456918.44,1430000.0,18814177.769999996
1.0,114060503.0,Antietam SD,Berks,7942350.08,5332775.62,589531.92,2701318.82,1196651.29,397283.65,2750010.48,1483729.1300000001,35797.65,577466.35,1175607.33,20891671.58
1.0,114060753.0,Boyertown Area SD,Berks,50316731.96,32389317.15,3738903.7699999996,17475882.03,10794072.88,900663.0,14955396.910000002,3564794.5399999996,845892.8099999999,3407466.0999999996,14281116.37,131455451.72
1.0,114060853.0,Brandywine Heights Area SD,Berks,13757814.82,7852463.100000001,1026159.9199999999,4570898.2,2036577.3,748595.17,4188576.2,1430379.97,1305479.68,749271.6900000001,2035231.1,34104389.03
1.0,114061103.0,Conrad Weiser Area SD,Berks,23768465.05,15331144.050000003,1771370.96,7966920.920000001,1783285.9900000002,499891.5,6171430.71,1611286.8800000001,311100.07,1372098.5599999998,4019574.67,54868277.48
1.0,114061503.0,Daniel Boone Area SD,Berks,23226798.9,13865185.989999998,1762881.94,8108190.170000001,1811036.17,3864942.44,10151377.42,1968666.29,461570.71,2676986.75,5215788.93,63242353.60000001
1.0,114062003.0,Exeter Township SD,Berks,34279074.58,23217661.21,2551055.5,11730853.219999999,2354102.66,1646793.89,5702964.22,4735954.0200000005,1792512.9899999998,1892090.8399999999,6669962.46,82291116.87
1.0,114062503.0,Fleetwood Area SD,Berks,20713122.3,13319474.27,1516522.1600000001,7152934.2299999995,2145971.04,698018.24,6544656.609999999,1895219.95,21817.5,473548.54000000004,3599532.26,49411360.70999999
1.0,114063003.0,Governor Mifflin SD,Berks,31154468.69,19666070.830000002,2308990.42,10665491.41,3321965.91,2054587.91,9151585.69,2066824.64,271131.46,214656.24,9255737.7,77157029.07
1.0,114063503.0,Hamburg Area SD,Berks,18004567.76,11469133.540000001,1330470.89,6190897.9,982788.23,674174.4500000001,6367523.59,2431508.82,847158.1799999999,1839137.3499999999,2579677.47,45195669.38999999
1.0,114064003.0,Kutztown Area SD,Berks,14824169.6,9225742.35,1089958.26,5040922.57,1009843.5800000001,768014.04,4837725.82,1547609.1800000002,334219.82999999996,803131.5,11228775.59,44579231.49
1.0,114065503.0,Muhlenberg SD,Berks,28795675.88,18203090.66,2124743.55,9847771.299999999,2277924.87,767734.79,7664776.89,3066706.64,772068.8,114253.58,5703900.0,67366132.11
1.0,114066503.0,Oley Valley SD,Berks,13557940.15,8665382.26,996893.11,4660771.239999999,2754105.34,893903.73,4847436.24,1868814.7,1828285.05,718451.12,2781368.08,37915686.67
1.0,114067002.0,Reading SD,Berks,112835283.88,76971780.29,8412861.69,38684136.79,24042461.479999997,5250556.25,35438269.300000004,17484809.490000002,2347918.17,10369892.64,16386000.0,301126971.5
1.0,114067503.0,Schuylkill Valley SD,Berks,17956693.490000002,11172871.889999999,1433450.28,6146314.33,1188261.19,728986.56,5493044.800000001,1221248.34,152625.89,1097683.34,2611258.3,41622673.8
1.0,114068003.0,Tulpehocken Area SD,Berks,13926657.899999999,8955965.23,1023623.79,4786650.359999999,930623.3,560215.86,3852238.47,1526021.05,532733.98,368160.62,5597336.34,36249952.75
1.0,114068103.0,Twin Valley SD,Berks,25365829.37,18356562.51,1902586.6199999999,8824218.8,4293273.920000001,888492.17,10269332.22,2018298.85,1189540.07,533914.83,3901256.45,66816500.39
1.0,114069103.0,Wilson SD,Berks,54388173.8,33791854.660000004,4027343.49,18527928.939999998,3211558.53,2273510.09,6147094.36,4230156.71,180371.48,236915.57,14971004.13,119430639.33000001
1.0,114069353.0,Wyomissing Area SD,Berks,17163552.2,10933180.219999999,1264487.32,5882739.350000001,1730868.1199999999,832059.71,3411848.52,1387723.59,732789.81,1345416.25,1858109.72,39395548.14
1.0,108070502.0,Altoona Area SD,Blair,52052336.06,33773503.39,3864393.44,17888289.77,3104458.8,2027362.26,12980870.55,6325636.340000001,858264.9,12477527.08,74277756.49,197877715.87
1.0,108071003.0,Bellwood-Antis SD,Blair,8529757.26,5774675.620000001,642665.72,2885840.45,856370.39,190773.83000000002,1835557.4500000002,1178233.44,715071.8099999999,398820.9,1082619.16,20561879.86
1.0,108071504.0,Claysburg-Kimmel SD,Blair,5409770.24,4210443.9799999995,399879.32,1856475.27,747573.5299999999,608728.78,1549726.7999999998,925554.24,0.0,10147.23,1134575.97,14596520.770000001
1.0,108073503.0,Hollidaysburg Area SD,Blair,22724370.58,15810681.47,1686009.78,7725612.47,1905359.64,223747.78,5828189.18,1736806.7799999998,386308.48,824450.78,3283377.73,52723292.42
1.0,108077503.0,Spring Cove SD,Blair,10561188.02,7216536.95,789671.4199999999,3614973.7399999998,1477662.1800000002,615371.79,3312733.9299999997,1868592.59,751935.0,463968.13,2065000.0,28332988.589999996
1.0,108078003.0,Tyrone Area SD,Blair,11950238.0,7743473.0,918610.0,3954426.0,1499690.0,322157.68,3002260.44,1489480.62,245978.0,23843.260000000002,600000.0,26877121.000000004
1.0,108079004.0,Williamsburg Community SD,Blair,3152953.22,2113022.14,233190.94,980258.6799999999,733012.6799999999,659211.51,1333479.56,447591.67,160167.71000000002,213713.16,209774.95,9022926.6
1.0,117080503.0,Athens Area SD,Bradford,17846175.75,12576429.670000002,1305149.12,5885339.920000001,2286977.04,462194.38,4513103.17,2135362.4,874783.83,124481.72,3834284.25,44653792.21
1.0,117081003.0,Canton Area SD,Bradford,7422620.17,4988157.61,559056.02,2498356.69,575366.5800000001,1249059.69,1895147.01,889255.62,0.0,45239.85,896907.5,17961754.03
1.0,117083004.0,Northeast Bradford SD,Bradford,6243211.08,4457837.7700000005,466971.70999999996,2148489.34,1004149.5800000001,307248.35,1629704.68,804411.72,85278.6,90477.3,637120.98,15259440.06
1.0,117086003.0,Sayre Area SD,Bradford,8286493.500000001,6297390.79,614527.7799999999,2796690.61,1912548.24,195575.97,1878604.57,919210.5,704522.3999999999,114047.38,1628355.44,21936748.790000003
1.0,117086503.0,Towanda Area SD,Bradford,11500771.209999999,7757204.76,846670.52,3851246.4899999998,1402370.41,233318.41,3563487.75,1491183.0300000003,579692.5700000001,351700.89,2425000.0,29304729.03
1.0,117086653.0,Troy Area SD,Bradford,9898992.07,7889992.38,737539.3600000001,3434701.2,987157.97,368046.86,4180330.2800000003,997915.42,678425.71,883367.41,1920715.23,27804943.33
1.0,117089003.0,Wyalusing Area SD,Bradford,9319819.86,6185929.0600000005,698498.82,3150578.04,1776900.62,847062.11,3450746.35,1178977.78,489388.98,459010.11,2699000.0,26406834.87
1.0,122091002.0,Bensalem Township SD,Bucks,62776558.74,38244436.45999999,4662894.15,21692477.99,12780246.639999999,1032081.64,27050988.720000003,4985626.589999999,726311.65,3613597.9499999997,18318304.48,169528152.87
1.0,122091303.0,Bristol Borough SD,Bucks,11644116.870000001,6779529.199999999,868409.7,3759022.0199999996,1307523.98,470469.68,3127990.37,1879775.27,93000.0,456973.75,1728555.0,27487934.12
1.0,122091352.0,Bristol Township SD,Bucks,52777457.690000005,36964423.440000005,3930930.95,18283950.630000003,14466303.939999998,8337014.0200000005,25653698.49,6049718.869999999,953799.47,6657408.26,50296978.64,202156802.82000002
1.0,122092002.0,Centennial SD,Bucks,58649106.79,33323359.199999996,4320259.99,20391955.540000003,7951180.920000001,1474708.73,9161943.31,4392301.9,1981486.9000000001,6030383.279999999,11234103.72,134198574.74999999
1.0,122092102.0,Central Bucks SD,Bucks,174447763.21,107310269.31,12803070.12,60019290.07999999,8668711.41,4661493.6,23420563.73,13587251.629999999,230807.66999999998,659574.65,20446876.2,353433311.41
1.0,122092353.0,Council Rock SD,Bucks,113456691.71,72138293.7,8324879.149999999,39536570.74,6382738.77,5232940.100000001,20233428.18,7034393.89,3932962.6599999997,598425.2,42335325.04,271345199.25
1.0,122097203.0,Morrisville Borough SD,Bucks,9078981.0,5511902.0,648612.0,2981022.0,4064686.0,381262.0,3573981.0,691881.0,21265.0,339561.0,537950.0,24201469.0
1.0,122097502.0,Neshaminy SD,Bucks,83704246.43,49166123.230000004,6366526.71,28947426.98,19572792.77,4215717.7700000005,13767033.06,6201179.8,1592485.6099999999,4606699.31,6754786.96,189581064.94
1.0,122097604.0,New Hope-Solebury SD,Bucks,20127430.430000003,11640155.709999999,1457490.68,6700884.02,2158984.48,317546.83,2648141.04,1616192.71,335306.95,3039988.03,1500000.0,43383746.17999999
1.0,122098003.0,Palisades SD,Bucks,19218950.01,12063792.85,1417408.0099999998,6609805.84,3125334.8299999996,323048.18,6277725.6899999995,1838770.57,292350.77,272002.62,2122116.0,45534091.52000001
1.0,122098103.0,Pennridge SD,Bucks,66220851.13,38987219.62,4886893.04,22964625.85,7450727.78,2083504.86,10448619.49,6136354.09,748347.3,1905570.04,25755571.0,159736765.31
1.0,122098202.0,Pennsbury SD,Bucks,103585533.24,64968587.87,7693392.579999999,36164559.15,8401414.090000002,2080889.4500000002,18446401.92,9439193.62,2632173.77,4701140.81,13143722.49,227399057.26
1.0,122098403.0,Quakertown Community SD,Bucks,42344616.58,27695236.860000003,3133758.77,14599815.93,8407401.03,2118229.99,13825904.16,4931550.07,1307001.42,4700996.79,7485346.57,112816283.47
1.0,104101252.0,Butler Area SD,Butler,44387273.8,30746953.18,3348208.07,15300039.38,4284857.93,1299646.95,15008198.969999999,3495277.06,907893.17,155540.05,9614262.85,109899903.96000001
1.0,104103603.0,Karns City Area SD,Butler,10201524.82,6762292.9799999995,764279.7899999999,3495942.55,1159557.73,247971.76,3790942.9200000004,1062620.84,256450.34,697643.43,1000414.0,25179418.820000004
1.0,104107803.0,Knoch SD,Butler,15334089.62,10599845.0,1148140.18,5667638.0200000005,1242873.96,601245.1300000001,5649458.25,2409857.9,549879.26,469106.35,2327191.18,39183546.65
1.0,104105003.0,Mars Area SD,Butler,21243837.919999998,12582746.530000001,1590888.92,7298482.640000001,2044024.14,505447.53,6419773.890000001,2246800.82,788085.02,199033.48,6351275.62,52381024.94999999
1.0,104105353.0,Moniteau SD,Butler,8863860.059999999,6094663.550000001,683294.0,3032167.62,693706.13,363295.9,3128140.86,1636702.6700000002,379497.76,791643.0,310592.63,22262102.56
1.0,104107903.0,Seneca Valley SD,Butler,63113831.89999999,39760497.660000004,4786850.710000001,22105708.93,3269077.81,2508283.44,14075541.7,8440014.19,74147.67,4056302.42,6726584.92,142024281.70999998
1.0,104107503.0,Slippery Rock Area SD,Butler,13258792.209999999,8484723.42,1022477.5000000001,4579010.8,1881795.92,1365263.88,5605334.2,1342251.1600000001,495133.53,15574.880000000001,1695092.19,34143961.39
1.0,108110603.0,Blacklick Valley SD,Cambria,3972341.47,2751823.4699999997,298451.45999999996,1366239.52,806118.19,280434.64999999997,2377173.23,529553.88,68100.74,428899.84,356433.89,11570879.360000001
1.0,108111203.0,Cambria Heights SD,Cambria,10098144.14,6341557.93,699043.46,3095867.17,650791.99,720774.39,3618566.89,1200167.7000000002,139014.97,980311.56,586560.0,24335889.57
1.0,108111303.0,Central Cambria SD,Cambria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,108111403.0,Conemaugh Valley SD,Cambria,4608559.76,4432658.94,352016.32999999996,1576177.6800000002,1246297.53,893705.75,1874514.36,632109.6599999999,224080.01,345916.37,302579.31,14560421.689999998
1.0,108112003.0,Ferndale Area SD,Cambria,4685989.63,3404789.6399999997,350541.23,1596110.29,1052912.6199999999,734428.5800000001,2058071.6199999999,834030.46,0.0,41272.54,80368.6,12891863.69
1.0,108112203.0,Forest Hills SD,Cambria,11272560.729999999,7378670.86,852338.8599999999,3830727.09,1394119.83,214560.2,3694487.97,1728982.0599999998,478559.55,670066.16,2423617.17,29255624.53
1.0,108112502.0,Greater Johnstown SD,Cambria,19518903.520000003,13834577.34,1446453.39,6740596.67,4567860.430000001,2727488.36,8487105.319999998,3912922.58,17213716.17,1351568.6400000001,4177623.39,75791765.75
1.0,108114503.0,Northern Cambria SD,Cambria,7309731.44,4833768.8,547816.07,2475627.83,1444300.22,495797.49,2534734.52,777817.3700000001,197116.38,216750.21,663000.0,18473016.43
1.0,108116003.0,Penn Cambria SD,Cambria,10494474.49,7268192.66,791756.6000000001,3603642.12,1110767.3599999999,1516113.44,3677145.9000000004,1314039.76,42407.740000000005,47372.95,1598277.04,27068791.34
1.0,108116303.0,Portage Area SD,Cambria,5608305.2700000005,3747160.08,404676.5,1901783.67,782711.57,191627.92,1636511.74,1064714.88,91680.98999999999,262351.11,1290000.0,14675063.56
