Cat,AUN,School District,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Cuurent Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,"Actual Instruction Expense
Summer 2024","Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
1.0,120456003.0,Stroudsburg Area SD,Monroe,75549636.12,35135751.53,1741207.94,112426595.59,,24028298.4,136454893.99,,53410379.83,20254946.25,1569828.44,311632.62,2848.98,,,,3303921.48,1882580.29,7248782.03,1306878.2,880291.69,11756602.66,6803801.05,1921985.46,30908.67
1.0,123460302.0,Abington SD,Montgomery,105309098.35,60411611.16,1603331.53,167324041.04,,10739637.85,178063678.89,,79438357.26,23883073.46,1799660.99,184995.6,3011.04,,,,8287248.83,6568487.78,9719624.14,2136582.94,2614363.51,16205457.63,10506485.18,4269606.94,103754.21
1.0,123460504.0,Bryn Athyn SD,Montgomery,131755.0,125307.0,,257062.0,,,257062.0,,50908.0,80847.0,,,,,,,,,40563.0,,,,84613.0,,131.0
1.0,123461302.0,Cheltenham SD,Montgomery,73217811.4,38823186.31,1811882.0,113852879.71,,11656733.0,125509612.71,,50090886.0,20383692.4,2125174.0,595593.0,22466.0,,,,4761426.0,3609017.31,7089562.0,954997.0,1735033.0,10494833.0,6564771.0,3564335.0,49212.0
1.0,123461602.0,Colonial SD,Montgomery,87387391.56,42956563.47,2466380.06,132810335.09,,18557825.68,151368160.77,,60337649.2,24492574.41,1383988.27,1001340.26,80044.11,91795.31,,,5251033.18,4890079.63,7977907.5,1569550.88,1254761.31,10973854.16,6981494.11,3967012.27,90870.43
1.0,123463603.0,Hatboro-Horsham SD,Montgomery,68951653.85,36143069.11,1896777.84,106991500.8,272677.83,16575604.72,123839783.35,,45981499.55,20297852.21,2623729.43,42285.73,6286.93,,,,5244609.66,4193582.17,6318748.58,1332773.05,1504352.43,8531157.69,5140792.41,3805884.32,71168.8
1.0,123463803.0,Jenkintown SD,Montgomery,9906205.26,5566215.01,819614.15,16292034.42,,2318144.65,18610179.07,,7265295.82,2322970.39,283286.0,34653.05,,,,,1194189.85,394900.97,1322753.35,213425.65,398726.34,1254156.89,304225.15,475326.23,8510.58
1.0,123464502.0,Lower Merion SD,Montgomery,173616679.41,92822912.22,7472460.13,273912051.76,,33176021.09,307088072.85,,117003992.36,54803699.39,804779.09,995650.57,8558.0,,,,11144951.13,7388890.93,18055954.59,4400013.77,1336521.09,22467404.31,18150337.26,9078890.27,799948.87
1.0,123464603.0,Lower Moreland Township SD,Montgomery,36628770.47,15751407.18,965294.76,53345472.41,,5235112.26,58580584.67,,26386043.64,9666211.02,415690.0,147608.93,1858.0,11358.88,,,1613619.87,2068758.29,3940301.9,469685.79,852469.36,2369591.76,3374148.76,1031639.27,31192.18
1.0,123465303.0,Methacton SD,Montgomery,69694361.74,39205410.82,1640829.61,110540602.17,4583989.0,15174484.2,130299075.37,,47443913.48,20157881.78,1764792.77,228444.27,4119.0,95210.44,,,6111281.6,3474553.8,6902752.26,2220951.74,1169872.6,9423558.51,7308888.56,2527178.49,66373.26
1.0,123465602.0,Norristown Area SD,Montgomery,110380728.26,51372858.46,2068238.84,163821825.56,,18932758.9,182754584.46,,74502458.24,28186074.2,6094779.26,1445926.2,151490.36,,,,7100140.2,2130265.0,11408267.93,2162273.41,828376.86,12537000.84,10209633.96,4927216.25,69684.01
1.0,123465702.0,North Penn SD,Montgomery,182730482.99,87694622.92,3033417.23,273458523.14,64218.9,25076938.72,298599680.76,,128159307.79,49105585.13,4796182.71,556257.55,24955.65,,,88194.16,16521934.27,11257537.83,14453751.97,6163486.37,2578734.97,18026924.67,14702788.15,3779945.53,209519.16
1.0,123466103.0,Perkiomen Valley SD,Montgomery,72324216.39,36779888.89,2084395.48,111188500.76,227504.86,10204112.16,121620117.78,,49084669.25,18728610.62,3722330.97,453306.82,6627.57,328671.16,,,5691551.49,6196313.93,5510151.63,1629822.48,1091999.48,8977899.67,7032566.55,593554.92,56028.74
1.0,123466303.0,Pottsgrove SD,Montgomery,44314614.0,20334663.0,1418337.0,66067614.0,,6618039.0,72685653.0,,29293951.0,12548866.0,2160595.0,311202.0,,,,,2653060.0,1843260.0,3705757.0,618014.0,742369.0,4946622.0,2707912.0,3089486.0,28183.0
1.0,123466403.0,Pottstown SD,Montgomery,49253419.24,24065704.41,1493166.94,74812290.59,1433676.41,3764401.72,80010368.72,,26841931.68,16368213.21,1380883.28,1526413.59,10455.51,,,3125521.97,4560131.61,2956638.0,4294432.89,1504031.04,1107929.82,6299209.74,2635589.24,691796.96,15945.11
1.0,123467103.0,Souderton Area SD,Montgomery,90880569.56,41939628.82,1901524.61,134721722.99,77445.0,11406988.85,146206156.84,,57727722.52,30499127.17,1735101.09,772126.55,9766.0,136726.23,,,5811314.48,5081454.88,5914743.74,1625964.54,1021883.02,10500520.5,8564133.06,3338937.85,80676.75
1.0,123467203.0,Springfield Township SD,Montgomery,36030115.41,22219314.34,1319165.96,59568595.71,,9923802.66,69492398.37,,25355361.96,9912785.88,459974.73,301992.84,,,,,3435368.46,2233127.6,4354720.25,787854.37,808350.58,4551731.65,3347350.08,2661631.7,39179.65
1.0,123467303.0,Spring-Ford Area SD,Montgomery,112850608.67,57274865.44,3359994.56,173485468.67,230071.08,17808567.61,191524107.36,,69405516.32,39079595.91,3825238.16,529151.28,4407.0,,6700.0,,8702150.48,7555006.27,8929092.16,3275731.3,1422555.02,12417652.41,9716244.39,5139401.73,117031.68
1.0,123468303.0,Upper Dublin SD,Montgomery,62298079.89,31587968.09,1748065.04,95634113.02,,29722136.64,125356249.66,,45750314.66,15854430.41,656402.0,26902.67,10030.15,,,,4007644.78,4221939.64,4992604.16,937552.96,942247.96,10782897.09,4244719.23,1394881.99,63480.28
1.0,123468402.0,Upper Merion Area SD,Montgomery,72855465.7,38021118.21,2341380.83,113217964.74,1200.0,12777701.21,125996865.95,,50283912.4,20472184.46,1638334.26,454368.6,6665.98,,,,5128088.95,4338064.1,5931645.86,1329621.92,1037595.7,11006464.94,6197413.75,2978838.99,73384.0
1.0,123468503.0,Upper Moreland Township SD,Montgomery,41766683.34,20204049.74,944188.08,62914921.16,23832.5,7780712.9,70719466.56,,29600856.77,10623717.87,1534083.0,,8025.7,,,,2041757.44,1385794.39,4920578.58,507063.2,1041563.65,4553045.18,3371313.75,2342979.93,39953.62
1.0,123468603.0,Upper Perkiomen SD,Montgomery,42426651.99,22083799.4,1207353.78,65717805.17,60094.0,10751259.5,76529158.67,,29513308.82,10060141.44,2847058.41,955.6,5187.72,,,,2788847.59,2267543.36,3744700.44,1320818.0,704753.22,4861055.95,4327012.6,2037486.86,31581.38
1.0,123469303.0,Wissahickon SD,Montgomery,79820673.18,32174076.95,2299468.92,114294219.05,,5795976.18,120090195.23,,55260306.96,23480734.63,784726.0,270411.16,24494.43,,,,4448287.43,3068460.52,5930891.27,1096790.99,1252828.61,10367273.27,5054502.55,870978.73,84063.58
1.0,116471803.0,Danville Area SD,Montour,27794601.98,12357098.98,1033881.26,41185582.22,,3135786.26,44321368.48,,18220220.71,5404935.58,2299947.24,1856069.39,12929.06,,500.0,,1932877.79,756934.51,2522518.78,489736.9,519548.31,3005363.61,2250166.21,879952.87,
1.0,120480803.0,Bangor Area SD,Northampton,34533776.69,17982322.2,1362098.53,53878197.42,101118.35,5476763.98,59456079.75,,21748396.04,10447733.59,1346560.33,520480.9,6685.73,451398.0,,12522.1,1816402.77,1173214.85,4069315.34,570758.26,692883.33,5422281.71,3069840.07,1146877.56,20748.31
1.0,120481002.0,Bethlehem Area SD,Northampton,205065807.18,88414305.9,4273113.36,297753226.44,65348.79,23741491.18,321560066.41,,142930361.28,48950637.27,7016786.0,2178573.65,228858.4,2522680.66,15756.98,1222152.94,14590415.16,10072095.33,14946040.89,3147276.06,2440903.3,22043472.75,12420041.74,8613271.3,140789.37
1.0,120483302.0,Easton Area SD,Northampton,130364428.0,53379917.0,2683321.0,186427666.0,,17494976.0,203922642.0,,89435424.0,32832313.0,6211772.0,88890.0,,1467362.0,,328667.0,6686166.0,6618582.0,8729088.0,2059178.0,1335933.0,15137078.0,9460892.0,3093768.0,259232.0
1.0,120484803.0,Nazareth Area SD,Northampton,62003495.4,29457782.58,1959381.82,93420659.8,,9072357.55,102493017.35,,44883251.01,14604123.1,1739773.07,64983.97,2410.29,708953.96,,,3570688.7,2176912.78,4720451.71,1305670.42,1302586.26,9339577.64,5354745.5,1641264.94,45884.63
1.0,120484903.0,Northampton Area SD,Northampton,74785768.78,35355869.17,2099891.91,112241529.86,12019.89,12589124.06,124842673.81,,48825607.44,20298540.98,3728986.9,988917.01,,903716.45,,40000.0,3832995.28,2970127.13,5967311.67,1491041.66,1022079.89,11066079.88,6313798.74,2649046.81,43388.11
1.0,120485603.0,Pen Argyl Area SD,Northampton,19770620.61,10591739.29,1304459.79,31666819.69,,4002820.88,35669640.57,,13187409.9,5260151.82,759670.94,264638.74,18142.17,272147.04,8460.0,,992819.37,1583403.74,2098786.89,310525.0,565470.35,3183799.56,1395166.27,449977.81,11790.3
1.0,120486003.0,Saucon Valley SD,Northampton,30622619.89,15178526.9,1199726.54,47000873.33,2985682.99,2049904.11,52036460.43,,20884266.8,8533291.01,875356.0,34670.08,5595.0,289441.0,,,1402485.48,2063944.66,2434702.1,496351.15,911082.6,4987354.53,2856273.83,2572.78,23759.77
1.0,120488603.0,Wilson Area SD,Northampton,27192495.8,13100991.38,953842.75,41247329.93,320040.0,4623706.27,46191076.2,,18299172.81,6962149.61,1040335.64,83.5,3286.77,347466.96,,540000.51,2052736.19,1088068.36,2761945.27,475914.99,529606.79,3665884.79,1872431.88,638782.98,15620.13
1.0,116493503.0,Line Mountain SD,Northumberland,12103152.26,8058587.96,519495.31,20681235.53,,1811473.53,22492709.06,,9025144.72,2796741.27,273821.49,7444.78,,,,,889069.09,282757.52,1540766.13,204226.72,429256.42,2438103.87,1998681.81,275726.4,
1.0,116495003.0,Milton Area SD,Northumberland,22556471.43,12509250.22,1121918.21,36187639.86,,1963761.52,38151401.38,,15382303.73,5329214.19,985824.95,859128.56,,,,,1931082.83,1017182.0,2439438.97,450051.58,597976.3,3227061.17,1640472.42,1205984.95,
1.0,116495103.0,Mount Carmel Area SD,Northumberland,15782311.04,5728313.36,574895.88,22085520.28,,747329.82,22832850.1,,10544075.07,3719145.16,710769.86,189775.99,13369.6,,,605175.36,697814.84,192421.01,1254088.37,357098.3,521950.43,1669279.73,796187.41,239473.27,
1.0,116496503.0,Shamokin Area SD,Northumberland,23910494.47,13931908.21,821385.1,38663787.78,119920.0,1247831.1,40031538.88,,14598903.46,7104348.13,1280183.61,401288.04,69464.51,,,456306.72,728439.43,476611.07,1656364.95,447361.96,891830.42,7685780.75,1333319.53,712200.1,
1.0,116496603.0,Shikellamy SD,Northumberland,33043058.23,13208478.78,601822.57,46853359.58,943167.89,8685368.82,56481896.29,,20460620.89,9316775.61,1584555.48,1662723.7,18382.55,,,,1712769.82,978818.31,2465248.35,523694.61,522182.47,4951689.63,1880150.02,173925.57,
1.0,116498003.0,Warrior Run SD,Northumberland,14544922.68,8590107.31,739474.15,23874504.14,1840614.15,5722672.5,31437790.79,,10990794.1,3082520.51,407602.45,61379.42,2626.2,,,,970024.32,856105.5,1425956.1,307138.4,463499.03,2138849.58,1508679.19,919855.19,
1.0,115503004.0,Greenwood SD,Perry,8955067.49,5242587.9,458940.48,14656595.87,317987.0,1707254.08,16681836.95,,5720956.92,2111499.99,1060320.94,25978.64,,36311.0,,,576967.94,548387.84,945659.22,170921.06,272905.33,1108417.87,1063054.53,549641.46,6632.65
1.0,115504003.0,Newport SD,Perry,14009504.32,6565305.92,525052.39,21099862.63,665316.76,2064071.11,23829250.5,,8805765.28,4263319.9,645670.54,226555.6,,,68193.0,,530329.28,700308.08,1322249.28,220605.09,429019.53,1697169.4,935145.76,722818.4,7661.1
1.0,115506003.0,Susquenita SD,Perry,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,115508003.0,West Perry SD,Perry,28903086.87,13920779.77,504822.66,43328689.3,,2025157.32,45353846.62,,19550821.21,6763997.16,1323511.55,703925.39,8517.5,128859.0,,423455.06,1522363.19,812328.1,2987553.51,517086.86,756827.69,3634540.27,3043628.9,625231.14,21220.11
1.0,126515001.0,Philadelphia City SD,Philadelphia,2777607046.17,1009494578.18,19502928.04,3806604552.39,63065879.3,370125063.87,4239795495.56,,1717967633.97,803352509.45,31314743.89,76542311.3,20592359.0,,,127837488.56,132542261.98,100581417.53,180937993.09,37718540.86,43951857.89,314203402.97,147575195.25,51784932.65,198975.96
1.0,120522003.0,Delaware Valley SD,Pike,57312322.75,28540093.36,2835987.27,88688403.38,1120108.0,6996973.07,96805484.45,,42132105.04,12539708.16,1091296.84,1020654.37,,148558.05,,380000.29,3530353.53,2375869.04,6078710.89,999907.24,1091786.34,8830057.19,3642412.47,1818265.07,172731.59
1.0,119648303.0,Wallenpaupack Area SD,Pike,51856037.76,25942021.33,3737908.79,81535967.88,,6780733.37,88316701.25,,36970286.32,13227198.78,1513862.32,144690.34,,,,,4370947.69,2685834.16,3967938.58,758163.7,897214.36,6052469.01,5185496.76,1809721.06,214236.01
1.0,109530304.0,Austin Area SD,Potter,2514888.58,1695511.67,82310.77,4292711.02,,227175.0,4519886.02,,1709734.96,445120.18,217223.11,8900.0,,,,133910.33,141397.77,21534.88,405961.27,115550.06,162463.22,485192.02,196375.72,152186.69,14850.04
1.0,109531304.0,Coudersport Area SD,Potter,9288483.15,4605702.43,438048.79,14332234.37,,1777511.1,16109745.47,,6676067.45,1860320.67,476636.27,23074.79,,,,252383.97,389839.35,284381.89,1150039.18,206312.6,356057.62,1306150.26,508239.55,353651.5,51030.48
1.0,109532804.0,Galeton Area SD,Potter,5265765.83,2555065.07,252433.95,8073264.85,,1435927.25,9509192.1,,3688321.76,1195548.74,222743.61,12212.03,,,,146939.69,258887.2,113141.04,743235.87,136581.39,202193.26,714136.15,345765.16,,41125.0
1.0,109535504.0,Northern Potter SD,Potter,7410033.8,3482983.7,188826.05,11081843.55,118328.04,654094.17,11854265.76,,5520136.2,1417179.73,345838.89,1524.19,,,,125354.79,268017.24,251613.65,997860.76,110267.18,312688.52,917306.64,580790.8,3292.3,41146.61
1.0,109537504.0,Oswayo Valley SD,Potter,5373073.53,3225292.91,356419.36,8954785.8,456866.13,270000.0,9681651.93,,3573787.68,1255603.66,413636.43,1105.52,,,,128940.24,191205.95,254403.7,928071.26,126504.22,144686.86,910700.92,635606.23,12569.02,21544.75
1.0,129540803.0,Blue Mountain SD,Schuylkill,28178602.49,15810969.08,1356287.43,45345859.0,803430.0,4895042.07,51044331.07,,18006786.98,8398371.83,1733063.87,37430.69,2949.12,,,,1788423.52,720013.94,2987347.18,904208.69,624679.51,3801156.01,3058326.64,1926813.59,
1.0,129544503.0,Mahanoy Area SD,Schuylkill,13498066.19,7513729.61,660944.15,21672739.95,2776349.77,891778.12,25340867.84,,8337916.82,4239186.69,816569.59,100688.85,3504.24,,200.0,,996049.15,620387.39,1520927.24,282843.29,555254.71,2068156.44,1132137.03,337974.36,
1.0,129544703.0,Minersville Area SD,Schuylkill,14400654.9,6297372.07,529608.11,21227635.08,,1488426.61,22716061.69,,7914366.76,6079402.75,382653.0,3989.25,20243.14,,,,798073.61,447482.76,1424639.41,327710.91,387148.77,2004692.07,674153.35,233471.19,
1.0,129545003.0,North Schuylkill SD,Schuylkill,20294065.56,11265427.11,820341.91,32379834.58,2970.0,4869450.38,37252254.96,,14686427.31,4583748.43,686711.76,337178.06,,,,,1309866.46,699976.84,1851542.46,663876.67,449289.31,3170820.75,2310725.75,807230.87,2098.0
1.0,129546003.0,Pine Grove Area SD,Schuylkill,15447034.85,8708229.57,472166.59,24627431.01,397832.57,4982294.54,30007558.12,,11814755.23,2868087.95,617463.0,146728.67,,,,,862479.45,1114155.0,1397591.64,259497.49,391448.65,2332819.63,1508916.72,140411.77,700909.22
1.0,129546103.0,Pottsville Area SD,Schuylkill,27605089.29,11922942.99,904882.39,40432914.67,1100607.43,2553336.21,44086858.31,,17836543.87,8163406.67,1065118.13,480669.74,59350.88,,,,1735809.97,787701.86,2197783.13,432549.07,807602.62,3208181.94,910485.59,1842828.81,
1.0,129546803.0,Saint Clair Area SD,Schuylkill,8090609.79,3271961.76,265964.94,11628536.49,24000.0,2734288.95,14386825.44,,5691132.61,2109819.36,217417.0,64088.81,8152.01,,,,573509.65,67769.22,634197.56,123230.28,251468.28,754224.9,762754.33,2707.1,102100.44
1.0,129547303.0,Schuylkill Haven Area SD,Schuylkill,13147646.31,7822164.38,550844.15,21520654.84,159195.2,1926032.24,23605882.28,,8891316.63,3830192.68,426137.0,,,,,,1143988.89,546779.87,1469536.79,430972.55,408752.36,2181424.0,1049086.97,591622.95,
1.0,129547203.0,Shenandoah Valley SD,Schuylkill,13656054.7,8545233.75,404044.42,22605332.87,9840.0,1402852.72,24018025.59,,7929068.82,4734567.12,539719.46,96859.88,8190.44,,,347648.98,765539.06,327912.89,1286454.16,331818.97,493787.54,4372599.92,666214.48,300906.73,
1.0,129547603.0,Tamaqua Area SD,Schuylkill,22096625.97,10523379.6,618975.23,33238980.8,4081091.97,2050438.91,39370511.68,,13505247.95,7224744.69,1330048.04,25443.54,11141.75,,,,1105312.23,875598.48,2093784.37,499329.98,622882.41,3491647.84,1834824.29,,
1.0,129547803.0,Tri-Valley SD,Schuylkill,8809969.62,4969927.21,341637.86,14121534.69,,1053366.49,15174901.18,,6014556.2,2118422.67,631328.58,45662.17,,,,,343597.63,819355.11,1119694.98,216903.0,283711.46,1433527.51,742622.04,7143.71,3371.77
1.0,129548803.0,Williams Valley SD,Schuylkill,12807545.74,5080170.67,513939.9,18401656.31,36940.0,352709.42,18791305.73,,7573341.96,4254681.13,795198.08,152884.57,,31440.0,,,651362.65,43816.43,1292141.3,207615.52,307027.68,1134990.72,937234.46,505981.91,
1.0,116555003.0,Midd-West SD,Snyder,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,116557103.0,Selinsgrove Area SD,Snyder,27603247.9,14589584.4,1139260.71,43332093.01,257468.58,6600000.0,50189561.59,,19382774.82,5429099.71,2707127.66,84245.71,,,,,2451662.83,1774377.77,2537438.73,549643.84,525422.09,3829817.43,2101493.23,819728.48,
1.0,108561003.0,Berlin Brothersvalley SD,Somerset,8406423.68,4054328.68,483972.26,12944724.62,244456.73,1238984.31,14428165.66,,5734282.24,1497150.81,921120.02,250600.02,3254.77,15.82,,,588167.8,339005.63,829427.47,99026.39,291780.82,1075773.75,657297.16,171082.12,2767.54
1.0,108561803.0,Conemaugh Township Area SD,Somerset,8931439.24,5324003.44,589771.41,14845214.09,1238392.22,1710035.81,17793642.12,,6533842.28,1665692.0,656097.94,68120.08,7686.94,,,,631601.21,402966.31,1206967.79,336474.07,471519.88,1306774.62,812749.66,152184.99,2764.91
1.0,108565203.0,Meyersdale Area SD,Somerset,9951010.16,5435755.47,503725.63,15890491.26,957509.55,652070.0,17500070.81,,7384859.03,1765629.74,613658.54,186862.85,,,,,785519.05,301478.17,1045735.56,231522.62,258005.29,1700049.56,630199.42,480576.96,2668.84
1.0,108565503.0,North Star SD,Somerset,11416722.19,6703062.41,471338.51,18591123.11,305709.38,1227538.28,20124370.77,,7864537.42,2147354.16,1128076.54,155410.21,1082.42,,,120261.44,782532.18,642368.78,1261326.91,336765.49,490479.36,1711483.86,1460150.6,14635.57,3319.66
1.0,108566303.0,Rockwood Area SD,Somerset,7176327.95,4621751.51,355667.57,12153747.03,1136733.92,20686.8,13311167.75,,4984573.91,987769.3,959768.36,239020.95,2939.0,2256.43,,,581577.53,206279.12,1114087.09,119777.17,278436.66,1489839.89,625239.45,200413.39,6101.21
1.0,108567004.0,Salisbury-Elk Lick SD,Somerset,3782680.79,2092700.95,129202.83,6004584.57,826584.44,105130.24,6936299.25,,3081212.9,489765.55,161397.6,50304.74,,,,,174729.09,218435.67,468762.93,85060.92,130220.65,508098.1,182337.18,319413.73,5642.68
1.0,108567204.0,Shade-Central City SD,Somerset,5619446.13,3063840.33,190750.44,8874036.9,,192982.48,9067019.38,,3654375.44,1149761.14,676853.07,138456.48,,,,,301652.66,343915.81,550633.01,170320.02,242773.06,912866.01,540504.79,,1174.97
1.0,108567404.0,Shanksville-Stonycreek SD,Somerset,4160751.94,2700402.79,146712.29,7007867.02,,1019102.38,8026969.4,,3208221.09,521293.46,294080.6,3178.4,,,1214.0,132764.39,152129.2,376337.0,600153.0,67473.14,239343.54,807385.43,455202.22,,2379.26
1.0,108567703.0,Somerset Area SD,Somerset,24710137.06,12326059.23,1495251.88,38531448.17,420738.06,4834386.16,43786572.39,,15779485.47,5768469.99,2221587.8,331528.95,34521.92,,,574542.93,1344640.08,2363664.93,2139784.39,532533.98,636326.09,3372842.44,1863875.92,61881.11,10510.29
1.0,108568404.0,Turkeyfoot Valley Area SD,Somerset,3497024.02,2838206.59,97963.02,6433193.63,,29399.75,6462593.38,,2557504.68,682288.56,242931.74,13580.04,719.0,,,,325655.25,71538.82,520547.74,109178.93,293912.95,796237.26,701869.47,17435.21,1830.96
1.0,108569103.0,Windber Area SD,Somerset,11667526.47,5853360.78,625840.77,18146728.02,,3527830.85,21674558.87,,8137593.48,2144389.28,1015034.05,7735.91,753.2,,,362020.55,498173.18,60186.16,1588930.67,164672.09,223384.46,1662352.17,1487039.95,165738.96,2883.14
1.0,117576303.0,Sullivan County SD,Sullivan,10614191.2,5725287.04,541560.52,16881038.76,,455299.71,17336338.47,,6457097.31,3037579.4,965304.79,154209.7,,,,,439694.67,622216.15,1294151.85,220161.75,277118.84,1211209.2,1258420.3,402314.28,
1.0,119581003.0,Blue Ridge SD,Susquehanna,13704796.86,6895571.86,537859.17,21138227.89,514465.45,1909217.32,23561910.66,,9621680.4,3334606.15,260976.06,53540.32,,,,433993.93,818632.72,827025.45,1000462.53,255656.54,443928.15,1832179.87,1254615.78,452036.63,11034.19
1.0,119582503.0,Elk Lake SD,Susquehanna,15022625.86,7129054.45,591396.01,22743076.32,,1352156.58,24095232.9,,10518647.24,3433757.56,1060100.82,10120.24,,,,,791629.59,452698.95,1519639.66,293546.82,214689.97,2122483.97,1513986.96,207087.12,13291.41
1.0,119583003.0,Forest City Regional SD,Susquehanna,11048797.53,6658572.08,337463.4,18044833.01,,759574.44,18804407.45,,7131083.48,2954062.56,482309.93,8002.98,,,12000.0,461338.58,664453.93,259060.92,1064293.51,178752.78,303282.96,2027906.3,1754085.65,395543.86,11192.17
1.0,119584503.0,Montrose Area SD,Susquehanna,17914401.39,9809409.14,503819.35,28227629.88,1548613.83,985351.93,30761595.64,,13492440.09,3604914.03,592386.28,224660.99,,,,,923852.64,645380.81,1532726.08,335738.48,398605.14,2107352.83,2309064.26,1536326.61,20362.29
1.0,119584603.0,Mountain View SD,Susquehanna,14194784.49,7612068.5,591520.3,22398373.29,,611207.87,23009581.16,,8851803.33,4268332.57,566553.72,242145.79,,,24975.0,240974.08,881397.76,516266.4,1082628.74,275881.64,502476.29,2278975.89,1409898.58,648295.66,16247.54
1.0,119586503.0,Susquehanna Community SD,Susquehanna,11141198.14,6090463.8,417851.51,17649513.45,,,17649513.45,,7724080.71,2621579.71,398491.16,97577.01,4459.5,,,295010.05,773965.76,577364.82,1135010.33,231887.17,271771.49,1847939.9,1218821.58,714.0,32988.75
1.0,117596003.0,Northern Tioga SD,Tioga,23295919.3,11848863.7,792760.07,35937543.07,2904348.35,2099105.0,40940996.42,,17004169.59,5921621.28,244765.52,125362.91,,,,,1307767.65,1486324.93,2520074.17,435158.36,432542.8,3287804.07,2317515.02,61676.7,
1.0,117597003.0,Southern Tioga SD,Tioga,20531524.32,12361449.09,995272.38,33888245.79,3149.0,4472408.24,38363803.03,,14478331.6,5096879.08,116805.6,30324.53,,,,809183.51,1198137.16,1935920.69,2264659.43,431810.12,669506.23,2525762.57,1893020.46,1442632.43,
1.0,117598503.0,Wellsboro Area SD,Tioga,17252592.13,8936664.91,497620.18,26686877.22,,2266313.35,28953190.57,,12720439.73,4043673.38,449132.95,39346.07,,,,,927582.93,691837.8,1816890.16,351589.49,705248.79,2342584.09,1232348.43,868583.22,
1.0,116604003.0,Lewisburg Area SD,Union,22561850.18,11085722.43,1098733.05,34746305.66,,8630307.13,43376612.79,,15391296.98,5037998.99,1545212.88,422070.55,,,,165270.78,1785994.23,2445048.03,1783615.31,383063.92,363759.91,3024608.29,1299632.74,,
1.0,116605003.0,Mifflinburg Area SD,Union,21484281.38,11679926.24,612698.89,33776906.51,207155.27,2883572.38,36867634.16,,14902052.36,4862667.22,1620268.79,97683.28,205.02,1404.71,,,1252787.76,1088791.94,2050997.65,348308.21,446073.0,2905198.41,1935099.36,1652669.91,
1.0,106611303.0,Cranberry Area SD,Venango,14122364.21,6300756.3,525003.98,20948124.49,4355209.75,504903.6,25808237.84,,10041268.64,3561734.97,512316.74,214.86,6829.0,,,,765751.09,739204.06,1415845.7,272563.21,403706.96,1206337.35,1148974.74,304889.64,43483.55
1.0,106612203.0,Franklin Area SD,Venango,23428735.51,11618318.37,763146.14,35810200.02,422961.49,5510481.0,41743642.51,,15804155.53,6187888.55,1163138.68,269530.96,4021.79,,,,1310452.21,1070377.92,2359761.49,426274.41,411098.92,2750493.86,2589289.05,672665.84,27904.67
1.0,106616203.0,Oil City Area SD,Venango,22030401.59,10805493.95,832573.41,33668468.95,1363661.19,3286086.36,38318216.5,,15217647.06,4826962.22,1921852.33,14916.44,49023.54,,,,899172.91,1782174.98,2330085.5,343126.44,489917.69,2878634.83,1955702.23,89428.32,37251.05
1.0,106617203.0,Titusville Area SD,Venango,21583067.46,12623102.67,927530.88,35133701.01,2457553.56,2387100.0,39978354.57,,15799365.6,4188514.48,815726.57,779460.81,,,,,1681525.75,894655.56,2938304.45,477203.13,479865.53,3501944.84,1899023.75,731926.66,18653.0
1.0,106618603.0,Valley Grove SD,Venango,10099148.08,5272321.7,315010.25,15686480.03,9850.74,649121.21,16345451.98,,6723197.91,2612807.74,520477.44,13021.16,,,,229643.83,466328.82,401668.05,1154478.6,205515.24,388759.33,1430959.75,940849.97,273165.91,10596.03
1.0,105628302.0,Warren County SD,Warren,50009064.61,32883087.43,1430226.5,84322378.54,,8123963.98,92446342.52,,34166049.18,13844323.75,1876442.53,77436.07,44813.08,,,,3703656.45,3560616.36,5056855.48,1767473.37,1232608.26,6995722.94,6163858.7,4320775.93,81519.94
1.0,101630504.0,Avella Area SD,Washington,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,101630903.0,Bentworth SD,Washington,12032263.29,6194181.73,521062.37,18747507.39,529997.89,2241413.64,21518918.92,,8123627.22,3536439.05,362324.28,2584.39,7288.35,,,,363547.33,597468.02,1413720.78,107446.06,329650.97,1680258.56,1232732.14,459073.61,10284.26
1.0,101631003.0,Bethlehem-Center SD,Washington,12831300.68,7295663.54,341342.12,20468306.34,,645394.66,21113701.0,,8610238.67,3725831.54,491604.79,3625.68,,,,,251863.89,544177.9,1298814.46,139259.94,603922.68,2026976.34,2415449.67,6891.0,8307.66
