Name,AcademicYearId,AUN,DataElement,DisplayValue
Saucon Valley SD,18,120486003,BasedonTotal,21208.21
Central Columbia SD,18,116191503,BasedonTotal,21221.55
Council Rock SD,18,122092353,BasedonTotal,21320.85
Garnet Valley SD,18,125234103,BasedonTotal,21346.55
Harmony Area SD,18,110173504,BasedonTotal,21422.63
Methacton SD,18,123465303,BasedonTotal,21463.77
Mountain View SD,18,119584603,BasedonTotal,21482.16
Pennsbury SD,18,122098202,BasedonTotal,21486.54
Wissahickon SD,18,123469303,BasedonTotal,21525.15
State College Area SD,18,110148002,BasedonTotal,21561.09
Unionville-Chadds Ford SD,18,124158503,BasedonTotal,21562.93
Rochester Area SD,18,127046903,BasedonTotal,21700.28
South Side Area SD,18,127047404,BasedonTotal,21732.35
Chichester SD,18,125231303,BasedonTotal,21789.67
Lower Moreland Township SD,18,123464603,BasedonTotal,21867.09
Carbon Career & Technical Institute,18,121131507,BasedonTotal,21880.39
Mount Union Area SD,18,111316003,BasedonTotal,21904.91
Gateway SD,18,103024102,BasedonTotal,21918.07
Kennett Consolidated SD,18,124154003,BasedonTotal,21972.74
Kane Area SD,18,109422303,BasedonTotal,22049.56
Sullivan County SD,18,117576303,BasedonTotal,22064.1
Duquesne City SD,18,103022503,BasedonTotal,22088.37
Lehigh Career & Technical Institute,18,121393007,BasedonTotal,22116.13
Cameron County SD,18,109122703,BasedonTotal,22121.72
Purchase Line SD,18,128327303,BasedonTotal,22186.4
Wilkes-Barre Area CTC,18,118408607,BasedonTotal,22287.48
Brownsville Area SD,18,101260803,BasedonTotal,22291.56
Northumberland County CTC,18,116495207,BasedonTotal,22409.95
Western Montgomery CTC,18,123469007,BasedonTotal,22417.14
Northern Tier Career Center,18,117080607,BasedonTotal,22439.37
Dr Robert Ketterer CS Inc,18,107653040,BasedonTotal,22461.1
Mifflin County Academy of Science and Technology,18,111444307,BasedonTotal,22530.22
Springfield Township SD,18,123467203,BasedonTotal,22640.2
Brandywine Heights Area SD,18,114060853,BasedonTotal,22674.7
Pocono Mountain SD,18,120455403,BasedonTotal,22713.6
Riverview SD,18,103028203,BasedonTotal,22749.37
Western Area CTC,18,101638907,BasedonTotal,22847.71
Montour SD,18,103026303,BasedonTotal,22916.95
Rose Tree Media SD,18,125237903,BasedonTotal,22952.28
Great Valley SD,18,124153503,BasedonTotal,23028.42
Penns Valley Area SD,18,110147003,BasedonTotal,23060.33
Jenkintown SD,18,123463803,BasedonTotal,23276.31
Crawford County CTC,18,105201407,BasedonTotal,23290.21
Line Mountain SD,18,116493503,BasedonTotal,23392.04
Pequea Valley SD,18,113365303,BasedonTotal,23399.31
Schuylkill Technology Centers,18,129546907,BasedonTotal,23480.85
Morrisville Borough SD,18,122097203,BasedonTotal,23490.96
Greene County CTC,18,101302607,BasedonTotal,23517.45
East Stroudsburg Area SD,18,120452003,BasedonTotal,23531.35
Salisbury Township SD,18,121395603,BasedonTotal,23536.87
Farrell Area SD,18,104432503,BasedonTotal,23563.54
Kutztown Area SD,18,114064003,BasedonTotal,23709.21
Allegheny Valley SD,18,103020603,BasedonTotal,23738.45
Wallenpaupack Area SD,18,119648303,BasedonTotal,23770.33
Upper Dublin SD,18,123468303,BasedonTotal,23868.78
Jefferson County-DuBois AVTS,18,106333407,BasedonTotal,23936.14
Fox Chapel Area SD,18,103023912,BasedonTotal,23962.03
Venango Technology Center,18,106619107,BasedonTotal,24039.9
Southern Fulton SD,18,111297504,BasedonTotal,24056.48
Cornell SD,18,103022103,BasedonTotal,24076.49
North Montco Tech Career Center,18,123465507,BasedonTotal,24380.11
CTC of Lackawanna County,18,119354207,BasedonTotal,24394.39
Upper Merion Area SD,18,123468402,BasedonTotal,24447.86
Western Wayne SD,18,119648903,BasedonTotal,24452.94
Westinghouse Arts Academy CS,18,103028425,BasedonTotal,24476.49
Bald Eagle Area SD,18,110141003,BasedonTotal,24503.33
Crispus Attucks CS,18,112673300,BasedonTotal,24690.38
The New Academy CS,18,102020003,BasedonTotal,24785.61
Quaker Valley SD,18,103027753,BasedonTotal,24794.96
A W Beattie Career Center,18,103020407,BasedonTotal,24887.9
Lebanon County CTC,18,113384307,BasedonTotal,24992.95
Marple Newtown SD,18,125235502,BasedonTotal,25020.45
Keystone Oaks SD,18,103025002,BasedonTotal,25064.63
Fayette County Career & Technical Institute,18,101262507,BasedonTotal,25341.04
Pittsburgh SD,18,102027451,BasedonTotal,25460.09
Radnor Township SD,18,125237603,BasedonTotal,25464.69
Newport SD,18,115504003,BasedonTotal,25544.44
Palisades SD,18,122098003,BasedonTotal,25747.48
Forest Area SD,18,106272003,BasedonTotal,25811.83
Colonial SD,18,123461602,BasedonTotal,25846.32
Cheltenham SD,18,123461302,BasedonTotal,25920.47
Susquehanna County CTC,18,119584707,BasedonTotal,26285.54
Lancaster County CTC,18,113363807,BasedonTotal,26494.49
Wilkinsburg Borough SD,18,103029803,BasedonTotal,27035.62
New Hope-Solebury SD,18,122097604,BasedonTotal,27385.27
West Greene SD,18,101308503,BasedonTotal,27777.71
Austin Area SD,18,109530304,BasedonTotal,28008.34
Upper Bucks County Technical School,18,122099007,BasedonTotal,28036.65
Mercer County Career Center,18,104435107,BasedonTotal,28253.84
SUN Area Technical Institute,18,116606707,BasedonTotal,28334.51
Career Institute of Technology,18,120483007,BasedonTotal,28470.49
Southwest Leadership Academy CS,18,108515107,BasedonTotal,28703.81
Provident CS,18,102027560,BasedonTotal,29827.52
Delaware County Technical High School,18,125232407,BasedonTotal,29935.93
Central Montco Technical High School,18,123460957,BasedonTotal,30410.04
Somerset County Technology Center,18,108567807,BasedonTotal,30503.14
Lower Merion SD,18,123464502,BasedonTotal,30822.88
Indiana County Technology Center,18,128324207,BasedonTotal,31250.88
Middle Bucks Institute of Technology,18,122097007,BasedonTotal,32845.91
Chester County Technical College HS,18,124151607,BasedonTotal,33627.1
Spectrum CS,18,103023410,BasedonTotal,34813.64
Youth Build Phila CS,18,126512870,BasedonTotal,36838.91
Central PA Institute of Science & Technology,18,110141607,BasedonTotal,37112.2
Greater Johnstown CTC,18,108112607,BasedonTotal,38233.03
Eastern Center for Arts & Technology,18,123463507,BasedonTotal,42565.37
Bryn Athyn SD,18,123460504,BasedonTotal,55018.96
Clearfield County CTC,18,110171607,BasedonTotal,55400.16
Bryn Athyn SD,18,123460504,AverageDailyMembership(ADM),4.588
Spectrum CS,18,103023410,AverageDailyMembership(ADM),32.861000000000004
Nittany Valley CS,18,110143120,AverageDailyMembership(ADM),47.461999999999996
Fulton County AVTS,18,111292507,AverageDailyMembership(ADM),65.256
Susq-Cyber CS,18,116493130,AverageDailyMembership(ADM),75.151
Stone Valley Community CS,18,111315438,AverageDailyMembership(ADM),79.01400000000001
Wonderland CS,18,110143310,AverageDailyMembership(ADM),79.22400000000002
Crispus Attucks CS,18,112673300,AverageDailyMembership(ADM),91.012
Centre Learning Community CS,18,110143060,AverageDailyMembership(ADM),95.25800000000001
Northumberland County CTC,18,116495207,AverageDailyMembership(ADM),95.42999999999999
Evergreen Community CS,18,120450003,AverageDailyMembership(ADM),96.37899999999999
ACT Academy Cyber CS,18,126514368,AverageDailyMembership(ADM),99.912
Westinghouse Arts Academy CS,18,103028425,AverageDailyMembership(ADM),105.79500000000002
Chester Co Family Academy CS,18,124152880,AverageDailyMembership(ADM),106.56099999999999
The New Academy CS,18,102020003,AverageDailyMembership(ADM),125.87700000000001
Provident CS,18,102027560,AverageDailyMembership(ADM),135.909
Seneca Highlands Career and Technical Center,18,109420107,AverageDailyMembership(ADM),140.762
Center for Student Learning CS at Pennsbury,18,122090001,AverageDailyMembership(ADM),142.10600000000002
Passport Academy CS,18,102023217,AverageDailyMembership(ADM),146.784
Lycoming CTC,18,117414807,AverageDailyMembership(ADM),148.929
Huntingdon County CTC,18,111312607,AverageDailyMembership(ADM),151.828
Clarion County Career Center,18,106161357,AverageDailyMembership(ADM),153.85
Austin Area SD,18,109530304,AverageDailyMembership(ADM),154.754
Fell CS,18,119350001,AverageDailyMembership(ADM),157.75600000000003
Greene County CTC,18,101302607,AverageDailyMembership(ADM),159.308
Mifflin County Academy of Science and Technology,18,111444307,AverageDailyMembership(ADM),161.976
Young Scholars of McKeesport Charter School,18,103020368,AverageDailyMembership(ADM),163.204
Central PA Digital Learning Foundation CS,18,108070001,AverageDailyMembership(ADM),167.33900000000006
Greater Johnstown CTC,18,108112607,AverageDailyMembership(ADM),172.75
New Day Charter School,18,111440001,AverageDailyMembership(ADM),176.187
Bedford County Technical Center,18,108051307,AverageDailyMembership(ADM),178.827
Philadelphia Montessori CS,18,126510016,AverageDailyMembership(ADM),179.50599999999997
Youth Build Phila CS,18,126512870,AverageDailyMembership(ADM),179.542
Dr Robert Ketterer CS Inc,18,107653040,AverageDailyMembership(ADM),182.82300000000004
Clearfield County CTC,18,110171607,AverageDailyMembership(ADM),184.789
Northern Tier Career Center,18,117080607,AverageDailyMembership(ADM),193.957
Susquehanna County CTC,18,119584707,AverageDailyMembership(ADM),195.08700000000002
Bucks County Montessori CS,18,122093460,AverageDailyMembership(ADM),195.253
KIPP West Philadelphia CS,18,126515492,AverageDailyMembership(ADM),195.86
Capital Area School for the Arts Charter School,18,115227010,AverageDailyMembership(ADM),197.422
Gettysburg Montessori Charter School,18,197010542,AverageDailyMembership(ADM),197.71699999999998
La Academia Partnership Charter School,18,113362940,AverageDailyMembership(ADM),198.71200000000002
Indiana County Technology Center,18,128324207,AverageDailyMembership(ADM),201.987
Mercer County Career Center,18,104435107,AverageDailyMembership(ADM),202.08299999999997
Inquiry Charter School,18,126513070,AverageDailyMembership(ADM),203.438
Keystone Education Center CS,18,104432830,AverageDailyMembership(ADM),203.54500000000007
Premier Arts and Science Charter School,18,115222343,AverageDailyMembership(ADM),208.885
Infinity CS,18,115220001,AverageDailyMembership(ADM),209.05399999999997
Northern Westmoreland CTC,18,107656407,AverageDailyMembership(ADM),213.66199999999998
Sylvan Heights Science CS,18,115223050,AverageDailyMembership(ADM),214.086
Somerset County Technology Center,18,108567807,AverageDailyMembership(ADM),214.09400000000002
HOPE for Hyndman CS,18,108057079,AverageDailyMembership(ADM),217.38799999999998
Gillingham Charter School,18,129544907,AverageDailyMembership(ADM),223.393
SUN Area Technical Institute,18,116606707,AverageDailyMembership(ADM),223.57599999999996
Mon Valley CTC,18,101634207,AverageDailyMembership(ADM),227.744
Central PA Institute of Science & Technology,18,110141607,AverageDailyMembership(ADM),229.48499999999996
Souderton CS Collaborative,18,123463370,AverageDailyMembership(ADM),230.996
Eastern Center for Arts & Technology,18,123463507,AverageDailyMembership(ADM),232.00900000000001
Western Area CTC,18,101638907,AverageDailyMembership(ADM),233.716
Eastern Westmoreland CTC,18,107652207,AverageDailyMembership(ADM),236.77100000000002
Young Scholars CS,18,126513250,AverageDailyMembership(ADM),247.872
Vida Charter School,18,141019741,AverageDailyMembership(ADM),249.392
Esperanza Cyber CS,18,126511563,AverageDailyMembership(ADM),253.322
Howard Gardner Multiple Intelligence CS,18,119355028,AverageDailyMembership(ADM),254.03900000000002
Admiral Peary AVTS,18,108110307,AverageDailyMembership(ADM),259.97600000000006
Multicultural Academy CS,18,126513000,AverageDailyMembership(ADM),261.624
Venango Technology Center,18,106619107,AverageDailyMembership(ADM),261.937
Western Montgomery CTC,18,123469007,AverageDailyMembership(ADM),266.87800000000004
Salisbury-Elk Lick SD,18,108567004,AverageDailyMembership(ADM),268.828
Vision Academy Charter School,18,125233517,AverageDailyMembership(ADM),269.499
Crawford County CTC,18,105201407,AverageDailyMembership(ADM),272.54999999999995
Harmony Area SD,18,110173504,AverageDailyMembership(ADM),277.372
Propel CS-Hazelwood,18,103024952,AverageDailyMembership(ADM),278.085
Beaver County CTC,18,127041307,AverageDailyMembership(ADM),285.251
Central Montco Technical High School,18,123460957,AverageDailyMembership(ADM),285.742
Urban Academy of Greater Pittsburgh CS,18,103023090,AverageDailyMembership(ADM),293.177
Tidioute Community CS,18,105620001,AverageDailyMembership(ADM),294.518
Urban Pathways K-5 College Charter School,18,103028246,AverageDailyMembership(ADM),295.547
Fayette County Career & Technical Institute,18,101262507,AverageDailyMembership(ADM),299.509
CTC of Lackawanna County,18,119354207,AverageDailyMembership(ADM),302.805
Young Scholars of Western Pennsylvania CS,18,103025206,AverageDailyMembership(ADM),305.3209999999999
ASPIRA Bilingual Cyber Charter School,18,181519176,AverageDailyMembership(ADM),308.65099999999995
Seven Generations Charter School,18,188392660,AverageDailyMembership(ADM),310.177
Eastern University Academy Charter School,18,177518712,AverageDailyMembership(ADM),313.477
Steel Center for Career and Technical Education,18,103028807,AverageDailyMembership(ADM),316.96999999999997
Khepera CS,18,126510017,AverageDailyMembership(ADM),323.272
Career Institute of Technology,18,120483007,AverageDailyMembership(ADM),323.739
Shanksville-Stonycreek SD,18,108567404,AverageDailyMembership(ADM),325.353
Propel CS-Pitcairn,18,103024162,AverageDailyMembership(ADM),326.813
Circle of Seasons Charter School,18,121394017,AverageDailyMembership(ADM),328.49699999999996
Urban Pathways 6-12 CS,18,102023080,AverageDailyMembership(ADM),330.22200000000004
Jefferson County-DuBois AVTS,18,106333407,AverageDailyMembership(ADM),330.863
Upper Bucks County Technical School,18,122099007,AverageDailyMembership(ADM),333.3
Connellsville Area Career & Technical Center,18,101266007,AverageDailyMembership(ADM),334.123
Schuylkill Technology Centers,18,129546907,AverageDailyMembership(ADM),334.393
Carbon Career & Technical Institute,18,121131507,AverageDailyMembership(ADM),343.45099999999996
Easton Arts Academy Elementary CS,18,120486892,AverageDailyMembership(ADM),344.8320000000001
Middle Bucks Institute of Technology,18,122097007,AverageDailyMembership(ADM),345.691
Turkeyfoot Valley Area SD,18,108568404,AverageDailyMembership(ADM),357.096
A W Beattie Career Center,18,103020407,AverageDailyMembership(ADM),357.265
KIPP West Philadelphia Preparatory Charter School,18,172510793,AverageDailyMembership(ADM),359.967
Propel CS-East,18,103020005,AverageDailyMembership(ADM),363.40999999999997
Erie County Technical School,18,105252807,AverageDailyMembership(ADM),364.50100000000003
Arts Academy CS,18,121395927,AverageDailyMembership(ADM),364.7460000000001
Galeton Area SD,18,109532804,AverageDailyMembership(ADM),366.825
Lebanon County CTC,18,113384307,AverageDailyMembership(ADM),366.953
Manchester Academic CS,18,102023030,AverageDailyMembership(ADM),367.589
Universal Vare Charter School,18,126513415,AverageDailyMembership(ADM),368.144
Independence CS West,18,126512039,AverageDailyMembership(ADM),370.887
Forbes Road SD,18,111292304,AverageDailyMembership(ADM),384.112
Midland Borough SD,18,127045303,AverageDailyMembership(ADM),388.54
Propel CS-Northside,18,103028192,AverageDailyMembership(ADM),390.90599999999995
Young Scholars of Central PA CS,18,110140001,AverageDailyMembership(ADM),391.159
Propel CS-McKeesport,18,103020003,AverageDailyMembership(ADM),392.77299999999997
Parkway West CTC,18,103027307,AverageDailyMembership(ADM),392.817
Innovative Arts Academy CS,18,121395526,AverageDailyMembership(ADM),392.8950000000001
Penn Hills Charter School of Entrepreneurship,18,103022481,AverageDailyMembership(ADM),396.33200000000005
Forbes Road CTC,18,103023807,AverageDailyMembership(ADM),400.751
Lawrence County CTC,18,104374207,AverageDailyMembership(ADM),400.93999999999994
Erie Rise Leadership Academy Charter School,18,105257512,AverageDailyMembership(ADM),407.0950000000001
Arts Academy Elementary Charter School,18,121399898,AverageDailyMembership(ADM),408.867
TECH Freire CS,18,126511530,AverageDailyMembership(ADM),410.569
Oswayo Valley SD,18,109537504,AverageDailyMembership(ADM),412.816
Robert Benjamin Wiley Community CS,18,105252920,AverageDailyMembership(ADM),416.463
Lenape Tech,18,128034607,AverageDailyMembership(ADM),417.778
Widener Partnership CS,18,125230002,AverageDailyMembership(ADM),419.092
Shade-Central City SD,18,108567204,AverageDailyMembership(ADM),434.603
Butler County AVTS,18,104101307,AverageDailyMembership(ADM),438.39300000000003
Richard Allen Preparatory CS,18,126510008,AverageDailyMembership(ADM),452.64099999999996
Lehigh Valley Dual Language Charter School,18,139481451,AverageDailyMembership(ADM),455.4380000000001
Commodore Perry SD,18,104431304,AverageDailyMembership(ADM),460.059
Jamestown Area SD,18,104433604,AverageDailyMembership(ADM),460.704
I-LEAD Charter School,18,114060392,AverageDailyMembership(ADM),461.13399999999996
Reading Muhlenberg CTC,18,114067107,AverageDailyMembership(ADM),462.421
Bear Creek Community CS,18,118400001,AverageDailyMembership(ADM),463.727
Forest Area SD,18,106272003,AverageDailyMembership(ADM),464.888
Franklin County CTC,18,112282307,AverageDailyMembership(ADM),468.91100000000006
Wilkes-Barre Area CTC,18,118408607,AverageDailyMembership(ADM),471.86800000000005
Helen Thackston Charter School,18,134677866,AverageDailyMembership(ADM),471.9309999999999
Greater Altoona CTC,18,108070607,AverageDailyMembership(ADM),472.527
Sugar Valley Rural CS,18,101833400,AverageDailyMembership(ADM),474.15299999999996
West Side CTC,18,118408707,AverageDailyMembership(ADM),476.51700000000005
Cumberland Perry AVTS,18,115211657,AverageDailyMembership(ADM),476.9890000000001
Fannett-Metal SD,18,112282004,AverageDailyMembership(ADM),485.052
Alliance for Progress CS,18,126512990,AverageDailyMembership(ADM),486.0
Southwest Leadership Academy CS,18,108515107,AverageDailyMembership(ADM),491.34200000000004
Central Westmoreland CTC,18,107651207,AverageDailyMembership(ADM),492.2140000000001
Eugenio Maria De Hostos CS,18,126513100,AverageDailyMembership(ADM),500.69199999999995
MaST Community CS II,18,126513117,AverageDailyMembership(ADM),503.06300000000005
Delaware County Technical High School,18,125232407,AverageDailyMembership(ADM),504.666
Folk Arts-Cultural Treasures CS,18,126510021,AverageDailyMembership(ADM),506.083
People for People CS,18,126510004,AverageDailyMembership(ADM),507.513
Montessori Regional CS,18,105250004,AverageDailyMembership(ADM),509.75100000000003
Monroe Career & Tech Inst,18,120454507,AverageDailyMembership(ADM),509.771
Achievement House CS,18,125230001,AverageDailyMembership(ADM),510.23600000000016
Williamsburg Community SD,18,108079004,AverageDailyMembership(ADM),511.091
Mastery CS John Wister Elementary,18,126518118,AverageDailyMembership(ADM),519.2950000000001
Universal Bluford Charter School,18,168513758,AverageDailyMembership(ADM),520.665
KIPP DuBois Charter School,18,126514864,AverageDailyMembership(ADM),522.033
North Montco Tech Career Center,18,123465507,AverageDailyMembership(ADM),534.0659999999999
Northern Potter SD,18,109535504,AverageDailyMembership(ADM),540.543
Harambee Institute of Science and Technology CS,18,126512850,AverageDailyMembership(ADM),543.215
Ad Prima CS,18,126510015,AverageDailyMembership(ADM),544.269
Universal Audenried Charter School,18,126519434,AverageDailyMembership(ADM),549.966
Avella Area SD,18,101630504,AverageDailyMembership(ADM),550.593
City CHS,18,102020001,AverageDailyMembership(ADM),551.939
Propel CS-Homestead,18,103020002,AverageDailyMembership(ADM),552.181
Chester Charter Scholars Academy CS,18,125236827,AverageDailyMembership(ADM),555.415
Roberto Clemente CS,18,121393330,AverageDailyMembership(ADM),555.8720000000001
Russell Byers CS,18,126510001,AverageDailyMembership(ADM),557.244
Mastery CS-Mann Campus,18,126519433,AverageDailyMembership(ADM),560.652
Baden Academy CS,18,127046517,AverageDailyMembership(ADM),561.13
Universal Institute CS,18,126513210,AverageDailyMembership(ADM),562.524
Bethlehem AVTS,18,120481107,AverageDailyMembership(ADM),567.508
Perseus House CS of Excellence,18,105250001,AverageDailyMembership(ADM),567.5310000000001
Union SD,18,106169003,AverageDailyMembership(ADM),567.987
Imhotep Institute CHS,18,126512980,AverageDailyMembership(ADM),569.938
Cameron County SD,18,109122703,AverageDailyMembership(ADM),570.149
Johnsonburg Area SD,18,109243503,AverageDailyMembership(ADM),576.162
Mastery CS-Clymer Elementary,18,126511748,AverageDailyMembership(ADM),579.275
Mastery CHS-Lenfest Campus,18,126510002,AverageDailyMembership(ADM),580.45
Global Leadership Academy CS Southwest at Huey,18,126518004,AverageDailyMembership(ADM),588.414
Charter High School for Architecture and Design,18,126513190,AverageDailyMembership(ADM),594.909
North Clarion County SD,18,106167504,AverageDailyMembership(ADM),595.691
Mastery CS-Francis D. Pastorius Elementary,18,126518795,AverageDailyMembership(ADM),597.45
Laboratory CS,18,126513110,AverageDailyMembership(ADM),597.52
Universal Alcorn CS,18,126512674,AverageDailyMembership(ADM),597.9180000000001
Preparatory CS of Mathematics Science Tech and Careers,18,126512960,AverageDailyMembership(ADM),600.649
Philadelphia Electrical & Tech CHS,18,126510009,AverageDailyMembership(ADM),603.4
Southeastern Greene SD,18,101306503,AverageDailyMembership(ADM),617.406
Lehigh Valley Charter High School for the Arts,18,120483170,AverageDailyMembership(ADM),618.221
Cornell SD,18,103022103,AverageDailyMembership(ADM),628.908
Propel CS-Montour,18,103020004,AverageDailyMembership(ADM),629.4649999999999
Otto-Eldred SD,18,109426003,AverageDailyMembership(ADM),631.806
Columbia-Montour AVTS,18,116191757,AverageDailyMembership(ADM),631.9789999999999
Environmental Charter School at Frick Park,18,199025446,AverageDailyMembership(ADM),634.7060000000001
Weatherly Area SD,18,121139004,AverageDailyMembership(ADM),643.343
Sankofa Freedom Academy Charter School,18,114514135,AverageDailyMembership(ADM),652.989
Sullivan County SD,18,117576303,AverageDailyMembership(ADM),658.602
Universal Daroff Charter School,18,103519376,AverageDailyMembership(ADM),658.652
Lincoln CS,18,112673500,AverageDailyMembership(ADM),666.576
West Phila. Achievement CES,18,126510006,AverageDailyMembership(ADM),678.221
Green Woods CS,18,126510005,AverageDailyMembership(ADM),683.91
Keystone Academy Charter School,18,182514568,AverageDailyMembership(ADM),686.025
York Academy Regional Charter School,18,189670676,AverageDailyMembership(ADM),686.482
Blacklick Valley SD,18,108110603,AverageDailyMembership(ADM),688.891
Antonia Pantoja Community Charter School,18,104510394,AverageDailyMembership(ADM),700.2060000000001
Jenkintown SD,18,123463803,AverageDailyMembership(ADM),700.848
Global Leadership Academy CS,18,126513380,AverageDailyMembership(ADM),701.562
Rockwood Area SD,18,108566303,AverageDailyMembership(ADM),710.125
West Greene SD,18,101308503,AverageDailyMembership(ADM),713.529
Pan American Academy CS,18,173515368,AverageDailyMembership(ADM),713.63
Millville Area SD,18,116195004,AverageDailyMembership(ADM),713.841
Benton Area SD,18,116191004,AverageDailyMembership(ADM),718.264
Farrell Area SD,18,104432503,AverageDailyMembership(ADM),721.506
Discovery Charter School,18,126510011,AverageDailyMembership(ADM),723.305
Allegheny-Clarion Valley SD,18,106160303,AverageDailyMembership(ADM),723.372
Frederick Douglass Mastery Charter School,18,126518547,AverageDailyMembership(ADM),725.411
Berlin Brothersvalley SD,18,108561003,AverageDailyMembership(ADM),727.961
Lincoln Leadership Academy Charter School,18,175390169,AverageDailyMembership(ADM),734.7739999999999
Southern Fulton SD,18,111297504,AverageDailyMembership(ADM),735.414
Belmont Charter School,18,126510010,AverageDailyMembership(ADM),735.831
Ferndale Area SD,18,108112003,AverageDailyMembership(ADM),740.603
Lincoln Park Performing Arts CS,18,127040002,AverageDailyMembership(ADM),741.1790000000001
Mastery CS-Smedley Campus,18,126517286,AverageDailyMembership(ADM),741.972
Leechburg Area SD,18,128034503,AverageDailyMembership(ADM),742.376
Juniata Valley SD,18,111312804,AverageDailyMembership(ADM),743.228
Mastery CS-Cleveland Elementary,18,126519644,AverageDailyMembership(ADM),745.672
Universal Creighton Charter School,18,126517442,AverageDailyMembership(ADM),747.242
Lindley Academy CS at Birney,18,126519476,AverageDailyMembership(ADM),748.995
Clarion Area SD,18,106161203,AverageDailyMembership(ADM),762.587
Mastery CS-Shoemaker Campus,18,126510022,AverageDailyMembership(ADM),767.01
Union Area SD,18,104377003,AverageDailyMembership(ADM),767.474
Western Beaver County SD,18,127049303,AverageDailyMembership(ADM),768.268
Berks CTC,18,114060557,AverageDailyMembership(ADM),772.4729999999997
Conemaugh Valley SD,18,108111403,AverageDailyMembership(ADM),774.754
Forest City Regional SD,18,119583003,AverageDailyMembership(ADM),775.396
Monessen City SD,18,107655803,AverageDailyMembership(ADM),775.446
Greenwood SD,18,115503004,AverageDailyMembership(ADM),776.2
Saint Clair Area SD,18,129546803,AverageDailyMembership(ADM),777.928
Coudersport Area SD,18,109531304,AverageDailyMembership(ADM),779.508
Northwood Academy CS,18,126510019,AverageDailyMembership(ADM),780.852
Rochester Area SD,18,127046903,AverageDailyMembership(ADM),781.047
Northeast Bradford SD,18,117083004,AverageDailyMembership(ADM),784.206
Glendale SD,18,110173003,AverageDailyMembership(ADM),786.772
Jefferson-Morgan SD,18,101303503,AverageDailyMembership(ADM),787.721
Smethport Area SD,18,109427503,AverageDailyMembership(ADM),799.771
Ridgway Area SD,18,109246003,AverageDailyMembership(ADM),802.199
Boys Latin of Philadelphia CS,18,185515523,AverageDailyMembership(ADM),805.471
Maritime Academy Charter School,18,126510014,AverageDailyMembership(ADM),814.836
Millersburg Area SD,18,115226103,AverageDailyMembership(ADM),817.657
Claysburg-Kimmel SD,18,108071504,AverageDailyMembership(ADM),819.414
Independence CS,18,126513510,AverageDailyMembership(ADM),821.406
Memphis Street Academy CS @ JP Jones,18,126519392,AverageDailyMembership(ADM),826.0459999999999
Insight PA Cyber CS,18,124152637,AverageDailyMembership(ADM),826.9680000000008
Pennsylvania Distance Learning CS,18,115220003,AverageDailyMembership(ADM),829.1870000000006
Penns Manor Area SD,18,128326303,AverageDailyMembership(ADM),846.376
Mastery CS-Harrity Campus,18,126516457,AverageDailyMembership(ADM),846.6850000000001
Susquehanna Community SD,18,119586503,AverageDailyMembership(ADM),848.776
Meyersdale Area SD,18,108565203,AverageDailyMembership(ADM),849.594
Christopher Columbus CS,18,126513160,AverageDailyMembership(ADM),852.49
KIPP Philadelphia Charter School,18,126510013,AverageDailyMembership(ADM),853.7929999999999
Propel CS-Braddock Hills,18,160028259,AverageDailyMembership(ADM),853.935
West Middlesex Area SD,18,104437503,AverageDailyMembership(ADM),854.664
Mastery CS-Pickett Campus,18,151514721,AverageDailyMembership(ADM),869.8040000000001
Valley Grove SD,18,106618603,AverageDailyMembership(ADM),872.625
Clarion-Limestone Area SD,18,106161703,AverageDailyMembership(ADM),874.861
Purchase Line SD,18,128327303,AverageDailyMembership(ADM),883.514
Moshannon Valley SD,18,110175003,AverageDailyMembership(ADM),886.89
Montgomery Area SD,18,117415004,AverageDailyMembership(ADM),888.007
Homer-Center SD,18,128323303,AverageDailyMembership(ADM),888.279
Port Allegany SD,18,109426303,AverageDailyMembership(ADM),896.268
Duquesne City SD,18,103022503,AverageDailyMembership(ADM),898.288
Northern Bedford County SD,18,108056004,AverageDailyMembership(ADM),902.826
Franklin Towne Charter Elementary School,18,147513703,AverageDailyMembership(ADM),906.815
Canton Area SD,18,117081003,AverageDailyMembership(ADM),916.188
Tussey Mountain SD,18,108058003,AverageDailyMembership(ADM),918.586
Portage Area SD,18,108116303,AverageDailyMembership(ADM),933.797
Allegheny Valley SD,18,103020603,AverageDailyMembership(ADM),940.241
Tri-Valley SD,18,129547803,AverageDailyMembership(ADM),940.73
California Area SD,18,101631503,AverageDailyMembership(ADM),941.594
Wissahickon CS,18,126510007,AverageDailyMembership(ADM),945.2
Clairton City SD,18,103021903,AverageDailyMembership(ADM),951.091
Morrisville Borough SD,18,122097203,AverageDailyMembership(ADM),963.501
Mountain View SD,18,119584603,AverageDailyMembership(ADM),966.659
Freire CS,18,126513270,AverageDailyMembership(ADM),970.441
Conemaugh Township Area SD,18,108561803,AverageDailyMembership(ADM),970.453
John B Stetson Charter School,18,133513315,AverageDailyMembership(ADM),997.3789999999999
West Oak Lane CS,18,126513020,AverageDailyMembership(ADM),1002.61
The Philadelphia CS for Arts and Sciences at HR Edmunds,18,126515691,AverageDailyMembership(ADM),1003.5699999999999
Riverview SD,18,103028203,AverageDailyMembership(ADM),1003.718
Blue Ridge SD,18,119581003,AverageDailyMembership(ADM),1009.919
Old Forge SD,18,119356603,AverageDailyMembership(ADM),1010.835
