Name,AcademicYearId,AUN,DataElement,DisplayValue
Hermitage SD,18,104433303,Instruction,18831382.86
Jamestown Area SD,18,104433604,Instruction,4927314.24
Lakeview SD,18,104433903,Instruction,10591445.45
Mercer Area SD,18,104435003,Instruction,10060647.51
Reynolds SD,18,104435303,Instruction,11913770.58
Sharon City SD,18,104435603,Instruction,21612887.95
Sharpsville Area SD,18,104435703,Instruction,10487880.66
West Middlesex Area SD,18,104437503,Instruction,9109753.94
Conneaut SD,18,105201033,Instruction,20092489.94
Crawford Central SD,18,105201352,Instruction,34069260.74
Penncrest SD,18,105204703,Instruction,32912289.76
Corry Area SD,18,105251453,Instruction,18220512.66
Erie City SD,18,105252602,Instruction,125364548.87
Fairview SD,18,105253303,Instruction,12712729.51
Fort LeBoeuf SD,18,105253553,Instruction,18045238.94
General McLane SD,18,105253903,Instruction,19342433.77
Girard SD,18,105254053,Instruction,15493232.59
Harbor Creek SD,18,105254353,Instruction,18451513.9
Iroquois SD,18,105256553,Instruction,11248779.8
Millcreek Township SD,18,105257602,Instruction,56197565.85
North East SD,18,105258303,Instruction,13429373.07
Northwestern SD,18,105258503,Instruction,13433181.6
Union City Area SD,18,105259103,Instruction,10612237.78
Wattsburg Area SD,18,105259703,Instruction,12030432.97
Warren County SD,18,105628302,Instruction,45172974.82
Allegheny-Clarion Valley SD,18,106160303,Instruction,9299655.6
Clarion Area SD,18,106161203,Instruction,8536278.77
Clarion-Limestone Area SD,18,106161703,Instruction,8864114.29
Keystone SD,18,106166503,Instruction,10295256.07
North Clarion County SD,18,106167504,Instruction,5484424.75
Redbank Valley SD,18,106168003,Instruction,11703225.54
Union SD,18,106169003,Instruction,6557569.15
Dubois Area SD,18,106172003,Instruction,34915847.21
Forest Area SD,18,106272003,Instruction,6719798.5
Brockway Area SD,18,106330703,Instruction,9858421.82
Brookville Area SD,18,106330803,Instruction,13535372.36
Punxsutawney Area SD,18,106338003,Instruction,22367964.75
Cranberry Area SD,18,106611303,Instruction,11424893.82
Franklin Area SD,18,106612203,Instruction,19714843.96
Oil City Area SD,18,106616203,Instruction,18651962.84
Titusville Area SD,18,106617203,Instruction,18960870.87
Valley Grove SD,18,106618603,Instruction,8311571.39
Belle Vernon Area SD,18,107650603,Instruction,23188378.26
Burrell SD,18,107650703,Instruction,16630217.64
Derry Area SD,18,107651603,Instruction,20792068.26
Franklin Regional SD,18,107652603,Instruction,33809906.61
Greater Latrobe SD,18,107653102,Instruction,33802574.26
Greensburg Salem SD,18,107653203,Instruction,27116066.31
Hempfield Area SD,18,107653802,Instruction,60033379.0
Jeannette City SD,18,107654103,Instruction,10933890.32
Kiski Area SD,18,107654403,Instruction,34844012.18
Ligonier Valley SD,18,107654903,Instruction,16998334.61
Monessen City SD,18,107655803,Instruction,9123517.6
Mount Pleasant Area SD,18,107655903,Instruction,19512868.67
New Kensington-Arnold SD,18,107656303,Instruction,23097668.64
Norwin SD,18,107656502,Instruction,41642606.02
Penn-Trafford SD,18,107657103,Instruction,32396722.03
Southmoreland SD,18,107657503,Instruction,18368296.62
Yough SD,18,107658903,Instruction,18963380.47
Bedford Area SD,18,108051003,Instruction,17415347.53
Chestnut Ridge SD,18,108051503,Instruction,12232640.7
Everett Area SD,18,108053003,Instruction,10852798.54
Northern Bedford County SD,18,108056004,Instruction,8168466.77
Tussey Mountain SD,18,108058003,Instruction,8943314.56
Altoona Area SD,18,108070502,Instruction,66189807.25
Bellwood-Antis SD,18,108071003,Instruction,9692337.45
Claysburg-Kimmel SD,18,108071504,Instruction,6712464.89
Hollidaysburg Area SD,18,108073503,Instruction,28323018.17
Spring Cove SD,18,108077503,Instruction,14374740.26
Tyrone Area SD,18,108078003,Instruction,13845512.91
Williamsburg Community SD,18,108079004,Instruction,4091380.25
Blacklick Valley SD,18,108110603,Instruction,5675661.83
Cambria Heights SD,18,108111203,Instruction,12380225.8
Central Cambria SD,18,108111303,Instruction,13395802.22
Conemaugh Valley SD,18,108111403,Instruction,6340365.26
Ferndale Area SD,18,108112003,Instruction,7147646.54
Forest Hills SD,18,108112203,Instruction,15624098.51
Greater Johnstown SD,18,108112502,Instruction,30159624.12
Northern Cambria SD,18,108114503,Instruction,10447996.28
Penn Cambria SD,18,108116003,Instruction,14287064.78
Portage Area SD,18,108116303,Instruction,7120128.89
Richland SD,18,108116503,Instruction,11911524.77
Westmont Hilltop SD,18,108118503,Instruction,12295021.94
Berlin Brothersvalley SD,18,108561003,Instruction,6394129.29
Conemaugh Township Area SD,18,108561803,Instruction,8333639.46
Meyersdale Area SD,18,108565203,Instruction,8249547.77
North Star SD,18,108565503,Instruction,10004054.55
Rockwood Area SD,18,108566303,Instruction,6526275.03
Salisbury-Elk Lick SD,18,108567004,Instruction,2836680.51
Shade-Central City SD,18,108567204,Instruction,5027293.81
Shanksville-Stonycreek SD,18,108567404,Instruction,3595676.62
Somerset Area SD,18,108567703,Instruction,21113364.91
Turkeyfoot Valley Area SD,18,108568404,Instruction,3163291.61
Windber Area SD,18,108569103,Instruction,11019632.52
Cameron County SD,18,109122703,Instruction,7266740.71
Johnsonburg Area SD,18,109243503,Instruction,6070184.32
Ridgway Area SD,18,109246003,Instruction,8426689.1
Saint Marys Area SD,18,109248003,Instruction,16535880.8
Bradford Area SD,18,109420803,Instruction,22766825.46
Kane Area SD,18,109422303,Instruction,9954653.9
Otto-Eldred SD,18,109426003,Instruction,6740043.81
Port Allegany SD,18,109426303,Instruction,9057564.99
Smethport Area SD,18,109427503,Instruction,8439662.3
Austin Area SD,18,109530304,Instruction,2537253.55
Coudersport Area SD,18,109531304,Instruction,7339403.78
Galeton Area SD,18,109532804,Instruction,4338753.0
Northern Potter SD,18,109535504,Instruction,5761939.01
Oswayo Valley SD,18,109537504,Instruction,4418669.21
Bald Eagle Area SD,18,110141003,Instruction,17172099.7
Bellefonte Area SD,18,110141103,Instruction,29591797.75
Penns Valley Area SD,18,110147003,Instruction,14374428.91
State College Area SD,18,110148002,Instruction,85570824.83
Clearfield Area SD,18,110171003,Instruction,23105106.75
Curwensville Area SD,18,110171803,Instruction,10104716.06
Glendale SD,18,110173003,Instruction,7411732.11
Harmony Area SD,18,110173504,Instruction,3256817.09
Moshannon Valley SD,18,110175003,Instruction,8169465.44
Philipsburg-Osceola Area SD,18,110177003,Instruction,17949732.09
West Branch Area SD,18,110179003,Instruction,10957983.1
Keystone Central SD,18,110183602,Instruction,50798710.22
Central Fulton SD,18,111291304,Instruction,9733492.46
Forbes Road SD,18,111292304,Instruction,3776568.82
Southern Fulton SD,18,111297504,Instruction,7424956.85
Huntingdon Area SD,18,111312503,Instruction,16320761.04
Juniata Valley SD,18,111312804,Instruction,6639563.78
Mount Union Area SD,18,111316003,Instruction,13985606.41
Southern Huntingdon County SD,18,111317503,Instruction,9719051.48
Juniata County SD,18,111343603,Instruction,23327083.99
Mifflin County SD,18,111444602,Instruction,43080816.24
Bermudian Springs SD,18,112011103,Instruction,17572869.37
Conewago Valley SD,18,112011603,Instruction,39154764.13
Fairfield Area SD,18,112013054,Instruction,9565359.22
Gettysburg Area SD,18,112013753,Instruction,35854096.76
Littlestown Area SD,18,112015203,Instruction,20119921.32
Upper Adams SD,18,112018523,Instruction,15455102.2
Chambersburg Area SD,18,112281302,Instruction,82621393.0
Fannett-Metal SD,18,112282004,Instruction,4844980.99
Greencastle-Antrim SD,18,112283003,Instruction,25733140.12
Tuscarora SD,18,112286003,Instruction,20002469.35
Waynesboro Area SD,18,112289003,Instruction,36762019.73
Central York SD,18,112671303,Instruction,54064172.05
Dallastown Area SD,18,112671603,Instruction,69006317.72
Dover Area SD,18,112671803,Instruction,36430041.8
Eastern York SD,18,112672203,Instruction,26274232.04
Hanover Public SD,18,112672803,Instruction,20079990.0
Northeastern York SD,18,112674403,Instruction,40447027.02
Red Lion Area SD,18,112675503,Instruction,51372394.0
South Eastern SD,18,112676203,Instruction,30317626.84
South Western SD,18,112676403,Instruction,41328383.63
Southern York County SD,18,112676503,Instruction,30067881.19
Spring Grove Area SD,18,112676703,Instruction,37473334.95
West York Area SD,18,112678503,Instruction,34147629.0
York City SD,18,112679002,Instruction,93447526.85
York Suburban SD,18,112679403,Instruction,33053373.47
Cocalico SD,18,113361303,Instruction,31717607.77
Columbia Borough SD,18,113361503,Instruction,16217351.11
Conestoga Valley SD,18,113361703,Instruction,42966980.76
Donegal SD,18,113362203,Instruction,28412390.88
Eastern Lancaster County SD,18,113362303,Instruction,29888174.4
Elizabethtown Area SD,18,113362403,Instruction,38894394.06
Ephrata Area SD,18,113362603,Instruction,36607203.66
Hempfield SD,18,113363103,Instruction,76186646.29
Lampeter-Strasburg SD,18,113363603,Instruction,29992429.79
Lancaster SD,18,113364002,Instruction,130750388.0
Manheim Central SD,18,113364403,Instruction,28581813.68
Manheim Township SD,18,113364503,Instruction,52438299.89
Penn Manor SD,18,113365203,Instruction,48995853.25
Pequea Valley SD,18,113365303,Instruction,19137121.68
Solanco SD,18,113367003,Instruction,33197462.62
Warwick SD,18,113369003,Instruction,39837051.26
Annville-Cleona SD,18,113380303,Instruction,12318365.71
Cornwall-Lebanon SD,18,113381303,Instruction,46698519.29
Eastern Lebanon County SD,18,113382303,Instruction,22208884.89
Lebanon SD,18,113384603,Instruction,42808502.13
Northern Lebanon SD,18,113385003,Instruction,22301723.83
Palmyra Area SD,18,113385303,Instruction,27330257.65
Antietam SD,18,114060503,Instruction,11183363.2
Boyertown Area SD,18,114060753,Instruction,71941015.85
Brandywine Heights Area SD,18,114060853,Instruction,17526615.3
Conrad Weiser Area SD,18,114061103,Instruction,30382233.65
Daniel Boone Area SD,18,114061503,Instruction,33110056.47
Exeter Township SD,18,114062003,Instruction,42006631.23
Fleetwood Area SD,18,114062503,Instruction,26756145.61
Governor Mifflin SD,18,114063003,Instruction,40879623.56
Hamburg Area SD,18,114063503,Instruction,23238991.64
Kutztown Area SD,18,114064003,Instruction,18578905.47
Muhlenberg SD,18,114065503,Instruction,34533535.57
Oley Valley SD,18,114066503,Instruction,18110276.95
Reading SD,18,114067002,Instruction,155616538.93
Schuylkill Valley SD,18,114067503,Instruction,23449101.0
Tulpehocken Area SD,18,114068003,Instruction,17946324.38
Twin Valley SD,18,114068103,Instruction,36498746.03
Wilson SD,18,114069103,Instruction,58672260.92
Wyomissing Area SD,18,114069353,Instruction,19798848.68
Big Spring SD,18,115210503,Instruction,27985745.03
Camp Hill SD,18,115211003,Instruction,12404148.61
Carlisle Area SD,18,115211103,Instruction,45168106.74
Cumberland Valley SD,18,115211603,Instruction,72897996.0
East Pennsboro Area SD,18,115212503,Instruction,25018104.84
Mechanicsburg Area SD,18,115216503,Instruction,39786778.09
Shippensburg Area SD,18,115218003,Instruction,30306301.04
South Middleton SD,18,115218303,Instruction,19083891.94
West Shore SD,18,115219002,Instruction,70595711.4
Central Dauphin SD,18,115221402,Instruction,123987402.04
Derry Township SD,18,115221753,Instruction,33638549.3
Halifax Area SD,18,115222504,Instruction,12464586.75
Harrisburg City SD,18,115222752,Instruction,97445097.29
Lower Dauphin SD,18,115224003,Instruction,38174823.73
Middletown Area SD,18,115226003,Instruction,24656535.69
Millersburg Area SD,18,115226103,Instruction,8977824.37
Steelton-Highspire SD,18,115228003,Instruction,14023230.28
Susquehanna Township SD,18,115228303,Instruction,31675135.68
Upper Dauphin Area SD,18,115229003,Instruction,12113898.19
Greenwood SD,18,115503004,Instruction,7671299.27
Newport SD,18,115504003,Instruction,11950762.47
Susquenita SD,18,115506003,Instruction,18780074.44
West Perry SD,18,115508003,Instruction,22065814.65
Northern York County SD,18,115674603,Instruction,26702716.01
Benton Area SD,18,116191004,Instruction,7191100.64
Berwick Area SD,18,116191103,Instruction,29475859.23
Bloomsburg Area SD,18,116191203,Instruction,15064311.83
Central Columbia SD,18,116191503,Instruction,17145175.96
Millville Area SD,18,116195004,Instruction,7786596.0
Southern Columbia Area SD,18,116197503,Instruction,12746332.97
Danville Area SD,18,116471803,Instruction,24561613.98
Line Mountain SD,18,116493503,Instruction,10603676.25
Milton Area SD,18,116495003,Instruction,19663351.57
Mount Carmel Area SD,18,116495103,Instruction,13165306.85
Shamokin Area SD,18,116496503,Instruction,19320705.43
Shikellamy SD,18,116496603,Instruction,31780373.5
Warrior Run SD,18,116498003,Instruction,12737590.22
Midd-West SD,18,116555003,Instruction,20590580.16
Selinsgrove Area SD,18,116557103,Instruction,24993076.53
Lewisburg Area SD,18,116604003,Instruction,19705164.55
Mifflinburg Area SD,18,116605003,Instruction,17688288.04
Athens Area SD,18,117080503,Instruction,22592265.1
Canton Area SD,18,117081003,Instruction,9340591.91
Northeast Bradford SD,18,117083004,Instruction,8313906.54
Sayre Area SD,18,117086003,Instruction,10544607.5
Towanda Area SD,18,117086503,Instruction,15857859.13
Troy Area SD,18,117086653,Instruction,13630730.66
Wyalusing Area SD,18,117089003,Instruction,12445371.32
East Lycoming SD,18,117412003,Instruction,14744651.56
Jersey Shore Area SD,18,117414003,Instruction,26406362.33
Loyalsock Township SD,18,117414203,Instruction,12968766.73
Montgomery Area SD,18,117415004,Instruction,8765261.78
Montoursville Area SD,18,117415103,Instruction,16205337.15
Muncy SD,18,117415303,Instruction,10124348.62
South Williamsport Area SD,18,117416103,Instruction,11817597.08
Williamsport Area SD,18,117417202,Instruction,51362938.37
Sullivan County SD,18,117576303,Instruction,8779332.2
Northern Tioga SD,18,117596003,Instruction,20466241.9
Southern Tioga SD,18,117597003,Instruction,17410886.22
Wellsboro Area SD,18,117598503,Instruction,13876393.76
Crestwood SD,18,118401403,Instruction,26255046.73
Dallas SD,18,118401603,Instruction,21278018.88
Greater Nanticoke Area SD,18,118402603,Instruction,20235356.02
Hanover Area SD,18,118403003,Instruction,20369303.92
Hazleton Area SD,18,118403302,Instruction,96559143.92
Lake-Lehman SD,18,118403903,Instruction,19216154.36
Northwest Area SD,18,118406003,Instruction,12345558.02
Pittston Area SD,18,118406602,Instruction,30319831.12
Wilkes-Barre Area SD,18,118408852,Instruction,81351495.12
Wyoming Area SD,18,118409203,Instruction,22029867.74
Wyoming Valley West SD,18,118409302,Instruction,56442966.35
Tunkhannock Area SD,18,118667503,Instruction,27681005.97
Abington Heights SD,18,119350303,Instruction,30741298.37
Carbondale Area SD,18,119351303,Instruction,19151808.65
Dunmore SD,18,119352203,Instruction,13164180.75
Lakeland SD,18,119354603,Instruction,14104392.85
Mid Valley SD,18,119355503,Instruction,17017514.54
North Pocono SD,18,119356503,Instruction,30732596.03
Old Forge SD,18,119356603,Instruction,9115667.62
Riverside SD,18,119357003,Instruction,15760260.03
Scranton SD,18,119357402,Instruction,103983816.76
Valley View SD,18,119358403,Instruction,22296287.0
Blue Ridge SD,18,119581003,Instruction,9545820.39
Elk Lake SD,18,119582503,Instruction,12723797.72
Forest City Regional SD,18,119583003,Instruction,9187080.83
Montrose Area SD,18,119584503,Instruction,15461176.85
Mountain View SD,18,119584603,Instruction,12513408.26
Susquehanna Community SD,18,119586503,Instruction,10097715.18
Wallenpaupack Area SD,18,119648303,Instruction,41422711.21
Wayne Highlands SD,18,119648703,Instruction,32797790.64
Western Wayne SD,18,119648903,Instruction,23705322.93
Lackawanna Trail SD,18,119665003,Instruction,13257070.0
East Stroudsburg Area SD,18,120452003,Instruction,83686491.19
Pleasant Valley SD,18,120455203,Instruction,60436485.99
Pocono Mountain SD,18,120455403,Instruction,124467755.33
Stroudsburg Area SD,18,120456003,Instruction,60911454.24
Bangor Area SD,18,120480803,Instruction,32988530.14
Bethlehem Area SD,18,120481002,Instruction,172507210.87
Easton Area SD,18,120483302,Instruction,96373296.12
Nazareth Area SD,18,120484803,Instruction,49673010.2
Northampton Area SD,18,120484903,Instruction,61075926.73
Pen Argyl Area SD,18,120485603,Instruction,16958948.34
Saucon Valley SD,18,120486003,Instruction,26872556.2
Wilson Area SD,18,120488603,Instruction,22375472.58
Delaware Valley SD,18,120522003,Instruction,49669444.46
Jim Thorpe Area SD,18,121135003,Instruction,27635052.89
Lehighton Area SD,18,121135503,Instruction,26343456.32
Palmerton Area SD,18,121136503,Instruction,19113129.39
Panther Valley SD,18,121136603,Instruction,17820528.32
Weatherly Area SD,18,121139004,Instruction,8362224.2
Allentown City SD,18,121390302,Instruction,220217521.0
Catasauqua Area SD,18,121391303,Instruction,18702377.79
East Penn SD,18,121392303,Instruction,84992734.36
Northern Lehigh SD,18,121394503,Instruction,17544313.19
Northwestern Lehigh SD,18,121394603,Instruction,23395745.69
Parkland SD,18,121395103,Instruction,105287436.04
Salisbury Township SD,18,121395603,Instruction,21984444.14
Southern Lehigh SD,18,121395703,Instruction,36482226.02
Whitehall-Coplay SD,18,121397803,Instruction,41342683.95
Bensalem Township SD,18,122091002,Instruction,97687777.54
Bristol Borough SD,18,122091303,Instruction,16746831.71
Bristol Township SD,18,122091352,Instruction,90022487.32
Centennial SD,18,122092002,Instruction,72641288.95
Central Bucks SD,18,122092102,Instruction,188117761.84
Council Rock SD,18,122092353,Instruction,149973880.15
Morrisville Borough SD,18,122097203,Instruction,15628304.0
Neshaminy SD,18,122097502,Instruction,113593190.77
New Hope-Solebury SD,18,122097604,Instruction,21564776.12
Palisades SD,18,122098003,Instruction,23675997.08
Pennridge SD,18,122098103,Instruction,79031693.0
Pennsbury SD,18,122098202,Instruction,130336803.85
Quakertown Community SD,18,122098403,Instruction,63775176.39
Abington SD,18,123460302,Instruction,89522252.4
Bryn Athyn SD,18,123460504,Instruction,192262.0
Cheltenham SD,18,123461302,Instruction,65841253.0
Colonial SD,18,123461602,Instruction,77564899.75
Hatboro-Horsham SD,18,123463603,Instruction,56530562.74
Jenkintown SD,18,123463803,Instruction,9796318.0
Lower Merion SD,18,123464502,Instruction,143173030.78
Lower Moreland Township SD,18,123464603,Instruction,29952516.78
Methacton SD,18,123465303,Instruction,59399032.45
Norristown Area SD,18,123465602,Instruction,96846269.98
North Penn SD,18,123465702,Instruction,159812633.22
Perkiomen Valley SD,18,123466103,Instruction,60484679.86
Pottsgrove SD,18,123466303,Instruction,38456903.0
Pottstown SD,18,123466403,Instruction,38041494.93
Souderton Area SD,18,123467103,Instruction,77085170.33
Springfield Township SD,18,123467203,Instruction,29991428.54
Spring-Ford Area SD,18,123467303,Instruction,90495014.32
Upper Dublin SD,18,123468303,Instruction,54495820.64
Upper Merion Area SD,18,123468402,Instruction,53810811.57
Upper Moreland Township SD,18,123468503,Instruction,35858426.48
Upper Perkiomen SD,18,123468603,Instruction,35563233.06
Wissahickon SD,18,123469303,Instruction,65759802.91
Avon Grove SD,18,124150503,Instruction,58507186.98
Coatesville Area SD,18,124151902,Instruction,116070792.83
Downingtown Area SD,18,124152003,Instruction,130407873.72
Great Valley SD,18,124153503,Instruction,60326341.81
Kennett Consolidated SD,18,124154003,Instruction,47215650.12
Octorara Area SD,18,124156503,Instruction,31506067.75
Owen J Roberts SD,18,124156603,Instruction,59283752.06
Oxford Area SD,18,124156703,Instruction,40848186.12
Phoenixville Area SD,18,124157203,Instruction,52350157.14
Tredyffrin-Easttown SD,18,124157802,Instruction,86985701.46
Unionville-Chadds Ford SD,18,124158503,Instruction,47523902.35
West Chester Area SD,18,124159002,Instruction,140801560.76
Chester-Upland SD,18,125231232,Instruction,95846795.29
Chichester SD,18,125231303,Instruction,42661368.39
Garnet Valley SD,18,125234103,Instruction,64105099.43
Haverford Township SD,18,125234502,Instruction,71536432.78
Interboro SD,18,125235103,Instruction,40595173.05
Marple Newtown SD,18,125235502,Instruction,42225867.37
Penn-Delco SD,18,125236903,Instruction,33055277.08
Radnor Township SD,18,125237603,Instruction,54990333.17
Ridley SD,18,125237702,Instruction,71382712.13
Rose Tree Media SD,18,125237903,Instruction,51178948.3
Southeast Delco SD,18,125238402,Instruction,52445085.0
Springfield SD,18,125238502,Instruction,42643109.85
Upper Darby SD,18,125239452,Instruction,129871454.91
Wallingford-Swarthmore SD,18,125239603,Instruction,46269218.3
William Penn SD,18,125239652,Instruction,66289616.0
Philadelphia City SD,18,126515001,Instruction,2246253376.45
Aliquippa SD,18,127040503,Instruction,13109461.55
Ambridge Area SD,18,127040703,Instruction,29265186.28
Beaver Area SD,18,127041203,Instruction,16455643.3
Big Beaver Falls Area SD,18,127041503,Instruction,16697472.0
Blackhawk SD,18,127041603,Instruction,20742419.0
Central Valley SD,18,127042003,Instruction,22364074.24
Freedom Area SD,18,127042853,Instruction,13516902.26
Hopewell Area SD,18,127044103,Instruction,23473597.88
Midland Borough SD,18,127045303,Instruction,3593964.68
New Brighton Area SD,18,127045653,Instruction,14058069.83
Riverside Beaver County SD,18,127045853,Instruction,13802964.34
Rochester Area SD,18,127046903,Instruction,10806865.03
South Side Area SD,18,127047404,Instruction,13005934.0
Western Beaver County SD,18,127049303,Instruction,7964369.16
Apollo-Ridge SD,18,128030603,Instruction,14042079.19
Armstrong SD,18,128030852,Instruction,59235239.77
Freeport Area SD,18,128033053,Instruction,16705356.54
Leechburg Area SD,18,128034503,Instruction,8623260.55
Blairsville-Saltsburg SD,18,128321103,Instruction,19156993.09
Homer-Center SD,18,128323303,Instruction,9651439.15
Indiana Area SD,18,128323703,Instruction,35094171.88
Marion Center Area SD,18,128325203,Instruction,13944877.27
Penns Manor Area SD,18,128326303,Instruction,10430600.04
Purchase Line SD,18,128327303,Instruction,10614937.92
United SD,18,128328003,Instruction,13305627.56
Blue Mountain SD,18,129540803,Instruction,23349959.31
Mahanoy Area SD,18,129544503,Instruction,10512224.92
Minersville Area SD,18,129544703,Instruction,11374418.88
North Schuylkill SD,18,129545003,Instruction,18348161.25
Pine Grove Area SD,18,129546003,Instruction,13700891.88
Pottsville Area SD,18,129546103,Instruction,25672752.37
Saint Clair Area SD,18,129546803,Instruction,6694810.3
Shenandoah Valley SD,18,129547203,Instruction,11660408.16
Schuylkill Haven Area SD,18,129547303,Instruction,11242818.34
Tamaqua Area SD,18,129547603,Instruction,18223822.44
Tri-Valley SD,18,129547803,Instruction,8304445.7
Williams Valley SD,18,129548803,Instruction,10975214.21
Fayette County Career & Technical Institute,18,101262507,Instruction,4947214.75
Connellsville Area Career & Technical Center,18,101266007,Instruction,2706640.37
Greene County CTC,18,101302607,Instruction,2375849.16
Mon Valley CTC,18,101634207,Instruction,1895592.35
Western Area CTC,18,101638907,Instruction,3512054.76
A W Beattie Career Center,18,103020407,Instruction,4430621.41
Forbes Road CTC,18,103023807,Instruction,3380546.34
Parkway West CTC,18,103027307,Instruction,3840746.0
Steel Center for Career and Technical Education,18,103028807,Instruction,3606760.68
Butler County AVTS,18,104101307,Instruction,3011059.0
Lawrence County CTC,18,104374207,Instruction,4652186.3
Mercer County Career Center,18,104435107,Instruction,2516191.46
Crawford County CTC,18,105201407,Instruction,3648114.77
Erie County Technical School,18,105252807,Instruction,4109691.19
Clarion County Career Center,18,106161357,Instruction,2119192.64
Jefferson County-DuBois AVTS,18,106333407,Instruction,4113758.71
Venango Technology Center,18,106619107,Instruction,3833597.28
Central Westmoreland CTC,18,107651207,Instruction,5232581.0
Eastern Westmoreland CTC,18,107652207,Instruction,2545594.08
Northern Westmoreland CTC,18,107656407,Instruction,1645943.84
Bedford County Technical Center,18,108051307,Instruction,954750.84
