Cat,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)",Total Local Revenue 6000 ,Local % of Total Revenue,Total State Revenue 7000,State % of Total Revenue,Revenue from Federal Sources 8000,Federal % of Total Revenue,Total Other Revenue 9000,Other % of Total Revenue
1.0,103021752.0,Chartiers Valley SD,Allegheny,66604122.03,47077594.68999999,1712633.49,48790228.18,0.7325,15875366.4,0.2384,738874.45,0.0111,1199653.0,0.018
1.0,103021903.0,Clairton City SD,Allegheny,16647061.56,3347381.6499999994,228329.0,3575710.65,0.2148,12213630.15,0.7337,848595.76,0.051,9125.0,0.0005
1.0,103022103.0,Cornell SD,Allegheny,14565055.0,9281489.0,324501.0,9605990.0,0.6595,4264292.0,0.2928,694773.0,0.0477,,0.0
1.0,103022253.0,Deer Lakes SD,Allegheny,36871835.69,21248251.91,983634.5000000001,22231886.41,0.603,13985445.83,0.3793,402674.45,0.0109,251829.0,0.0068
1.0,103022503.0,Duquesne City SD,Allegheny,19863859.3,1727541.8599999999,282343.60000000003,2009885.46,0.1012,16854909.99,0.8485,938157.26,0.0472,60906.59,0.0031
1.0,103022803.0,East Allegheny SD,Allegheny,35220348.55,15374719.82,900190.1799999999,16274910.0,0.4621,17653002.55,0.5012,1292436.0,0.0367,,0.0
1.0,103023153.0,Elizabeth Forward SD,Allegheny,44156419.83,22210013.93,1173636.2200000002,23383650.15,0.5296,19960842.06,0.452,572528.63,0.013,239398.99,0.0054
1.0,103023912.0,Fox Chapel Area SD,Allegheny,99555216.7,76158699.16000001,1869766.33,78028465.49,0.7838,19977614.14,0.2007,845223.57,0.0085,703913.5,0.0071
1.0,103024102.0,Gateway SD,Allegheny,99234948.17,52052694.41,1682685.34,53735379.75,0.5415,20362553.06,0.2052,1567015.36,0.0158,23570000.0,0.2375
1.0,103024603.0,Hampton Township SD,Allegheny,53374652.52,37554033.650000006,683424.0700000001,38237457.72,0.7164,14850197.56,0.2782,286997.24,0.0054,,0.0
1.0,103024753.0,Highlands SD,Allegheny,44294535.49,19407498.910000004,1198181.48,20605680.39,0.4652,22400498.85,0.5057,1288356.25,0.0291,,0.0
1.0,103025002.0,Keystone Oaks SD,Allegheny,43898217.95,29504027.900000002,1030985.6699999999,30535013.57,0.6956,12678100.04,0.2888,641604.34,0.0146,43500.0,0.001
1.0,103026002.0,McKeesport Area SD,Allegheny,69225512.0,17114535.0,1176920.0,18291455.0,0.2642,44309251.0,0.6401,4324806.0,0.0625,2300000.0,0.0332
1.0,103026303.0,Montour SD,Allegheny,99246468.8,56469259.27,1940171.6200000003,58409430.89,0.5885,14032301.43,0.1414,919403.6,0.0093,25885332.88,0.2608
1.0,103026343.0,Moon Area SD,Allegheny,104398987.81,60666337.010000005,1422438.32,62088775.33,0.5947,18481206.37,0.177,1771990.4,0.017,22057015.71,0.2113
1.0,103026402.0,Mt Lebanon SD,Allegheny,101818801.99,75520606.64,1896549.3900000001,77417156.03,0.7603,23673756.69,0.2325,727889.27,0.0071,,0.0
1.0,103026852.0,North Allegheny SD,Allegheny,179503921.44,134157901.42,3026493.13,137184394.55,0.7642,36484711.67,0.2033,843386.22,0.0047,4991429.0,0.0278
1.0,103026902.0,North Hills SD,Allegheny,84669061.91,60727018.82,1518399.0899999999,62245417.91,0.7352,20038555.22,0.2367,751916.9,0.0089,1633171.88,0.0193
1.0,103026873.0,Northgate SD,Allegheny,24411311.0,14319641.0,543459.0,14863100.0,0.6089,8986365.0,0.3681,561846.0,0.023,,0.0
1.0,103027352.0,Penn Hills SD,Allegheny,90972982.87,48417767.28000001,1398266.26,49816033.54,0.5476,35807087.91,0.3936,4088179.81,0.0449,1261681.61,0.0139
1.0,103021003.0,Pine-Richland SD,Allegheny,101227632.0,68818432.0,2263349.0,71081781.0,0.7022,18860365.0,0.1863,695896.0,0.0069,10589590.0,0.1046
1.0,102027451.0,Pittsburgh SD,Allegheny,696205969.15,337989454.97,13803409.889999999,351792864.86,0.5053,293880336.3,0.4221,48488307.99,0.0696,2044460.0,0.0029
1.0,103027503.0,Plum Borough SD,Allegheny,114719027.74,36073615.68,1324978.15,37398593.83,0.326,26950656.4,0.2349,1804777.51,0.0157,48565000.0,0.4233
1.0,103027753.0,Quaker Valley SD,Allegheny,52223414.0,42194499.0,875121.0,43069620.0,0.8247,7965284.0,0.1525,1186493.0,0.0227,2017.0,0.0
1.0,103028203.0,Riverview SD,Allegheny,24662260.28,17247577.55,445393.89,17692971.44,0.7174,6681276.72,0.2709,288012.12,0.0117,,0.0
1.0,103028302.0,Shaler Area SD,Allegheny,84468879.69,53435618.529999994,1666149.0299999996,55101767.56,0.6523,27751235.35,0.3285,1363036.78,0.0161,252840.0,0.003
1.0,103028653.0,South Allegheny SD,Allegheny,25616044.92,7380043.35,650893.7100000001,8030937.06,0.3135,16908070.05,0.6601,677037.81,0.0264,,0.0
1.0,103028703.0,South Fayette Township SD,Allegheny,60310909.6,42411657.23,1308270.75,43719927.98,0.7249,13555759.15,0.2248,1501478.47,0.0249,1533744.0,0.0254
1.0,103028753.0,South Park SD,Allegheny,37143103.66,21487936.55000001,1247838.4500000002,22735775.0,0.6121,13947490.37,0.3755,459838.29,0.0124,,0.0
1.0,103028833.0,Steel Valley SD,Allegheny,45933509.58,18081841.510000005,836447.57,18918289.08,0.4119,16120713.21,0.351,919120.29,0.02,9975387.0,0.2172
1.0,103028853.0,Sto-Rox SD,Allegheny,29226530.78,7639659.56,561797.41,8201456.97,0.2806,19221779.8,0.6577,1803294.01,0.0617,,0.0
1.0,103029203.0,Upper Saint Clair SD,Allegheny,96945248.83,65339140.29000001,1814188.2799999998,67153328.57,0.6927,17949965.91,0.1852,348795.74,0.0036,11493158.61,0.1186
1.0,103029403.0,West Allegheny SD,Allegheny,66758278.95,48110208.32,1398741.28,49508949.6,0.7416,16730458.09,0.2506,518871.26,0.0078,,0.0
1.0,103029553.0,West Jefferson Hills SD,Allegheny,54738726.32,37724521.260000005,1121915.97,38846437.23,0.7097,15072722.31,0.2754,504415.03,0.0092,315151.75,0.0058
1.0,103029603.0,West Mifflin Area SD,Allegheny,55738458.05,28926835.42,5334612.0,34261447.42,0.6147,20062573.8,0.3599,1412667.93,0.0253,1768.9,0.0
1.0,103029803.0,Wilkinsburg Borough SD,Allegheny,31761257.33,12522029.04,982539.8799999999,13504568.92,0.4252,16646243.39,0.5241,1524334.23,0.048,86110.79,0.0027
1.0,103029902.0,Woodland Hills SD,Allegheny,100539761.84,55229903.66000001,1414788.0200000003,56644691.68,0.5634,34822607.94,0.3464,3322643.1,0.033,5749819.12,0.0572
1.0,128030603.0,Apollo-Ridge SD,Armstrong,23707684.58,7827430.449999999,528243.51,8355673.96,0.3524,14851685.36,0.6265,500325.26,0.0211,,0.0
1.0,128030852.0,Armstrong SD,Armstrong,100239974.09,37105108.03,1843994.76,38949102.79,0.3886,57454385.47,0.5732,3835485.83,0.0383,1000.0,0.0
1.0,128033053.0,Freeport Area SD,Armstrong,32388956.37,17700759.069999997,580802.7500000001,18281561.82,0.5644,13701762.37,0.423,404657.18,0.0125,975.0,0.0
1.0,128034503.0,Leechburg Area SD,Armstrong,15077952.95,6531979.089999999,366260.18,6898239.27,0.4575,7763243.18,0.5149,415970.5,0.0276,500.0,0.0
1.0,127040503.0,Aliquippa SD,Beaver,27152479.92,6608851.25,501406.4,7110257.65,0.2619,15882604.04,0.5849,1138718.23,0.0419,3020900.0,0.1113
1.0,127040703.0,Ambridge Area SD,Beaver,50874466.03,27795974.17,735700.8999999999,28531675.07,0.5608,21193211.23,0.4166,852980.5,0.0168,296599.23,0.0058
1.0,127041203.0,Beaver Area SD,Beaver,34266657.74,20447666.46000001,1374532.55,21822199.01,0.6368,11873670.66,0.3465,560720.47,0.0164,10067.6,0.0003
1.0,127041503.0,Big Beaver Falls Area SD,Beaver,29568472.88,8216608.81,495079.18,8711687.99,0.2946,19300435.63,0.6527,1556349.26,0.0526,,0.0
1.0,127041603.0,Blackhawk SD,Beaver,39117632.95,19983150.96,894479.67,20877630.63,0.5337,17874641.31,0.4569,365127.68,0.0093,233.33,0.0
1.0,127042003.0,Central Valley SD,Beaver,40362060.42,20083859.800000004,475077.38,20558937.18,0.5094,15986654.65,0.3961,576162.61,0.0143,3240305.98,0.0803
1.0,127042853.0,Freedom Area SD,Beaver,23391658.65,9589003.07,490835.06000000006,10079838.13,0.4309,12880098.48,0.5506,416968.33,0.0178,14753.71,0.0006
1.0,127044103.0,Hopewell Area SD,Beaver,42270354.77,20441819.58,776103.4,21217922.98,0.502,20584039.7,0.487,452962.09,0.0107,15430.0,0.0004
1.0,127045303.0,Midland Borough SD,Beaver,6191587.62,848917.9899999999,290268.57999999996,1139186.57,0.184,4619402.79,0.7461,255499.99,0.0413,177498.27,0.0287
1.0,127045653.0,New Brighton Area SD,Beaver,25682791.74,7153379.18,430328.17000000004,7583707.35,0.2953,17237306.06,0.6712,861778.33,0.0336,,0.0
1.0,127045853.0,Riverside Beaver County SD,Beaver,24881997.07,9949678.47,435321.82,10385000.29,0.4174,14104208.92,0.5668,392787.86,0.0158,,0.0
1.0,127046903.0,Rochester Area SD,Beaver,17297369.75,5733724.6899999995,341678.72000000003,6075403.41,0.3512,10586572.16,0.612,622394.18,0.036,13000.0,0.0008
1.0,127047404.0,South Side Area SD,Beaver,23906431.51,8688711.530000001,435918.1,9124629.63,0.3817,14594999.56,0.6105,186802.32,0.0078,,0.0
1.0,127049303.0,Western Beaver County SD,Beaver,14355860.49,4494025.69,369198.32999999996,4863224.02,0.3388,9258526.06,0.6449,134110.41,0.0093,100000.0,0.007
1.0,108051003.0,Bedford Area SD,Bedford,30547956.53,13738239.809999999,1104564.55,14842804.36,0.4859,14651549.5,0.4796,1045776.67,0.0342,7826.0,0.0003
1.0,108051503.0,Chestnut Ridge SD,Bedford,22191596.65,6357644.739999998,838067.91,7195712.65,0.3243,14410508.87,0.6494,585375.13,0.0264,,0.0
1.0,108053003.0,Everett Area SD,Bedford,22210793.3,8198891.180000002,745066.4100000001,8943957.59,0.4027,12022781.26,0.5413,1244054.45,0.056,,0.0
1.0,108056004.0,Northern Bedford County SD,Bedford,14115648.07,3994658.6899999995,533970.98,4528629.67,0.3208,9279622.6,0.6574,307395.8,0.0218,,0.0
1.0,108058003.0,Tussey Mountain SD,Bedford,17863607.21,4804338.470000001,467822.78,5272161.25,0.2951,12245588.61,0.6855,345857.35,0.0194,,0.0
1.0,114060503.0,Antietam SD,Berks,21099577.96,10986609.270000003,531205.36,11517814.63,0.5459,8998763.37,0.4265,358239.96,0.017,224760.0,0.0107
1.0,114060753.0,Boyertown Area SD,Berks,121051255.09,80634171.53999999,2419490.83,83053662.37,0.6861,36665345.69,0.3029,1224619.93,0.0101,107627.1,0.0009
1.0,114060853.0,Brandywine Heights Area SD,Berks,32589062.02,21205675.539999995,668476.4,21874151.94,0.6712,10456333.41,0.3209,257568.0,0.0079,1008.67,0.0
1.0,114061103.0,Conrad Weiser Area SD,Berks,52147549.3,31924372.549999997,2247335.3499999996,34171707.9,0.6553,16120836.19,0.3091,1855005.21,0.0356,,0.0
1.0,114061503.0,Daniel Boone Area SD,Berks,79023686.86,37516056.440000005,1450733.35,38966789.79,0.4931,19459758.07,0.2463,802023.19,0.0101,19795115.81,0.2505
1.0,114062003.0,Exeter Township SD,Berks,98214944.57,50862970.749999985,1620316.7399999998,52483287.49,0.5344,21963366.42,0.2236,827199.06,0.0084,22941091.6,0.2336
1.0,114062503.0,Fleetwood Area SD,Berks,47011186.73,29924934.32,955346.76,30880281.08,0.6569,15243670.65,0.3243,497025.0,0.0106,390210.0,0.0083
1.0,114063003.0,Governor Mifflin SD,Berks,71946619.53,50051873.45999999,1661926.6800000002,51713800.14,0.7188,19265347.09,0.2678,936450.2,0.013,31022.1,0.0004
1.0,114063503.0,Hamburg Area SD,Berks,43192551.62,26608188.889999993,1055337.9700000002,27663526.86,0.6405,14903932.24,0.3451,621686.02,0.0144,3406.5,0.0001
1.0,114064003.0,Kutztown Area SD,Berks,41391578.21,22640861.539999995,595080.1500000001,23235941.69,0.5614,9411288.71,0.2274,290348.79,0.007,8453999.02,0.2042
1.0,114065503.0,Muhlenberg SD,Berks,62518634.75,41428763.710000016,1295854.56,42724618.27,0.6834,18438574.14,0.2949,1341390.68,0.0215,14051.66,0.0002
1.0,114066503.0,Oley Valley SD,Berks,33492697.95,22319873.889999997,730486.84,23050360.73,0.6882,9900399.44,0.2956,522752.88,0.0156,19184.9,0.0006
1.0,114067002.0,Reading SD,Berks,277584268.98,41269774.9,5690870.48,46960645.38,0.1692,210694894.03,0.759,19000221.0,0.0684,928508.57,0.0033
1.0,114067503.0,Schuylkill Valley SD,Berks,39649119.82,28686886.490000002,1122969.52,29809856.01,0.7518,9520305.81,0.2401,313105.0,0.0079,5853.0,0.0001
1.0,114068003.0,Tulpehocken Area SD,Berks,33559763.02,22068493.709999993,582932.67,22651426.38,0.675,10444883.68,0.3112,463452.96,0.0138,,0.0
1.0,114068103.0,Twin Valley SD,Berks,65235826.57,44896753.690000005,2891882.2799999993,47788635.97,0.7326,16521421.8,0.2533,896296.22,0.0137,29472.58,0.0005
1.0,114069103.0,Wilson SD,Berks,108321072.08,78476117.86,3226316.52,81702434.38,0.7543,25080364.24,0.2315,1324732.8,0.0122,213540.66,0.002
1.0,114069353.0,Wyomissing Area SD,Berks,38144392.7,28850878.139999997,750407.3599999999,29601285.5,0.776,7161401.37,0.1877,635567.33,0.0167,746138.5,0.0196
1.0,108070502.0,Altoona Area SD,Blair,105556413.15,27484903.28,3585018.3600000003,31069921.64,0.2943,69251188.04,0.6561,5235303.47,0.0496,,0.0
1.0,108071003.0,Bellwood-Antis SD,Blair,25954729.12,6415906.259999999,462679.00000000006,6878585.26,0.265,11781768.92,0.4539,339069.79,0.0131,6955305.15,0.268
1.0,108071504.0,Claysburg-Kimmel SD,Blair,13088518.52,3160475.7600000007,492259.66,3652735.42,0.2791,8786387.91,0.6713,649395.19,0.0496,,0.0
1.0,108073503.0,Hollidaysburg Area SD,Blair,50431961.96,25544957.970000003,1903350.82,27448308.79,0.5443,21825104.46,0.4328,1154356.39,0.0229,4192.32,0.0001
1.0,108077503.0,Spring Cove SD,Blair,41865484.36,12039592.740000002,936968.6599999999,12976561.4,0.31,14376409.3,0.3434,527513.66,0.0126,13985000.0,0.334
1.0,108078003.0,Tyrone Area SD,Blair,25320964.76,7524103.0600000005,648548.68,8172651.74,0.3228,16375284.88,0.6467,773028.14,0.0305,,0.0
1.0,108079004.0,Williamsburg Community SD,Blair,7730209.31,2064107.24,220772.25999999998,2284879.5,0.2956,5247395.67,0.6788,197934.14,0.0256,,0.0
1.0,117080503.0,Athens Area SD,Bradford,40228531.13,16655953.159999998,1214812.9700000002,17870766.13,0.4442,21275433.62,0.5289,1082331.38,0.0269,,0.0
1.0,117081003.0,Canton Area SD,Bradford,15968238.02,4019121.36,401418.82,4420540.18,0.2768,11081520.14,0.694,466177.7,0.0292,,0.0
1.0,117083004.0,Northeast Bradford SD,Bradford,14577166.73,4276498.319999999,543943.18,4820441.5,0.3307,9213617.83,0.6321,543107.4,0.0373,,0.0
1.0,117086003.0,Sayre Area SD,Bradford,20106491.22,8380395.59,420569.88,8800965.47,0.4377,10383778.34,0.5164,921747.41,0.0458,,0.0
1.0,117086503.0,Towanda Area SD,Bradford,28251256.74,12989517.19,762584.28,13752101.47,0.4868,13778616.15,0.4877,720539.12,0.0255,,0.0
1.0,117086653.0,Troy Area SD,Bradford,25122639.58,8668967.639999999,493396.47000000003,9162364.11,0.3647,15469917.19,0.6158,484248.91,0.0193,6109.37,0.0002
1.0,117089003.0,Wyalusing Area SD,Bradford,24634631.67,10869786.160000002,488650.85,11358437.01,0.4611,12783403.09,0.5189,492791.57,0.02,,0.0
1.0,122091002.0,Bensalem Township SD,Bucks,202167972.57,110787882.38,3482285.9000000004,114270168.28,0.5652,36471580.55,0.1804,3520186.74,0.0174,47906037.0,0.237
1.0,122091303.0,Bristol Borough SD,Bucks,26059622.74,11514282.0,674571.82,12188853.82,0.4677,12407555.58,0.4761,1463213.34,0.0561,,0.0
1.0,122091352.0,Bristol Township SD,Bucks,168708349.31,90814331.17000002,3208738.5900000003,94023069.76,0.5573,47545538.8,0.2818,2099740.75,0.0124,25040000.0,0.1484
1.0,122092002.0,Centennial SD,Bucks,123598646.43,88078118.42999998,2083656.73,90161775.16,0.7295,32110740.39,0.2598,1321139.63,0.0107,4991.25,0.0
1.0,122092102.0,Central Bucks SD,Bucks,341385782.16,255285280.2,8013862.930000001,263299143.13,0.7713,74237654.1,0.2175,3838490.93,0.0112,10494.0,0.0
1.0,122092353.0,Council Rock SD,Bucks,242057989.05,181200470.58,4499674.180000001,185700144.76,0.7672,54156430.08,0.2237,2201414.21,0.0091,,0.0
1.0,122097203.0,Morrisville Borough SD,Bucks,22449113.0,13135325.0,380499.0,13515824.0,0.6021,6892195.0,0.307,1241094.0,0.0553,800000.0,0.0356
1.0,122097502.0,Neshaminy SD,Bucks,242025909.95,132475324.45,4369423.14,136844747.59,0.5654,44460670.63,0.1837,1585491.73,0.0066,59135000.0,0.2443
1.0,122097604.0,New Hope-Solebury SD,Bucks,42084414.43,34832888.79000001,547054.56,35379943.35,0.8407,6582495.52,0.1564,116600.55,0.0028,5375.01,0.0001
1.0,122098003.0,Palisades SD,Bucks,43923975.69,32331401.419999998,1367045.2,33698446.62,0.7672,9937232.81,0.2262,287238.26,0.0065,1058.0,0.0
1.0,122098103.0,Pennridge SD,Bucks,141367773.58,103062784.76000002,3343034.01,106405818.77,0.7527,33694745.05,0.2383,1267209.76,0.009,,0.0
1.0,122098202.0,Pennsbury SD,Bucks,227658456.23,154860991.19000003,4181335.4,159042326.59,0.6986,51588614.0,0.2266,2807480.79,0.0123,14220034.85,0.0625
1.0,122098403.0,Quakertown Community SD,Bucks,112807774.69,81021233.05,2806337.2399999998,83827570.29,0.7431,27196155.63,0.2411,909801.3,0.0081,874247.47,0.0077
1.0,104101252.0,Butler Area SD,Butler,104787197.83,50777814.25999998,2806649.3499999996,53584463.61,0.5114,48391604.21,0.4618,2811130.01,0.0268,,0.0
1.0,104103603.0,Karns City Area SD,Butler,24284873.76,7238909.2700000005,959781.45,8198690.72,0.3376,16079076.89,0.6621,7106.15,0.0003,,0.0
1.0,104105003.0,Mars Area SD,Butler,50200441.45,34912847.300000004,1228864.6,36141711.9,0.7199,14058729.55,0.2801,,0.0,,0.0
1.0,104105353.0,Moniteau SD,Butler,21658177.46,6656381.630000002,895169.63,7551551.26,0.3487,13954019.93,0.6443,112097.07,0.0052,40509.2,0.0019
1.0,104107903.0,Seneca Valley SD,Butler,136776188.69,93729605.3,5933546.43,99663151.73,0.7287,36306496.51,0.2654,805540.45,0.0059,1000.0,0.0
1.0,104107503.0,Slippery Rock Area SD,Butler,32979462.0,16563125.0,863986.0,17427111.0,0.5284,15548330.0,0.4715,4021.0,0.0001,,0.0
1.0,104107803.0,South Butler County SD,Butler,35731947.0,19259678.0,1373686.0,20633364.0,0.5774,14989671.0,0.4195,108912.0,0.003,,0.0
1.0,108110603.0,Blacklick Valley SD,Cambria,16692033.79,1836188.7700000003,451998.42000000004,2288187.19,0.1371,8310984.94,0.4979,386738.21,0.0232,5706123.45,0.3418
1.0,108111203.0,Cambria Heights SD,Cambria,22341575.69,5978170.07,321522.98,6299693.05,0.282,15633196.22,0.6997,325709.33,0.0146,82977.09,0.0037
1.0,108111303.0,Central Cambria SD,Cambria,24505505.38,9788549.39,1222449.13,11010998.52,0.4493,13026194.5,0.5316,468312.36,0.0191,,0.0
1.0,108111403.0,Conemaugh Valley SD,Cambria,13618313.06,2934571.1,333290.79,3267861.89,0.24,9446731.2,0.6937,399431.97,0.0293,504288.0,0.037
1.0,108112003.0,Ferndale Area SD,Cambria,11928500.06,2462983.34,382993.52999999997,2845976.87,0.2386,8730860.79,0.7319,351662.4,0.0295,,0.0
1.0,108112203.0,Forest Hills SD,Cambria,29374086.94,5583641.149999999,645706.41,6229347.56,0.2121,22385691.82,0.7621,756041.56,0.0257,3006.0,0.0001
1.0,108112502.0,Greater Johnstown SD,Cambria,51986044.54,12287875.0,1120671.0,13408546.0,0.2579,33538378.54,0.6451,4858549.0,0.0935,180571.0,0.0035
1.0,108114503.0,Northern Cambria SD,Cambria,17932547.93,3597772.4800000004,348498.57,3946271.05,0.2201,13652425.08,0.7613,332836.8,0.0186,1015.0,0.0001
1.0,108116003.0,Penn Cambria SD,Cambria,24577942.82,6826832.8,766541.9099999999,7593374.71,0.309,16464610.77,0.6699,518248.48,0.0211,1708.86,0.0001
1.0,108116303.0,Portage Area SD,Cambria,20979125.77,2545628.37,344516.82999999996,2890145.2,0.1378,10533223.68,0.5021,315025.89,0.015,7240731.0,0.3451
1.0,108116503.0,Richland SD,Cambria,23123826.08,14065315.639999999,924040.44,14989356.08,0.6482,7322179.25,0.3167,458687.39,0.0198,353603.36,0.0153
1.0,108118503.0,Westmont Hilltop SD,Cambria,22576301.48,13162307.590000002,743104.67,13905412.26,0.6159,8196622.66,0.3631,439745.28,0.0195,34521.28,0.0015
1.0,109122703.0,Cameron County SD,Cameron,15195663.42,3575656.5399999996,634445.14,4210101.68,0.2771,8646598.34,0.569,13494.4,0.0009,2325469.0,0.153
1.0,121135003.0,Jim Thorpe Area SD,Carbon,55103283.91,31437988.0,2512221.6,33950209.6,0.6161,11343350.78,0.2059,577513.87,0.0105,9232209.66,0.1675
1.0,121135503.0,Lehighton Area SD,Carbon,42357265.27,20863068.25,2267185.82,23130254.07,0.5461,17631396.07,0.4163,777641.13,0.0184,817974.0,0.0193
1.0,121136503.0,Palmerton Area SD,Carbon,33150672.34,18911419.240000002,599219.63,19510638.87,0.5885,13225844.47,0.399,407615.0,0.0123,6574.0,0.0002
1.0,121136603.0,Panther Valley SD,Carbon,33707161.63,11073855.27,780400.79,11854256.06,0.3517,15059747.69,0.4468,963157.88,0.0286,5830000.0,0.173
1.0,121139004.0,Weatherly Area SD,Carbon,14462497.45,7087247.1000000015,446990.33999999997,7534237.44,0.5209,6657733.75,0.4603,270134.26,0.0187,392.0,0.0
1.0,110141003.0,Bald Eagle Area SD,Centre,42576457.23,16224944.07,896257.1400000001,17121201.21,0.4021,16472852.77,0.3869,452403.25,0.0106,8530000.0,0.2003
1.0,110141103.0,Bellefonte Area SD,Centre,52199053.86,32582470.840000004,1407740.32,33990211.16,0.6512,17648952.7,0.3381,559890.0,0.0107,,0.0
1.0,110147003.0,Penns Valley Area SD,Centre,31209341.72,16783439.47,596608.42,17380047.89,0.5569,12148976.29,0.3893,1251327.54,0.0401,428990.0,0.0137
1.0,110148002.0,State College Area SD,Centre,167918284.76,130640702.39999998,3540701.82,134181404.22,0.7991,29981915.56,0.1786,2454158.06,0.0146,1300806.92,0.0077
1.0,124150503.0,Avon Grove SD,Chester,92269242.6,57956893.93000001,1650853.8300000003,59607747.76,0.646,31898836.43,0.3457,762241.01,0.0083,417.4,0.0
1.0,124151902.0,Coatesville Area SD,Chester,177842764.64,117609408.76,3293467.78,120902876.54,0.6798,53304909.04,0.2997,3596777.41,0.0202,38201.65,0.0002
1.0,124152003.0,Downingtown Area SD,Chester,228812945.21,166677787.26,6113651.039999999,172791438.3,0.7552,52437986.73,0.2292,3305481.41,0.0144,278038.77,0.0012
1.0,124153503.0,Great Valley SD,Chester,107056657.21,87510811.32000001,2940996.2800000003,90451807.6,0.8449,16041115.94,0.1498,563733.67,0.0053,,0.0
1.0,124154003.0,Kennett Consolidated SD,Chester,88185321.7,66928392.61,1686314.1499999997,68614706.76,0.7781,18292080.08,0.2074,1274334.86,0.0145,4200.0,0.0
1.0,124156503.0,Octorara Area SD,Chester,55641925.15,37554137.38,1356074.19,38910211.57,0.6993,15830391.7,0.2845,901321.88,0.0162,,0.0
1.0,124156603.0,Owen J Roberts SD,Chester,111993335.61,85281258.13000003,2454513.7699999996,87735771.9,0.7834,22758260.56,0.2032,1103905.15,0.0099,395398.0,0.0035
1.0,124156703.0,Oxford Area SD,Chester,86635360.32,38191318.230000004,1545049.2399999998,39736367.47,0.4587,26507650.91,0.306,1395459.94,0.0161,18995882.0,0.2193
1.0,124157203.0,Phoenixville Area SD,Chester,94204936.0,75329166.0,1245985.0,76575151.0,0.8129,16760152.0,0.1779,528244.0,0.0056,341389.0,0.0036
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,149372107.74,121871397.74000001,3858298.98,125729696.72,0.8417,22532020.71,0.1508,1110390.31,0.0074,,0.0
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,89769886.96,70790026.74000001,1880091.3100000003,72670118.05,0.8095,16190113.56,0.1804,905055.35,0.0101,4600.0,0.0001
1.0,124159002.0,West Chester Area SD,Chester,255108420.3,204199469.89000002,4544331.430000001,208743801.32,0.8183,44089036.09,0.1728,2275582.89,0.0089,,0.0
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,15273176.28,3835902.8,1312543.13,5148445.93,0.3371,9636645.77,0.631,483319.75,0.0316,4764.83,0.0003
1.0,106161203.0,Clarion Area SD,Clarion,16302133.91,7833620.559999999,604726.17,8438346.73,0.5176,7445824.07,0.4567,417963.11,0.0256,,0.0
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,15133846.5,5291908.710000001,339186.58999999997,5631095.3,0.3721,9045613.13,0.5977,457138.07,0.0302,,0.0
