Unnamed: 0,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)",Total Local Revenue 6000 ,Local % of Total Revenue,Total State Revenue 7000,State % of Total Revenue,Revenue from Federal Sources 8000,Federal % of Total Revenue,Total Other Revenue 9000,Other % of Total Revenue
4.0,126511563.0,Esperanza Cyber CS,Philadelphia,21966272.0,0.0,15815892.0,15815892.0,0.72,41391.0,0.0019,6108989.0,0.2781,,0.0
4.0,126513100.0,Eugenio Maria De Hostos CS,Philadelphia,12129668.0,0.0,8882450.0,8882450.0,0.7323,124572.0,0.0103,3028660.0,0.2497,93986.0,0.0077
4.0,100510000.0,First Philadelphia Preparatory CS,Philadelphia,37803348.0,0.0,26977793.0,26977793.0,0.7136,368360.0,0.0097,10457195.0,0.2766,,0.0
4.0,126510021.0,Folk Arts-Cultural Treasures CS,Philadelphia,9090671.0,0.0,6597218.0,6597218.0,0.7257,111533.0,0.0123,2381920.0,0.262,,0.0
4.0,147513703.0,Franklin Towne Charter Elementary School,Philadelphia,17766721.0,0.0,12780624.0,12780624.0,0.7194,79646.0,0.0045,4906451.0,0.2762,,0.0
4.0,126513450.0,Franklin Towne CHS,Philadelphia,23292538.0,0.0,17131405.0,17131405.0,0.7355,127814.0,0.0055,6033319.0,0.259,,0.0
4.0,126518547.0,Frederick Douglass Mastery CS,Philadelphia,12565178.0,0.0,8415523.0,8415523.0,0.6697,203202.0,0.0162,3946453.0,0.3141,,0.0
4.0,126513270.0,Freire CS,Philadelphia,20606216.03,0.0,14114928.41,14114928.41,0.685,259631.05,0.0126,6215792.7,0.3016,15863.87,0.0008
4.0,126513380.0,Global Leadership Academy CS,Philadelphia,12514164.48,0.0,8751240.87,8751240.87,0.6993,69118.0,0.0055,3693805.61,0.2952,,0.0
4.0,126518004.0,Global Leadership Academy CS Southwest at Huey,Philadelphia,10740507.51,0.0,7547509.45,7547509.45,0.7027,10500.0,0.001,2999403.06,0.2793,183095.0,0.017
4.0,126510005.0,Green Woods CS,Philadelphia,12314411.0,0.0,9459029.0,9459029.0,0.7681,121788.0,0.0099,2733594.0,0.222,,0.0
4.0,126512850.0,Harambee Institute of Science and Technology CS,Philadelphia,9968578.0,0.0,6911061.0,6911061.0,0.6933,132905.0,0.0133,2924612.0,0.2934,,0.0
4.0,126512980.0,Imhotep Institute CHS,Philadelphia,11593457.0,0.0,8434857.0,8434857.0,0.7276,67958.0,0.0059,3090642.0,0.2666,,0.0
4.0,126513510.0,Independence CS,Philadelphia,16498524.0,0.0,11539156.0,11539156.0,0.6994,179986.0,0.0109,4779382.0,0.2897,,0.0
4.0,126512039.0,Independence CS West,Philadelphia,16096823.0,0.0,12907759.0,12907759.0,0.8019,113880.0,0.0071,3075184.0,0.191,,0.0
4.0,126513070.0,Inquiry CS,Philadelphia,6207571.0,0.0,4059426.0,4059426.0,0.6539,35196.0,0.0057,2112949.0,0.3404,,0.0
4.0,133513315.0,John B Stetson CS,Philadelphia,,,,,,,,,,,
4.0,182514568.0,Keystone Academy CS,Philadelphia,13275376.0,0.0,10113881.0,10113881.0,0.7619,180750.0,0.0136,2980745.0,0.2245,,0.0
4.0,126514864.0,KIPP DuBois CS,Philadelphia,11536851.0,0.0,8416734.0,8416734.0,0.7296,,0.0,3120117.0,0.2704,,0.0
4.0,126514059.0,KIPP North Philadelphia CS,Philadelphia,11591691.0,0.0,8800991.0,8800991.0,0.7592,,0.0,2638128.0,0.2276,152572.0,0.0132
4.0,126510013.0,KIPP Philadelphia CS,Philadelphia,35912397.0,0.0,13009225.0,13009225.0,0.3622,77124.0,0.0021,5052964.0,0.1407,17773084.0,0.4949
4.0,126515362.0,KIPP Philadelphia Octavius Catto CS,Philadelphia,17316616.0,0.0,3109801.0,3109801.0,0.1796,,0.0,230845.0,0.0133,13975970.0,0.8071
4.0,126515492.0,KIPP West Philadelphia CS,Philadelphia,17428903.0,0.0,12451448.0,12451448.0,0.7144,,0.0,4977455.0,0.2856,,0.0
4.0,126513110.0,Laboratory CS,Philadelphia,10099124.0,0.0,6383866.0,6383866.0,0.6321,109374.0,0.0108,3605884.0,0.357,,0.0
4.0,126519476.0,Lindley Academy CS at Birney,Philadelphia,15945286.0,0.0,10233894.0,10233894.0,0.6418,122408.0,0.0077,5588984.0,0.3505,,0.0
4.0,126513480.0,Mariana Bracetti Academy CS,Philadelphia,29784820.0,0.0,22892391.0,22892391.0,0.7686,318744.0,0.0107,6573685.0,0.2207,,0.0
4.0,126510014.0,Maritime Academy CS,Philadelphia,17858555.0,0.0,11266418.45,11266418.45,0.6309,101513.91,0.0057,6490622.64,0.3634,,0.0
4.0,126513150.0,MAST Community CS,Philadelphia,30977735.0,0.0,23648196.0,23648196.0,0.7634,477983.0,0.0154,6851556.0,0.2212,,0.0
4.0,126513117.0,MaST Community CS II,Philadelphia,33365287.0,0.0,25462818.0,25462818.0,0.7632,363690.0,0.0109,7538779.0,0.2259,,0.0
4.0,126511624.0,MaST Community CS III,Philadelphia,24083259.0,0.0,17920157.0,17920157.0,0.7441,313966.0,0.013,5849136.0,0.2429,,0.0
4.0,126510002.0,Mastery CHS-Lenfest Campus,Philadelphia,13372976.0,0.0,9554729.0,9554729.0,0.7145,169917.0,0.0127,3648330.0,0.2728,,0.0
4.0,126518118.0,Mastery CS John Wister Elementary,Philadelphia,10089407.0,0.0,7466985.0,7466985.0,0.7401,81014.0,0.008,2541408.0,0.2519,,0.0
4.0,126519644.0,Mastery CS-Cleveland Elementary,Philadelphia,14572599.0,0.0,10258435.0,10258435.0,0.704,308378.0,0.0212,4005786.0,0.2749,,0.0
4.0,126511748.0,Mastery CS-Clymer Elementary,Philadelphia,9904614.0,0.0,6979306.0,6979306.0,0.7047,164065.0,0.0166,2761243.0,0.2788,,0.0
4.0,126518795.0,Mastery CS-Francis D. Pastorius Elementary,Philadelphia,13393892.0,0.0,9642165.0,9642165.0,0.7199,246372.0,0.0184,3505355.0,0.2617,,0.0
4.0,126513734.0,Mastery CS-Gratz Campus,Philadelphia,27610909.0,0.0,19265148.0,19265148.0,0.6977,389193.0,0.0141,7403923.0,0.2682,552645.0,0.02
4.0,126513290.0,Mastery CS-Hardy Williams,Philadelphia,24585548.0,0.0,17921044.0,17921044.0,0.7289,567551.0,0.0231,5949381.0,0.242,147572.0,0.006
4.0,126516457.0,Mastery CS-Harrity Campus,Philadelphia,15794712.0,0.0,11188200.0,11188200.0,0.7084,318626.0,0.0202,4287886.0,0.2715,,0.0
4.0,126519433.0,Mastery CS-Mann Campus,Philadelphia,10729114.0,0.0,7718483.0,7718483.0,0.7194,148347.0,0.0138,2862284.0,0.2668,,0.0
4.0,151514721.0,Mastery CS-Pickett Campus,Philadelphia,20220690.0,0.0,14695133.0,14695133.0,0.7267,526722.0,0.026,4998835.0,0.2472,,0.0
4.0,126510022.0,Mastery CS-Shoemaker Campus,Philadelphia,16334106.0,0.0,11893650.0,11893650.0,0.7281,336841.0,0.0206,4103615.0,0.2512,,0.0
4.0,126517286.0,Mastery CS-Smedley Campus,Philadelphia,16306902.0,0.0,11446599.0,11446599.0,0.7019,121999.0,0.0075,4738304.0,0.2906,,0.0
4.0,126510023.0,Mastery CS-Thomas Campus,Philadelphia,24701614.0,0.0,17184556.0,17184556.0,0.6957,386104.0,0.0156,7130954.0,0.2887,,0.0
4.0,126517643.0,Mastery Prep Elementary CS,Philadelphia,10736557.0,0.0,7468126.0,7468126.0,0.6956,285746.0,0.0266,2908899.0,0.2709,73786.0,0.0069
4.0,126513230.0,Math Civics and Sciences CS,Philadelphia,11613846.0,0.0,9876102.0,9876102.0,0.8504,273481.0,0.0235,1464263.0,0.1261,,0.0
4.0,126519392.0,Memphis Street Academy CS @ JP Jones,Philadelphia,11275403.0,0.0,8615266.0,8615266.0,0.7641,79883.0,0.0071,2580254.0,0.2288,,0.0
4.0,126513000.0,Multicultural Academy CS,Philadelphia,4466750.54,0.0,3740290.02,3740290.02,0.8374,72302.0,0.0162,654158.52,0.1465,,0.0
4.0,126513420.0,New Foundations CS,Philadelphia,28283968.0,0.0,18964852.0,18964852.0,0.6705,371923.0,0.0131,8947193.0,0.3163,,0.0
4.0,126510019.0,Northwood Academy CS,Philadelphia,14316762.0,0.0,9929294.0,9929294.0,0.6935,77587.0,0.0054,4155915.0,0.2903,153966.0,0.0108
4.0,126513452.0,Olney Charter High School,Philadelphia,,,,,,,,,,,
4.0,173515368.0,Pan American Academy CS,Philadelphia,16141058.0,0.0,11255496.0,11255496.0,0.6973,313844.0,0.0194,4367491.0,0.2706,204227.0,0.0127
4.0,126510004.0,People for People CS,Philadelphia,11465723.0,0.0,8076962.0,8076962.0,0.7044,194321.0,0.0169,3194440.0,0.2786,,0.0
4.0,126513280.0,Philadelphia Academy CS,Philadelphia,25167841.3,0.0,17731595.62,17731595.62,0.7045,277789.36,0.011,7158456.32,0.2844,,0.0
4.0,126510009.0,Philadelphia Electrical & Tech CHS,Philadelphia,18642852.64,0.0,8788957.78,8788957.78,0.4714,64260.52,0.0034,4690895.34,0.2516,5098739.0,0.2735
4.0,126510929.0,Philadelphia Hebrew Public CS,Philadelphia,21538370.0,0.0,6455540.0,6455540.0,0.2997,112533.0,0.0052,2264632.0,0.1051,12705665.0,0.5899
4.0,126510016.0,Philadelphia Montessori CS,Philadelphia,5023324.0,0.0,4236389.0,4236389.0,0.8433,55441.0,0.011,731494.0,0.1456,,0.0
4.0,126513400.0,Philadelphia Performing Arts CS,Philadelphia,49605051.0,0.0,36399380.0,36399380.0,0.7338,546886.0,0.011,12658785.0,0.2552,,0.0
4.0,126512960.0,Preparatory CS of Mathematics Science Tech and Careers,Philadelphia,11266388.97,0.0,7740877.52,7740877.52,0.6871,134684.91,0.012,3390826.54,0.301,,0.0
4.0,126510008.0,Richard Allen Preparatory CS,Philadelphia,7979728.0,0.0,5357384.0,5357384.0,0.6714,112146.0,0.0141,2510198.0,0.3146,,0.0
4.0,126510001.0,Russell Byers CS,Philadelphia,29899068.0,0.0,10665573.0,10665573.0,0.3567,200392.0,0.0067,3779310.0,0.1264,15253793.0,0.5102
4.0,114514135.0,Sankofa Freedom Academy CS,Philadelphia,13025375.79,0.0,9485016.36,9485016.36,0.7282,60568.88,0.0047,3479790.55,0.2672,,0.0
4.0,108515107.0,Southwest Leadership Academy CS,Philadelphia,10678966.0,0.0,7690810.0,7690810.0,0.7202,124078.0,0.0116,2706375.0,0.2534,157703.0,0.0148
4.0,192518422.0,Tacony Academy CS,Philadelphia,23453403.0,0.0,15646888.0,15646888.0,0.6671,244361.0,0.0104,7562154.0,0.3224,,0.0
4.0,126511530.0,TECH Freire CS,Philadelphia,9803287.78,0.0,6731447.83,6731447.83,0.6867,112326.94,0.0115,2959513.01,0.3019,,0.0
4.0,126515691.0,The Philadelphia CS for Arts and Sciences at HR Edmunds,Philadelphia,21907130.0,0.0,16382637.0,16382637.0,0.7478,236802.0,0.0108,5287691.0,0.2414,,0.0
4.0,126512674.0,Universal Alcorn CS,Philadelphia,9854308.99,0.0,6655333.82,6655333.82,0.6754,36796.06,0.0037,3162179.11,0.3209,,0.0
4.0,126519434.0,Universal Audenried CS,Philadelphia,12517274.01,0.0,8586293.38,8586293.38,0.686,525545.56,0.042,3405435.07,0.2721,,0.0
4.0,126517442.0,Universal Creighton CS,Philadelphia,14882814.88,0.0,10261048.0,10261048.0,0.6895,84435.88,0.0057,3779584.0,0.254,757747.0,0.0509
4.0,126513210.0,Universal Institute CS,Philadelphia,13307088.85,0.0,8189273.62,8189273.62,0.6154,200888.86,0.0151,4916926.37,0.3695,,0.0
4.0,126513415.0,Universal Vare CS,Philadelphia,3915481.64,0.0,2281079.68,2281079.68,0.5826,39207.62,0.01,1595194.34,0.4074,,0.0
4.0,126513020.0,West Oak Lane CS,Philadelphia,22267083.0,0.0,13101301.0,13101301.0,0.5884,238003.0,0.0107,8927779.0,0.4009,,0.0
4.0,126510006.0,West Phila. Achievement CES,Philadelphia,12015074.0,0.0,7893756.0,7893756.0,0.657,130467.0,0.0109,3990851.0,0.3322,,0.0
4.0,126510007.0,Wissahickon CS,Philadelphia,20175564.0,0.0,14784859.0,14784859.0,0.7328,261484.0,0.013,5129221.0,0.2542,,0.0
4.0,126513250.0,Young Scholars CS,Philadelphia,7387612.1,0.0,5428534.31,5428534.31,0.7348,149876.86,0.0203,1768331.93,0.2394,40869.0,0.0055
4.0,126512870.0,Youth Build Phila CS,Philadelphia,30937406.0,0.0,11434072.0,11434072.0,0.3696,51998.0,0.0017,3747154.0,0.1211,15704182.0,0.5076
4.0,129544907.0,Gillingham Charter School,Schuylkill,4513823.71,0.0,3975949.05,3975949.05,0.8808,27266.71,0.006,380707.95,0.0843,129900.0,0.0288
4.0,105620001.0,Tidioute Community CS,Warren,5589725.96,0.0,4728531.17,4728531.17,0.8459,31563.97,0.0056,829630.82,0.1484,,0.0
4.0,101636920.0,California Academy of Learning CS,Washington,397707.0,0.0,397707.0,397707.0,1.0,,0.0,,0.0,,0.0
4.0,107653040.0,Dr Robert Ketterer CS Inc,Westmoreland,6211319.0,0.0,4777692.0,4777692.0,0.7692,42333.0,0.0068,1391294.0,0.224,,0.0
4.0,112673300.0,Crispus Attucks CS,York,2992563.79,0.0,1275909.67,1275909.67,0.4264,96654.61,0.0323,1619999.51,0.5413,,0.0
4.0,112673500.0,Lincoln CS,York,15307528.77,0.0,11740051.68,11740051.68,0.7669,189368.51,0.0124,3378108.58,0.2207,,0.0
4.0,189670676.0,York Academy Regional CS,York,18953645.37,0.0,16327633.19,16327633.19,0.8615,145626.99,0.0077,2480385.19,0.1309,,0.0
6.0,113363705.0,Lancaster County Academy,Lancaster,475719.84,0.0,464858.25,464858.25,0.9772,10861.59,0.0228,,0.0,,0.0
6.0,112679205.0,York Adams Academy,York,,,,,,,,,,,
,,,,,,,,,,,,,,
,,School District,,36682122182.65003,19014629365.609993,1344081202.0600011,20358710567.67002,0.555,13691387634.719997,0.3732,2411029275.629999,0.0657,220994704.63,0.006
,,AVTS / CTC,,734065471.4399997,0.0,533864231.01000005,533864231.01000005,0.7273,144463706.32999998,0.1968,51831916.83999998,0.0706,3905617.2600000002,0.0053
,,Charter School,,3446690708.91,0.0,2714247619.2200003,2714247619.2200003,0.7875,25623388.949999996,0.0074,560739284.0200001,0.1627,146080416.72,0.0424
,,Special Program Jointure,,475719.84,0.0,464858.25,464858.25,0.0,10861.59,0.0,0.0,0.0,0.0,0.0
,,Total,,40863354082.84003,19014629365.609993,4592657910.540001,23607287276.15002,0.5777,13861485591.589998,0.3392,3023600476.4899993,0.074,370980738.61,0.0091
