District,Subject,Demographic,Total_Students,p4,p5,p6,p7
CLAIRTON CITY SD,Biology,Historically Underperforming,21,9.5,19.0,52.400000000000006,19.0
CLAIRTON CITY SD,Literature,All Students,9,NULL,NULL,NULL,NULL
CLAIRTON CITY SD,Literature,Historically Underperforming,9,NULL,NULL,NULL,NULL
CORNELL SD,Algebra I,All Students,35,0.0,31.4,51.4,17.1
CORNELL SD,Algebra I,Historically Underperforming,23,0.0,17.4,56.49999999999999,26.1
CORNELL SD,Biology,All Students,21,23.8,38.099999999999994,28.6,9.5
CORNELL SD,Biology,Historically Underperforming,12,8.3,33.3,41.7,16.699999999999996
CORNELL SD,Literature,All Students,3,NULL,NULL,NULL,NULL
CORNELL SD,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
DEER LAKES SD,Algebra I,All Students,148,19.6,33.8,27.0,19.6
DEER LAKES SD,Algebra I,Historically Underperforming,48,8.3,14.6,41.7,35.39999999999999
DEER LAKES SD,Biology,All Students,148,19.6,31.1,35.1,14.2
DEER LAKES SD,Biology,Historically Underperforming,47,8.5,19.1,44.7,27.699999999999996
EAST ALLEGHENY SD,Algebra I,All Students,41,29.299999999999997,24.4,17.1,29.299999999999997
EAST ALLEGHENY SD,Algebra I,Historically Underperforming,27,18.5,18.5,22.2,40.7
EAST ALLEGHENY SD,Biology,All Students,39,43.60000000000001,28.199999999999996,5.1,23.1
EAST ALLEGHENY SD,Biology,Historically Underperforming,23,26.1,30.4,4.3,39.1
EAST ALLEGHENY SD,Literature,All Students,5,NULL,NULL,NULL,NULL
EAST ALLEGHENY SD,Literature,Historically Underperforming,5,NULL,NULL,NULL,NULL
ELIZABETH FORWARD SD,Algebra I,All Students,172,14.499999999999998,44.800000000000004,26.200000000000003,14.499999999999998
ELIZABETH FORWARD SD,Algebra I,Historically Underperforming,64,7.8,28.1,31.3,32.8
ELIZABETH FORWARD SD,Biology,All Students,173,24.3,41.0,18.500000000000004,16.2
ELIZABETH FORWARD SD,Biology,Historically Underperforming,65,9.2,32.3,21.5,36.9
FORBES ROAD CTC,Algebra I,All Students,13,0.0,7.699999999999998,46.2,46.2
FORBES ROAD CTC,Algebra I,Historically Underperforming,8,NULL,NULL,NULL,NULL
FORBES ROAD CTC,Biology,All Students,12,16.699999999999996,16.699999999999996,25.0,41.7
FORBES ROAD CTC,Biology,Historically Underperforming,6,NULL,NULL,NULL,NULL
FORBES ROAD CTC,Literature,All Students,11,0.0,36.39999999999999,18.199999999999996,45.5
FORBES ROAD CTC,Literature,Historically Underperforming,8,NULL,NULL,NULL,NULL
FOX CHAPEL AREA SD,Algebra I,All Students,315,55.2,31.4,10.8,2.5
FOX CHAPEL AREA SD,Algebra I,Historically Underperforming,73,26.0,35.6,28.800000000000004,9.6
FOX CHAPEL AREA SD,Biology,All Students,241,74.3,23.2,2.5,0.0
FOX CHAPEL AREA SD,Biology,Historically Underperforming,32,53.1,40.6,6.3,0.0
FOX CHAPEL AREA SD,Literature,All Students,2,NULL,NULL,NULL,NULL
GATEWAY SD,Algebra I,All Students,176,28.4,34.7,26.1,10.8
GATEWAY SD,Algebra I,Historically Underperforming,66,13.600000000000001,31.8,31.8,22.7
GATEWAY SD,Biology,All Students,95,66.3,13.699999999999998,9.5,10.5
GATEWAY SD,Biology,Historically Underperforming,33,39.4,9.1,21.2,30.3
GATEWAY SD,Literature,All Students,57,45.6,50.9,3.5000000000000004,0.0
GATEWAY SD,Literature,Historically Underperforming,12,16.699999999999996,66.70000000000002,16.699999999999996,0.0
HAMPTON TOWNSHIP SD,Algebra I,All Students,238,43.3,43.7,10.5,2.5
HAMPTON TOWNSHIP SD,Algebra I,Historically Underperforming,39,17.9,46.2,23.1,12.8
HAMPTON TOWNSHIP SD,Biology,All Students,208,56.3,36.1,7.699999999999998,0.0
HAMPTON TOWNSHIP SD,Biology,Historically Underperforming,21,33.3,47.6,19.0,0.0
HAMPTON TOWNSHIP SD,Literature,All Students,1,NULL,NULL,NULL,NULL
HAMPTON TOWNSHIP SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
HIGHLANDS SD,Algebra I,All Students,127,11.8,40.2,33.9,14.2
HIGHLANDS SD,Algebra I,Historically Underperforming,56,5.4,33.9,35.7,25.0
HIGHLANDS SD,Biology,All Students,140,7.9,23.599999999999998,37.9,30.7
HIGHLANDS SD,Biology,Historically Underperforming,65,3.1000000000000005,18.5,32.3,46.2
HIGHLANDS SD,Literature,All Students,4,NULL,NULL,NULL,NULL
HIGHLANDS SD,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
KEYSTONE OAKS SD,Algebra I,All Students,128,25.8,40.6,26.6,7.000000000000001
KEYSTONE OAKS SD,Algebra I,Historically Underperforming,50,16.0,34.0,40.0,10.0
KEYSTONE OAKS SD,Biology,All Students,131,27.500000000000004,37.4,21.4,13.699999999999998
KEYSTONE OAKS SD,Biology,Historically Underperforming,53,17.0,34.0,26.400000000000002,22.6
KEYSTONE OAKS SD,Literature,All Students,4,NULL,NULL,NULL,NULL
KEYSTONE OAKS SD,Literature,Historically Underperforming,4,NULL,NULL,NULL,NULL
MCKEESPORT AREA SD,Algebra I,All Students,148,6.1000000000000005,15.5,38.5,39.9
MCKEESPORT AREA SD,Algebra I,Historically Underperforming,74,5.4,10.8,37.8,45.89999999999999
MCKEESPORT AREA SD,Biology,All Students,25,4.0,8.0,36.0,52.0
MCKEESPORT AREA SD,Biology,Historically Underperforming,17,0.0,0.0,47.099999999999994,52.900000000000006
MCKEESPORT AREA SD,Literature,All Students,14,0.0,21.4,28.6,50.0
MCKEESPORT AREA SD,Literature,Historically Underperforming,11,0.0,27.3,27.3,45.5
MCKEESPORT AREA TECH CTR,Algebra I,All Students,3,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Algebra I,Historically Underperforming,3,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Biology,All Students,1,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Literature,All Students,2,NULL,NULL,NULL,NULL
MCKEESPORT AREA TECH CTR,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
MONTOUR SD,Algebra I,All Students,157,46.50000000000001,45.89999999999999,7.000000000000001,0.6
MONTOUR SD,Algebra I,Historically Underperforming,37,35.1,48.6,13.5,2.7
MONTOUR SD,Biology,All Students,206,26.700000000000003,45.1,20.399999999999995,7.8
MONTOUR SD,Biology,Historically Underperforming,61,16.4,32.8,32.8,18.0
MONTOUR SD,Literature,All Students,13,7.699999999999998,76.9,15.399999999999997,0.0
MONTOUR SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
MOON AREA SD,Algebra I,All Students,267,34.1,44.9,17.2,3.7000000000000006
MOON AREA SD,Algebra I,Historically Underperforming,68,10.3,32.4,44.1,13.200000000000001
MOON AREA SD,Biology,All Students,121,75.2,17.4,5.0,2.5
MOON AREA SD,Biology,Historically Underperforming,18,44.4,16.7,22.2,16.7
MOON AREA SD,Literature,All Students,2,NULL,NULL,NULL,NULL
MOON AREA SD,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
MT LEBANON SD,Algebra I,All Students,422,41.5,44.3,10.9,3.3000000000000003
MT LEBANON SD,Algebra I,Historically Underperforming,87,17.2,41.400000000000006,27.6,13.8
MT LEBANON SD,Biology,All Students,11,27.3,36.39999999999999,18.199999999999996,18.199999999999996
MT LEBANON SD,Biology,Historically Underperforming,7,NULL,NULL,NULL,NULL
MT LEBANON SD,Literature,All Students,3,NULL,NULL,NULL,NULL
MT LEBANON SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
NORTH ALLEGHENY SD,Algebra I,All Students,679,42.0,39.49999999999999,15.0,3.5000000000000004
NORTH ALLEGHENY SD,Algebra I,Historically Underperforming,111,16.2,28.800000000000004,36.0,18.9
NORTH ALLEGHENY SD,Biology,All Students,536,67.0,28.7,3.9,0.4
NORTH ALLEGHENY SD,Biology,Historically Underperforming,50,46.0,40.0,12.0,2.0
NORTH HILLS SD,Algebra I,All Students,298,30.5,40.6,24.2,4.7
NORTH HILLS SD,Algebra I,Historically Underperforming,86,15.1,27.9,44.2,12.8
NORTH HILLS SD,Biology,All Students,314,33.1,37.3,19.4,10.2
NORTH HILLS SD,Biology,Historically Underperforming,102,13.699999999999998,32.4,26.5,27.500000000000004
NORTH HILLS SD,Literature,All Students,5,NULL,NULL,NULL,NULL
NORTH HILLS SD,Literature,Historically Underperforming,4,NULL,NULL,NULL,NULL
NORTHGATE SD,Algebra I,All Students,63,4.8,47.6,38.1,9.5
NORTHGATE SD,Algebra I,Historically Underperforming,31,3.2,32.3,51.6,12.9
NORTHGATE SD,Biology,All Students,7,NULL,NULL,NULL,NULL
NORTHGATE SD,Biology,Historically Underperforming,5,NULL,NULL,NULL,NULL
NORTHGATE SD,Literature,All Students,6,NULL,NULL,NULL,NULL
NORTHGATE SD,Literature,Historically Underperforming,5,NULL,NULL,NULL,NULL
PARKWAY WEST CTC,Algebra I,All Students,1,NULL,NULL,NULL,NULL
PASSPORT ACADEMY CS,Algebra I,All Students,5,NULL,NULL,NULL,NULL
PASSPORT ACADEMY CS,Algebra I,Historically Underperforming,2,NULL,NULL,NULL,NULL
PASSPORT ACADEMY CS,Biology,All Students,1,NULL,NULL,NULL,NULL
PASSPORT ACADEMY CS,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
PENN HILLS SD,Algebra I,All Students,192,3.1,31.8,42.199999999999996,22.9
PENN HILLS SD,Algebra I,Historically Underperforming,140,2.9,25.7,42.9,28.6
PENN HILLS SD,Biology,All Students,141,16.3,32.6,11.3,39.7
PENN HILLS SD,Biology,Historically Underperforming,102,10.8,25.5,14.7,49.0
PENN HILLS SD,Literature,All Students,10,NULL,NULL,NULL,NULL
PENN HILLS SD,Literature,Historically Underperforming,9,NULL,NULL,NULL,NULL
PENNSYLVANIA DISTANCE LEARNING CS,Algebra I,All Students,42,16.7,16.7,38.099999999999994,28.6
PENNSYLVANIA DISTANCE LEARNING CS,Algebra I,Historically Underperforming,23,4.3,21.7,47.8,26.1
PENNSYLVANIA DISTANCE LEARNING CS,Biology,All Students,37,10.8,32.4,24.3,32.4
PENNSYLVANIA DISTANCE LEARNING CS,Biology,Historically Underperforming,22,4.5,36.39999999999999,13.600000000000001,45.5
PENNSYLVANIA DISTANCE LEARNING CS,Literature,All Students,14,0.0,28.6,35.7,35.7
PENNSYLVANIA DISTANCE LEARNING CS,Literature,Historically Underperforming,9,NULL,NULL,NULL,NULL
PINE-RICHLAND SD,Algebra I,All Students,340,54.1,39.4,5.3,1.2
PINE-RICHLAND SD,Algebra I,Historically Underperforming,52,28.800000000000004,44.2,19.2,7.699999999999998
PINE-RICHLAND SD,Biology,All Students,321,38.3,51.4,9.0,1.2
PINE-RICHLAND SD,Biology,Historically Underperforming,43,23.3,55.8,14.000000000000002,7.000000000000001
PINE-RICHLAND SD,Literature,All Students,343,27.699999999999996,66.5,5.2,0.6
PINE-RICHLAND SD,Literature,Historically Underperforming,56,7.1,64.3,25.0,3.5999999999999996
PITTSBURGH SD,Algebra I,All Students,984,16.06036585365854,32.01036585365854,34.37266260162601,17.58983739837398
PITTSBURGH SD,Algebra I,Historically Underperforming,524,7.462022900763358,25.38015267175573,39.88797709923665,25.94198473282443
PITTSBURGH SD,Biology,All Students,859,18.62840512223516,31.094761350407456,28.733876600698487,18.73620488940628
PITTSBURGH SD,Biology,Historically Underperforming,411,8.998053527980534,23.11678832116788,36.01094890510949,27.72506082725061
PITTSBURGH SD,Literature,All Students,151,7.272847682119206,61.600662251655635,13.272185430463576,8.582781456953642
PITTSBURGH SD,Literature,Historically Underperforming,72,2.8000000000000003,49.99166666666667,8.361111111111112,8.341666666666667
PLUM BOROUGH SD,Algebra I,All Students,245,31.4,40.8,23.3,4.5
PLUM BOROUGH SD,Algebra I,Historically Underperforming,59,16.9,37.3,30.5,15.299999999999999
PLUM BOROUGH SD,Biology,All Students,255,35.7,39.6,18.8,5.9
PLUM BOROUGH SD,Biology,Historically Underperforming,65,26.200000000000003,35.4,30.8,7.7
PLUM BOROUGH SD,Literature,All Students,2,NULL,NULL,NULL,NULL
PLUM BOROUGH SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
PROPEL CS-BRADDOCK HILLS,Algebra I,All Students,23,0.0,47.8,26.1,26.1
PROPEL CS-BRADDOCK HILLS,Algebra I,Historically Underperforming,19,0.0,36.8,31.6,31.6
PROPEL CS-BRADDOCK HILLS,Biology,All Students,5,NULL,NULL,NULL,NULL
PROPEL CS-BRADDOCK HILLS,Biology,Historically Underperforming,5,NULL,NULL,NULL,NULL
PROPEL CS-BRADDOCK HILLS,Literature,All Students,3,NULL,NULL,NULL,NULL
PROPEL CS-BRADDOCK HILLS,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
PROPEL CS-HOMESTEAD,Algebra I,All Students,11,9.099999999999998,36.39999999999999,27.3,27.3
PROPEL CS-HOMESTEAD,Algebra I,Historically Underperforming,10,NULL,NULL,NULL,NULL
PROPEL CS-HOMESTEAD,Biology,All Students,5,NULL,NULL,NULL,NULL
PROPEL CS-HOMESTEAD,Biology,Historically Underperforming,5,NULL,NULL,NULL,NULL
PROPEL CS-HOMESTEAD,Literature,All Students,3,NULL,NULL,NULL,NULL
PROPEL CS-HOMESTEAD,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
PROPEL CS-MONTOUR,Algebra I,All Students,11,9.099999999999998,18.199999999999996,54.50000000000001,18.199999999999996
PROPEL CS-MONTOUR,Algebra I,Historically Underperforming,9,NULL,NULL,NULL,NULL
QUAKER VALLEY SD,Algebra I,All Students,160,31.3,41.89999999999999,22.5,4.4
QUAKER VALLEY SD,Algebra I,Historically Underperforming,44,6.800000000000001,40.9,36.39999999999999,15.9
QUAKER VALLEY SD,Biology,All Students,145,48.3,40.7,7.6,3.4000000000000004
QUAKER VALLEY SD,Biology,Historically Underperforming,31,19.4,48.4,16.1,16.1
RIVERVIEW SD,Algebra I,All Students,45,35.60000000000001,37.8,17.800000000000004,8.900000000000002
RIVERVIEW SD,Algebra I,Historically Underperforming,13,7.699999999999998,46.2,30.799999999999994,15.399999999999997
RIVERVIEW SD,Biology,All Students,55,38.2,30.9,14.499999999999998,16.4
RIVERVIEW SD,Biology,Historically Underperforming,22,9.099999999999998,31.8,27.3,31.8
RIVERVIEW SD,Literature,All Students,1,NULL,NULL,NULL,NULL
SHALER AREA SD,Algebra I,All Students,318,19.8,42.1,28.300000000000004,9.7
SHALER AREA SD,Algebra I,Historically Underperforming,115,11.3,27.0,37.4,24.3
SHALER AREA SD,Biology,All Students,147,53.7,41.5,2.7,2.0
SHALER AREA SD,Biology,Historically Underperforming,28,39.3,42.9,7.1,10.7
SHALER AREA SD,Literature,All Students,20,0.0,0.0,45.0,55.00000000000001
SHALER AREA SD,Literature,Historically Underperforming,20,0.0,0.0,45.0,55.00000000000001
SOUTH ALLEGHENY SD,Algebra I,All Students,97,4.1,32.99999999999999,48.50000000000001,14.400000000000002
SOUTH ALLEGHENY SD,Algebra I,Historically Underperforming,48,6.3,16.699999999999996,50.0,27.1
SOUTH ALLEGHENY SD,Biology,All Students,49,24.499999999999996,46.9,14.3,14.3
SOUTH ALLEGHENY SD,Biology,Historically Underperforming,16,31.3,31.3,12.5,25.0
SOUTH ALLEGHENY SD,Literature,All Students,8,NULL,NULL,NULL,NULL
SOUTH ALLEGHENY SD,Literature,Historically Underperforming,7,NULL,NULL,NULL,NULL
SOUTH FAYETTE TOWNSHIP SD,Algebra I,All Students,268,50.4,35.1,13.100000000000001,1.4999999999999998
SOUTH FAYETTE TOWNSHIP SD,Algebra I,Historically Underperforming,54,27.800000000000004,29.600000000000005,35.2,7.400000000000001
SOUTH FAYETTE TOWNSHIP SD,Biology,All Students,266,43.6,44.7,9.0,2.6
SOUTH FAYETTE TOWNSHIP SD,Biology,Historically Underperforming,55,18.2,43.6,27.3,10.9
SOUTH FAYETTE TOWNSHIP SD,Literature,All Students,1,NULL,NULL,NULL,NULL
SOUTH PARK SD,Algebra I,All Students,129,51.2,26.400000000000002,20.2,2.3
SOUTH PARK SD,Algebra I,Historically Underperforming,30,40.0,16.7,33.3,10.0
SOUTH PARK SD,Biology,All Students,39,87.20000000000002,10.3,0.0,2.6
SOUTH PARK SD,Biology,Historically Underperforming,6,NULL,NULL,NULL,NULL
SOUTH PARK SD,Literature,All Students,5,NULL,NULL,NULL,NULL
SOUTH PARK SD,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
SPECTRUM CS,Algebra I,All Students,1,NULL,NULL,NULL,NULL
SPECTRUM CS,Algebra I,Historically Underperforming,1,NULL,NULL,NULL,NULL
SPECTRUM CS,Biology,All Students,1,NULL,NULL,NULL,NULL
SPECTRUM CS,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,Algebra I,All Students,2,NULL,NULL,NULL,NULL
STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,Algebra I,Historically Underperforming,1,NULL,NULL,NULL,NULL
STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,Biology,All Students,2,NULL,NULL,NULL,NULL
STEEL CENTER FOR CAREER AND TECHNICAL EDUCATION,Biology,Historically Underperforming,1,NULL,NULL,NULL,NULL
STEEL VALLEY SD,Algebra I,All Students,64,14.099999999999998,42.2,25.0,18.8
STEEL VALLEY SD,Algebra I,Historically Underperforming,45,13.3,40.0,22.2,24.400000000000002
STEEL VALLEY SD,Biology,All Students,40,17.5,50.0,17.5,15.0
STEEL VALLEY SD,Biology,Historically Underperforming,28,21.4,42.9,17.9,17.9
STEEL VALLEY SD,Literature,All Students,3,NULL,NULL,NULL,NULL
STEEL VALLEY SD,Literature,Historically Underperforming,2,NULL,NULL,NULL,NULL
STO-ROX SD,Algebra I,All Students,22,0.0,18.199999999999996,68.2,13.600000000000001
STO-ROX SD,Algebra I,Historically Underperforming,18,0.0,22.2,66.7,11.1
STO-ROX SD,Biology,All Students,2,NULL,NULL,NULL,NULL
STO-ROX SD,Biology,Historically Underperforming,2,NULL,NULL,NULL,NULL
THE NEW ACADEMY CS,Algebra I,All Students,22,0.0,0.0,18.199999999999996,81.8
THE NEW ACADEMY CS,Algebra I,Historically Underperforming,15,0.0,0.0,6.7,93.3
THE NEW ACADEMY CS,Biology,All Students,19,0.0,0.0,5.299999999999999,94.7
THE NEW ACADEMY CS,Biology,Historically Underperforming,15,0.0,0.0,0.0,100.0
THE NEW ACADEMY CS,Literature,All Students,24,0.0,0.0,16.699999999999996,83.29999999999998
THE NEW ACADEMY CS,Literature,Historically Underperforming,18,0.0,0.0,11.1,88.89999999999999
UPPER SAINT CLAIR SD,Algebra I,All Students,297,56.60000000000001,34.3,8.4,0.7
UPPER SAINT CLAIR SD,Algebra I,Historically Underperforming,47,21.3,38.3,38.3,2.1
UPPER SAINT CLAIR SD,Biology,All Students,303,64.0,27.1,5.6000000000000005,3.3000000000000003
UPPER SAINT CLAIR SD,Biology,Historically Underperforming,54,22.2,40.7,20.4,16.7
UPPER SAINT CLAIR SD,Literature,All Students,1,NULL,NULL,NULL,NULL
UPPER SAINT CLAIR SD,Literature,Historically Underperforming,1,NULL,NULL,NULL,NULL
URBAN PATHWAYS 6-12 CS,Algebra I,All Students,33,0.0,12.1,51.5,36.4
URBAN PATHWAYS 6-12 CS,Algebra I,Historically Underperforming,27,0.0,7.400000000000001,51.9,40.7
WEST ALLEGHENY SD,Algebra I,All Students,250,44.4,31.6,19.2,4.8
WEST ALLEGHENY SD,Algebra I,Historically Underperforming,70,15.7,28.6,41.4,14.3
WEST ALLEGHENY SD,Biology,All Students,243,34.2,47.70000000000001,12.8,5.3
WEST ALLEGHENY SD,Biology,Historically Underperforming,65,13.8,33.8,33.8,18.5
WEST ALLEGHENY SD,Literature,All Students,4,NULL,NULL,NULL,NULL
WEST ALLEGHENY SD,Literature,Historically Underperforming,3,NULL,NULL,NULL,NULL
WEST JEFFERSON HILLS SD,Algebra I,All Students,210,38.6,41.4,17.1,2.9
WEST JEFFERSON HILLS SD,Algebra I,Historically Underperforming,32,15.6,40.6,37.5,6.3
