District,Subject,Demographic,Total_Students,p4,p5,p6,p7
PENNS MANOR AREA SD,Literature,IEP,13,0.0,0.0,23.1,76.9
PURCHASE LINE SD,Algebra I,All Students,53,7.5,24.5,39.6,28.300000000000004
PURCHASE LINE SD,Algebra I,Economically Disadvantaged,27,3.7000000000000006,22.2,33.3,40.7
PURCHASE LINE SD,Algebra I,IEP,9,NULL,NULL,NULL,NULL
PURCHASE LINE SD,Biology,All Students,56,10.7,33.9,35.7,19.6
PURCHASE LINE SD,Biology,Economically Disadvantaged,30,10.0,23.3,36.7,30.0
PURCHASE LINE SD,Biology,IEP,10,NULL,NULL,NULL,NULL
PURCHASE LINE SD,Literature,All Students,56,7.1,51.800000000000004,25.0,16.1
PURCHASE LINE SD,Literature,Economically Disadvantaged,30,3.3000000000000003,50.0,20.0,26.700000000000003
PURCHASE LINE SD,Literature,IEP,10,NULL,NULL,NULL,NULL
UNITED SD,Algebra I,All Students,30,43.3,13.3,36.7,6.7
UNITED SD,Algebra I,Economically Disadvantaged,12,16.699999999999996,8.3,66.70000000000002,8.3
UNITED SD,Algebra I,IEP,7,NULL,NULL,NULL,NULL
UNITED SD,Biology,All Students,45,4.4,53.29999999999999,28.9,13.3
UNITED SD,Biology,Economically Disadvantaged,20,0.0,40.0,45.0,15.0
UNITED SD,Biology,IEP,9,NULL,NULL,NULL,NULL
UNITED SD,Literature,All Students,65,3.1000000000000005,75.4,18.5,3.1000000000000005
UNITED SD,Literature,Economically Disadvantaged,24,4.2,58.3,37.5,0.0
UNITED SD,Literature,IEP,9,NULL,NULL,NULL,NULL
BROCKWAY AREA SD,Algebra I,All Students,36,47.2,5.6000000000000005,16.7,30.599999999999998
BROCKWAY AREA SD,Algebra I,Economically Disadvantaged,13,30.799999999999994,7.699999999999998,15.399999999999997,46.2
BROCKWAY AREA SD,Algebra I,IEP,8,NULL,NULL,NULL,NULL
BROCKWAY AREA SD,Biology,All Students,37,10.8,32.4,35.1,21.6
BROCKWAY AREA SD,Biology,Economically Disadvantaged,16,6.3,37.5,37.5,18.8
BROCKWAY AREA SD,Biology,IEP,7,NULL,NULL,NULL,NULL
BROCKWAY AREA SD,Literature,All Students,58,8.6,53.400000000000006,31.0,6.9
BROCKWAY AREA SD,Literature,Economically Disadvantaged,22,0.0,45.5,40.9,13.600000000000001
BROCKWAY AREA SD,Literature,IEP,8,NULL,NULL,NULL,NULL
BROOKVILLE AREA SD,Algebra I,All Students,55,56.39999999999999,18.2,14.499999999999998,10.9
BROOKVILLE AREA SD,Algebra I,Economically Disadvantaged,19,36.8,26.3,21.1,15.8
BROOKVILLE AREA SD,Algebra I,IEP,10,NULL,NULL,NULL,NULL
BROOKVILLE AREA SD,Biology,All Students,9,NULL,NULL,NULL,NULL
BROOKVILLE AREA SD,Biology,Economically Disadvantaged,6,NULL,NULL,NULL,NULL
BROOKVILLE AREA SD,Biology,IEP,6,NULL,NULL,NULL,NULL
BROOKVILLE AREA SD,Literature,All Students,98,13.3,54.1,22.4,10.199999999999998
BROOKVILLE AREA SD,Literature,Economically Disadvantaged,39,10.3,46.2,28.199999999999996,15.4
BROOKVILLE AREA SD,Literature,IEP,15,0.0,13.3,40.0,46.7
JEFFERSON COUNTY-DUBOIS AVTS,Algebra I,All Students,52,3.8,13.5,63.5,19.2
JEFFERSON COUNTY-DUBOIS AVTS,Algebra I,Economically Disadvantaged,52,3.8,13.5,63.5,19.2
JEFFERSON COUNTY-DUBOIS AVTS,Algebra I,IEP,16,0.0,0.0,62.5,37.5
JEFFERSON COUNTY-DUBOIS AVTS,Biology,All Students,68,1.5,30.9,41.2,26.5
JEFFERSON COUNTY-DUBOIS AVTS,Biology,Economically Disadvantaged,68,1.5,30.9,41.2,26.5
JEFFERSON COUNTY-DUBOIS AVTS,Biology,IEP,18,0.0,5.6000000000000005,38.9,55.60000000000001
JEFFERSON COUNTY-DUBOIS AVTS,Literature,All Students,79,0.0,31.6,48.1,20.300000000000004
JEFFERSON COUNTY-DUBOIS AVTS,Literature,Economically Disadvantaged,77,0.0,29.9,49.39999999999999,20.8
JEFFERSON COUNTY-DUBOIS AVTS,Literature,IEP,19,0.0,0.0,52.6,47.400000000000006
PUNXSUTAWNEY AREA SD,Algebra I,All Students,27,66.7,14.800000000000002,11.1,7.400000000000001
PUNXSUTAWNEY AREA SD,Algebra I,Economically Disadvantaged,9,NULL,NULL,NULL,NULL
PUNXSUTAWNEY AREA SD,Algebra I,IEP,3,NULL,NULL,NULL,NULL
PUNXSUTAWNEY AREA SD,Biology,All Students,4,NULL,NULL,NULL,NULL
PUNXSUTAWNEY AREA SD,Biology,Economically Disadvantaged,3,NULL,NULL,NULL,NULL
PUNXSUTAWNEY AREA SD,Biology,IEP,1,NULL,NULL,NULL,NULL
PUNXSUTAWNEY AREA SD,Literature,All Students,5,NULL,NULL,NULL,NULL
PUNXSUTAWNEY AREA SD,Literature,Economically Disadvantaged,4,NULL,NULL,NULL,NULL
PUNXSUTAWNEY AREA SD,Literature,IEP,1,NULL,NULL,NULL,NULL
JUNIATA COUNTY SD,Algebra I,All Students,71,26.740845070422537,47.90845070422535,8.460563380281691,16.890140845070423
JUNIATA COUNTY SD,Algebra I,Economically Disadvantaged,26,15.346153846153848,30.77307692307692,7.673076923076924,26.89615384615384
JUNIATA COUNTY SD,Algebra I,IEP,11,NULL,NULL,NULL,NULL
JUNIATA COUNTY SD,Biology,All Students,10,NULL,NULL,NULL,NULL
JUNIATA COUNTY SD,Biology,Economically Disadvantaged,6,NULL,NULL,NULL,NULL
JUNIATA COUNTY SD,Literature,All Students,23,0.0,8.673913043478262,17.430434782608696,56.504347826086956
JUNIATA COUNTY SD,Literature,Economically Disadvantaged,15,0.0,6.64,13.359999999999998,60.0
JUNIATA COUNTY SD,Literature,IEP,14,0.0,0.0,7.1499999999999995,71.42142857142858
JUNIATA COUNTY SD,Algebra I,ELL,4,NULL,NULL,NULL,NULL
JUNIATA COUNTY SD,Biology,ELL,2,NULL,NULL,NULL,NULL
JUNIATA COUNTY SD,Biology,IEP,1,NULL,NULL,NULL,NULL
JUNIATA COUNTY SD,Literature,ELL,6,NULL,NULL,NULL,NULL
ABINGTON HEIGHTS SD,Algebra I,All Students,161,65.8,25.5,7.5,1.2
ABINGTON HEIGHTS SD,Algebra I,Economically Disadvantaged,31,83.9,9.7,6.5,0.0
ABINGTON HEIGHTS SD,Algebra I,ELL,2,NULL,NULL,NULL,NULL
ABINGTON HEIGHTS SD,Algebra I,IEP,6,NULL,NULL,NULL,NULL
ABINGTON HEIGHTS SD,Biology,All Students,282,32.3,35.1,24.500000000000004,8.2
ABINGTON HEIGHTS SD,Biology,Economically Disadvantaged,72,27.800000000000004,30.599999999999998,26.400000000000002,15.299999999999999
ABINGTON HEIGHTS SD,Biology,ELL,5,NULL,NULL,NULL,NULL
ABINGTON HEIGHTS SD,Biology,IEP,35,2.9,17.1,28.6,51.4
ABINGTON HEIGHTS SD,Literature,All Students,4,NULL,NULL,NULL,NULL
ABINGTON HEIGHTS SD,Literature,Economically Disadvantaged,1,NULL,NULL,NULL,NULL
ABINGTON HEIGHTS SD,Literature,ELL,2,NULL,NULL,NULL,NULL
CARBONDALE AREA SD,Algebra I,All Students,19,26.3,63.2,5.299999999999999,5.299999999999999
CARBONDALE AREA SD,Algebra I,Economically Disadvantaged,7,NULL,NULL,NULL,NULL
CARBONDALE AREA SD,Algebra I,IEP,2,NULL,NULL,NULL,NULL
CARBONDALE AREA SD,Biology,All Students,81,2.5,37.0,29.600000000000005,30.9
CARBONDALE AREA SD,Biology,Economically Disadvantaged,45,4.4,26.700000000000003,28.9,40.0
CARBONDALE AREA SD,Biology,IEP,18,0.0,16.7,22.2,61.1
CARBONDALE AREA SD,Literature,All Students,88,2.3,59.099999999999994,23.9,14.800000000000002
CARBONDALE AREA SD,Literature,Economically Disadvantaged,50,2.0,56.00000000000001,22.0,20.0
CARBONDALE AREA SD,Literature,IEP,18,0.0,27.800000000000004,27.800000000000004,44.4
DUNMORE SD,Algebra I,All Students,58,22.4,31.0,8.6,37.9
DUNMORE SD,Algebra I,Economically Disadvantaged,18,11.1,22.2,11.1,55.60000000000001
DUNMORE SD,Algebra I,ELL,2,NULL,NULL,NULL,NULL
DUNMORE SD,Algebra I,IEP,20,5.0,10.0,5.0,80.0
DUNMORE SD,Biology,All Students,66,0.0,10.6,48.5,40.9
DUNMORE SD,Biology,Economically Disadvantaged,30,0.0,6.7,50.0,43.3
DUNMORE SD,Biology,ELL,2,NULL,NULL,NULL,NULL
DUNMORE SD,Biology,IEP,25,0.0,4.0,44.0,52.0
DUNMORE SD,Literature,All Students,103,6.800000000000001,33.0,35.0,25.2
DUNMORE SD,Literature,Economically Disadvantaged,38,0.0,34.2,31.6,34.2
DUNMORE SD,Literature,ELL,2,NULL,NULL,NULL,NULL
DUNMORE SD,Literature,IEP,29,0.0,20.700000000000003,27.6,51.7
LAKELAND SD,Algebra I,All Students,38,31.6,65.8,2.6,0.0
LAKELAND SD,Algebra I,Economically Disadvantaged,3,NULL,NULL,NULL,NULL
LAKELAND SD,Biology,All Students,51,2.0,23.5,60.8,13.699999999999998
LAKELAND SD,Biology,Economically Disadvantaged,19,5.299999999999999,10.5,68.4,15.8
LAKELAND SD,Biology,ELL,2,NULL,NULL,NULL,NULL
LAKELAND SD,Biology,IEP,21,0.0,4.8,61.9,33.3
LAKELAND SD,Literature,All Students,107,3.7000000000000006,66.4,24.299999999999997,5.6
LAKELAND SD,Literature,Economically Disadvantaged,27,3.7000000000000006,44.4,40.7,11.1
LAKELAND SD,Literature,ELL,2,NULL,NULL,NULL,NULL
LAKELAND SD,Literature,IEP,20,0.0,10.0,60.0,30.0
MID VALLEY SD,Algebra I,All Students,67,32.8,31.3,31.3,4.5
MID VALLEY SD,Algebra I,Economically Disadvantaged,26,38.5,19.2,34.6,7.699999999999998
MID VALLEY SD,Algebra I,ELL,1,NULL,NULL,NULL,NULL
MID VALLEY SD,Algebra I,IEP,4,NULL,NULL,NULL,NULL
MID VALLEY SD,Biology,All Students,100,8.0,32.0,44.0,16.0
MID VALLEY SD,Biology,Economically Disadvantaged,39,5.1,25.6,46.2,23.1
MID VALLEY SD,Biology,ELL,1,NULL,NULL,NULL,NULL
MID VALLEY SD,Biology,IEP,17,0.0,0.0,47.099999999999994,52.900000000000006
MID VALLEY SD,Literature,All Students,105,7.6,55.2,27.6,9.5
MID VALLEY SD,Literature,Economically Disadvantaged,43,7.000000000000001,44.2,34.9,14.000000000000002
MID VALLEY SD,Literature,ELL,2,NULL,NULL,NULL,NULL
MID VALLEY SD,Literature,IEP,18,0.0,11.1,55.60000000000001,33.3
NORTH POCONO SD,Algebra I,All Students,67,58.20000000000001,23.899999999999995,11.9,5.999999999999999
NORTH POCONO SD,Algebra I,Economically Disadvantaged,15,40.0,20.0,20.0,20.0
NORTH POCONO SD,Algebra I,ELL,1,NULL,NULL,NULL,NULL
NORTH POCONO SD,Algebra I,IEP,4,NULL,NULL,NULL,NULL
NORTH POCONO SD,Biology,All Students,38,7.9,39.5,39.5,13.200000000000001
NORTH POCONO SD,Biology,Economically Disadvantaged,15,13.3,20.0,46.7,20.0
NORTH POCONO SD,Biology,IEP,5,NULL,NULL,NULL,NULL
NORTH POCONO SD,Literature,All Students,79,15.2,60.8,16.5,7.6
NORTH POCONO SD,Literature,Economically Disadvantaged,23,4.3,52.2,21.7,21.7
NORTH POCONO SD,Literature,ELL,1,NULL,NULL,NULL,NULL
NORTH POCONO SD,Literature,IEP,7,NULL,NULL,NULL,NULL
OLD FORGE SD,Algebra I,All Students,41,29.299999999999997,29.299999999999997,12.2,29.299999999999997
OLD FORGE SD,Algebra I,Economically Disadvantaged,10,NULL,NULL,NULL,NULL
OLD FORGE SD,Algebra I,ELL,2,NULL,NULL,NULL,NULL
OLD FORGE SD,Algebra I,IEP,7,NULL,NULL,NULL,NULL
OLD FORGE SD,Biology,All Students,48,4.2,22.9,52.1,20.800000000000004
OLD FORGE SD,Biology,Economically Disadvantaged,19,5.299999999999999,21.1,47.400000000000006,26.3
OLD FORGE SD,Biology,ELL,2,NULL,NULL,NULL,NULL
OLD FORGE SD,Biology,IEP,8,NULL,NULL,NULL,NULL
OLD FORGE SD,Literature,All Students,72,6.9,56.89999999999999,25.0,11.1
OLD FORGE SD,Literature,Economically Disadvantaged,21,4.8,61.9,9.5,23.8
OLD FORGE SD,Literature,ELL,2,NULL,NULL,NULL,NULL
OLD FORGE SD,Literature,IEP,8,NULL,NULL,NULL,NULL
RIVERSIDE SD,Algebra I,All Students,30,60.0,10.0,13.3,16.7
RIVERSIDE SD,Algebra I,Economically Disadvantaged,10,NULL,NULL,NULL,NULL
RIVERSIDE SD,Algebra I,ELL,1,NULL,NULL,NULL,NULL
RIVERSIDE SD,Algebra I,IEP,5,NULL,NULL,NULL,NULL
RIVERSIDE SD,Biology,All Students,91,18.7,40.70000000000001,22.0,18.7
RIVERSIDE SD,Biology,Economically Disadvantaged,40,5.0,47.5,25.0,22.5
RIVERSIDE SD,Biology,ELL,2,NULL,NULL,NULL,NULL
RIVERSIDE SD,Biology,IEP,11,0.0,27.3,27.3,45.5
RIVERSIDE SD,Literature,All Students,90,10.0,63.3,20.0,6.7
RIVERSIDE SD,Literature,Economically Disadvantaged,39,2.6,59.0,28.199999999999996,10.3
RIVERSIDE SD,Literature,ELL,1,NULL,NULL,NULL,NULL
RIVERSIDE SD,Literature,IEP,10,NULL,NULL,NULL,NULL
SCRANTON SD,Algebra I,All Students,310,23.557419354838714,14.201935483870967,24.189032258064515,38.0516129032258
SCRANTON SD,Algebra I,Economically Disadvantaged,199,14.570351758793967,10.082412060301507,24.638693467336687,50.74723618090453
SCRANTON SD,Algebra I,ELL,36,0.0,0.0,5.541666666666667,94.45833333333333
SCRANTON SD,Algebra I,IEP,60,0.0,3.36,16.67,79.97
SCRANTON SD,Biology,All Students,335,1.4904477611940299,14.59910447761194,40.61582089552239,43.30089552238805
SCRANTON SD,Biology,Economically Disadvantaged,236,1.2563559322033897,9.351271186440679,40.22923728813559,49.148728813559316
SCRANTON SD,Biology,ELL,41,0.0,0.0,14.660975609756097,85.3390243902439
SCRANTON SD,Biology,IEP,56,0.0,5.342857142857143,23.201785714285712,71.42500000000001
SCRANTON SD,Literature,All Students,412,2.400970873786408,48.533252427184465,27.197087378640777,21.81456310679612
SCRANTON SD,Literature,Economically Disadvantaged,260,1.5330769230769232,35.40230769230769,35.02692307692307,28.081538461538464
SCRANTON SD,Literature,ELL,44,0.0,0.0,29.549999999999997,70.45
SCRANTON SD,Literature,IEP,60,0.0,8.33,26.66,65.01
VALLEY VIEW SD,Algebra I,All Students,70,31.4,40.0,17.1,11.4
VALLEY VIEW SD,Algebra I,Economically Disadvantaged,20,20.0,25.0,20.0,35.0
VALLEY VIEW SD,Algebra I,ELL,1,NULL,NULL,NULL,NULL
VALLEY VIEW SD,Algebra I,IEP,12,0.0,0.0,41.7,58.3
VALLEY VIEW SD,Biology,All Students,170,21.800000000000004,32.9,29.4,15.9
VALLEY VIEW SD,Biology,Economically Disadvantaged,67,9.0,25.4,40.3,25.4
VALLEY VIEW SD,Biology,ELL,3,NULL,NULL,NULL,NULL
VALLEY VIEW SD,Biology,IEP,28,3.5999999999999996,7.1,35.7,53.6
VALLEY VIEW SD,Literature,All Students,165,16.4,58.20000000000001,18.2,7.3
VALLEY VIEW SD,Literature,Economically Disadvantaged,64,9.4,46.9,31.3,12.5
VALLEY VIEW SD,Literature,ELL,3,NULL,NULL,NULL,NULL
VALLEY VIEW SD,Literature,IEP,25,0.0,20.0,40.0,40.0
COCALICO SD,Algebra I,All Students,106,44.29999999999999,26.400000000000002,11.3,17.9
COCALICO SD,Algebra I,Economically Disadvantaged,29,17.2,24.1,13.8,44.8
COCALICO SD,Algebra I,ELL,1,NULL,NULL,NULL,NULL
COCALICO SD,Algebra I,IEP,21,0.0,4.8,14.3,81.0
COCALICO SD,Biology,All Students,210,20.5,32.9,28.999999999999996,17.6
COCALICO SD,Biology,Economically Disadvantaged,63,11.1,23.8,33.3,31.7
COCALICO SD,Biology,ELL,4,NULL,NULL,NULL,NULL
COCALICO SD,Biology,IEP,35,0.0,20.0,28.6,51.4
COCALICO SD,Literature,All Students,241,14.499999999999998,58.5,17.4,9.5
COCALICO SD,Literature,Economically Disadvantaged,68,7.400000000000001,47.099999999999994,26.5,19.1
COCALICO SD,Literature,ELL,4,NULL,NULL,NULL,NULL
COCALICO SD,Literature,IEP,37,2.7,21.6,29.7,45.89999999999999
COLUMBIA BOROUGH SD,Algebra I,All Students,48,14.6,6.3,35.39999999999999,43.8
COLUMBIA BOROUGH SD,Algebra I,Economically Disadvantaged,30,6.7,6.7,43.3,43.3
COLUMBIA BOROUGH SD,Algebra I,ELL,3,NULL,NULL,NULL,NULL
COLUMBIA BOROUGH SD,Algebra I,IEP,11,0.0,0.0,9.099999999999998,90.9
COLUMBIA BOROUGH SD,Biology,All Students,53,3.8,20.8,32.1,43.4
COLUMBIA BOROUGH SD,Biology,Economically Disadvantaged,32,3.1,12.5,37.5,46.9
COLUMBIA BOROUGH SD,Biology,ELL,4,NULL,NULL,NULL,NULL
COLUMBIA BOROUGH SD,Biology,IEP,10,NULL,NULL,NULL,NULL
COLUMBIA BOROUGH SD,Literature,All Students,70,2.9,31.4,37.1,28.6
COLUMBIA BOROUGH SD,Literature,Economically Disadvantaged,44,2.3,22.7,40.9,34.1
COLUMBIA BOROUGH SD,Literature,ELL,3,NULL,NULL,NULL,NULL
COLUMBIA BOROUGH SD,Literature,IEP,15,0.0,6.7,20.0,73.3
CONESTOGA VALLEY SD,Algebra I,All Students,85,74.1,9.4,11.8,4.7
CONESTOGA VALLEY SD,Algebra I,Economically Disadvantaged,13,30.799999999999994,15.399999999999997,30.799999999999994,23.1
CONESTOGA VALLEY SD,Algebra I,ELL,2,NULL,NULL,NULL,NULL
CONESTOGA VALLEY SD,Algebra I,IEP,7,NULL,NULL,NULL,NULL
CONESTOGA VALLEY SD,Biology,All Students,277,25.3,35.4,31.0,8.3
CONESTOGA VALLEY SD,Biology,Economically Disadvantaged,79,11.4,29.100000000000005,44.29999999999999,15.2
CONESTOGA VALLEY SD,Biology,ELL,11,0.0,9.099999999999998,63.6,27.3
CONESTOGA VALLEY SD,Biology,IEP,26,11.5,19.2,19.2,50.0
CONESTOGA VALLEY SD,Literature,All Students,281,13.5,62.6,18.1,5.699999999999999
CONESTOGA VALLEY SD,Literature,Economically Disadvantaged,82,4.8999999999999995,53.7,30.5,11.0
CONESTOGA VALLEY SD,Literature,ELL,11,0.0,18.199999999999996,54.50000000000001,27.3
CONESTOGA VALLEY SD,Literature,IEP,25,0.0,32.0,32.0,36.0
DONEGAL SD,Algebra I,All Students,61,67.2,6.6000000000000005,11.5,14.800000000000002
DONEGAL SD,Algebra I,Economically Disadvantaged,16,43.8,0.0,25.0,31.3
DONEGAL SD,Algebra I,IEP,11,0.0,0.0,36.39999999999999,63.6
DONEGAL SD,Biology,All Students,147,23.8,37.4,23.8,15.0
DONEGAL SD,Biology,Economically Disadvantaged,41,17.1,24.4,36.6,22.0
DONEGAL SD,Biology,IEP,14,14.3,14.3,14.3,57.10000000000001
DONEGAL SD,Literature,All Students,149,8.1,63.800000000000004,25.5,2.7
DONEGAL SD,Literature,Economically Disadvantaged,44,2.3,52.300000000000004,38.60000000000001,6.800000000000001
DONEGAL SD,Literature,IEP,10,NULL,NULL,NULL,NULL
EASTERN LANCASTER COUNTY SD,Algebra I,All Students,120,45.0,31.7,9.2,14.2
EASTERN LANCASTER COUNTY SD,Algebra I,Economically Disadvantaged,29,24.1,31.0,24.1,20.700000000000003
EASTERN LANCASTER COUNTY SD,Algebra I,ELL,1,NULL,NULL,NULL,NULL
EASTERN LANCASTER COUNTY SD,Algebra I,IEP,16,0.0,6.3,18.8,75.0
EASTERN LANCASTER COUNTY SD,Biology,All Students,160,30.599999999999998,38.1,16.9,14.400000000000002
EASTERN LANCASTER COUNTY SD,Biology,Economically Disadvantaged,35,17.1,28.6,25.7,28.6
EASTERN LANCASTER COUNTY SD,Biology,ELL,2,NULL,NULL,NULL,NULL
EASTERN LANCASTER COUNTY SD,Biology,IEP,21,9.5,9.5,28.6,52.400000000000006
EASTERN LANCASTER COUNTY SD,Literature,All Students,163,14.7,59.5,17.8,8.0
EASTERN LANCASTER COUNTY SD,Literature,Economically Disadvantaged,38,7.9,47.400000000000006,28.9,15.8
EASTERN LANCASTER COUNTY SD,Literature,ELL,2,NULL,NULL,NULL,NULL
EASTERN LANCASTER COUNTY SD,Literature,IEP,19,0.0,10.5,36.8,52.6
ELIZABETHTOWN AREA SD,Algebra I,All Students,84,77.4,10.7,2.4,9.5
ELIZABETHTOWN AREA SD,Algebra I,Economically Disadvantaged,16,50.0,18.8,0.0,31.3
ELIZABETHTOWN AREA SD,Algebra I,IEP,5,NULL,NULL,NULL,NULL
ELIZABETHTOWN AREA SD,Biology,All Students,247,26.700000000000003,37.7,26.3,9.3
ELIZABETHTOWN AREA SD,Biology,Economically Disadvantaged,53,13.200000000000001,34.0,35.8,17.0
ELIZABETHTOWN AREA SD,Biology,ELL,2,NULL,NULL,NULL,NULL
ELIZABETHTOWN AREA SD,Biology,IEP,30,3.3000000000000003,20.0,33.3,43.3
ELIZABETHTOWN AREA SD,Literature,All Students,260,12.7,58.099999999999994,23.1,6.200000000000001
ELIZABETHTOWN AREA SD,Literature,Economically Disadvantaged,55,3.6000000000000005,41.8,45.5,9.1
ELIZABETHTOWN AREA SD,Literature,ELL,2,NULL,NULL,NULL,NULL
ELIZABETHTOWN AREA SD,Literature,IEP,32,0.0,21.9,37.5,40.6
EPHRATA AREA SD,Algebra I,All Students,105,64.8,16.2,7.6,11.4
EPHRATA AREA SD,Algebra I,Economically Disadvantaged,38,50.0,13.200000000000001,13.200000000000001,23.700000000000003
EPHRATA AREA SD,Algebra I,ELL,1,NULL,NULL,NULL,NULL
EPHRATA AREA SD,Algebra I,IEP,15,0.0,6.7,26.700000000000003,66.7
EPHRATA AREA SD,Biology,All Students,262,23.7,38.2,27.500000000000004,10.7
EPHRATA AREA SD,Biology,Economically Disadvantaged,94,12.8,35.099999999999994,34.0,18.1
EPHRATA AREA SD,Biology,ELL,6,NULL,NULL,NULL,NULL
EPHRATA AREA SD,Biology,IEP,41,2.4,4.8999999999999995,43.89999999999999,48.8
EPHRATA AREA SD,Literature,All Students,272,9.9,62.9,20.2,7.000000000000001
EPHRATA AREA SD,Literature,Economically Disadvantaged,98,6.1,52.0,29.600000000000005,12.2
EPHRATA AREA SD,Literature,ELL,6,NULL,NULL,NULL,NULL
EPHRATA AREA SD,Literature,IEP,42,0.0,16.7,45.20000000000001,38.099999999999994
HEMPFIELD SD,Algebra I,All Students,146,54.1,8.9,13.0,24.0
HEMPFIELD SD,Algebra I,Economically Disadvantaged,48,27.1,14.6,20.800000000000004,37.5
HEMPFIELD SD,Algebra I,ELL,8,NULL,NULL,NULL,NULL
HEMPFIELD SD,Algebra I,IEP,41,2.4,0.0,19.5,78.0
HEMPFIELD SD,Biology,All Students,500,32.6,31.4,23.400000000000002,12.6
HEMPFIELD SD,Biology,Economically Disadvantaged,169,20.7,31.4,28.4,19.499999999999996
HEMPFIELD SD,Biology,ELL,13,0.0,0.0,46.2,53.79999999999999
HEMPFIELD SD,Biology,IEP,81,6.2,16.0,33.3,44.4
HEMPFIELD SD,Literature,All Students,513,9.6,64.3,18.3,7.8
HEMPFIELD SD,Literature,Economically Disadvantaged,172,5.2,56.99999999999999,24.399999999999995,13.4
HEMPFIELD SD,Literature,ELL,12,0.0,8.3,25.0,66.70000000000002
HEMPFIELD SD,Literature,IEP,81,0.0,27.200000000000003,39.5,33.3
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Algebra I,All Students,4,NULL,NULL,NULL,NULL
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Algebra I,Economically Disadvantaged,4,NULL,NULL,NULL,NULL
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Algebra I,IEP,1,NULL,NULL,NULL,NULL
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Biology,All Students,4,NULL,NULL,NULL,NULL
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Biology,Economically Disadvantaged,4,NULL,NULL,NULL,NULL
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Biology,IEP,1,NULL,NULL,NULL,NULL
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Literature,All Students,16,0.0,12.5,37.5,50.0
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Literature,Economically Disadvantaged,16,0.0,12.5,37.5,50.0
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Literature,ELL,3,NULL,NULL,NULL,NULL
LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,Literature,IEP,3,NULL,NULL,NULL,NULL
LAMPETER-STRASBURG SD,Algebra I,All Students,100,67.0,12.0,11.0,10.0
LAMPETER-STRASBURG SD,Algebra I,Economically Disadvantaged,26,42.3,11.5,26.899999999999995,19.2
LAMPETER-STRASBURG SD,Algebra I,ELL,2,NULL,NULL,NULL,NULL
LAMPETER-STRASBURG SD,Algebra I,IEP,12,8.3,0.0,33.3,58.3
LAMPETER-STRASBURG SD,Biology,All Students,184,32.1,36.4,20.1,11.399999999999999
LAMPETER-STRASBURG SD,Biology,Economically Disadvantaged,54,13.0,40.7,29.600000000000005,16.7
LAMPETER-STRASBURG SD,Biology,ELL,4,NULL,NULL,NULL,NULL
LAMPETER-STRASBURG SD,Biology,IEP,23,8.7,17.4,26.1,47.8
LAMPETER-STRASBURG SD,Literature,All Students,232,10.8,66.4,15.1,7.8
LAMPETER-STRASBURG SD,Literature,Economically Disadvantaged,63,4.8,55.60000000000001,22.2,17.5
LAMPETER-STRASBURG SD,Literature,ELL,4,NULL,NULL,NULL,NULL
LAMPETER-STRASBURG SD,Literature,IEP,26,0.0,11.5,38.5,50.0
LANCASTER COUNTY CTC,Algebra I,All Students,14,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Algebra I,Economically Disadvantaged,8,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Algebra I,ELL,2,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Algebra I,IEP,9,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Biology,All Students,21,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Biology,Economically Disadvantaged,13,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Biology,ELL,3,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Biology,IEP,10,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Literature,All Students,20,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Literature,Economically Disadvantaged,13,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Literature,ELL,3,NULL,NULL,NULL,NULL
LANCASTER COUNTY CTC,Literature,IEP,11,NULL,NULL,NULL,NULL
LANCASTER SD,Algebra I,All Students,319,13.834796238244513,15.012225705329152,19.427586206896553,49.84451410658307
LANCASTER SD,Algebra I,Economically Disadvantaged,269,10.070260223048328,12.221189591078067,20.04275092936803,55.43531598513012
LANCASTER SD,Algebra I,ELL,59,0.0,1.7084745762711864,11.864406779661017,81.34237288135593
LANCASTER SD,Algebra I,IEP,60,0.0,1.6716666666666669,13.373333333333335,83.28833333333333
LANCASTER SD,Biology,All Students,237,1.2835443037974685,8.39240506329114,19.450632911392404,69.60759493670886
LANCASTER SD,Biology,Economically Disadvantaged,216,0.8875000000000001,6.902777777777779,18.538888888888888,72.18333333333334
