Year,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
2021,MULTICULTURAL ACADEMY CS,Literature,All Students,11,59,0,45.8,44.1,10.2
2021,MULTICULTURAL ACADEMY CS,Literature,Historically Underperforming,11,40,0,50,37.5,12.5
2021,NEW FOUNDATIONS CS,Algebra I,All Students,11,150,18.7,30,35.3,16
2021,NEW FOUNDATIONS CS,Algebra I,Historically Underperforming,11,86,16.3,31.4,33.7,18.6
2021,NEW FOUNDATIONS CS,Biology,All Students,11,105,22.9,36.2,26.7,14.3
2021,NEW FOUNDATIONS CS,Biology,Historically Underperforming,11,56,19.6,37.5,28.6,14.3
2021,NEW FOUNDATIONS CS,Literature,All Students,11,13,0,30.8,30.8,38.5
2021,OLNEY CHARTER HIGH SCHOOL,Algebra I,All Students,11,72,0,1.4,36.1,62.5
2021,OLNEY CHARTER HIGH SCHOOL,Algebra I,Historically Underperforming,11,61,0,1.6,34.4,63.9
2021,OLNEY CHARTER HIGH SCHOOL,Biology,All Students,11,31,0,0,22.6,77.4
2021,OLNEY CHARTER HIGH SCHOOL,Biology,Historically Underperforming,11,27,0,0,25.9,74.1
2021,PEOPLE FOR PEOPLE CS,Literature,All Students,11,11,0,27.3,54.5,18.2
2021,PEOPLE FOR PEOPLE CS,Literature,Historically Underperforming,11,11,0,27.3,54.5,18.2
2021,PHILADELPHIA ACADEMY CS,Algebra I,All Students,11,53,24.5,45.3,17,13.2
2021,PHILADELPHIA ACADEMY CS,Algebra I,Historically Underperforming,11,22,13.6,45.5,18.2,22.7
2021,PHILADELPHIA ACADEMY CS,Biology,All Students,11,37,32.4,32.4,27,8.1
2021,PHILADELPHIA ACADEMY CS,Biology,Historically Underperforming,11,14,21.4,35.7,21.4,21.4
2021,ACADEMY AT PALUMBO,Algebra I,All Students,11,344,25.6,43,26.7,4.7
2021,ACADEMY AT PALUMBO,Algebra I,Historically Underperforming,11,220,26.4,42.7,27.7,3.2
2021,ACADEMY AT PALUMBO,Biology,All Students,11,337,10.1,35.3,35.9,18.7
2021,ACADEMY AT PALUMBO,Biology,Historically Underperforming,11,215,10.2,31.6,38.6,19.5
2021,ARTS ACADEMY AT BENJAMIN RUSH,Algebra I,All Students,11,144,24.3,33.3,36.8,5.6
2021,ARTS ACADEMY AT BENJAMIN RUSH,Algebra I,Historically Underperforming,11,72,20.8,30.6,38.9,9.7
2021,ARTS ACADEMY AT BENJAMIN RUSH,Biology,All Students,11,142,14.8,51.4,28.9,4.9
2021,ARTS ACADEMY AT BENJAMIN RUSH,Biology,Historically Underperforming,11,71,11.3,46.5,33.8,8.5
2021,BARTRAM JOHN - MAIN,Algebra I,All Students,11,89,0,2.2,31.5,66.3
2021,BARTRAM JOHN - MAIN,Algebra I,Historically Underperforming,11,79,0,2.5,29.1,68.4
2021,BODINE WILLIAM W HS,Algebra I,All Students,11,126,16.7,40.5,39.7,3.2
2021,BODINE WILLIAM W HS,Algebra I,Historically Underperforming,11,90,15.6,35.6,45.6,3.3
2021,BODINE WILLIAM W HS,Biology,All Students,11,118,16.1,36.4,35.6,11.9
2021,BODINE WILLIAM W HS,Biology,Historically Underperforming,11,85,14.1,37.6,35.3,12.9
2021,BUILDING 21,Algebra I,All Students,11,74,0,6.8,28.4,64.9
2021,BUILDING 21,Algebra I,Historically Underperforming,11,61,0,8.2,24.6,67.2
2021,CARVER HS,Algebra I,All Students,11,201,31.8,57.2,10.9,0
2021,CARVER HS,Algebra I,Historically Underperforming,11,93,34.4,49.5,16.1,0
2021,CARVER HS,Biology,All Students,11,197,29.4,57.4,12.2,1
2021,CARVER HS,Biology,Historically Underperforming,11,93,26.9,59.1,12.9,1.1
2021,CENTRAL HS,Algebra I,All Students,11,600,65.5,32.3,2.2,0
2021,CENTRAL HS,Algebra I,Historically Underperforming,11,261,67,30.7,2.3,0
2021,CENTRAL HS,Biology,All Students,11,595,62.7,35.1,2.2,0
2021,CENTRAL HS,Biology,Historically Underperforming,11,262,63,35.1,1.9,0
2021,CONSTITUTION HS,Algebra I,All Students,11,81,7.4,21,48.1,23.5
2021,CONSTITUTION HS,Algebra I,Historically Underperforming,11,59,5.1,23.7,50.8,20.3
2021,CONSTITUTION HS,Biology,All Students,11,70,2.9,18.6,44.3,34.3
2021,CONSTITUTION HS,Biology,Historically Underperforming,11,51,2,19.6,43.1,35.3
2021,CREATIVE AND PERFORMING ARTS,Algebra I,All Students,11,189,14.8,29.6,37.6,18
2021,CREATIVE AND PERFORMING ARTS,Algebra I,Historically Underperforming,11,91,12.1,29.7,39.6,18.7
2021,DOBBINS AVT HS,Algebra I,All Students,11,196,0,1,32.7,66.3
2021,DOBBINS AVT HS,Algebra I,Historically Underperforming,11,171,0,1.2,32.2,66.7
2021,EDISON HS/FAREIRA SKILLS,Algebra I,All Students,11,131,0,0.8,29.8,69.5
2021,EDISON HS/FAREIRA SKILLS,Algebra I,Historically Underperforming,11,119,0,0.8,30.3,68.9
2021,EDISON HS/FAREIRA SKILLS,Biology,All Students,11,16,0,0,18.8,81.3
2021,EDISON HS/FAREIRA SKILLS,Biology,Historically Underperforming,11,16,0,0,18.8,81.3
2021,EDISON HS/FAREIRA SKILLS,Literature,All Students,11,18,0,0,22.2,77.8
2021,EDISON HS/FAREIRA SKILLS,Literature,Historically Underperforming,11,18,0,0,22.2,77.8
2021,FELS SAMUEL HS,Algebra I,All Students,11,117,2.6,6.8,28.2,62.4
2021,FELS SAMUEL HS,Algebra I,Historically Underperforming,11,103,2.9,5.8,25.2,66
2021,FELS SAMUEL HS,Literature,All Students,11,21,0,4.8,47.6,47.6
2021,FELS SAMUEL HS,Literature,Historically Underperforming,11,21,0,4.8,47.6,47.6
2021,FRANKFORD HS,Algebra I,All Students,11,125,0,4,36.8,59.2
2021,FRANKFORD HS,Algebra I,Historically Underperforming,11,110,0,4.5,33.6,61.8
2021,FRANKLIN BENJAMIN HS,Algebra I,All Students,11,69,0,5.8,18.8,75.4
2021,FRANKLIN BENJAMIN HS,Algebra I,Historically Underperforming,11,62,0,4.8,21,74.2
2021,FRANKLIN BENJAMIN HS,Biology,All Students,11,12,0,0,8.3,91.7
2021,FRANKLIN BENJAMIN HS,Biology,Historically Underperforming,11,11,0,0,9.1,90.9
2021,FRANKLIN LC,Algebra I,All Students,11,185,6.5,34.6,47.6,11.4
2021,FRANKLIN LC,Algebra I,Historically Underperforming,11,130,7.7,34.6,47.7,10
2021,FRANKLIN LC,Biology,All Students,11,74,18.9,33.8,18.9,28.4
2021,FRANKLIN LC,Biology,Historically Underperforming,11,60,21.7,30,15,33.3
2021,FRANKLIN LC,Literature,All Students,11,17,0,17.6,23.5,58.8
2021,FRANKLIN LC,Literature,Historically Underperforming,11,16,0,18.8,18.8,62.5
2021,FURNESS HORACE HS,Algebra I,All Students,11,118,6.8,15.3,34.7,43.2
2021,FURNESS HORACE HS,Algebra I,Historically Underperforming,11,109,6.4,14.7,33.9,45
2021,FURNESS HORACE HS,Biology,All Students,11,48,0,0,8.3,91.7
2021,FURNESS HORACE HS,Biology,Historically Underperforming,11,48,0,0,8.3,91.7
2021,FURNESS HORACE HS,Literature,All Students,11,53,0,1.9,20.8,77.4
2021,FURNESS HORACE HS,Literature,Historically Underperforming,11,53,0,1.9,20.8,77.4
2021,GAMP,Algebra I,All Students,11,64,18.8,50,26.6,4.7
2021,GAMP,Algebra I,Historically Underperforming,11,28,21.4,39.3,28.6,10.7
2021,GAMP,Biology,All Students,11,64,28.1,51.6,17.2,3.1
2021,GAMP,Biology,Historically Underperforming,11,28,21.4,50,21.4,7.1
2021,GIRLS HS,Algebra I,All Students,11,130,19.2,28.5,39.2,13.1
2021,GIRLS HS,Algebra I,Historically Underperforming,11,89,18,29.2,38.2,14.6
2021,GIRLS HS,Biology,All Students,11,111,29.7,40.5,20.7,9
2021,GIRLS HS,Biology,Historically Underperforming,11,77,28.6,42.9,18.2,10.4
2021,HILL FREEDMAN WORLD ACADEMY,Algebra I,All Students,11,75,0,25.3,57.3,17.3
2021,HILL FREEDMAN WORLD ACADEMY,Algebra I,Historically Underperforming,11,45,0,20,62.2,17.8
2021,HILL FREEDMAN WORLD ACADEMY,Biology,All Students,11,71,18.3,39.4,25.4,16.9
2021,HILL FREEDMAN WORLD ACADEMY,Biology,Historically Underperforming,11,41,14.6,46.3,26.8,12.2
2021,KENSINGTON CREATIVE & PERFORMING ARTS HS,Algebra I,All Students,11,97,0,2.1,34,63.9
2021,KENSINGTON CREATIVE & PERFORMING ARTS HS,Algebra I,Historically Underperforming,11,79,0,1.3,31.6,67.1
2021,KENSINGTON HEALTH SCIENCES,Algebra I,All Students,11,99,2,2,35.4,60.6
2021,KENSINGTON HEALTH SCIENCES,Algebra I,Historically Underperforming,11,88,2.3,2.3,33,62.5
2021,KENSINGTON HS,Algebra I,All Students,11,76,0,5.3,31.6,63.2
2021,KENSINGTON HS,Algebra I,Historically Underperforming,11,73,0,5.5,30.1,64.4
2021,KING MARTIN LUTHER HS,Algebra I,All Students,11,73,0,1.4,28.8,69.9
2021,KING MARTIN LUTHER HS,Algebra I,Historically Underperforming,11,64,0,1.6,28.1,70.3
2021,KING MARTIN LUTHER HS,Biology,All Students,11,12,0,0,16.7,83.3
2021,LANKENAU HS,Algebra I,All Students,11,89,2.2,12.4,68.5,16.9
2021,LANKENAU HS,Algebra I,Historically Underperforming,11,53,1.9,11.3,67.9,18.9
2021,LINCOLN HS,Algebra I,All Students,11,366,1.4,6,38,54.6
2021,LINCOLN HS,Algebra I,Historically Underperforming,11,316,0.6,4.7,36.7,57.9
2021,LINCOLN HS,Biology,All Students,11,55,0,3.6,21.8,74.5
2021,LINCOLN HS,Biology,Historically Underperforming,11,48,0,2.1,18.8,79.2
2021,LINCOLN HS,Literature,All Students,11,85,0,10.6,27.1,62.4
2021,LINCOLN HS,Literature,Historically Underperforming,11,81,0,9.9,24.7,65.4
2021,MASTBAUM JULES E AVTS,Algebra I,All Students,11,102,0,2.9,26.5,70.6
2021,MASTBAUM JULES E AVTS,Algebra I,Historically Underperforming,11,92,0,3.3,22.8,73.9
2021,MASTERMAN JULIA R SEC SCH,Algebra I,All Students,11,114,84.2,15.8,0,0
2021,MASTERMAN JULIA R SEC SCH,Algebra I,Historically Underperforming,11,36,86.1,13.9,0,0
2021,MASTERMAN JULIA R SEC SCH,Biology,All Students,11,114,91.2,8.8,0,0
2021,MASTERMAN JULIA R SEC SCH,Biology,Historically Underperforming,11,36,91.7,8.3,0,0
2021,MOTIVATION HS,Algebra I,All Students,11,81,0,4.9,28.4,66.7
2021,MOTIVATION HS,Algebra I,Historically Underperforming,11,64,0,6.3,26.6,67.2
2021,MOTIVATION HS,Biology,All Students,11,66,0,9.1,16.7,74.2
2021,MOTIVATION HS,Biology,Historically Underperforming,11,53,0,7.5,17,75.5
2021,NORTHEAST HS,Algebra I,All Students,11,589,13.8,17.1,32.9,36.2
2021,NORTHEAST HS,Algebra I,Historically Underperforming,11,434,11.1,13.4,33.4,42.2
2021,NORTHEAST HS,Biology,All Students,11,181,28.2,38.7,22.7,10.5
2021,NORTHEAST HS,Biology,Historically Underperforming,11,104,24,35.6,26,14.4
2021,OVERBROOK HS,Algebra I,All Students,11,46,0,0,34.8,65.2
2021,OVERBROOK HS,Algebra I,Historically Underperforming,11,40,0,0,37.5,62.5
2021,PARKWAY CENTER CITY MIDDLE COLLEGE,Algebra I,All Students,11,127,25.2,45.7,27.6,1.6
2021,PARKWAY CENTER CITY MIDDLE COLLEGE,Algebra I,Historically Underperforming,11,75,28,38.7,30.7,2.7
2021,PARKWAY NORTHWEST,Algebra I,All Students,11,52,0,11.5,51.9,36.5
2021,PARKWAY NORTHWEST,Algebra I,Historically Underperforming,11,39,0,10.3,46.2,43.6
2021,PARKWAY WEST,Algebra I,All Students,11,66,1.5,7.6,43.9,47
2021,PARKWAY WEST,Algebra I,Historically Underperforming,11,48,2.1,6.3,54.2,37.5
2021,PAUL ROBESON HS FOR HUMAN SERVICES,Algebra I,All Students,11,72,1.4,9.7,58.3,30.6
2021,PAUL ROBESON HS FOR HUMAN SERVICES,Algebra I,Historically Underperforming,11,61,1.6,9.8,57.4,31.1
2021,PAUL ROBESON HS FOR HUMAN SERVICES,Biology,All Students,11,62,3.2,21,48.4,27.4
2021,PAUL ROBESON HS FOR HUMAN SERVICES,Biology,Historically Underperforming,11,52,3.8,15.4,50,30.8
2021,PENN TREATY SCH,Algebra I,All Students,11,48,2.1,14.6,35.4,47.9
2021,PENN TREATY SCH,Algebra I,Historically Underperforming,11,45,2.2,15.6,31.1,51.1
2021,PENN TREATY SCH,Biology,All Students,11,50,0,14,42,44
2021,PENN TREATY SCH,Biology,Historically Underperforming,11,47,0,10.6,42.6,46.8
2021,PHILADELPHIA LEARNING ACADEMY - SOUTH,Algebra I,All Students,11,15,0,0,20,80
2021,PHILADELPHIA LEARNING ACADEMY - SOUTH,Algebra I,Historically Underperforming,11,13,0,0,23.1,76.9
2021,PHILADELPHIA MILITARY ACAD AT ELVERSON,Algebra I,All Students,11,67,0,6,56.7,37.3
2021,PHILADELPHIA MILITARY ACAD AT ELVERSON,Algebra I,Historically Underperforming,11,54,0,1.9,59.3,38.9
2021,RANDOLPH A. PHILIP AVT HS,Algebra I,All Students,11,54,0,0,33.3,66.7
2021,RANDOLPH A. PHILIP AVT HS,Algebra I,Historically Underperforming,11,45,0,0,33.3,66.7
2021,ROXBOROUGH HS,Algebra I,All Students,11,176,0.6,2.3,31.3,65.9
2021,ROXBOROUGH HS,Algebra I,Historically Underperforming,11,140,0.7,2.1,31.4,65.7
2021,ROXBOROUGH HS,Biology,All Students,11,166,0,9,18.1,72.9
2021,ROXBOROUGH HS,Biology,Historically Underperforming,11,131,0,6.9,16.8,76.3
2021,SAUL W B AGRICULTURAL SCHOOL,Algebra I,All Students,11,86,2.3,22.1,41.9,33.7
2021,SAUL W B AGRICULTURAL SCHOOL,Algebra I,Historically Underperforming,11,57,3.5,19.3,43.9,33.3
2021,SAYRE WILLIAM L MS,Algebra I,All Students,11,65,0,1.5,26.2,72.3
2021,SAYRE WILLIAM L MS,Algebra I,Historically Underperforming,11,59,0,1.7,28.8,69.5
2021,SAYRE WILLIAM L MS,Biology,All Students,11,12,0,0,33.3,66.7
2021,SCHOOL OF THE FUTURE,Algebra I,All Students,11,139,0,2.2,30.2,67.6
2021,SCHOOL OF THE FUTURE,Algebra I,Historically Underperforming,11,113,0,0.9,31.9,67.3
2021,SCIENCE LEADERSHIP ACADEMY,Algebra I,All Students,11,120,35,29.2,27.5,8.3
2021,SCIENCE LEADERSHIP ACADEMY,Algebra I,Historically Underperforming,11,49,30.6,22.4,34.7,12.2
2021,SOUTH PHILADELPHIA HS,Algebra I,All Students,11,100,0,6,32,62
2021,SOUTH PHILADELPHIA HS,Algebra I,Historically Underperforming,11,93,0,6.5,29,64.5
2021,SWENSON ARTS & TECHNOLOGY HS,Algebra I,All Students,11,135,3,17.8,37.8,41.5
2021,SWENSON ARTS & TECHNOLOGY HS,Algebra I,Historically Underperforming,11,96,2.1,16.7,34.4,46.9
2021,THE LINC,Algebra I,All Students,11,29,0,3.4,20.7,75.9
2021,THE LINC,Algebra I,Historically Underperforming,11,23,0,0,17.4,82.6
2021,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,Algebra I,All Students,11,106,8.5,33,41.5,17
2021,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,Algebra I,Historically Underperforming,11,52,3.8,21.2,42.3,32.7
2021,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,Biology,All Students,11,103,6.8,24.3,55.3,13.6
2021,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,Biology,Historically Underperforming,11,50,0,20,64,16
2021,THE SD OF PHILADELPHIA VIRTUAL ACADEMY,Algebra I,All Students,11,71,2.8,5.6,50.7,40.8
2021,THE SD OF PHILADELPHIA VIRTUAL ACADEMY,Biology,All Students,11,27,3.7,22.2,25.9,48.1
2021,THE SD OF PHILADELPHIA VIRTUAL ACADEMY,Literature,All Students,11,13,0,30.8,23.1,46.2
2021,THE U SCHOOL: INNOVATIVE LAB,Algebra I,All Students,11,38,0,5.3,47.4,47.4
2021,THE U SCHOOL: INNOVATIVE LAB,Algebra I,Historically Underperforming,11,35,0,5.7,45.7,48.6
2021,THE U SCHOOL: INNOVATIVE LAB,Biology,All Students,11,20,0,10,10,80
2021,THE U SCHOOL: INNOVATIVE LAB,Biology,Historically Underperforming,11,17,0,5.9,11.8,82.4
2021,VAUX HS: A BIG PICTURE SCHOOL,Algebra I,All Students,11,63,0,1.6,19,79.4
2021,VAUX HS: A BIG PICTURE SCHOOL,Algebra I,Historically Underperforming,11,56,0,1.8,16.1,82.1
2021,VAUX HS: A BIG PICTURE SCHOOL,Biology,All Students,11,69,0,1.4,15.9,82.6
2021,VAUX HS: A BIG PICTURE SCHOOL,Biology,Historically Underperforming,11,62,0,1.6,16.1,82.3
2021,WASHINGTON GEORGE HS,Algebra I,All Students,11,239,7.9,15.5,36,40.6
2021,WASHINGTON GEORGE HS,Algebra I,Historically Underperforming,11,183,7.1,12.6,34.4,45.9
2021,WASHINGTON GEORGE HS,Biology,All Students,11,117,3.4,12.8,44.4,39.3
2021,WASHINGTON GEORGE HS,Biology,Historically Underperforming,11,85,2.4,11.8,38.8,47.1
2021,WEST PHILADELPHIA HS,Algebra I,All Students,11,50,0,0,38,62
2021,WEST PHILADELPHIA HS,Algebra I,Historically Underperforming,11,44,0,0,36.4,63.6
2021,PHILADELPHIA ELECTRICAL & TECH CHS,Algebra I,All Students,11,21,0,4.8,38.1,57.1
2021,PHILADELPHIA ELECTRICAL & TECH CHS,Algebra I,Historically Underperforming,11,17,0,5.9,35.3,58.8
2021,PHILADELPHIA PERFORMING ARTS CS,Algebra I,All Students,11,142,19.7,23.2,40.1,16.9
2021,PHILADELPHIA PERFORMING ARTS CS,Algebra I,Historically Underperforming,11,85,10.6,18.8,45.9,24.7
2021,PHILADELPHIA PERFORMING ARTS CS,Biology,All Students,11,121,19,34.7,26.4,19.8
2021,PHILADELPHIA PERFORMING ARTS CS,Biology,Historically Underperforming,11,71,8.5,28.2,33.8,29.6
2021,PREPARATORY CS OF MATH SCIENCE TECH AND CAREERS,Algebra I,All Students,11,142,0.7,6.3,43.7,49.3
2021,PREPARATORY CS OF MATH SCIENCE TECH AND CAREERS,Algebra I,Historically Underperforming,11,109,0,5.5,40.4,54.1
2021,PREPARATORY CS OF MATH SCIENCE TECH AND CAREERS,Biology,All Students,11,139,0,15.1,43.9,41
2021,PREPARATORY CS OF MATH SCIENCE TECH AND CAREERS,Biology,Historically Underperforming,11,106,0,13.2,41.5,45.3
2021,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,Algebra I,All Students,11,40,5,10,50,35
2021,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,Algebra I,Historically Underperforming,11,29,3.4,13.8,48.3,34.5
2021,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,Biology,All Students,11,37,0,16.2,48.6,35.1
2021,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,Biology,Historically Underperforming,11,28,0,17.9,42.9,39.3
2021,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,Literature,All Students,11,37,0,35.1,37.8,27
2021,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,Literature,Historically Underperforming,11,28,0,32.1,32.1,35.7
2021,TACONY ACADEMY CHARTER SCHOOL,Algebra I,All Students,11,91,6.6,16.5,37.4,39.6
2021,TACONY ACADEMY CHARTER SCHOOL,Algebra I,Historically Underperforming,11,64,3.1,10.9,37.5,48.4
2021,TACONY ACADEMY CHARTER SCHOOL,Literature,All Students,11,78,2.6,15.4,42.3,39.7
2021,TACONY ACADEMY CHARTER SCHOOL,Literature,Historically Underperforming,11,53,0,9.4,43.4,47.2
2021,TECH FREIRE CS,Algebra I,All Students,11,125,0,8.8,56,35.2
2021,TECH FREIRE CS,Algebra I,Historically Underperforming,11,108,0,10.2,50,39.8
2021,TECH FREIRE CS,Biology,All Students,11,16,0,18.8,37.5,43.8
2021,TECH FREIRE CS,Biology,Historically Underperforming,11,12,0,16.7,41.7,41.7
2021,UNIVERSAL AUDENRIED CHARTER SCHOOL,Algebra I,All Students,11,78,2.6,20.5,32.1,44.9
2021,UNIVERSAL AUDENRIED CHARTER SCHOOL,Algebra I,Historically Underperforming,11,78,2.6,20.5,32.1,44.9
2021,UNIVERSAL AUDENRIED CHARTER SCHOOL,Biology,All Students,11,24,0,4.2,16.7,79.2
2021,UNIVERSAL AUDENRIED CHARTER SCHOOL,Biology,Historically Underperforming,11,24,0,4.2,16.7,79.2
2021,UNIVERSAL AUDENRIED CHARTER SCHOOL,Literature,All Students,11,38,0,55.3,18.4,26.3
2021,UNIVERSAL AUDENRIED CHARTER SCHOOL,Literature,Historically Underperforming,11,38,0,55.3,18.4,26.3
2021,DELAWARE VALLEY HS,Algebra I,All Students,11,261,24.5,52.5,21.5,1.5
2021,DELAWARE VALLEY HS,Algebra I,Historically Underperforming,11,80,20,46.3,32.5,1.3
2021,DELAWARE VALLEY HS,Biology,All Students,11,106,64.2,23.6,8.5,3.8
2021,DELAWARE VALLEY HS,Biology,Historically Underperforming,11,27,51.9,22.2,18.5,7.4
2021,WALLENPAUPACK AREA HS,Algebra I,All Students,11,205,34.1,41.5,21,3.4
2021,WALLENPAUPACK AREA HS,Algebra I,Historically Underperforming,11,97,21.6,38.1,34,6.2
2021,WALLENPAUPACK AREA HS,Literature,All Students,11,216,7.9,59.7,26.4,6
2021,WALLENPAUPACK AREA HS,Literature,Historically Underperforming,11,106,5.7,46.2,36.8,11.3
2021,COUDERSPORT AREA JSHS,Algebra I,All Students,11,22,22.7,72.7,4.5,0
2021,COUDERSPORT AREA JSHS,Biology,All Students,11,47,21.3,44.7,27.7,6.4
2021,COUDERSPORT AREA JSHS,Biology,Historically Underperforming,11,23,13,47.8,26.1,13
2021,GALETON AREA SCH,Algebra I,All Students,11,16,6.3,56.3,25,12.5
2021,NORTHERN POTTER JSHS,Algebra I,All Students,11,26,11.5,38.5,30.8,19.2
2021,NORTHERN POTTER JSHS,Algebra I,Historically Underperforming,11,14,7.1,35.7,35.7,21.4
2021,NORTHERN POTTER JSHS,Biology,All Students,11,25,24,44,24,8
2021,NORTHERN POTTER JSHS,Biology,Historically Underperforming,11,14,14.3,50,21.4,14.3
2021,BLUE MOUNTAIN HS,Algebra I,All Students,11,193,15,46.6,28.5,9.8
2021,BLUE MOUNTAIN HS,Algebra I,Historically Underperforming,11,59,6.8,25.4,37.3,30.5
2021,MINERSVILLE AREA JSHS,Algebra I,All Students,11,53,20.8,26.4,32.1,20.8
2021,MINERSVILLE AREA JSHS,Algebra I,Historically Underperforming,11,22,9.1,13.6,36.4,40.9
2021,MINERSVILLE AREA JSHS,Biology,All Students,11,18,0,16.7,27.8,55.6
2021,MINERSVILLE AREA JSHS,Biology,Historically Underperforming,11,14,0,21.4,21.4,57.1
2021,MINERSVILLE AREA JSHS,Literature,All Students,11,16,0,6.3,43.8,50
2021,MINERSVILLE AREA JSHS,Literature,Historically Underperforming,11,12,0,8.3,33.3,58.3
2021,NORTH SCHUYLKILL JSHS,Algebra I,All Students,11,138,13.8,23.9,46.4,15.9
2021,NORTH SCHUYLKILL JSHS,Algebra I,Historically Underperforming,11,75,8,22.7,46.7,22.7
2021,NORTH SCHUYLKILL JSHS,Biology,All Students,11,30,6.7,20,43.3,30
2021,NORTH SCHUYLKILL JSHS,Biology,Historically Underperforming,11,23,4.3,21.7,39.1,34.8
2021,NORTH SCHUYLKILL JSHS,Literature,All Students,11,30,0,23.3,46.7,30
2021,NORTH SCHUYLKILL JSHS,Literature,Historically Underperforming,11,24,0,25,41.7,33.3
2021,PINE GROVE AREA HS,Algebra I,All Students,11,100,14,38,44,4
2021,PINE GROVE AREA HS,Algebra I,Historically Underperforming,11,36,5.6,27.8,58.3,8.3
2021,PINE GROVE AREA HS,Biology,All Students,11,107,9.3,40.2,33.6,16.8
2021,PINE GROVE AREA HS,Biology,Historically Underperforming,11,44,0,38.6,34.1,27.3
2021,POTTSVILLE AREA HS,Algebra I,All Students,11,190,12.1,43.2,33.2,11.6
2021,POTTSVILLE AREA HS,Algebra I,Historically Underperforming,11,78,5.1,26.9,44.9,23.1
2021,POTTSVILLE AREA HS,Biology,All Students,11,50,44,28,14,14
2021,POTTSVILLE AREA HS,Biology,Historically Underperforming,11,17,17.6,17.6,29.4,35.3
2021,POTTSVILLE AREA HS,Literature,All Students,11,51,29.4,43.1,17.6,9.8
2021,POTTSVILLE AREA HS,Literature,Historically Underperforming,11,15,6.7,13.3,53.3,26.7
2021,SCHUYLKILL HAVEN SHS,Algebra I,All Students,11,70,2.9,58.6,31.4,7.1
2021,SCHUYLKILL HAVEN SHS,Algebra I,Historically Underperforming,11,24,0,37.5,41.7,20.8
2021,SCHUYLKILL HAVEN SHS,Biology,All Students,11,80,12.5,42.5,33.8,11.3
2021,SCHUYLKILL HAVEN SHS,Biology,Historically Underperforming,11,30,3.3,23.3,46.7,26.7
2021,SHENANDOAH VALLEY JSHS,Algebra I,All Students,11,69,4.3,43.5,33.3,18.8
2021,SHENANDOAH VALLEY JSHS,Algebra I,Historically Underperforming,11,46,6.5,32.6,37,23.9
2021,SHENANDOAH VALLEY JSHS,Biology,All Students,11,72,4.2,37.5,34.7,23.6
2021,SHENANDOAH VALLEY JSHS,Biology,Historically Underperforming,11,49,2,28.6,38.8,30.6
2021,TAMAQUA AREA SHS,Algebra I,All Students,11,135,20.7,26.7,32.6,20
2021,TAMAQUA AREA SHS,Algebra I,Historically Underperforming,11,55,12.7,23.6,30.9,32.7
2021,TAMAQUA AREA SHS,Literature,All Students,11,131,4.6,55.7,27.5,12.2
2021,TAMAQUA AREA SHS,Literature,Historically Underperforming,11,52,1.9,42.3,32.7,23.1
2021,TRI-VALLEY JSHS,Algebra I,All Students,11,38,42.1,34.2,18.4,5.3
2021,WILLIAMS VALLEY JSHS,Algebra I,All Students,11,50,6,24,50,20
2021,WILLIAMS VALLEY JSHS,Algebra I,Historically Underperforming,11,24,4.2,8.3,62.5,25
2021,WILLIAMS VALLEY JSHS,Biology,All Students,11,59,10.2,47.5,23.7,18.6
2021,WILLIAMS VALLEY JSHS,Biology,Historically Underperforming,11,32,3.1,43.8,31.3,21.9
2021,MIDD-WEST HS,Algebra I,All Students,11,134,20.9,44,21.6,13.4
2021,MIDD-WEST HS,Algebra I,Historically Underperforming,11,55,5.5,41.8,29.1,23.6
2021,MIDD-WEST HS,Biology,All Students,11,34,67.6,29.4,2.9,0
2021,SELINSGROVE AREA HS,Algebra I,All Students,11,177,33.9,45.2,16.9,4
2021,SELINSGROVE AREA HS,Algebra I,Historically Underperforming,11,55,21.8,38.2,32.7,7.3
2021,SELINSGROVE AREA HS,Biology,All Students,11,13,7.7,30.8,23.1,38.5
2021,BERLIN BROTHERSVALLEY SHS,Algebra I,All Students,11,44,34.1,50,13.6,2.3
2021,BERLIN BROTHERSVALLEY SHS,Algebra I,Historically Underperforming,11,16,37.5,56.3,6.3,0
2021,BERLIN BROTHERSVALLEY SHS,Biology,All Students,11,48,31.3,62.5,6.3,0
2021,BERLIN BROTHERSVALLEY SHS,Biology,Historically Underperforming,11,18,38.9,50,11.1,0
2021,CONEMAUGH TWP AREA MS/SHS,Algebra I,All Students,11,75,29.3,37.3,33.3,0
2021,CONEMAUGH TWP AREA MS/SHS,Algebra I,Historically Underperforming,11,21,4.8,38.1,57.1,0
2021,CONEMAUGH TWP AREA MS/SHS,Biology,All Students,11,46,52.2,19.6,13,15.2
