Plum Borough SD	District Address (Street)	900 Elicker Road
Plum Borough SD	District Name	Plum Borough SD
Plum Borough SD	District Zip Code	15239
Plum Borough SD	Geographic Size of District (Square Miles)	28.96
Pocono Mountain SD	District Address (City)	Swiftwater
Pocono Mountain SD	District Address (Street)	PO Box 200
Pocono Mountain SD	District Name	Pocono Mountain SD
Pocono Mountain SD	District Zip Code	18370
Pocono Mountain SD	Geographic Size of District (Square Miles)	321.55
Port Allegany SD	District Address (City)	Port Allegany
Port Allegany SD	District Address (Street)	20 Oak St
Port Allegany SD	District Name	Port Allegany SD
Port Allegany SD	District Zip Code	16743
Port Allegany SD	Geographic Size of District (Square Miles)	170.87
Portage Area SD	District Address (City)	Portage
Portage Area SD	District Address (Street)	84 Mountain Ave
Portage Area SD	District Name	Portage Area SD
Portage Area SD	District Zip Code	15946
Portage Area SD	Geographic Size of District (Square Miles)	25.17
Pottsgrove SD	District Address (City)	Pottstown
Pottsgrove SD	District Address (Street)	1301 Kauffman Rd
Pottsgrove SD	District Name	Pottsgrove SD
Pottsgrove SD	District Zip Code	19464
Pottsgrove SD	Geographic Size of District (Square Miles)	15.44
Pottstown SD	District Address (City)	Pottstown
Pottstown SD	District Address (Street)	230 Beech St
Pottstown SD	District Name	Pottstown SD
Pottstown SD	District Zip Code	19464
Pottstown SD	Geographic Size of District (Square Miles)	4.96
Pottsville Area SD	District Address (City)	Pottsville
Pottsville Area SD	District Address (Street)	1501 W Laurel Blvd
Pottsville Area SD	District Name	Pottsville Area SD
Pottsville Area SD	District Zip Code	17901
Pottsville Area SD	Geographic Size of District (Square Miles)	12.24
Punxsutawney Area SD	District Address (City)	Punxsutawney
Punxsutawney Area SD	District Address (Street)	300 Center St
Punxsutawney Area SD	District Name	Punxsutawney Area SD
Punxsutawney Area SD	District Zip Code	15767
Punxsutawney Area SD	Geographic Size of District (Square Miles)	274.03
Purchase Line SD	District Address (City)	Commodore
Purchase Line SD	District Address (Street)	16559 Route 286 Highway E
Purchase Line SD	District Name	Purchase Line SD
Purchase Line SD	District Zip Code	15729
Purchase Line SD	Geographic Size of District (Square Miles)	145.64
Quaker Valley SD	District Address (City)	Leetsdale
Quaker Valley SD	District Address (Street)	100 Leetsdale Industrial Drive
Quaker Valley SD	District Name	Quaker Valley SD
Quaker Valley SD	District Zip Code	15056
Quaker Valley SD	Geographic Size of District (Square Miles)	24.2
Quakertown Community SD	District Address (City)	Quakertown
Quakertown Community SD	District Address (Street)	100 Commerce Drive
Quakertown Community SD	District Name	Quakertown Community SD
Quakertown Community SD	District Zip Code	18951
Quakertown Community SD	Geographic Size of District (Square Miles)	72.33
Radnor Township SD	District Address (City)	Wayne
Radnor Township SD	District Address (Street)	135 S Wayne Ave
Radnor Township SD	District Name	Radnor Township SD
Radnor Township SD	District Zip Code	19087
Radnor Township SD	Geographic Size of District (Square Miles)	13.79
Reading SD	District Address (City)	Reading
Reading SD	District Address (Street)	800 Washington St
Reading SD	District Name	Reading SD
Reading SD	District Zip Code	19601
Reading SD	Geographic Size of District (Square Miles)	10.14
Red Lion Area SD	District Address (City)	Red Lion
Red Lion Area SD	District Address (Street)	Red Lion Area Education Center
Red Lion Area SD	District Name	Red Lion Area SD
Red Lion Area SD	District Zip Code	17356
Red Lion Area SD	Geographic Size of District (Square Miles)	141.05
Redbank Valley SD	District Address (City)	New Bethlehem
Redbank Valley SD	District Address (Street)	920 E Broad St
Redbank Valley SD	District Name	Redbank Valley SD
Redbank Valley SD	District Zip Code	16242
Redbank Valley SD	Geographic Size of District (Square Miles)	167.2
Reynolds SD	District Address (City)	Greenville
Reynolds SD	District Address (Street)	531 Reynolds Rd
Reynolds SD	District Name	Reynolds SD
Reynolds SD	District Zip Code	16125
Reynolds SD	Geographic Size of District (Square Miles)	88.05
Richland SD	District Address (City)	Johnstown
Richland SD	District Address (Street)	"One Academic Avenue, Suite 200"
Richland SD	District Name	Richland SD
Richland SD	District Zip Code	15904
Richland SD	Geographic Size of District (Square Miles)	21.46
Ridgway Area SD	District Address (City)	Ridgway
Ridgway Area SD	District Address (Street)	62 School Dr
Ridgway Area SD	District Name	Ridgway Area SD
Ridgway Area SD	District Zip Code	15853
Ridgway Area SD	Geographic Size of District (Square Miles)	184.2
Ridley SD	District Address (City)	Folsom
Ridley SD	District Address (Street)	901 Morton Ave Suite 100
Ridley SD	District Name	Ridley SD
Ridley SD	District Zip Code	19033
Ridley SD	Geographic Size of District (Square Miles)	7.92
Ringgold SD	District Address (City)	New Eagle
Ringgold SD	District Address (Street)	400 Main St
Ringgold SD	District Name	Ringgold SD
Ringgold SD	District Zip Code	15067
Ringgold SD	Geographic Size of District (Square Miles)	55.29
Riverside Beaver County SD	District Address (City)	Ellwood City
Riverside Beaver County SD	District Address (Street)	318 Country Club Dr
Riverside Beaver County SD	District Name	Riverside Beaver County SD
Riverside Beaver County SD	District Zip Code	16117
Riverside Beaver County SD	Geographic Size of District (Square Miles)	49.41
Riverside SD	District Address (City)	Taylor
Riverside SD	District Address (Street)	300 Davis St
Riverside SD	District Name	Riverside SD
Riverside SD	District Zip Code	18517
Riverside SD	Geographic Size of District (Square Miles)	11.73
Riverview SD	District Address (City)	Oakmont
Riverview SD	District Address (Street)	701 10th St
Riverview SD	District Name	Riverview SD
Riverview SD	District Zip Code	15139
Riverview SD	Geographic Size of District (Square Miles)	2.37
Rochester Area SD	District Address (City)	Rochester
Rochester Area SD	District Address (Street)	540 Reno St
Rochester Area SD	District Name	Rochester Area SD
Rochester Area SD	District Zip Code	15074
Rochester Area SD	Geographic Size of District (Square Miles)	5.14
Rockwood Area SD	District Address (City)	Rockwood
Rockwood Area SD	District Address (Street)	439 Somerset Ave
Rockwood Area SD	District Name	Rockwood Area SD
Rockwood Area SD	District Zip Code	15557
Rockwood Area SD	Geographic Size of District (Square Miles)	146.38
Rose Tree Media SD	District Address (City)	Media
Rose Tree Media SD	District Address (Street)	308 N Olive St
Rose Tree Media SD	District Name	Rose Tree Media SD
Rose Tree Media SD	District Zip Code	19063
Rose Tree Media SD	Geographic Size of District (Square Miles)	29.77
Saint Clair Area SD	District Address (City)	Saint Clair
Saint Clair Area SD	District Address (Street)	227 S Mill St
Saint Clair Area SD	District Name	Saint Clair Area SD
Saint Clair Area SD	District Zip Code	17970
Saint Clair Area SD	Geographic Size of District (Square Miles)	47.48
Saint Marys Area SD	District Address (City)	Saint Marys
Saint Marys Area SD	District Address (Street)	977 S Saint Marys Rd
Saint Marys Area SD	District Name	Saint Marys Area SD
Saint Marys Area SD	District Zip Code	15857
Saint Marys Area SD	Geographic Size of District (Square Miles)	341.83
Salisbury Township SD	District Address (City)	Allentown
Salisbury Township SD	District Address (Street)	1140 Salisbury Rd
Salisbury Township SD	District Name	Salisbury Township SD
Salisbury Township SD	District Zip Code	18103
Salisbury Township SD	Geographic Size of District (Square Miles)	11.27
Salisbury-Elk Lick SD	District Address (City)	Salisbury
Salisbury-Elk Lick SD	District Address (Street)	196 Smith Avenue
Salisbury-Elk Lick SD	District Name	Salisbury-Elk Lick SD
Salisbury-Elk Lick SD	District Zip Code	15558
Salisbury-Elk Lick SD	Geographic Size of District (Square Miles)	58.04
Saucon Valley SD	District Address (City)	Hellertown
Saucon Valley SD	District Address (Street)	2097 Polk Valley Rd
Saucon Valley SD	District Name	Saucon Valley SD
Saucon Valley SD	District Zip Code	18055
Saucon Valley SD	Geographic Size of District (Square Miles)	25.85
Sayre Area SD	District Address (City)	Sayre
Sayre Area SD	District Address (Street)	333 West Lockhart Street
Sayre Area SD	District Name	Sayre Area SD
Sayre Area SD	District Zip Code	18840
Sayre Area SD	Geographic Size of District (Square Miles)	33.32
Schuylkill Haven Area SD	District Address (City)	Schuylkill Haven
Schuylkill Haven Area SD	District Address (Street)	501 East Main Street
Schuylkill Haven Area SD	District Name	Schuylkill Haven Area SD
Schuylkill Haven Area SD	District Zip Code	17972
Schuylkill Haven Area SD	Geographic Size of District (Square Miles)	23.93
Schuylkill Valley SD	District Address (City)	Leesport
Schuylkill Valley SD	District Address (Street)	929 Lakeshore Drive
Schuylkill Valley SD	District Name	Schuylkill Valley SD
Schuylkill Valley SD	District Zip Code	19533
Schuylkill Valley SD	Geographic Size of District (Square Miles)	51.98
Scranton SD	District Address (City)	Scranton
Scranton SD	District Address (Street)	425 N Washington Ave
Scranton SD	District Name	Scranton SD
Scranton SD	District Zip Code	18503
Scranton SD	Geographic Size of District (Square Miles)	25.54
Selinsgrove Area SD	District Address (City)	Selinsgrove
Selinsgrove Area SD	District Address (Street)	329 Seals Avenue
Selinsgrove Area SD	District Name	Selinsgrove Area SD
Selinsgrove Area SD	District Zip Code	17870
Selinsgrove Area SD	Geographic Size of District (Square Miles)	104.84
Seneca Valley SD	District Address (City)	Harmony
Seneca Valley SD	District Address (Street)	124 Seneca School Rd
Seneca Valley SD	District Name	Seneca Valley SD
Seneca Valley SD	District Zip Code	16037
Seneca Valley SD	Geographic Size of District (Square Miles)	95.35
Shade-Central City SD	District Address (City)	Cairnbrook
Shade-Central City SD	District Address (Street)	203 McGregor Avenue
Shade-Central City SD	District Name	Shade-Central City SD
Shade-Central City SD	District Zip Code	15924
Shade-Central City SD	Geographic Size of District (Square Miles)	69.3
Shaler Area SD	District Address (City)	Glenshaw
Shaler Area SD	District Address (Street)	1800 Mount Royal Blvd
Shaler Area SD	District Name	Shaler Area SD
Shaler Area SD	District Zip Code	15116
Shaler Area SD	Geographic Size of District (Square Miles)	14.7
Shamokin Area SD	District Address (City)	Coal Township
Shamokin Area SD	District Address (Street)	2000 W State St
Shamokin Area SD	District Name	Shamokin Area SD
Shamokin Area SD	District Zip Code	17866
Shamokin Area SD	Geographic Size of District (Square Miles)	70.57
Shanksville-Stonycreek SD	District Address (City)	Shanksville
Shanksville-Stonycreek SD	District Address (Street)	1325 Corner Stone Road
Shanksville-Stonycreek SD	District Name	Shanksville-Stonycreek SD
Shanksville-Stonycreek SD	District Zip Code	15560
Shanksville-Stonycreek SD	Geographic Size of District (Square Miles)	66.18
Sharon City SD	District Address (City)	Sharon
Sharon City SD	District Address (Street)	215 Forker Blvd
Sharon City SD	District Name	Sharon City SD
Sharon City SD	District Zip Code	16146
Sharon City SD	Geographic Size of District (Square Miles)	3.77
Sharpsville Area SD	District Address (City)	Sharpsville
Sharpsville Area SD	District Address (Street)	1 Blue Devil Way
Sharpsville Area SD	District Name	Sharpsville Area SD
Sharpsville Area SD	District Zip Code	16150
Sharpsville Area SD	Geographic Size of District (Square Miles)	26.59
Shenandoah Valley SD	District Address (City)	Shenandoah
Shenandoah Valley SD	District Address (Street)	805 West Centre Street
Shenandoah Valley SD	District Name	Shenandoah Valley SD
Shenandoah Valley SD	District Zip Code	17976
Shenandoah Valley SD	Geographic Size of District (Square Miles)	12
Shenango Area SD	District Address (City)	New Castle
Shenango Area SD	District Address (Street)	2501 Old Pittsburgh Rd
Shenango Area SD	District Name	Shenango Area SD
Shenango Area SD	District Zip Code	16101
Shenango Area SD	Geographic Size of District (Square Miles)	24.78
Shikellamy SD	District Address (City)	Sunbury
Shikellamy SD	District Address (Street)	200 Island Blvd
Shikellamy SD	District Name	Shikellamy SD
Shikellamy SD	District Zip Code	17801
Shikellamy SD	Geographic Size of District (Square Miles)	77.67
Shippensburg Area SD	District Address (City)	Shippensburg
Shippensburg Area SD	District Address (Street)	317 N Morris St
Shippensburg Area SD	District Name	Shippensburg Area SD
Shippensburg Area SD	District Zip Code	17257
Shippensburg Area SD	Geographic Size of District (Square Miles)	122.44
Slippery Rock Area SD	District Address (City)	Slippery Rock
Slippery Rock Area SD	District Address (Street)	201 Kiester Rd
Slippery Rock Area SD	District Name	Slippery Rock Area SD
Slippery Rock Area SD	District Zip Code	16057
Slippery Rock Area SD	Geographic Size of District (Square Miles)	139.66
Smethport Area SD	District Address (City)	Smethport
Smethport Area SD	District Address (Street)	414 S Mechanic St
Smethport Area SD	District Name	Smethport Area SD
Smethport Area SD	District Zip Code	16749
Smethport Area SD	Geographic Size of District (Square Miles)	339.85
Solanco SD	District Address (City)	Quarryville
Solanco SD	District Address (Street)	121 S Hess St
Solanco SD	District Name	Solanco SD
Solanco SD	District Zip Code	17566
Solanco SD	Geographic Size of District (Square Miles)	188.31
Somerset Area SD	District Address (City)	Somerset
Somerset Area SD	District Address (Street)	645 S Columbia Ave Ste 110
Somerset Area SD	District Name	Somerset Area SD
Somerset Area SD	District Zip Code	15501
Somerset Area SD	Geographic Size of District (Square Miles)	134.63
Souderton Area SD	District Address (City)	Souderton
Souderton Area SD	District Address (Street)	760 Lower Road
Souderton Area SD	District Name	Souderton Area SD
Souderton Area SD	District Zip Code	18964
Souderton Area SD	Geographic Size of District (Square Miles)	49.41
South Allegheny SD	District Address (City)	Mc Keesport
South Allegheny SD	District Address (Street)	2743 Washington Blvd
South Allegheny SD	District Name	South Allegheny SD
South Allegheny SD	District Zip Code	15133
South Allegheny SD	Geographic Size of District (Square Miles)	9.46
South Butler County SD	District Address (City)	Saxonburg
South Butler County SD	District Address (Street)	328 Knoch Rd
South Butler County SD	District Name	South Butler County SD
South Butler County SD	District Zip Code	16056
South Butler County SD	Geographic Size of District (Square Miles)	95.79
South Eastern SD	District Address (City)	Fawn Grove
South Eastern SD	District Address (Street)	377 Main St
South Eastern SD	District Name	South Eastern SD
South Eastern SD	District Zip Code	17321
South Eastern SD	Geographic Size of District (Square Miles)	108.78
South Fayette Township SD	District Address (City)	McDonald
South Fayette Township SD	District Address (Street)	3680 Old Oakdale Rd
South Fayette Township SD	District Name	South Fayette Township SD
South Fayette Township SD	District Zip Code	15057
South Fayette Township SD	Geographic Size of District (Square Miles)	20.39
South Middleton SD	District Address (City)	Boiling Springs
South Middleton SD	District Address (Street)	"Administration Office, Suite 100"
South Middleton SD	District Name	South Middleton SD
South Middleton SD	District Zip Code	17007
South Middleton SD	Geographic Size of District (Square Miles)	49.09
South Park SD	District Address (City)	South Park
South Park SD	District Address (Street)	2005 Eagle Ridge Rd
South Park SD	District Name	South Park SD
South Park SD	District Zip Code	15129
South Park SD	Geographic Size of District (Square Miles)	9.27
South Side Area SD	District Address (City)	Hookstown
South Side Area SD	District Address (Street)	4949 State Route 151
South Side Area SD	District Name	South Side Area SD
South Side Area SD	District Zip Code	15050
South Side Area SD	Geographic Size of District (Square Miles)	75.58
South Western SD	District Address (City)	Hanover
South Western SD	District Address (Street)	225 Bowman Rd
South Western SD	District Name	South Western SD
South Western SD	District Zip Code	17331
South Western SD	Geographic Size of District (Square Miles)	55.71
South Williamsport Area SD	District Address (City)	South Williamsport
South Williamsport Area SD	District Address (Street)	515 W Central Ave
South Williamsport Area SD	District Name	South Williamsport Area SD
South Williamsport Area SD	District Zip Code	17702
South Williamsport Area SD	Geographic Size of District (Square Miles)	35.53
Southeast Delco SD	District Address (City)	Folcroft
Southeast Delco SD	District Address (Street)	1560 Delmar Drive
Southeast Delco SD	District Name	Southeast Delco SD
Southeast Delco SD	District Zip Code	19032
Southeast Delco SD	Geographic Size of District (Square Miles)	4.49
Southeastern Greene SD	District Address (City)	Greensboro
Southeastern Greene SD	District Address (Street)	1000 Mapletown Rd
Southeastern Greene SD	District Name	Southeastern Greene SD
Southeastern Greene SD	District Zip Code	15338
Southeastern Greene SD	Geographic Size of District (Square Miles)	68.51
Southern Columbia Area SD	District Address (City)	Catawissa
Southern Columbia Area SD	District Address (Street)	800 Southern Drive
Southern Columbia Area SD	District Name	Southern Columbia Area SD
Southern Columbia Area SD	District Zip Code	17820
Southern Columbia Area SD	Geographic Size of District (Square Miles)	109.99
Southern Fulton SD	District Address (City)	Warfordsburg
Southern Fulton SD	District Address (Street)	3072 Great Cove Rd
Southern Fulton SD	District Name	Southern Fulton SD
Southern Fulton SD	District Zip Code	17267
Southern Fulton SD	Geographic Size of District (Square Miles)	210.54
Southern Huntingdon County SD	District Address (City)	Three Springs
Southern Huntingdon County SD	District Address (Street)	10339 Pogue Road
Southern Huntingdon County SD	District Name	Southern Huntingdon County SD
Southern Huntingdon County SD	District Zip Code	17264
Southern Huntingdon County SD	Geographic Size of District (Square Miles)	221.4
Southern Lehigh SD	District Address (City)	Center Valley
Southern Lehigh SD	District Address (Street)	5775 Main St
Southern Lehigh SD	District Name	Southern Lehigh SD
Southern Lehigh SD	District Zip Code	18034
Southern Lehigh SD	Geographic Size of District (Square Miles)	45.27
Southern Tioga SD	District Address (City)	Blossburg
Southern Tioga SD	District Address (Street)	310 Morris Street
Southern Tioga SD	District Name	Southern Tioga SD
Southern Tioga SD	District Zip Code	16912
Southern Tioga SD	Geographic Size of District (Square Miles)	488.05
Southern York County SD	District Address (City)	Glen Rock
Southern York County SD	District Address (Street)	3280 Fissels Church Rd
Southern York County SD	District Name	Southern York County SD
Southern York County SD	District Zip Code	17327
Southern York County SD	Geographic Size of District (Square Miles)	67.85
Southmoreland SD	District Address (City)	Scottdale
Southmoreland SD	District Address (Street)	200 Scottie Way
Southmoreland SD	District Name	Southmoreland SD
Southmoreland SD	District Zip Code	15683
Southmoreland SD	Geographic Size of District (Square Miles)	42.13
Spring Cove SD	District Address (City)	Roaring Spring
Spring Cove SD	District Address (Street)	1100 E Main Street
Spring Cove SD	District Name	Spring Cove SD
Spring Cove SD	District Zip Code	16673
Spring Cove SD	Geographic Size of District (Square Miles)	98.14
Spring Grove Area SD	District Address (City)	Spring Grove
Spring Grove Area SD	District Address (Street)	100 E College Ave
Spring Grove Area SD	District Name	Spring Grove Area SD
Spring Grove Area SD	District Zip Code	17362
Spring Grove Area SD	Geographic Size of District (Square Miles)	92.85
Springfield SD	District Address (City)	Springfield
Springfield SD	District Address (Street)	111 W Leamy Ave
Springfield SD	District Name	Springfield SD
Springfield SD	District Zip Code	19064
Springfield SD	Geographic Size of District (Square Miles)	6.7
Springfield Township SD	District Address (City)	Oreland
Springfield Township SD	District Address (Street)	1901 E Paper Mill Rd
Springfield Township SD	District Name	Springfield Township SD
Springfield Township SD	District Zip Code	19075
Springfield Township SD	Geographic Size of District (Square Miles)	6.79
Spring-Ford Area SD	District Address (City)	Royersford
Spring-Ford Area SD	District Address (Street)	857 South Lewis Road
Spring-Ford Area SD	District Name	Spring-Ford Area SD
Spring-Ford Area SD	District Zip Code	19468
Spring-Ford Area SD	Geographic Size of District (Square Miles)	42.52
State College Area SD	District Address (City)	State College
State College Area SD	District Address (Street)	240 Villa Crest Dr
State College Area SD	District Name	State College Area SD
State College Area SD	District Zip Code	16801
State College Area SD	Geographic Size of District (Square Miles)	151.13
Steel Valley SD	District Address (City)	Munhall
Steel Valley SD	District Address (Street)	220 E Oliver Rd
Steel Valley SD	District Name	Steel Valley SD
Steel Valley SD	District Zip Code	15120
Steel Valley SD	Geographic Size of District (Square Miles)	4.04
Steelton-Highspire SD	District Address (City)	Steelton
Steelton-Highspire SD	District Address (Street)	250 Reynders St
Steelton-Highspire SD	District Name	Steelton-Highspire SD
Steelton-Highspire SD	District Zip Code	17113
Steelton-Highspire SD	Geographic Size of District (Square Miles)	2.64
Sto-Rox SD	District Address (City)	McKees Rocks
Sto-Rox SD	District Address (Street)	298 Ewing Road
Sto-Rox SD	District Name	Sto-Rox SD
Sto-Rox SD	District Zip Code	15136
Sto-Rox SD	Geographic Size of District (Square Miles)	3.42
Stroudsburg Area SD	District Address (City)	Stroudsburg
Stroudsburg Area SD	District Address (Street)	123 Linden St
Stroudsburg Area SD	District Name	Stroudsburg Area SD
Stroudsburg Area SD	District Zip Code	18360
Stroudsburg Area SD	Geographic Size of District (Square Miles)	73.63
Sullivan County SD	District Address (City)	Laporte
Sullivan County SD	District Address (Street)	777 South Street
Sullivan County SD	District Name	Sullivan County SD
Sullivan County SD	District Zip Code	18626
Sullivan County SD	Geographic Size of District (Square Miles)	452.5
Susquehanna Community SD	District Address (City)	Susquehanna
Susquehanna Community SD	District Address (Street)	3192 Turnpike St.
Susquehanna Community SD	District Name	Susquehanna Community SD
Susquehanna Community SD	District Zip Code	18847
Susquehanna Community SD	Geographic Size of District (Square Miles)	103.27
Susquehanna Township SD	District Address (City)	Harrisburg
Susquehanna Township SD	District Address (Street)	2579 Interstate Drive
Susquehanna Township SD	District Name	Susquehanna Township SD
Susquehanna Township SD	District Zip Code	17110
Susquehanna Township SD	Geographic Size of District (Square Miles)	15.27
Susquenita SD	District Address (City)	Duncannon
Susquenita SD	District Address (Street)	Susquenita School District D.O.
Susquenita SD	District Name	Susquenita SD
Susquenita SD	District Zip Code	17020
Susquenita SD	Geographic Size of District (Square Miles)	91.73
Tamaqua Area SD	District Address (City)	Tamaqua
Tamaqua Area SD	District Address (Street)	138 West Broad St
Tamaqua Area SD	District Name	Tamaqua Area SD
Tamaqua Area SD	District Zip Code	18252
Tamaqua Area SD	Geographic Size of District (Square Miles)	122.89
Titusville Area SD	District Address (City)	Titusville
Titusville Area SD	District Address (Street)	Titusville Area School District
Titusville Area SD	District Name	Titusville Area SD
Titusville Area SD	District Zip Code	16354
Titusville Area SD	Geographic Size of District (Square Miles)	200.15
Towanda Area SD	District Address (City)	Towanda
Towanda Area SD	District Address (Street)	410 State St
Towanda Area SD	District Name	Towanda Area SD
Towanda Area SD	District Zip Code	18848
Towanda Area SD	Geographic Size of District (Square Miles)	162.47
Tredyffrin-Easttown SD	District Address (City)	Wayne
Tredyffrin-Easttown SD	District Address (Street)	West Valley Business Center
Tredyffrin-Easttown SD	District Name	Tredyffrin-Easttown SD
Tredyffrin-Easttown SD	District Zip Code	19087
Tredyffrin-Easttown SD	Geographic Size of District (Square Miles)	28.12
Trinity Area SD	District Address (City)	Washington
Trinity Area SD	District Address (Street)	231 Park Ave
Trinity Area SD	District Name	Trinity Area SD
Trinity Area SD	District Zip Code	15301
Trinity Area SD	Geographic Size of District (Square Miles)	90.12
Tri-Valley SD	District Address (City)	Valley View
Tri-Valley SD	District Address (Street)	110 W Main St
Tri-Valley SD	District Name	Tri-Valley SD
Tri-Valley SD	District Zip Code	17983
Tri-Valley SD	Geographic Size of District (Square Miles)	99.15
Troy Area SD	District Address (City)	Troy
Troy Area SD	District Address (Street)	68 Fenner Ave
Troy Area SD	District Name	Troy Area SD
Troy Area SD	District Zip Code	16947
Troy Area SD	Geographic Size of District (Square Miles)	276.43
Tulpehocken Area SD	District Address (City)	Bethel
Tulpehocken Area SD	District Address (Street)	27 Rehrersburg Road
Tulpehocken Area SD	District Name	Tulpehocken Area SD
Tulpehocken Area SD	District Zip Code	19507
Tulpehocken Area SD	Geographic Size of District (Square Miles)	101.32
Tunkhannock Area SD	District Address (City)	Tunkhannock
Tunkhannock Area SD	District Address (Street)	41 Philadelphia Ave
Tunkhannock Area SD	District Name	Tunkhannock Area SD
Tunkhannock Area SD	District Zip Code	18657
Tunkhannock Area SD	Geographic Size of District (Square Miles)	297.43
Turkeyfoot Valley Area SD	District Address (City)	Confluence
Turkeyfoot Valley Area SD	District Address (Street)	172 Turkeyfoot Rd
Turkeyfoot Valley Area SD	District Name	Turkeyfoot Valley Area SD
Turkeyfoot Valley Area SD	District Zip Code	15424
Turkeyfoot Valley Area SD	Geographic Size of District (Square Miles)	102.58
Tuscarora SD	District Address (City)	Mercersburg
Tuscarora SD	District Address (Street)	100 W Seminary St
Tuscarora SD	District Name	Tuscarora SD
Tuscarora SD	District Zip Code	17236
Tuscarora SD	Geographic Size of District (Square Miles)	206.6
Tussey Mountain SD	District Address (City)	Saxton
Tussey Mountain SD	District Address (Street)	199 Front Street
Tussey Mountain SD	District Name	Tussey Mountain SD
Tussey Mountain SD	District Zip Code	16678
Tussey Mountain SD	Geographic Size of District (Square Miles)	173.16
Twin Valley SD	District Address (City)	Elverson
Twin Valley SD	District Address (Street)	4851 N. Twin Valley Road
Twin Valley SD	District Name	Twin Valley SD
Twin Valley SD	District Zip Code	19520
Twin Valley SD	Geographic Size of District (Square Miles)	89.08
Tyrone Area SD	District Address (City)	Tyrone
Tyrone Area SD	District Address (Street)	701 Clay Avenue
Tyrone Area SD	District Name	Tyrone Area SD
Tyrone Area SD	District Zip Code	16686
Tyrone Area SD	Geographic Size of District (Square Miles)	167.1
Union Area SD	District Address (City)	New Castle
Union Area SD	District Address (Street)	2106 Camden Avenue
Union Area SD	District Name	Union Area SD
Union Area SD	District Zip Code	16101
Union Area SD	Geographic Size of District (Square Miles)	11.95
Union City Area SD	District Address (City)	Union City
Union City Area SD	District Address (Street)	107 Concord St
Union City Area SD	District Name	Union City Area SD
Union City Area SD	District Zip Code	16438
Union City Area SD	Geographic Size of District (Square Miles)	76.74
Union SD	District Address (City)	Rimersburg
Union SD	District Address (Street)	"354 Baker Street, Ste 2"
Union SD	District Name	Union SD
Union SD	District Zip Code	16248
Union SD	Geographic Size of District (Square Miles)	76.88
Uniontown Area SD	District Address (City)	Uniontown
Uniontown Area SD	District Address (Street)	205 Wilson Avenue
Uniontown Area SD	District Name	Uniontown Area SD
Uniontown Area SD	District Zip Code	15401
Uniontown Area SD	Geographic Size of District (Square Miles)	249.65
Unionville-Chadds Ford SD	District Address (City)	Kennett Square
Unionville-Chadds Ford SD	District Address (Street)	740 Unionville Road
Unionville-Chadds Ford SD	District Name	Unionville-Chadds Ford SD
Unionville-Chadds Ford SD	District Zip Code	19348
Unionville-Chadds Ford SD	Geographic Size of District (Square Miles)	76.95
United SD	District Address (City)	Armagh
United SD	District Address (Street)	10780 Route 56 East
United SD	District Name	United SD
United SD	District Zip Code	15920
United SD	Geographic Size of District (Square Miles)	132.32
Upper Adams SD	District Address (City)	Biglerville
Upper Adams SD	District Address (Street)	161 North Main Street
Upper Adams SD	District Name	Upper Adams SD
Upper Adams SD	District Zip Code	17307
Upper Adams SD	Geographic Size of District (Square Miles)	83.74
Upper Darby SD	District Address (City)	Drexel Hill
Upper Darby SD	District Address (Street)	4611 Bond Ave
Upper Darby SD	District Name	Upper Darby SD
Upper Darby SD	District Zip Code	19026
Upper Darby SD	Geographic Size of District (Square Miles)	8.53
Upper Dauphin Area SD	District Address (City)	Lykens
Upper Dauphin Area SD	District Address (Street)	5668 State Route 209
Upper Dauphin Area SD	District Name	Upper Dauphin Area SD
Upper Dauphin Area SD	District Zip Code	17048
Upper Dauphin Area SD	Geographic Size of District (Square Miles)	89.89
Upper Dublin SD	District Address (City)	Maple Glen
Upper Dublin SD	District Address (Street)	1580 Fort Washington Ave
Upper Dublin SD	District Name	Upper Dublin SD
Upper Dublin SD	District Zip Code	19002
Upper Dublin SD	Geographic Size of District (Square Miles)	13.26
Upper Merion Area SD	District Address (City)	King of Prussia
Upper Merion Area SD	District Address (Street)	435 Crossfield Rd
Upper Merion Area SD	District Name	Upper Merion Area SD
Upper Merion Area SD	District Zip Code	19406
Upper Merion Area SD	Geographic Size of District (Square Miles)	18.88
Upper Moreland Township SD	District Address (City)	Willow Grove
Upper Moreland Township SD	District Address (Street)	2900 Terwood Rd
Upper Moreland Township SD	District Name	Upper Moreland Township SD
Upper Moreland Township SD	District Zip Code	19090
Upper Moreland Township SD	Geographic Size of District (Square Miles)	7.98
Upper Perkiomen SD	District Address (City)	Pennsburg
Upper Perkiomen SD	District Address (Street)	2229 East Buck Rd Suite 1
Upper Perkiomen SD	District Name	Upper Perkiomen SD
Upper Perkiomen SD	District Zip Code	18073
Upper Perkiomen SD	Geographic Size of District (Square Miles)	51.31
Upper Saint Clair SD	District Address (City)	Pittsburgh
Upper Saint Clair SD	District Address (Street)	1820 McLughln Rn Rd Upr St Clr
Upper Saint Clair SD	District Name	Upper Saint Clair SD
Upper Saint Clair SD	District Zip Code	15241
Upper Saint Clair SD	Geographic Size of District (Square Miles)	9.83
Valley Grove SD	District Address (City)	Franklin
Valley Grove SD	District Address (Street)	429 Wiley Ave
Valley Grove SD	District Name	Valley Grove SD
Valley Grove SD	District Zip Code	16323
