name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,homeless_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Cumberland Perry Area Career & Technical,3.16,0.32,1.34,3.32,8.7,2.13,0,0.08,0.32,0,0.16,39.29,1265,29.01,No,83.08
Cumberland Valley HS,4.02,0.3,18.32,4.45,6.1,1.19,2.87,0.03,0.2,26.52,4.22,48.3,3035,13.84,No,66.79
Cumru El Sch,9.11,0,0.25,5.67,36.95,2.22,0.99,0,0.49,55.67,0.49,49.26,406,20.2,Yes,48.03
Curtin Intrmd Sch,20.74,0,0.78,25.78,6.78,6.01,0,0,3.49,80.23,0.39,46.51,516,21.32,Yes,45.93
Curtisville Pri Ctr,3.61,0.28,0.28,0,2.5,1.39,0,0,0.28,37.5,0.83,51.11,360,18.61,Yes,93.33
Curwensville Area El Sch,0.56,0.19,0.37,0,0.19,1.12,2.24,0,0.93,57.09,0,49.81,536,20.71,Yes,98.69
Curwensville Area JSHS,1.1,0.44,0,0.22,0.44,4.19,2.65,0,3.31,58.72,0,45.25,453,18.98,No,97.79
Cynwyd Sch,9.51,0,13.69,8.82,7.42,0,0,0,7.19,10.9,5.34,51.97,431,14.39,No,60.56
Dallas Intermediate Sch,3.49,0,1.65,2.02,5.32,0.55,0.92,0,6.24,27.89,0.73,49.36,545,17.06,Yes,87.52
Dallas MS,2.8,0,2.14,0.82,5.92,0.66,0.49,0,11.18,32.73,0.66,49.18,608,17.6,No,88.32
Dallas SHS,1.81,0,1.94,0.9,2.84,0.39,0.13,0.13,12.66,24.94,0.26,49.35,774,16.93,No,92.38
Dallastown Area Intermediate Sch,2.55,0.2,2.55,11.87,8.32,1.14,0,0,3.49,39.1,2.48,46.88,1491,18.31,No,74.51
Dallastown Area MS,5.4,0.29,2.51,9.16,8.78,0.87,0.1,0.29,5.11,39.83,1.54,45.23,1037,20.73,No,73.58
Dallastown Area SHS,4.44,0.05,2.86,11.34,9.02,0.64,0.2,0.05,0.39,38.26,0.49,48.57,2028,18.05,No,72.24
Dallastown El Sch,5.43,0,0,5.43,10.87,0.54,0,0,0,57.07,0.54,50.54,184,11.41,Yes,78.26
Damascus Area Sch,3.64,0,0.36,0,4.36,0,0.73,0,1.09,41.45,0.73,42.91,275,18.18,Yes,91.64
Dana El Ctr,8.91,0.16,1.13,6.48,15.56,0,1.46,0,1.13,63.05,3.57,49.59,617,13.13,Yes,67.75
Daniel Boone Area HS,2.79,0,3.47,6.26,5.49,1.25,0,0.29,8,37.28,0.58,47.69,1038,20.33,No,81.7
Daniel Boone Area Intermediate Cntr,7.02,0,2.23,5.26,8.77,1.59,0,0,0.64,41.95,1.12,47.37,627,18.5,No,76.71
Daniel Boone Area MS,4.65,0.32,2.96,6.77,9.09,1.37,0,0.42,4.33,39.96,0.21,47.89,946,21.14,No,75.79
Daniel Boone Area Primary Ctr,5.95,0,0.71,5.24,13.57,0.95,0,0,0,35.71,2.62,50,420,14.29,Yes,74.52
Daniel J Flood El Sch,8.78,0,1.18,19.76,53.55,2.53,0,0,0,82.94,6.42,49.32,592,18.92,Yes,16.72
Danville Area MS,3.35,0,3.94,2.36,2.95,0.79,0.2,0.39,5.91,36.61,0.98,50.98,508,22.83,No,87.01
Danville Area SHS,3.29,0,3.91,3.76,4.07,0.63,0.31,0.16,7.36,30.83,0.63,50.39,639,14.71,No,84.82
Danville Primary Sch,3.72,0.2,4.7,1.76,4.31,1.96,0.2,0,0,40.7,1.57,46.97,511,13.5,Yes,85.32
Darby Twp Sch,6.03,0.16,1.47,69.87,4.4,0.49,0,0,0.16,76.87,2.44,46.09,614,8.79,Yes,18.08
Dassa McKinney El Sch,2.36,0.34,0,0.34,0.51,2.03,0.84,0.17,0.68,42.74,0.17,47.8,592,15.88,Yes,96.28
Dauphin County Technical School,2.84,0.18,9.87,22.04,21.78,2.67,0.09,0,0.98,56.89,4.44,50.31,1125,18.76,No,43.29
David E Williams MS,5.48,0.32,2.9,6.98,2.79,0,1.18,0,3.33,27.39,0.86,51.24,931,17.62,No,81.53
David Leech El Sch,6.33,0,0,1.67,1.67,1.67,1,0,0.33,29.33,0.67,45.67,300,17,Yes,90.33
Davis El Sch,3.6,0,6.18,2.19,7.08,3.22,1.54,0.13,1.8,38.61,9.91,47.23,777,14.67,No,80.82
Davis Sch,5.04,0,0.39,34.5,50.78,9.88,0.39,0.19,0.39,88.57,26.55,50.39,516,12.98,Yes,9.11
Day Anna B Sch,3.55,0,0.25,91.62,4.06,8.88,0.51,0.25,0,87.82,1.78,49.75,394,14.72,Yes,0.25
Dayton El Sch,1.49,0,0,0.5,2.49,2.99,0,0,0,48.76,1.49,57.21,201,15.92,Yes,95.52
DeBurgos Bilingual Magnet MS,2.07,0,0.32,14.65,82.17,7.01,0,0,0.16,94.43,27.71,49.84,628,23.57,Yes,0.8
DeFranco El Sch,4.87,0.7,0.23,1.16,6.96,0.7,0.23,0,1.62,41.76,0.93,45.48,431,19.03,Yes,86.08
Decatur Stephen Sch,7.87,0,12.6,14.62,16.87,0.9,0.67,0.67,1.91,63.78,17.44,46.01,889,18.22,Yes,47.36
Deep Roots CS,5.99,0,0,35.56,47.89,0.7,0,0,0,57.39,3.52,46.13,284,8.45,Yes,10.56
Deer Lakes HS,1.89,0.17,0.34,0.51,1.37,0.86,0,0.17,4.46,34.82,0.69,48.54,583,20.07,No,95.54
Deer Lakes MS,3.55,0,0,0.24,0.95,0.47,0,0,0.71,37.91,0,44.79,422,23.22,No,95.26
Deibler El Sch,5.31,0,2.23,0.56,10.34,0.28,0,0,5.03,22.07,0.56,50.28,358,21.79,No,81.56
Delahunty MS,7.69,0,2.01,8.7,0.67,0.33,0.67,0.67,7.02,50.84,0.33,55.85,299,17.39,No,80.27
Delaware County Technical High School-As,7.63,0,5.47,22.06,6.8,1.82,0,0,0,45.77,0,40.63,603,31.34,No,58.04
Delaware County Technical High School-Fo,7.11,0.47,6,33.65,6,0.95,0,0,0,60.98,0,60.98,633,29.38,No,46.76
Delaware County Technical High School-Ma,--,--,--,--,--,--,--,--,--,--,--,--,--,--,No,--
Delaware Valley El Sch,4.38,0.22,2.63,1.09,12.47,1.75,0,0,0.66,43.54,1.75,50.77,457,15.97,Yes,79.21
Delaware Valley HS,3.59,0.14,1.9,2.61,12.96,0.77,0,0,2.61,37.46,0.21,47.46,1420,20,No,78.8
Delaware Valley MS,5.85,0.42,2.51,1.04,13.36,1.25,0,0,2.92,37.79,0.84,47.18,479,22.55,No,76.83
Delcroft Sch,5.08,0,3.65,74.29,6.51,1.27,0,0,0.32,78.1,3.02,45.71,630,8.57,Yes,10.48
Delta-Peach Bottom El Sch,0.73,0,0,1.09,4.73,4,1.45,0.73,0.73,44.73,1.45,47.27,275,10.55,Yes,92.73
Denver El Sch,2.29,0.23,2.52,0.92,8.92,2.97,0.23,0,0,46,2.97,46.91,437,20.82,Yes,85.13
Derry Area MS,5.19,0,0.23,1.13,0.45,1.35,0.68,0,3.84,50.11,0.45,44.92,443,23.48,Yes,93
Derry Area SHS,2.75,0.17,0.52,1.38,0.34,0.69,0.34,0,3.61,48.36,0.17,49.4,581,17.9,No,94.84
Devers Sch,3.6,0.14,0,36.83,50.36,5.32,0.72,0,0,88.78,25.61,48.63,695,12.66,Yes,9.06
Devon El Sch,4.81,0,37.43,2.14,2.67,0,0.8,0,10.43,1.34,10.43,42.51,374,15.24,No,52.94
Dick William Sch,2.52,0.56,0,92.16,3.36,5.6,0,0,0.28,95.52,0.28,42.86,357,26.05,Yes,1.4
Dickson Prep STEAM Academy,8.72,0.31,0.31,62.31,4.52,2.49,0.16,0,4.52,70.56,1.71,50.47,642,28.04,Yes,23.83
Diehl Sch,17.93,0.42,9.07,39.03,9.28,2.95,0,0,0.42,95.78,15.4,51.05,474,11.6,Yes,24.26
Dillsburg El Sch,3.34,0.21,2.3,1.25,3.76,0.63,1.04,0,2.51,23.38,0,49.27,479,10.02,No,89.14
Dingman-Delaware El Sch,4.18,0.4,1.39,2.59,15.34,1,0,0,1.59,51.39,1.2,48.21,502,18.92,Yes,76.1
Dingman-Delaware MS,3.63,0.38,1.91,2.86,15.65,0.76,0,0,1.34,45.23,0.76,49.43,524,18.51,No,75.57
Dingman-Delaware Primary Sch,3.41,0,2.4,2.2,13.63,1.2,0,0,0.6,52.3,1.4,49.7,499,11.02,Yes,78.36
Discovery CS,1.93,0,0.32,95.82,1.45,1.61,0,0,0,57.88,0.48,48.39,622,13.02,Yes,0.48
Disston Hamilton Sch,5.33,0,2.95,31.84,45.86,3.09,0.98,0.14,0,79.24,25.25,49.93,713,14.59,Yes,13.88
Dobbins AVT HS,2.68,0.11,0.33,89.29,6.92,2.79,0,0,0,89.29,2.12,55.02,896,21.43,Yes,0.67
Dobson James Sch,7.88,0.41,3.32,31.54,8.71,0.83,0,0,4.98,55.19,2.07,48.55,241,26.56,Yes,48.13
Dodson El Sch,4.94,0.21,0.41,14.2,67.28,3.09,0,0,0,83.54,19.75,48.97,486,7,Yes,12.96
Doe Run El Sch,2.8,0,4.98,1.56,12.91,4.51,0,0.16,1.56,37.01,3.42,44.48,643,14.93,Yes,77.6
Don Gill El Sch,5.66,0.94,0.94,0,0.31,1.57,0.63,0,1.89,55.35,0,48.43,318,14.78,Yes,92.14
Donald E. Schick Sch,9.8,0.26,2.35,6.14,3.14,0.78,0,0.13,1.44,46.54,0.26,48.76,765,14.51,Yes,78.17
Donald H Eichhorn MS,7.49,0,2.66,6.76,7.25,0.48,0.24,0,6.76,19.08,1.69,51.45,414,16.91,No,75.85
Donaldson Elem Sch,4.17,0,2.72,3.09,2,0,0,0.18,1.09,23.96,0.54,45.01,551,9.8,No,87.84
Donegal El Sch,1.83,0,1.83,0,0.92,0.92,0,0,0.92,40.37,0,48.62,109,29.36,Yes,95.41
Donegal HS,4.3,0.43,1.18,3.55,14.41,2.04,1.08,0,4.41,46.99,1.83,48.17,930,15.48,No,76.13
Donegal Intermediate School,6.38,0,1.18,3.66,17.38,1.65,1.54,0,4.61,50,2.96,52.01,846,17.61,Yes,71.39
Donegal JHS,4.1,0,1.3,3.89,14.9,1.3,1.73,0,6.05,49.68,2.16,47.73,463,15.98,No,75.81
Donegal Primary School,2.63,0.53,0.88,3.68,15.59,0.7,0.35,0,0.35,44.83,1.75,52.71,571,5.25,Yes,76.71
Donegan El Sch,0,0.22,0.89,12.69,79.29,5.79,0,0,1.34,89.76,23.83,49.22,449,16.04,Yes,6.9
Dormont El Sch,3.42,0.28,1.14,8.83,6.55,0,0.28,0,4.84,38.18,1.99,47.86,351,17.38,Yes,79.77
Dorseyville MS,4.45,0.31,8.27,4.34,4.76,0.1,0.41,0,9.41,24.41,0.93,47.57,967,12.1,No,77.87
Dover Area El Sch,8.03,0,0.28,3.6,11.63,2.77,0,0.28,0.83,49.86,2.22,52.35,361,12.47,Yes,76.18
Dover Area HS,4.82,0.1,0.89,4.82,13.48,2.46,0,0.1,2.85,49.41,3.25,47.05,1016,15.75,No,75.79
Dover Area MS,4.36,0.12,0.5,5.48,12.83,2.24,0,0,3.24,53.05,2.12,48.82,803,15.69,No,76.71
Downey Sch,6.74,0,0.52,47.41,43.26,8.03,0.26,0,0,93.52,26.68,48.45,386,12.44,Yes,2.07
Downingtown HS East Campus,4.76,0.06,16.5,3.05,7.69,1.29,0,0.06,3.99,18.5,1.23,48.56,1703,19.67,No,67.88
Downingtown HS West Campus,3.06,0,5.17,3.56,7.11,1,0,0.11,3.28,19.22,1,45,1800,23.22,No,81
Downingtown MS,4.51,0.09,11.96,3.81,5.29,0.52,0,0,3.55,13.34,1.21,49.31,1154,17.85,No,74.35
Downingtown STEM Academy,4,0,41.67,1.95,2.27,0,0,0.11,18.18,5.84,0,52.49,924,3.35,No,50
Doyle El Sch,5.32,0,2.31,0.23,7.87,0,0,0,10.88,18.75,0.69,46.3,432,9.72,No,84.26
Dr Cleveland Steward Jr El Sch,14.07,1.22,3.98,34.25,4.28,6.12,0,0,1.83,73.09,3.06,46.48,327,20.18,Yes,42.2
Dr David W Kistler El Sch,9.72,0.66,1.09,17.25,55.57,4.91,0,0,0.11,83.73,8.95,54.91,916,11.03,Yes,15.72
Dr Robert Ketterer CS Inc,6.16,0,0,17.12,3.42,5.48,0,0,0,91.1,1.37,35.62,146,54.11,Yes,73.29
Drexel Hill MS,6.07,0,5.54,46.36,8.8,2.28,0,0.15,4.1,58.57,3.34,50,1318,19.95,No,33.08
Drums El/MS,3.06,0.26,0.77,2.42,23.98,0.51,0,0.13,2.04,36.86,2.68,46.56,784,13.9,No,69.39
DuBois Area MS,3.3,0,1.13,0.85,1.88,1.79,0.28,0,3.01,56.21,0.38,48.21,1062,24.58,Yes,92.84
DuBois Area SHS,2.69,0.11,0.97,0.75,2.47,0.97,0,0,4.52,54.09,0.22,51.18,930,19.89,No,93.01
Duckrey Tanner Sch,2.06,0.46,0,93.12,3.67,6.19,0,0,0,95.64,0.92,46.33,436,19.95,Yes,0.69
Dunbar Paul L Sch,0.84,0.42,0,87.87,8.79,2.51,0,0,0,90.79,3.35,42.26,239,30.13,Yes,2.09
Dunbar Twp El Sch,2.41,0.48,0.16,2.09,0.96,2.73,0,0,0.64,58.11,0,47.67,623,32.91,Yes,93.9
Dunmore El Ctr,2.42,0,5.6,6.23,11.2,0.25,0,0.13,0,45.04,4.58,46.44,786,17.81,Yes,74.43
Dunmore JSHS,2.69,0,5.24,5.09,9.73,0.15,0,0,0.15,38.17,3.14,44.76,668,20.66,Yes,77.25
Duquesne El Sch,13.21,0.68,8.43,63.1,2.28,3.87,0,0.23,0.23,93.39,10.93,51.48,439,23.69,Yes,12.07
Durham-Nockamixon El Sch,1.71,0,0,2.14,7.26,0,0.85,0,1.71,34.62,2.56,51.28,234,14.53,Yes,88.89
Dutch Ridge El Sch,2.55,0.17,1.02,0.68,1.36,0.17,1.19,0,1.19,20.88,0.34,48.73,589,13.58,Yes,94.23
E M Crouthamel El Sch,2.79,0,3.41,10.22,23.22,2.17,0,0,3.41,45.51,19.2,45.82,323,14.24,Yes,60.37
E N Peirce MS,4.03,0,8.55,4.32,12.57,1.67,0.2,0.1,6.97,19.65,3.54,48.13,1018,15.32,No,70.43
ELCO Intermd Sch,2.26,0,0.57,2.08,10.38,3.21,0.75,0,0.57,48.3,3.58,44.72,530,15.85,Yes,84.72
Eagle View El Sch,4.91,0,0.23,0.47,3.97,0.93,0.47,0,0.23,58.88,0,48.6,428,24.07,Yes,90.42
Eagle View MS,5.58,0.39,18.61,3.62,5,1.57,2.55,0,0.29,29.19,3.82,48.19,1021,13.52,No,66.8
Eagleville El Sch,4.23,0.25,7.21,7.96,16.67,0.5,1,0,1.99,32.59,6.97,52.74,402,8.96,Yes,63.68
Earl El Sch,3.34,0,0,1.67,6.69,2.34,0,0,1.34,40.13,0,47.83,299,22.41,Yes,88.29
Earle C Davis Primary,5.4,0.32,0.32,0.95,4.13,0,0.32,0,0.32,51.43,0.32,46.03,315,15.87,Yes,88.89
Early Childhood Edu Ctr,3.3,0,0,3.3,13.19,2.2,0,0,0,56.04,1.1,57.14,91,9.89,Yes,80.22
Early Childhood Lc,5.15,0,0,0.43,3.86,5.15,7.73,0,0,75.54,0.43,51.93,233,4.72,Yes,90.56
East Allegheny JSHS,11.04,0,0.9,33.28,3.28,2.09,0,0,0.45,62.69,1.19,47.16,670,24.33,Yes,51.49
East Bradford El Sch,4.68,0,1.91,3.19,8.94,0.64,0.43,0,2.98,15.96,4.04,48.09,470,12.13,Yes,81.28
East Coventry El Sch,5.96,0.21,3.62,3.4,6.17,0.21,2.13,0,3.19,27.87,1.28,52.13,470,18.94,Yes,80.64
East Derry El Sch,0,0,0,1.09,1.09,2.17,0.72,0.36,0,64.49,0,53.26,276,20.29,Yes,97.46
East Fallowfield El Sch,7.81,0,0.63,35.94,22.5,5.94,0,0,0.31,68.13,6.25,45.63,320,24.06,Yes,33.13
East Forest El Sch,5.97,0,0,0,1.49,16.42,0,0,1.49,71.64,0,43.28,67,16.42,Yes,92.54
East Forest JSHS,3.23,0,0,0,1.61,12.9,0,0,1.61,61.29,0,45.16,62,27.42,No,95.16
East Goshen El Sch,5.29,0,4.12,3.73,9.22,2.35,0.78,0,2.16,18.43,3.53,47.25,510,10.98,No,77.65
East Hanover El Sch,4.89,0,2.59,1.15,13.79,1.15,0.57,0,0.57,27.59,3.16,45.11,348,16.38,Yes,77.59
East High Street El Sch,6.65,0,3.33,2.7,10.19,1.66,1.04,0,0.62,45.53,8.11,46.99,481,10.4,Yes,77.13
East Hills MS,1.62,0.29,3.44,9.46,31.14,0.38,0,0.86,4.39,46.8,3.06,48.52,1047,16.52,No,53.2
East Juniata El Sch,4.1,0,0,0,1.03,3.08,0.26,0,0.77,52.31,0.51,50.51,390,21.54,Yes,94.87
East Juniata JSHS,3.2,0,0.49,0.49,2.22,2.71,0,0,2.22,51.23,0.49,47.04,406,23.15,No,93.6
East Lansdowne El Sch,4.95,0.35,3.53,79.51,6.36,0.35,0,0,0.71,69.26,0,49.47,283,8.83,Yes,5.3
East MS,6.4,0.46,6.71,44.21,15.4,5.34,0,0.3,0,93.29,19.82,49.09,656,28.2,Yes,26.52
East Norriton MS,10.19,0,1.16,27.55,42.59,1.74,0,0,6.6,74.65,15.39,46.06,864,18.63,Yes,18.52
East Pennsboro Area MS,7.8,0.18,7.45,9.4,10.28,1.24,1.06,0,4.61,50.35,5.14,46.1,564,23.4,No,64.89
East Pennsboro Area SHS,6.67,0.13,7.19,7.71,9.93,1.7,1.31,0.26,3.4,39.87,3.01,47.71,765,20.92,No,68.1
East Pennsboro El Sch,12.59,0.17,3.91,8.33,10.37,1.53,2.21,0.34,1.53,49.49,3.06,49.83,588,20.75,Yes,64.29
East Petersburg El Sch,7.11,0,0.89,5.56,24.44,0.89,0.44,0,3.33,45.78,10.22,52.67,450,17.33,Yes,62
East Pike El Sch,7.57,0.24,0.95,3.55,2.13,1.18,0.24,0.24,0.71,49.88,1.89,44.68,423,17.02,Yes,85.34
East Stroudsburg El Sch,12.73,7.27,1.49,17.85,11.74,0.66,0,0,1.65,58.18,2.64,52.89,605,15.7,Yes,48.93
East Stroudsburg SHS North,9.01,2.44,3.18,28.42,25.77,1.17,0,0,2.01,62.67,1.7,47.4,943,23.65,No,31.18
East Stroudsburg SHS South,8.3,1.87,1.79,23.69,21.75,0.9,0,0.22,2.09,54.04,2.32,49.4,1338,19.66,No,42.38
East Union Intrmd Sch,4.24,0,0,1.59,1.59,2.39,0.27,0,2.12,49.34,0.8,50.93,377,24.14,Yes,92.57
East Vincent El Sch,5.01,0,3.85,10.98,7.9,0,1.73,0.19,2.5,28.32,1.35,46.24,519,17.15,Yes,72.06
East Ward El Sch,10.37,0,20.19,5.56,8.33,1.48,0,0,2.04,26.3,4.44,49.26,540,12.96,Yes,55.56
East York El Sch,7.25,0,3.48,8.99,14.2,1.45,0,0,2.03,46.38,8.41,46.09,345,12.75,Yes,66.09
Easterly Parkway El Sch,9.49,0,11.39,9.81,7.59,4.11,0,0,5.38,37.34,13.29,48.42,316,11.71,Yes,61.71
Eastern Center for Arts & Technology,2.29,0.16,2.94,22.22,11.44,1.31,0,0.16,0,32.52,0.33,36.44,612,38.24,No,60.78
Eastern Lebanon Co MS,1.79,0,0.49,2.61,9.14,2.77,2.28,0,1.96,44.54,2.12,44.86,613,22.19,No,85.97
Eastern Lebanon Co SHS,1.58,0.13,1.06,1.19,6.99,4.35,1.32,0,3.03,43.8,2.11,47.49,758,18.6,No,89.05
Eastern Westmoreland CTC,2.05,0,0.19,0.93,0.37,1.12,0.19,0,1.87,41.23,0,36.38,536,31.53,No,96.46
Eastern York HS,3.1,0.16,0.31,3.1,7.44,2.79,0.47,0,5.74,46.67,1.86,50.7,645,10.7,No,85.89
Eastern York MS,3.37,0,0.37,1.5,7.87,2.62,0.56,0.19,4.68,48.13,1.12,46.63,534,18.16,No,86.7
Easton Area HS,4.71,0.04,4.81,16.76,30.67,1.83,0,0.25,4.22,50.32,6.57,47.58,2846,18.62,Yes,42.76
Easton Area MS,5.38,0.05,5.16,17.4,31.51,1.12,0,0.05,6.07,53.27,5.38,49.28,1879,19.37,Yes,40.45
Easton Arts Academy Elementary CS,10.21,0,0.35,37.68,20.07,1.06,0,0.35,0.35,65.49,5.28,56.69,284,15.85,Yes,31.34
Ebenezer El Sch,4.45,0.19,3.53,4.45,22.63,2.04,6.68,0,0.74,47.5,6.31,48.05,539,13.73,Yes,64.75
Economy El Sch,3.13,0,0.89,5.82,8.5,0.45,0.89,0,2.24,32.44,8.05,49.22,447,12.08,No,81.66
Eddystone El Sch,11.2,0,3.73,36.1,12.03,2.49,0,0,0,92.12,9.13,48.96,241,21.99,Yes,36.93
Eden Hall Upper El Sch,3.09,0.48,6.86,1.55,3,0.48,0,0.1,10.82,7.73,0.39,48.31,1035,18.36,No,84.93
Edgar Fahs Smith STEAM Academy,8.33,0,0.42,33.75,45.42,2.08,0.83,0,4.17,91.25,8.33,51.25,240,11.25,Yes,12.08
Edgewood El STEAM Academy,7.91,0.56,0.75,67.98,4.71,1.88,0,0,1.69,74.95,1.88,46.7,531,18.08,Yes,18.08
Edgewood El Sch,7.05,0,6.33,2.71,5.42,0.18,0,0,0,11.93,2.35,50.09,553,18.81,No,78.48
Edgeworth El Sch,8.74,0,0.73,2.18,5.83,0.49,0.97,0,0,21.36,2.18,50.49,412,12.62,Yes,82.52
Edgmont Scholars Academy,0.51,0,0.26,92.54,3.08,2.31,0,0,0,94.34,0,44.99,389,20.57,Yes,3.6
Edinboro El Sch,3.79,0.24,1.42,2.13,1.18,0.71,0,0,2.84,45.5,0.95,48.34,422,15.17,Yes,91.23
Edison El Sch,28.57,0.24,4.52,32.38,8.33,4.29,0,0,0.24,93.33,7.62,46.43,420,17.14,Yes,25.95
Edison HS/Fareira Skills,1.92,0,0.56,30.25,65.69,4.18,0.34,0,0.11,87.92,26.64,47.74,886,32.96,Yes,1.58
Ehrman Crest El Sch,4.62,0,2.11,1.19,4.49,0.4,0.92,0.13,4.88,18.87,1.19,46.57,758,15.3,Yes,87.47
Ehrman Crest MS,5.2,0.16,1.3,1.63,1.3,1.3,0.49,0,10.24,18.37,0.49,45.2,615,22.11,No,90.41
Eisenhower El Sch,5.1,0,5.1,3.53,8.63,0,2.35,0,3.14,21.57,3.53,44.71,255,15.29,Yes,77.65
Eisenhower M/HS,1.13,0,1.13,0.68,0.9,0.45,0,0,4.75,35.52,0.23,49.32,442,18.1,No,96.15
Eisenhower MS,7.02,0,1.35,31.03,53.82,2.71,0,0,2.22,82.02,17.86,47.41,812,23.03,Yes,6.77
Elderton El Sch,1.39,0,1.39,0.46,1.39,2.78,0,0,0.93,37.04,0.93,50.46,216,18.98,Yes,95.37
Eleanor Roosevelt El Sch,8.1,0,7.75,7.75,6.34,0.53,0,0.18,0,24.82,2.99,45.95,568,14.44,Yes,69.89
Elementary West,1.55,0,0.44,0.89,5.54,0.67,0,0,2,35.7,0,47.67,451,20.18,Yes,91.57
Elizabeth Forward MS,4,0.18,0.18,2.55,0.73,0.36,0.36,0,3.82,43.82,0.18,49.82,550,21.45,No,92.36
Elizabeth Forward SHS,4.67,0,0.53,4.14,2.14,0.67,0.53,0,4.27,40.72,0.27,52.6,749,20.43,No,88.52
Elizabethtown Area MS,4.8,0.34,2.63,2.51,6.17,2.17,1.14,0,8.34,39.54,2.17,47.77,875,17.14,No,83.54
Elizabethtown Area SHS,3.36,0.24,2.48,2.56,6.81,2,1.52,0,7.13,33.31,1.76,49.48,1249,15.77,No,84.55
Elk Lake El Sch,1.62,0,0.18,0.36,8.12,0.36,0.72,0,0.18,43.68,5.05,51.44,554,20.76,Yes,89.71
Elk Lake JSHS,3.24,0,0.18,0.72,6.49,2.34,0.9,0,2.34,52.97,2.34,47.75,555,23.96,No,89.37
Elk Ridge School,5.58,0.24,0.24,1.7,36.89,2.67,7.04,0,1.21,47.82,14.32,48.06,412,17.72,Yes,55.34
Elk Valley El Sch,5.24,0,0,0.7,0.52,2.62,2.44,0,0,60.21,0.17,46.07,573,14.49,Yes,93.54
Elkin Lewis Sch,0.56,0,0.56,20.41,76.44,1.48,0,0,0.19,94.81,31.91,45.83,539,13.36,Yes,2.04
Elkins Park Sch,9.58,0,5.11,52.24,9.9,0.8,0.32,0.32,9.42,45.69,1.92,49.04,626,18.05,No,22.84
Ellwood Sch,3.34,0.33,1.34,87.63,5.35,4.01,0,0.67,0,86.62,2.01,50.5,299,17.06,Yes,1.34
Elmwood Academy,4.81,0,5.09,10.89,7.64,1.56,0.57,0.14,1.98,37.2,8.06,48.09,707,16.27,Yes,71.43
Elroy Avenue El Sch,11.04,0.32,8.52,11.67,10.41,0.63,1.89,0,1.26,70.66,8.52,46.06,317,11.36,Yes,58.04
Emily Brittain El Sch,7.11,0,0,7.51,4.74,2.37,0,0.4,2.77,71.15,1.98,44.27,253,30.43,Yes,80.24
Emlen Eleanor C Sch,6.27,1.88,0.31,83.7,6.9,5.96,0.94,0,0,89.03,1.25,45.77,319,28.53,Yes,0.94
Emmaus HS,5,0.07,4.86,5.81,14.73,0.45,0.07,0.28,8.11,28.61,0.87,46.69,2859,20.04,No,69.25
Emory H Markle MS,3.67,0.19,1.26,4.83,6.96,1.74,0.48,0.29,3.67,34.4,1.06,50.63,1035,16.71,No,82.8
Environmental CS at Frick Park,6.57,0.1,2.65,26.86,6.27,1.67,0,0,3.53,33.33,0.29,48.14,1020,17.25,Yes,57.55
Ephrata Intermediate Sch,5.9,0.18,3.22,4.11,9.84,1.61,0.89,0.18,3.04,50.45,4.29,48.3,559,19.14,No,76.57
Ephrata MS,6.34,0.32,2.06,1.43,10.3,2.69,0.95,0,3.96,51.19,2.85,48.34,631,19.49,No,79.56
Ephrata SHS,3.8,0.23,2.73,2.81,11.39,2.28,0.46,0.15,5.16,44.57,2.66,47.99,1317,18.45,No,78.89
Erie County Technical School,0.25,0.13,0.63,1.01,1.01,1.39,0,0,1.77,57,0,38.34,793,21.31,No,96.97
Erie HS,3.28,0.13,3.75,41.91,14.93,2.16,0,0.09,0.22,85.33,13.55,46.44,2317,28.87,No,35.91
Erie Rise Leadership Academy CS,19.52,0,0,58.9,13.7,5.82,0,0,0,71.23,6.16,49.66,292,19.86,Yes,7.88
Eshleman El Sch,3.52,0,6.74,5.57,17.01,2.93,0,0,3.81,45.16,6.45,53.08,341,12.61,No,67.16
Esperanza Academy CS,1.29,0,0.06,4.73,93.61,1.23,0,0,0,85.44,25.25,52.7,1628,18.3,Yes,0.31
Esperanza Cyber CS,1.21,0.2,0.51,16.06,79.7,4.44,0.4,0.51,0,95.05,15.45,51.31,990,20.71,Yes,1.82
Eugenio Maria DE Hostos CS,1.97,0,1.78,6.31,88.95,1.97,0.2,0.2,0,73.37,15.19,52.07,507,28.21,Yes,0.79
Evans El Sch,4.96,0.35,10.99,3.37,4.43,0.71,0,0,1.95,15.78,1.06,42.38,564,17.02,No,75.89
EverGreen El Sch,5.53,0,0.4,1.58,11.86,2.96,0,0,1.38,63.64,0.4,50.2,506,19.17,Yes,80.63
Everett Area El Sch,1.38,0,0.46,1.38,3.91,0.92,0.69,0,0.23,60.92,0.46,53.33,435,12.64,Yes,92.87
Everett Area HS,1.11,0,0,1.94,1.39,1.67,0.56,0,4.17,53.61,0.56,46.39,360,17.22,No,95.56
Everett Area MS,1.02,0,0,1.37,3.07,1.37,0.34,0,2.73,55.97,1.37,46.42,293,16.04,No,94.54
Evergreen Community CS,0,0,1.96,12.75,17.65,0,0,0,3.92,0,0,55.88,102,10.78,No,67.65
