name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,homeless_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Hutchinson El Sch,8.1,0.0,0.7,5.8,1.0,0.0,0.0,1.0,1.0,39.0,1.3,51.9,310,22.9,Yes,83.6
Laurel Highlands MS,9.2,0.3,0.6,4.6,1.7,1.3,0.2,0.6,6.5,49.4,1.1,50.6,634,25.4,Yes,83.0
Laurel Highlands SHS,6.3,0.3,0.4,5.8,0.7,1.5,0.0,0.5,5.8,43.4,0.4,47.6,816,22.4,Yes,86.2
Marshall El Sch,6.1,0.0,0.0,2.7,2.7,0.6,0.0,0.3,0.9,49.7,0.3,47.9,328,22.0,Yes,88.1
A J McMullen Sch,5.6,0.0,0.6,0.0,1.2,0.0,0.0,0.6,4.3,75.9,0.0,49.4,162,20.4,Yes,92.0
Ben Franklin Sch,8.2,0.0,1.9,17.5,6.2,2.7,0.0,1.0,1.0,63.8,5.4,51.7,486,19.8,Yes,65.2
Franklin Sch,4.6,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.8,45.4,0.0,48.5,130,20.0,Yes,90.8
Lafayette El Sch,12.0,0.0,0.0,40.8,3.8,3.4,0.0,2.3,0.0,92.5,0.0,47.6,267,18.0,Yes,41.2
Lafayette MS,11.8,0.0,0.0,29.9,4.2,1.4,0.0,0.0,2.1,86.1,0.0,47.9,144,9.7,Yes,54.2
Marclay Sch,3.4,0.0,0.0,2.3,1.1,4.5,0.0,0.0,1.1,71.9,0.0,51.7,89,21.4,Yes,93.3
Menallen Sch,11.4,0.0,0.0,5.4,2.2,2.5,0.0,0.3,1.6,59.3,0.3,47.6,317,26.8,Yes,80.8
Uniontown Area SHS,6.1,0.1,0.7,13.9,2.6,1.6,0.0,1.7,1.4,80.7,1.6,49.4,706,16.4,No,74.9
Wharton Sch,5.4,0.0,0.0,0.0,2.0,0.7,0.0,0.0,2.7,51.4,0.0,49.3,148,12.2,Yes,92.6
Carmichaels Area El Ctr,1.6,0.0,0.2,0.7,0.2,1.1,0.0,0.2,0.0,60.5,0.0,49.9,445,23.4,Yes,97.1
Carmichaels Area HS,1.8,0.4,0.7,1.4,0.4,1.1,0.0,0.0,1.1,48.1,0.0,50.5,283,17.0,No,95.4
Waynesburg Central El School,3.0,0.0,0.3,0.5,1.3,1.2,0.0,0.0,1.9,58.7,0.1,49.5,746,30.0,Yes,94.9
Waynesburg Central JSHS,1.0,0.9,1.2,0.2,0.7,0.9,0.0,0.3,3.1,52.4,0.0,47.9,687,22.9,No,95.8
Jefferson-Morgan El Sch,3.0,0.0,0.3,0.0,0.8,0.8,0.0,0.0,1.0,46.0,0.0,46.8,402,27.1,Yes,96.0
Jefferson-Morgan MS/HS,2.7,0.0,0.0,1.1,0.3,1.3,0.0,0.0,3.0,53.4,0.0,48.5,373,25.5,No,96.0
Bobtown El Sch,0.6,0.0,0.0,1.9,0.0,0.0,0.0,0.0,1.3,54.5,0.0,43.3,321,22.1,Yes,97.5
Mapletown JSHS,0.4,0.0,0.0,0.4,0.0,0.4,0.0,0.0,1.2,52.6,0.0,41.4,249,22.9,No,99.2
Avella Area JSHS,2.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0,5.7,52.0,0.0,43.2,229,16.6,No,97.4
Avella El Center,2.9,0.0,0.0,0.0,0.8,1.7,0.4,0.0,1.7,62.8,0.0,47.1,242,26.9,Yes,96.3
Bentworth El Ctr,5.6,0.0,0.3,2.3,1.0,3.1,0.0,0.0,0.0,58.1,0.0,49.0,394,19.8,Yes,90.9
Bentworth MS,5.4,0.0,0.3,2.2,0.6,2.2,0.0,0.0,0.0,59.7,0.0,49.8,315,24.1,No,91.4
Bentworth SHS,2.5,0.0,0.6,1.4,0.9,2.8,0.0,0.3,0.9,50.3,0.0,47.2,354,16.7,No,94.4
Bethlehem-Center El Sch,7.2,0.0,0.2,2.7,0.0,2.5,1.2,0.0,1.2,65.4,0.0,50.0,488,30.7,Yes,90.0
Bethlehem-Center JSHS,2.6,0.0,0.0,2.2,0.2,0.9,0.4,0.0,2.0,57.8,0.0,44.6,455,25.3,No,95.0
Burgettstown El Ctr,5.4,0.0,0.0,2.0,2.0,2.0,0.2,0.0,0.0,50.1,0.5,50.1,445,25.4,Yes,90.6
Burgettstown MS/HS,3.5,0.0,0.6,0.4,0.2,0.6,0.6,0.2,1.5,39.4,0.0,47.3,518,20.3,No,95.2
California Area El Sch,9.9,0.2,0.0,3.3,4.1,0.2,0.2,0.4,0.6,59.0,0.8,51.1,483,21.3,Yes,82.0
California Area MS,8.8,1.4,0.7,4.1,2.0,1.4,0.0,0.0,2.7,51.7,0.0,48.3,147,22.5,No,83.0
California Area SHS,6.2,0.3,0.0,5.8,2.7,0.3,0.3,0.0,2.1,53.1,0.3,48.6,292,18.2,No,84.9
Borland Manor El Sch,4.6,0.0,4.2,1.9,4.2,0.0,0.0,0.0,1.9,22.7,3.8,43.6,264,19.7,No,85.2
Canon-McMillan SHS,5.2,0.2,2.0,4.2,3.4,0.6,0.3,0.1,3.7,30.0,0.7,50.2,1683,14.6,No,85.0
Canon-McMillan MS,5.4,0.3,2.3,2.9,2.8,0.1,0.6,0.0,5.0,27.0,1.1,49.0,800,14.3,No,86.5
Cecil Intrmd Sch,6.4,0.0,3.3,2.8,1.4,0.2,0.0,0.0,1.0,28.6,1.0,50.6,423,20.1,No,86.1
Hills-Hendersonville El Sch,5.9,0.4,4.0,4.0,2.8,0.0,0.8,0.0,0.0,26.1,4.0,54.2,253,15.0,No,83.0
Muse El Sch,8.4,0.3,1.5,4.1,2.1,0.7,0.3,0.0,0.4,31.6,1.3,52.9,760,15.4,Yes,83.7
North Strabane Intrmd Sch,6.0,0.0,3.4,3.6,3.6,0.7,0.5,0.0,2.4,32.3,2.4,43.6,415,17.1,No,83.4
South Central El,9.6,0.0,3.0,6.6,3.2,0.5,0.2,0.0,1.1,49.3,2.7,50.7,438,20.3,Yes,77.6
Wylandville El Sch,3.4,0.0,2.2,2.2,1.9,0.3,0.0,0.0,1.3,19.4,1.3,52.5,320,12.2,No,90.3
Charleroi Area El Ctr,12.8,0.0,1.5,17.7,4.0,14.1,0.8,0.2,0.5,62.4,12.4,46.4,603,15.6,Yes,63.9
Charleroi Area HS,11.3,0.4,0.4,7.8,3.7,7.4,0.0,0.0,4.1,46.5,3.9,48.3,462,18.4,No,76.4
Charleroi Area MS,13.6,0.0,1.0,10.3,3.2,4.5,0.3,0.0,3.6,58.7,3.9,46.5,310,20.7,No,71.9
Allison Park El Sch,8.4,0.0,0.3,4.2,4.8,0.1,0.0,0.3,0.9,36.9,2.7,45.5,694,16.3,Yes,82.1
Chartiers-Houston JSHS,6.2,0.0,0.0,2.1,3.6,0.9,0.0,0.0,0.2,37.1,0.6,50.2,534,15.5,No,88.2
Fort Cherry El Ctr,6.1,0.0,0.2,0.6,2.5,0.8,0.8,0.0,0.8,49.7,1.3,45.3,475,17.7,Yes,90.5
Fort Cherry JSHS,5.5,0.0,0.2,1.5,2.9,1.1,0.7,0.2,3.5,53.5,1.8,47.4,456,21.5,No,89.7
Claysville El Sch,2.4,0.0,0.0,0.2,1.2,1.8,0.2,0.0,0.2,49.7,0.0,49.1,503,23.5,Yes,96.2
Joe Walker El Sch,5.4,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.5,51.5,0.0,54.9,204,18.1,Yes,92.2
McGuffey HS,1.9,0.0,0.2,0.2,1.7,0.8,0.4,0.0,2.3,41.4,0.4,48.5,478,21.6,No,96.0
McGuffey MS,2.9,0.6,0.0,0.6,0.9,0.9,0.3,0.0,1.5,51.2,0.0,49.7,346,17.9,No,95.1
Bower Hill El Sch,2.8,0.1,3.4,1.1,3.4,0.0,2.7,0.0,1.7,12.9,1.4,47.1,707,10.0,No,89.1
McMurray El Sch,2.9,0.2,3.4,1.1,2.3,0.2,1.8,0.0,5.2,12.1,1.0,46.4,614,12.9,Yes,90.1
Peters Twp HS,2.0,0.2,3.4,0.2,2.5,0.1,2.2,0.0,6.1,11.5,0.7,48.3,1231,11.8,No,91.8
Pleasant Valley El Sch,3.2,0.2,1.2,0.2,2.4,0.0,1.8,0.2,2.8,11.5,0.4,45.7,495,12.5,No,92.5
Ringgold MS,8.1,0.3,0.1,5.5,4.6,2.7,0.3,0.0,4.3,49.4,0.7,47.5,743,21.1,No,81.4
Ringgold El Sch North,4.2,0.3,0.3,2.8,3.1,2.2,0.8,0.0,2.5,41.5,0.8,49.9,357,15.7,Yes,89.4
Ringgold SHS,5.7,0.0,0.4,6.3,3.4,1.7,0.2,0.0,3.1,45.6,0.6,45.9,832,14.2,No,84.4
Trinity East El Sch,4.1,0.3,2.8,1.0,4.6,1.8,1.8,0.0,2.0,28.8,1.8,51.3,392,20.9,No,87.2
Trinity MS,6.4,0.3,0.9,1.8,1.5,1.7,0.5,0.1,2.1,46.0,0.3,47.4,761,23.4,No,89.0
Trinity North El Sch,9.8,0.0,0.5,1.6,2.4,2.7,0.3,0.0,0.0,63.9,3.2,50.9,377,24.4,Yes,85.7
Trinity SHS,6.2,0.3,0.9,1.5,2.0,2.3,0.1,0.2,4.6,43.2,0.6,50.0,1050,20.1,No,89.0
Trinity South El Sch,2.2,0.0,0.4,0.0,0.4,2.2,0.4,0.0,1.5,47.2,0.0,49.1,271,26.2,No,97.1
Trinity West El Sch,10.6,0.0,0.0,3.9,1.5,2.7,0.2,1.5,0.5,59.4,0.2,54.4,414,21.7,Yes,82.6
Washington HS,21.3,0.3,0.3,24.9,7.4,6.7,0.0,0.3,2.8,100.0,2.6,48.0,390,24.4,No,45.6
Washington Park El Sch,22.9,0.1,0.0,27.6,7.4,7.2,0.1,0.0,0.6,99.4,4.4,46.6,849,25.8,Yes,42.1
Washington Junior High School,22.7,0.0,0.0,23.7,9.1,7.6,0.0,0.0,1.5,100.0,5.1,52.0,198,26.3,No,44.4
Pittsburgh Allderdice HS,7.8,0.2,4.4,33.5,6.6,3.0,0.0,0.5,15.8,48.6,7.3,46.3,1294,12.8,Yes,47.1
Pittsburgh Allegheny K-5,9.9,0.0,3.0,53.4,2.4,3.2,0.0,0.3,3.7,68.4,1.9,52.7,626,16.0,Yes,31.0
Pittsburgh Allegheny 6-8,8.0,0.0,5.1,74.3,2.9,4.6,0.0,0.0,1.7,87.4,1.1,50.9,175,25.7,Yes,9.7
Pittsburgh Arlington K-8,11.3,0.3,0.0,68.6,4.6,8.9,0.0,0.3,0.3,91.4,0.5,46.8,372,33.1,Yes,15.1
Pittsburgh Arsenal K-5,6.9,0.0,7.5,49.5,24.6,6.9,0.0,0.3,0.9,84.4,39.9,52.0,321,13.1,Yes,11.2
Pittsburgh Arsenal 6-8,3.7,0.0,7.4,48.2,25.3,8.6,0.0,0.0,1.9,77.2,43.8,46.3,162,27.2,Yes,15.4
Pittsburgh Banksville K-5,3.1,0.0,31.6,14.6,19.4,2.8,0.0,0.0,1.0,64.2,69.8,47.6,288,14.2,Yes,31.3
Pittsburgh Beechwood K-5,9.7,0.0,4.6,20.9,38.1,2.9,0.0,0.3,1.2,71.4,35.0,49.9,349,18.1,Yes,26.4
Pittsburgh Brashear HS,8.6,0.0,7.6,44.7,13.1,3.7,0.0,0.0,2.1,77.4,22.0,45.3,922,23.6,Yes,26.0
Pittsburgh Brookline K-8,11.7,0.0,1.7,20.1,6.6,3.7,0.0,0.0,3.9,66.5,1.0,47.4,409,20.5,Yes,59.9
Pittsburgh Carmalt K-8,14.3,0.0,6.9,38.8,2.8,2.0,0.0,0.2,6.9,68.0,1.8,47.1,565,24.1,Yes,37.0
Pittsburgh Carrick HS,10.0,0.0,1.8,43.5,4.4,4.2,0.0,0.0,3.3,78.3,0.6,46.8,549,26.6,Yes,40.3
Pittsburgh Chartiers Early Childhood Ctr,12.1,0.0,7.4,56.4,2.0,0.7,0.0,0.7,0.0,86.6,0.0,53.0,149,0.0,No,21.5
Pittsburgh Colfax K-8,9.3,0.0,13.6,16.6,7.0,1.4,0.0,0.3,24.7,28.2,10.7,46.0,741,15.8,Yes,53.2
Pittsburgh Concord K-5,12.4,0.0,11.8,31.1,12.6,3.6,0.0,0.0,1.9,80.1,20.3,49.7,467,22.3,Yes,32.1
Pittsburgh Conroy,5.5,0.0,0.6,63.7,1.7,9.3,0.0,0.0,0.0,77.5,0.0,28.6,182,100.0,No,28.6
Pittsburgh Dilworth K-5,10.8,1.2,0.9,55.5,3.2,1.4,0.0,0.0,4.2,56.0,0.5,50.7,434,16.6,Yes,28.3
Pittsburgh Fulton K-5,8.3,0.3,1.0,73.2,5.2,6.2,0.0,0.0,3.1,79.0,1.4,50.5,291,24.7,Yes,12.0
Pittsburgh Grandview K-5,15.1,0.0,0.0,71.5,3.2,10.8,0.0,0.0,1.1,92.5,0.0,44.1,186,25.3,Yes,10.2
Pittsburgh Greenfield K-8,8.9,0.3,10.5,14.1,7.8,0.0,0.0,0.0,10.3,55.1,16.8,40.3,370,14.3,Yes,58.4
Pittsburgh Obama 6-12,7.2,0.1,1.4,73.1,2.4,3.9,0.0,0.0,11.1,67.6,1.5,52.8,737,20.4,Yes,15.7
Pittsburgh King K-8,6.3,0.0,0.3,87.1,2.9,5.5,0.0,0.0,0.6,90.8,1.4,48.9,348,21.8,Yes,3.5
Pittsburgh Liberty K-5,7.4,0.0,1.2,73.1,4.6,3.7,0.0,0.0,11.2,74.0,0.4,51.7,242,24.4,Yes,13.6
Pittsburgh Lincoln K-5,7.9,0.0,0.0,86.3,2.6,5.8,0.0,0.0,1.6,90.5,0.5,53.2,190,13.7,Yes,3.2
Pittsburgh Linden K-5,11.3,0.0,2.8,78.3,1.9,2.8,0.0,0.0,6.6,84.0,3.8,47.2,106,20.8,Yes,5.7
Pittsburgh Manchester K-8,10.4,0.6,0.0,79.3,3.1,9.8,0.0,0.0,1.2,89.0,0.0,45.1,164,31.7,Yes,6.7
Pittsburgh Oliver,10.0,0.0,2.0,78.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,50,98.0,No,8.0
Pittsburgh Mifflin K-8,11.3,0.0,0.4,35.0,2.0,1.2,0.0,0.0,3.5,72.4,0.8,42.0,257,19.5,Yes,51.4
Pittsburgh Minadeo K-5,7.1,0.7,5.5,60.8,3.2,9.7,0.0,0.0,6.2,80.6,2.3,46.6,309,23.0,Yes,22.7
Pittsburgh Morrow K-8,14.6,0.2,0.6,66.5,2.8,3.8,0.0,0.0,0.8,90.3,1.0,44.2,495,22.0,Yes,15.4
Pittsburgh Perry HS,10.5,0.0,0.0,75.0,3.0,6.1,0.0,0.0,0.9,88.3,4.4,52.8,428,30.4,Yes,11.5
Pittsburgh Phillips K-5,16.9,0.0,0.5,42.3,5.6,3.3,0.0,0.0,6.1,64.8,0.9,50.7,213,23.9,Yes,34.7
Pittsburgh Pioneer,6.8,0.0,8.5,40.7,5.1,5.1,0.0,0.0,0.0,66.1,3.4,45.8,59,98.3,No,39.0
Pittsburgh CAPA 6-12,8.8,0.2,2.1,26.0,2.3,0.4,0.0,0.2,32.1,33.1,0.1,69.6,826,7.5,Yes,60.3
Pittsburgh Classical 6-8,9.8,0.0,4.4,54.0,6.2,2.9,0.0,0.0,5.4,81.9,10.5,56.5,276,25.4,Yes,25.7
Pittsburgh Miller K-5,3.6,0.0,0.0,93.8,2.7,5.8,0.0,0.0,0.4,92.4,0.0,52.9,225,25.3,Yes,0.0
Pittsburgh Montessori K-5,11.8,0.0,3.8,14.2,7.7,0.3,0.0,0.6,15.6,25.7,0.3,49.3,339,14.2,Yes,62.0
Pittsburgh Science and Technology Academy 6-12,7.5,0.0,3.8,39.0,3.4,1.3,0.0,0.2,29.0,48.2,1.0,35.6,610,10.7,Yes,46.1
Pittsburgh Milliones 6-12,5.1,0.0,1.3,87.3,1.3,10.8,0.0,0.0,1.9,87.6,0.3,51.8,315,30.5,Yes,5.1
Pittsburgh Roosevelt K -5,21.1,0.0,2.1,37.1,6.3,1.7,0.0,0.0,0.0,91.6,1.3,52.3,237,20.7,Yes,33.3
Pittsburgh Schiller 6-8,10.0,0.0,2.3,41.2,12.7,3.1,0.0,0.0,6.2,65.0,6.2,44.6,260,16.9,Yes,33.9
Pittsburgh South Brook 6-8,14.9,0.0,4.3,33.7,6.3,3.9,0.0,0.0,3.9,82.8,2.0,55.3,255,27.8,Yes,40.8
Pittsburgh South Hills 6-8,10.2,0.3,14.5,34.9,17.6,5.3,0.0,0.0,1.9,80.9,35.2,46.6,324,27.5,Yes,22.5
Pittsburgh Spring Hill K-5,17.5,0.0,0.0,39.2,8.3,7.5,0.0,0.0,0.8,86.7,0.8,55.0,120,24.2,Yes,35.0
Pittsburgh Sterrett 6-8,7.6,0.0,0.5,80.5,0.5,7.6,0.0,0.5,8.7,83.2,0.0,54.1,185,23.2,Yes,10.3
Pittsburgh Sunnyside K-8,8.5,0.0,1.2,44.5,6.1,3.2,0.0,0.0,1.2,72.1,2.8,50.2,247,21.9,Yes,39.7
Pittsburgh Weil K-5,2.6,0.0,1.0,91.7,1.6,20.7,0.0,0.0,0.0,92.8,0.0,44.0,193,19.7,Yes,3.1
Pittsburgh West Liberty K-5,15.5,0.0,3.9,15.5,1.9,1.9,0.0,0.0,2.6,76.8,3.2,41.3,155,30.3,Yes,63.2
Pittsburgh Westwood K-5,11.6,0.0,13.9,39.8,3.9,2.7,0.0,0.0,2.3,83.0,12.4,48.3,259,20.9,Yes,30.9
Pittsburgh Whittier K-5,18.8,0.0,0.0,23.9,2.9,3.6,0.0,0.0,8.0,73.2,0.7,52.9,138,24.6,Yes,54.4
Pittsburgh Woolslair K-5,14.8,0.0,1.4,41.6,5.3,2.9,0.0,1.0,2.4,72.3,1.9,47.4,209,17.2,Yes,35.9
Acmetonia El Sch,4.3,0.2,0.4,2.8,4.3,1.1,0.0,0.0,0.6,47.1,2.4,47.5,467,18.2,Yes,88.0
Springdale JSHS,2.9,0.2,0.2,5.0,1.9,1.7,0.0,0.0,4.5,43.2,1.0,44.2,419,20.3,No,89.7
Avonworth El Sch,5.6,0.0,1.6,1.9,2.3,0.0,0.0,0.0,6.6,11.4,0.3,48.1,622,14.2,No,88.6
Avonworth HS,3.4,0.2,2.2,3.3,4.8,0.2,0.0,0.2,14.1,21.1,3.1,47.2,583,15.1,No,85.9
Avonworth MS,5.0,0.0,2.4,4.0,2.4,0.0,0.0,0.0,10.7,16.4,1.0,44.3,298,16.4,No,86.2
Eden Hall Upper El Sch,3.0,0.5,7.3,1.4,3.1,0.4,0.1,0.1,11.5,9.7,0.6,49.0,1035,20.3,No,84.7
Hance El Sch,3.8,2.4,2.1,1.2,2.1,0.0,1.2,0.2,3.3,7.5,0.9,47.1,425,16.7,Yes,88.2
Pine-Richland HS,2.8,0.3,5.7,1.3,3.1,0.3,0.3,0.1,12.3,9.9,0.3,49.4,1432,12.5,No,86.7
Pine-Richland MS,3.0,0.0,8.3,1.0,2.9,0.1,0.0,0.1,11.2,6.5,0.6,48.0,696,14.7,No,84.6
Richland El Sch,4.6,0.8,7.3,1.5,3.5,0.0,0.4,0.0,5.0,6.4,0.2,47.4,481,16.8,No,82.3
Wexford El Sch,4.8,1.8,13.8,1.6,3.6,0.0,0.0,0.0,5.9,5.9,2.7,48.2,442,13.1,No,74.4
Baldwin SHS,4.9,0.1,16.4,6.1,2.3,0.9,0.4,0.2,5.9,49.5,6.2,49.5,2019,13.5,No,69.9
J.E. Harrison Education Ctr,4.8,0.1,27.0,6.9,2.5,0.6,0.5,0.1,4.0,53.9,10.4,49.2,1409,16.6,Yes,58.6
McAnnulty El Sch,5.7,0.0,29.9,6.1,2.6,0.6,1.0,0.0,0.0,53.8,27.1,45.5,314,3.2,Yes,55.7
Whitehall El Sch,6.5,0.0,28.7,6.4,2.8,0.6,2.1,0.3,0.3,56.9,16.0,46.3,721,13.2,Yes,55.3
Abraham Lincoln El Sch,4.5,0.0,7.7,1.4,1.7,0.0,0.0,0.0,2.0,21.3,0.6,46.5,353,13.3,Yes,84.7
Benjamin Franklin El Sch,4.4,0.0,5.0,3.3,4.7,0.0,0.0,0.0,1.5,19.5,0.6,40.5,338,21.9,Yes,82.5
Bethel Memorial El Sch,7.6,0.0,9.3,1.1,4.6,0.3,0.0,0.3,1.4,20.4,11.7,42.2,367,17.4,No,77.1
Bethel Park HS,2.2,0.2,3.6,2.9,1.3,0.2,0.0,0.2,6.7,20.7,1.0,48.2,1292,17.1,No,89.6
George Washington El Sch,4.3,0.0,3.9,0.7,0.7,0.0,0.0,0.4,2.9,10.4,0.4,48.6,280,18.6,No,90.0
Independence MS,3.4,0.2,4.3,3.2,1.4,0.0,0.0,0.4,5.6,20.6,1.1,50.4,558,19.5,No,87.1
Neil Armstrong 5-6 MS,5.3,0.0,7.3,1.8,1.7,0.0,0.0,0.2,3.0,21.7,2.3,48.4,603,21.1,No,83.8
William Penn El Sch,8.3,0.0,4.9,1.9,2.9,0.0,0.0,0.0,1.9,16.0,1.5,49.5,206,21.4,No,82.0
Brentwood MS,5.3,0.0,4.1,14.3,6.5,0.0,0.8,0.0,2.5,62.0,7.4,49.8,245,16.7,No,69.8
Brentwood SHS,5.2,0.0,6.1,11.6,6.1,0.6,0.6,0.6,3.5,58.0,7.5,44.6,345,17.7,No,70.4
Elroy Avenue El Sch,12.3,1.0,6.6,13.6,9.8,1.0,1.9,0.0,0.6,73.5,9.5,49.5,317,18.3,Yes,56.8
Moore Sch,12.0,0.0,13.9,10.7,3.2,0.0,0.9,0.0,0.9,64.8,8.3,44.0,216,16.7,Yes,60.2
Carlynton JSHS,11.5,0.0,4.9,11.6,3.9,1.6,0.0,0.0,3.3,60.4,9.4,49.3,637,18.8,No,68.1
Carnegie El Sch,11.7,0.0,12.0,11.2,7.7,0.8,0.0,0.0,1.5,60.9,24.7,49.9,401,21.2,Yes,57.4
Crafton El Sch,11.5,0.0,1.1,7.2,6.1,2.2,0.0,0.0,3.6,42.7,0.0,45.2,279,15.4,Yes,74.2
Chartiers Valley HS,5.8,0.1,6.1,3.4,2.9,2.1,1.2,0.0,2.9,37.7,6.2,47.7,981,12.4,No,81.8
Chartiers Valley Intrmd School,6.7,0.1,13.9,2.4,2.3,1.6,1.9,0.1,0.2,38.3,10.2,50.5,827,12.3,Yes,74.5
Chartiers Valley MS,5.1,0.4,9.0,4.6,3.6,2.8,2.2,0.0,2.9,41.6,7.8,47.8,787,13.1,No,77.4
Chartiers Valley Primary Sch,6.8,0.2,18.1,3.7,2.8,1.1,1.1,0.0,0.0,35.8,12.4,50.7,894,9.3,Yes,68.3
Clairton El Sch,13.8,0.8,0.3,67.5,4.1,3.8,0.0,0.0,1.0,48.9,0.5,45.5,391,28.6,Yes,13.6
Clairton MS/HS,10.2,0.5,0.2,70.3,4.0,6.2,0.0,0.0,1.9,93.6,0.5,47.0,421,27.3,Yes,14.7
Cornell El Sch,16.3,0.3,1.0,17.4,13.6,3.4,0.0,0.0,0.3,100.0,10.5,47.6,294,23.8,Yes,51.4
Cornell HS,12.9,0.4,0.4,19.5,19.9,1.2,0.0,0.0,0.4,100.0,12.9,46.5,241,21.6,No,46.9
Curtisville Pri Ctr,1.9,0.3,0.3,1.3,3.7,0.8,0.0,0.0,1.1,42.4,1.3,46.4,375,16.8,Yes,92.5
Deer Lakes HS,1.9,0.2,0.2,0.2,2.0,0.5,0.0,0.2,3.4,34.3,1.0,47.9,589,20.7,No,95.4
Deer Lakes MS,2.4,0.0,0.0,2.4,1.2,0.7,0.2,0.0,1.7,41.7,0.7,47.7,417,25.9,No,94.0
East Union Intrmd Sch,4.6,0.0,0.0,0.9,1.7,0.9,0.0,0.0,2.0,44.2,0.9,51.3,351,22.2,Yes,92.9
Duquesne El Sch,13.5,0.7,9.9,63.2,2.5,5.6,0.2,0.0,0.2,91.5,13.0,50.9,446,20.9,Yes,10.3
Central El Sch,7.0,0.0,1.3,2.3,2.0,0.7,0.3,0.0,3.7,33.7,0.0,47.0,300,16.0,No,87.3
Elizabeth Forward MS,3.9,0.2,0.4,3.3,0.9,0.9,0.6,0.0,3.3,40.7,0.6,50.3,541,19.2,No,91.3
Elizabeth Forward SHS,3.5,0.0,0.5,3.6,2.0,0.7,0.5,0.0,3.1,39.0,0.1,52.4,744,22.6,No,90.3
Greenock El Sch,5.2,0.0,0.5,4.6,2.1,1.0,2.6,0.0,0.0,44.9,0.0,47.9,194,10.8,Yes,87.6
