Name,DataElement,DisplayValue
Lake-Lehman SD,Non-instructional,765890.26
Lakeland SD,Non-instructional,722503.5
Lakeview SD,Non-instructional,453967.03
Lampeter-Strasburg SD,Non-instructional,1119136.35
Lancaster County CTC-Brownstown Campus,Non-instructional,27253.72
Lancaster SD,Non-instructional,2550212
Laurel Highlands SD,Non-instructional,768357.42
Laurel SD,Non-instructional,674025.65
Lawrence County CTC,Non-instructional,34138.91
Lebanon County CTC,Non-instructional,23095.19
Lebanon SD,Non-instructional,1524881.48
Leechburg Area SD,Non-instructional,447996.63
Lehigh Career and Technical Institute,Non-instructional,103473.13
Lehigh Valley Academy Regional CS,Non-instructional,230277
Lehigh Valley Charter High School for th,Non-instructional,33659.69
Lehigh Valley Dual Language CS,Non-instructional,158156
Lehighton Area SD,Non-instructional,908479.41
Lenape Technical School,Non-instructional,37926.19
Lewisburg Area SD,Non-instructional,977747.22
Life Male STEAM Academy CS,Non-instructional,56269
Ligonier Valley SD,Non-instructional,714408.75
Lincoln CS,Non-instructional,704979.71
Lincoln Leadership Academy CS,Non-instructional,826978.44
Lincoln Park Performing Arts CS,Non-instructional,295931.65
Lindley Academy CS at Birney,Non-instructional,156981
Line Mountain SD,Non-instructional,461578.89
Littlestown Area SD,Non-instructional,647286.58
Lower Dauphin SD,Non-instructional,1089882.33
Lower Merion SD,Non-instructional,6252096.15
Lower Moreland Township SD,Non-instructional,835725.23
Loyalsock Township SD,Non-instructional,625111.6
Lycoming CTC,Non-instructional,0
Mahanoy Area SD,Non-instructional,672002.8
Manchester Academic CS,Non-instructional,548941
Manheim Central SD,Non-instructional,1402996.19
Manheim Township SD,Non-instructional,1599741.3
Mariana Bracetti Academy CS,Non-instructional,266666
Marion Center Area SD,Non-instructional,587489.25
Maritime Academy CS,Non-instructional,654185.77
Marple Newtown SD,Non-instructional,1689858.21
Mars Area SD,Non-instructional,1522395.19
MAST Community CS,Non-instructional,590866
MaST Community CS II,Non-instructional,381210
MaST Community CS III,Non-instructional,188286
Mastery CHS-Lenfest Campus,Non-instructional,44092
Mastery CS - Mann Campus,Non-instructional,5316
Mastery CS - Thomas Campus,Non-instructional,183461
Mastery CS -Shoemaker Campus,Non-instructional,190786
Mastery CS John Wister Elementary,Non-instructional,8807
Mastery CS-Cleveland Elementary,Non-instructional,379372
Mastery CS-Clymer Elementary,Non-instructional,7045
Mastery CS-Francis D. Pastorius Elementa,Non-instructional,20189
Mastery CS-Gratz Campus,Non-instructional,165102
Mastery CS-Hardy Williams,Non-instructional,127064
Mastery CS-Harrity Campus,Non-instructional,223402
Mastery CS-Pickett Campus,Non-instructional,220318
Mastery CS-Smedley Campus,Non-instructional,707316
Mastery Prep Elementary CS,Non-instructional,229284
Math Civics and Sciences CS,Non-instructional,128739.94
McGuffey SD,Non-instructional,992128
McKeesport Area SD,Non-instructional,1254584
McKeesport Area Tech Ctr,Non-instructional,NULL
Mechanicsburg Area SD,Non-instructional,2098435.61
Memphis Street Academy CS @ JP Jones,Non-instructional,335382
Mercer Area SD,Non-instructional,742105.18
Mercer County Career Center,Non-instructional,4312
Methacton SD,Non-instructional,1549355.97
Meyersdale Area SD,Non-instructional,403129.25
Mid Valley SD,Non-instructional,677981.12
Midd-West SD,Non-instructional,0
Middle Bucks Institute of Technology,Non-instructional,20034.2
Middletown Area SD,Non-instructional,1488830.13
Midland Borough SD,Non-instructional,44190.8
Mifflin County Academy of Science and Te,Non-instructional,8291
Mifflin County SD,Non-instructional,1162607.55
Mifflinburg Area SD,Non-instructional,588900.45
Millcreek Township SD,Non-instructional,1808422.41
Millersburg Area SD,Non-instructional,297946.2
Millville Area SD,Non-instructional,295867.98
Milton Area SD,Non-instructional,1171709.95
Minersville Area SD,Non-instructional,495671.06
Mohawk Area SD,Non-instructional,618798.74
Mon Valley CTC,Non-instructional,50176.9
Monessen City SD,Non-instructional,290154
Moniteau SD,Non-instructional,583501.47
Monroe Career & Tech Inst,Non-instructional,36992.12
Montessori Regional CS,Non-instructional,0
Montgomery Area SD,Non-instructional,631123.07
Montour SD,Non-instructional,1462683.7
Montoursville Area SD,Non-instructional,607825
Montrose Area SD,Non-instructional,466071.13
Moon Area SD,Non-instructional,1497014.6
Morrisville Borough SD,Non-instructional,385542
Moshannon Valley SD,Non-instructional,524141
Mount Carmel Area SD,Non-instructional,575729.17
Mount Pleasant Area SD,Non-instructional,762584.15
Mount Union Area SD,Non-instructional,477441.59
Mountain View SD,Non-instructional,429026.78
Mt Lebanon SD,Non-instructional,2830087.35
Muhlenberg SD,Non-instructional,1757738.39
Multicultural Academy CS,Non-instructional,15434
Muncy SD,Non-instructional,745012.33
Nazareth Area SD,Non-instructional,1939011.96
Neshaminy SD,Non-instructional,1909549.22
Neshannock Township SD,Non-instructional,664384.66
New Brighton Area SD,Non-instructional,755593.95
New Castle Area SD,Non-instructional,1449570.9
New Day CS,Non-instructional,0
New Foundations CS,Non-instructional,711692
New Hope-Solebury SD,Non-instructional,815562.66
New Kensington-Arnold SD,Non-instructional,617384.72
Newport SD,Non-instructional,441735.87
Nittany Valley CS,Non-instructional,588
Norristown Area SD,Non-instructional,2282688.63
North Allegheny SD,Non-instructional,4348434.78
North Clarion County SD,Non-instructional,126680.56
North East SD,Non-instructional,749979.41
North Hills SD,Non-instructional,1571487.35
North Montco Tech Career Center,Non-instructional,24087.91
North Penn SD,Non-instructional,2910081.49
North Pocono SD,Non-instructional,1574436.03
North Schuylkill SD,Non-instructional,830494.63
North Star SD,Non-instructional,382653.98
Northampton Area SD,Non-instructional,1796770.5
Northeast Bradford SD,Non-instructional,298366.98
Northeastern York SD,Non-instructional,988653.69
Northern Bedford County SD,Non-instructional,385499.33
Northern Cambria SD,Non-instructional,471524.63
Northern Lebanon SD,Non-instructional,828339.02
Northern Lehigh SD,Non-instructional,946569.51
Northern Potter SD,Non-instructional,154823.37
Northern Tier Career Center,Non-instructional,10889.34
Northern Tioga SD,Non-instructional,780529.92
Northern Westmoreland CTC,Non-instructional,18530.41
Northern York County SD,Non-instructional,1526291.58
Northgate SD,Non-instructional,497460
Northumberland County CTC,Non-instructional,4254.9
Northwest Area SD,Non-instructional,398346.87
Northwestern Lehigh SD,Non-instructional,1068759.52
Northwestern SD,Non-instructional,519877.55
Northwood Academy CS,Non-instructional,122529.73
Norwin SD,Non-instructional,2078704.89
Octorara Area SD,Non-instructional,995464.7
Oil City Area SD,Non-instructional,788588.46
Old Forge SD,Non-instructional,448185.49
Oley Valley SD,Non-instructional,731442.63
Oswayo Valley SD,Non-instructional,312984.13
Otto-Eldred SD,Non-instructional,317870.27
Owen J Roberts SD,Non-instructional,2219523.18
Oxford Area SD,Non-instructional,1057012.58
Palisades SD,Non-instructional,961541.88
Palmerton Area SD,Non-instructional,1165662.17
Palmyra Area SD,Non-instructional,1039747.36
Pan American Academy CS,Non-instructional,531491
Panther Valley SD,Non-instructional,390534.96
Parkland SD,Non-instructional,2662885.13
Parkway West CTC,Non-instructional,52126
Passport Academy CS,Non-instructional,8869
Pen Argyl Area SD,Non-instructional,1136138.97
Penn Cambria SD,Non-instructional,652722.33
Penn Hills CS of Entrepreneurship,Non-instructional,204449
Penn Hills SD,Non-instructional,1105051.12
Penn Manor SD,Non-instructional,1487289.9
Penn-Delco SD,Non-instructional,1031467.31
Penn-Trafford SD,Non-instructional,1972223.57
Penncrest SD,Non-instructional,978904.5
Pennridge SD,Non-instructional,1664675.24
Penns Manor Area SD,Non-instructional,511385.92
Penns Valley Area SD,Non-instructional,711312.41
Pennsbury SD,Non-instructional,1300742.58
Pennsylvania Cyber CS,Non-instructional,312170.9
Pennsylvania Distance Learning CS,Non-instructional,100065
Pennsylvania Leadership CS,Non-instructional,108866
Pennsylvania STEAM Academy CS,Non-instructional,405.55
Pennsylvania Virtual CS,Non-instructional,1322.91
People for People CS,Non-instructional,300056
Pequea Valley SD,Non-instructional,981179.76
Perkiomen Valley SD,Non-instructional,1941056.07
Perseus House CS of Excellence,Non-instructional,16161.84
Peters Township SD,Non-instructional,1790356.21
Philadelphia Academy CS,Non-instructional,144006.52
Philadelphia City SD,Non-instructional,17475452.65
Philadelphia Electrical & Tech CHS,Non-instructional,349829
Philadelphia Hebrew Public CS,Non-instructional,306481
Philadelphia Montessori CS,Non-instructional,57564
Philadelphia Performing Arts CS,Non-instructional,971197
Philipsburg-Osceola Area SD,Non-instructional,834939.9
Phoenixville Area SD,Non-instructional,2596605.36
Pine Grove Area SD,Non-instructional,447565.19
Pine-Richland SD,Non-instructional,2156661
Pittsburgh SD,Non-instructional,6622751.82
Pittston Area SD,Non-instructional,984067.21
Pleasant Valley SD,Non-instructional,1462171.22
Plum Borough SD,Non-instructional,1461937.58
Pocono Mountain SD,Non-instructional,3945707.87
Port Allegany SD,Non-instructional,435692.49
Portage Area SD,Non-instructional,590557.94
Pottsgrove SD,Non-instructional,1233300
Pottstown SD,Non-instructional,1106938.55
Pottsville Area SD,Non-instructional,887694.76
Premier Arts and Science CS,Non-instructional,396292.51
Preparatory CS of Mathematics Science Tech and Careers,Non-instructional,125495.18
Propel CS-Braddock Hills,Non-instructional,159303
Propel CS-East,Non-instructional,36676
Propel CS-Hazelwood,Non-instructional,20188
Propel CS-Homestead,Non-instructional,126850
Propel CS-McKeesport,Non-instructional,27969
Propel CS-Montour,Non-instructional,145263
Propel CS-Northside,Non-instructional,24649
Propel CS-Pitcairn,Non-instructional,25421
Provident CS,Non-instructional,11171.28
Punxsutawney Area SD,Non-instructional,882051.97
Purchase Line SD,Non-instructional,330057.54
Quaker Valley SD,Non-instructional,1762781.84
Quakertown Community SD,Non-instructional,1301071.39
Radnor Township SD,Non-instructional,1521722.33
Reach Cyber CS,Non-instructional,1686270.23
Reading Muhlenberg CTC,Non-instructional,0
Reading SD,Non-instructional,3627239.52
Red Lion Area SD,Non-instructional,1466719
Redbank Valley SD,Non-instructional,409966.16
Renaissance Academy CS,Non-instructional,176208
Reynolds SD,Non-instructional,529613.85
Richard Allen Preparatory CS,Non-instructional,306227
Richland SD,Non-instructional,925974.49
Ridgway Area SD,Non-instructional,237835.91
Ridley SD,Non-instructional,1240396.81
Ringgold SD,Non-instructional,971132.17
Riverside Beaver County SD,Non-instructional,574245.13
Riverside SD,Non-instructional,505391.09
Riverview SD,Non-instructional,735450
Robert Benjamin Wiley Community CS,Non-instructional,66711.11
Roberto Clemente CS,Non-instructional,523379
Rochester Area SD,Non-instructional,371043.84
Rockwood Area SD,Non-instructional,295080.2
Rose Tree Media SD,Non-instructional,1796645.05
Russell Byers CS,Non-instructional,355629
Saint Clair Area SD,Non-instructional,226063.4
Saint Marys Area SD,Non-instructional,643957.79
Salisbury Township SD,Non-instructional,928306.24
Salisbury-Elk Lick SD,Non-instructional,105289.43
Sankofa Freedom Academy CS,Non-instructional,393688.46
Saucon Valley SD,Non-instructional,1177596.08
Sayre Area SD,Non-instructional,529560.94
School Lane CS,Non-instructional,132602.47
Schuylkill Haven Area SD,Non-instructional,500436.94
Schuylkill Technology Centers-North Camp,Non-instructional,49809.56
Schuylkill Valley SD,Non-instructional,1241923.26
Scranton SD,Non-instructional,1243228.26
Selinsgrove Area SD,Non-instructional,1016492.8
Seneca Highlands Career and Technical Center,Non-instructional,0
Seneca Valley SD,Non-instructional,2305339.7
Seven Generations CS,Non-instructional,29003
Shade-Central City SD,Non-instructional,196616.25
Shaler Area SD,Non-instructional,2002555.62
Shamokin Area SD,Non-instructional,606379.91
Shanksville-Stonycreek SD,Non-instructional,171238.54
Sharon City SD,Non-instructional,1106012.03
Sharpsville Area SD,Non-instructional,429114.53
Shenandoah Valley SD,Non-instructional,361415.93
Shenango Area SD,Non-instructional,826217.37
Shikellamy SD,Non-instructional,515830.88
Shippensburg Area SD,Non-instructional,965007.6
Slippery Rock Area SD,Non-instructional,968477.5
Smethport Area SD,Non-instructional,349589.67
Solanco SD,Non-instructional,1210271.42
Somerset Area SD,Non-instructional,1321908.6
Somerset County Technology Center,Non-instructional,55682.19
Souderton Area SD,Non-instructional,1626946.85
Souderton CS Collaborative,Non-instructional,0
South Allegheny SD,Non-instructional,665835.02
South Butler County SD,Non-instructional,883488.65
South Eastern SD,Non-instructional,1132307.99
South Fayette Township SD,Non-instructional,2092642.1
South Middleton SD,Non-instructional,882857.34
South Park SD,Non-instructional,957104.58
South Side Area SD,Non-instructional,732296.82
South Western SD,Non-instructional,1136368.63
South Williamsport Area SD,Non-instructional,601152.51
Southeast Delco SD,Non-instructional,986940
Southeastern Greene SD,Non-instructional,405968.37
Southern Columbia Area SD,Non-instructional,572730.8
Southern Fulton SD,Non-instructional,285721.74
Southern Huntingdon County SD,Non-instructional,312922.24
Southern Lehigh SD,Non-instructional,1487480.01
Southern Tioga SD,Non-instructional,814274.42
Southern York County SD,Non-instructional,1085028.2
Southmoreland SD,Non-instructional,719038.55
Southwest Leadership Academy CS,Non-instructional,0
Spectrum CS,Non-instructional,4547
Spring Cove SD,Non-instructional,671542.65
Spring Grove Area SD,Non-instructional,1323593.67
Spring-Ford Area SD,Non-instructional,2962409.61
Springfield SD,Non-instructional,1968310.75
Springfield Township SD,Non-instructional,1229195.37
State College Area SD,Non-instructional,2556490.49
Steel Center for Career and Technical Ed,Non-instructional,187
Steel Valley SD,Non-instructional,649457.08
Steelton-Highspire SD,Non-instructional,141905
Sto-Rox SD,Non-instructional,259141.23
Stone Valley Community CS,Non-instructional,16855.61
Stroudsburg Area SD,Non-instructional,1653484.04
Sugar Valley Rural CS,Non-instructional,148537.58
Sullivan County SD,Non-instructional,379300.82
SUN Area Technical Institute,Non-instructional,16815.19
Susquehanna Community SD,Non-instructional,379370.11
Susquehanna County Career and Technology Center,Non-instructional,22423.53
Susquehanna Township SD,Non-instructional,843964.09
Susquenita SD,Non-instructional,562137.01
Sylvan Heights Science CS,Non-instructional,14634
Tacony Academy CS,Non-instructional,318812
Tamaqua Area SD,Non-instructional,541061.23
TECH Freire CS,Non-instructional,505508.75
The New Academy CS,Non-instructional,90186
The Philadelphia CS for Arts and Sciences at HR Edmunds,Non-instructional,21735
Tidioute Community CS,Non-instructional,69707.2
Titusville Area SD,Non-instructional,879047.13
Towanda Area SD,Non-instructional,713608.64
Tredyffrin-Easttown SD,Non-instructional,2010504.26
Tri-Valley SD,Non-instructional,302467.4
Trinity Area SD,Non-instructional,1264088.53
Troy Area SD,Non-instructional,578680.68
Tulpehocken Area SD,Non-instructional,561987.7
Tunkhannock Area SD,Non-instructional,1095761.22
Turkeyfoot Valley Area SD,Non-instructional,103884.28
Tuscarora SD,Non-instructional,952893
Tussey Mountain SD,Non-instructional,440991.49
Twin Valley SD,Non-instructional,1081947.76
Tyrone Area SD,Non-instructional,556637
Union Area SD,Non-instructional,479973
Union City Area SD,Non-instructional,590903.98
Union SD,Non-instructional,310702.24
Uniontown Area SD,Non-instructional,586347.27
Unionville-Chadds Ford SD,Non-instructional,1826808.82
United SD,Non-instructional,410447.98
Universal Alcorn CS,Non-instructional,482881
Universal Audenried CS,Non-instructional,352608
Universal Creighton CS,Non-instructional,605338
Universal Institute CS,Non-instructional,2479587
Universal Vare CS,Non-instructional,201463
Upper Adams SD,Non-instructional,747183.67
Upper Bucks County Technical School,Non-instructional,34477.27
Upper Darby SD,Non-instructional,3507353.57
Upper Dauphin Area SD,Non-instructional,696638.09
Upper Dublin SD,Non-instructional,1526120.94
Upper Merion Area SD,Non-instructional,2219253.89
Upper Moreland Township SD,Non-instructional,782791.14
Upper Perkiomen SD,Non-instructional,1098332.39
Upper Saint Clair SD,Non-instructional,2085196.59
Urban Academy of Greater Pittsburgh CS,Non-instructional,106092
Urban Pathways 6-12 CS,Non-instructional,282282
Urban Pathways K-5 College CS,Non-instructional,306317
Valley Grove SD,Non-instructional,243285.99
Valley View SD,Non-instructional,632272
Venango Technology Center,Non-instructional,0
Vida CS,Non-instructional,27167
Vision Academy CS,Non-instructional,225496
Wallenpaupack Area SD,Non-instructional,3542803.33
Wallingford-Swarthmore SD,Non-instructional,1289831.56
Warren County AVTS,Non-instructional,NULL
Warren County SD,Non-instructional,1274566.24
Warrior Run SD,Non-instructional,438869.93
Warwick SD,Non-instructional,1584707.73
Washington SD,Non-instructional,790734.71
Wattsburg Area SD,Non-instructional,700070.34
Wayne Highlands SD,Non-instructional,1193636.2
Waynesboro Area SD,Non-instructional,1120315.61
Weatherly Area SD,Non-instructional,229491.81
Wellsboro Area SD,Non-instructional,452427.85
West Allegheny SD,Non-instructional,1820041.25
West Branch Area SD,Non-instructional,486261.1
West Chester Area SD,Non-instructional,5493284.34
West Greene SD,Non-instructional,417433.8
West Jefferson Hills SD,Non-instructional,1607146.75
West Middlesex Area SD,Non-instructional,478032.38
West Mifflin Area SD,Non-instructional,1533604.14
West Oak Lane CS,Non-instructional,73528
West Perry SD,Non-instructional,442868.59
West Phila. Achievement CES,Non-instructional,593454
West Shore SD,Non-instructional,2179843.46
West Side CTC,Non-instructional,41679.45
West York Area SD,Non-instructional,930118
Western Area CTC,Non-instructional,40578.73
Western Beaver County SD,Non-instructional,333533.93
Western Montgomery Career and Technology Center,Non-instructional,41845.27
Western Wayne SD,Non-instructional,1164906.36
Westinghouse Arts Academy CS,Non-instructional,125662.34
Westmont Hilltop SD,Non-instructional,688897.99
Whitehall-Coplay SD,Non-instructional,1850196.26
Wilkes-Barre Area CTC,Non-instructional,50192.24
Wilkes-Barre Area SD,Non-instructional,1866716.5
Wilkinsburg Borough SD,Non-instructional,49762.24
William Penn SD,Non-instructional,1566523.09
Williams Valley SD,Non-instructional,437047.63
Williamsburg Community SD,Non-instructional,266792.46
Williamsport Area SD,Non-instructional,1237710.82
Wilmington Area SD,Non-instructional,561805.33
Wilson Area SD,Non-instructional,980591.14
Wilson SD,Non-instructional,2772954.97
Windber Area SD,Non-instructional,582810.66
Wissahickon CS,Non-instructional,928574
Wissahickon SD,Non-instructional,2128407.51
Woodland Hills SD,Non-instructional,1523421.68
Wyalusing Area SD,Non-instructional,505665.28
Wyoming Area SD,Non-instructional,759675.43
Wyoming Valley West SD,Non-instructional,980194.76
Wyomissing Area SD,Non-instructional,1099128.64
York Academy Regional CS,Non-instructional,3498.62
York City SD,Non-instructional,1302530.08
York County School of Technology,Non-instructional,677782.41
York Suburban SD,Non-instructional,1044055.54
Yough SD,Non-instructional,777570.48
Young Scholars CS,Non-instructional,84997
Young Scholars of Central PA CS,Non-instructional,40741
Young Scholars of Greater Allegheny CS,Non-instructional,28722
Young Scholars of Western Pennsylvania CS,Non-instructional,64728
Youth Build Phila CS,Non-instructional,313324.07
21st Century Cyber CS,Other Revenue,55033.95
A W Beattie Career Center,Other Revenue,116870
Abington Heights SD,Other Revenue,0
Abington SD,Other Revenue,0
Achievement House CS,Other Revenue,0
Ad Prima CS,Other Revenue,45942
Adams County Technical Institute,Other Revenue,0
Admiral Peary AVTS,Other Revenue,0
Agora Cyber CS,Other Revenue,0
Albert Gallatin Area SD,Other Revenue,2957.5
Aliquippa SD,Other Revenue,0
Allegheny Valley SD,Other Revenue,134820
Allegheny-Clarion Valley SD,Other Revenue,0
Allentown City SD,Other Revenue,331727
Alliance for Progress CS,Other Revenue,0
Altoona Area SD,Other Revenue,80178070.43
Ambridge Area SD,Other Revenue,434768
Annville-Cleona SD,Other Revenue,0
Antietam SD,Other Revenue,2500
Antonia Pantoja Community CS,Other Revenue,0
Apollo-Ridge SD,Other Revenue,289295
Armstrong SD,Other Revenue,0
Arts Academy CS,Other Revenue,0
Arts Academy Elementary CS,Other Revenue,3684.39
ASPIRA Bilingual Cyber CS,Other Revenue,0
Athens Area SD,Other Revenue,0
Austin Area SD,Other Revenue,0
Avella Area SD,Other Revenue,24700
Avon Grove CS,Other Revenue,0
Avon Grove SD,Other Revenue,84742.09
Avonworth SD,Other Revenue,0
Baden Academy CS,Other Revenue,311290
Bald Eagle Area SD,Other Revenue,0
Baldwin-Whitehall SD,Other Revenue,650000
Bangor Area SD,Other Revenue,0
Bear Creek Community CS,Other Revenue,0
Beaver Area SD,Other Revenue,24882.17
Beaver County CTC,Other Revenue,6930.06
Bedford Area SD,Other Revenue,39075
Bedford County Technical Center,Other Revenue,0
Belle Vernon Area SD,Other Revenue,41068
Bellefonte Area SD,Other Revenue,5927957.11
Bellwood-Antis SD,Other Revenue,527165
Belmont CS,Other Revenue,52938
Bensalem Township SD,Other Revenue,0
Benton Area SD,Other Revenue,3747000
Bentworth SD,Other Revenue,398271.33
Berks Career and Technology Center-East Campus,Other Revenue,45779.28
Berlin Brothersvalley SD,Other Revenue,36348.96
Bermudian Springs SD,Other Revenue,179263.08
Berwick Area SD,Other Revenue,43192.77
Bethel Park SD,Other Revenue,1172552.41
Bethlehem Area SD,Other Revenue,135139169.1
Bethlehem Area Vocational-Technical School,Other Revenue,200
Bethlehem-Center SD,Other Revenue,0
Big Beaver Falls Area SD,Other Revenue,155026.02
Big Spring SD,Other Revenue,242932.11
Blackhawk SD,Other Revenue,273877
Blacklick Valley SD,Other Revenue,45735.54
Blairsville-Saltsburg SD,Other Revenue,287186
Bloomsburg Area SD,Other Revenue,0
Blue Mountain SD,Other Revenue,6182904
Blue Ridge SD,Other Revenue,130000
Boyertown Area SD,Other Revenue,0
Boys Latin of Philadelphia CS,Other Revenue,100217
Bradford Area SD,Other Revenue,524605.24
Brandywine Heights Area SD,Other Revenue,1003358.16
Brentwood Borough SD,Other Revenue,270634.14
Bristol Borough SD,Other Revenue,0
Bristol Township SD,Other Revenue,46010000
Brockway Area SD,Other Revenue,2997
Brookville Area SD,Other Revenue,0
Brownsville Area SD,Other Revenue,9810916
Bucks County Montessori CS,Other Revenue,0
Bucks County Technical High School,Other Revenue,7000
Burgettstown Area SD,Other Revenue,0
Burrell SD,Other Revenue,0
Butler Area SD,Other Revenue,893491.45
Butler County Area Vocational Technical School,Other Revenue,0
California Area SD,Other Revenue,104155.64
Cambria Heights SD,Other Revenue,0
Cameron County SD,Other Revenue,0
Camp Hill SD,Other Revenue,1054.54
Canon-McMillan SD,Other Revenue,19975
Canton Area SD,Other Revenue,0
Capital Area School for the Arts CS,Other Revenue,0
Carbon Career & Technical Institute,Other Revenue,0
Carbondale Area SD,Other Revenue,0
Career Institute of Technology,Other Revenue,8165
Carlisle Area SD,Other Revenue,0
Carlynton SD,Other Revenue,0
Carmichaels Area SD,Other Revenue,0
Catalyst Academy CS,Other Revenue,0
Catasauqua Area SD,Other Revenue,534122.25
Centennial SD,Other Revenue,0
Center for Student Lrng CS Pennsbury,Other Revenue,20213
Central Bucks SD,Other Revenue,34850
Central Cambria SD,Other Revenue,0
Central Columbia SD,Other Revenue,9785000
Central Dauphin SD,Other Revenue,14952549.48
Central Fulton SD,Other Revenue,6776087.25
Central Greene SD,Other Revenue,0
Central Montco Technical High School,Other Revenue,122283
Central PA Institute of Science and Technology,Other Revenue,189499.27
Central Pennsylvania Digital Learning Foundation CS,Other Revenue,607048
Central Valley SD,Other Revenue,905727
Central Westmoreland CTC,Other Revenue,34385.8
Central York SD,Other Revenue,25519
Centre Learning Community CS,Other Revenue,473799
Chambersburg Area SD,Other Revenue,1689816
Charleroi SD,Other Revenue,0
Chartiers Valley SD,Other Revenue,645725
Chartiers-Houston SD,Other Revenue,0
Cheltenham SD,Other Revenue,0
Chester Charter Scholars Academy CS,Other Revenue,31046962
Chester Co Technical College HS-Pickerin,Other Revenue,0
Chester Community CS,Other Revenue,4874
Chester-Upland SD,Other Revenue,8066
Chestnut Ridge SD,Other Revenue,0
Chichester SD,Other Revenue,121389.96
Christopher Columbus CS,Other Revenue,0
Circle of Seasons CS,Other Revenue,0
City CHS,Other Revenue,0
Clairton City SD,Other Revenue,68356
Clarion Area SD,Other Revenue,0
Clarion County Career Center,Other Revenue,0
Clarion-Limestone Area SD,Other Revenue,6681748.15
Claysburg-Kimmel SD,Other Revenue,0
Clearfield Area SD,Other Revenue,8526881.58
Clearfield County CTC,Other Revenue,0
Coatesville Area SD,Other Revenue,1149836.38
Cocalico SD,Other Revenue,764281.1
Collegium CS,Other Revenue,0
Colonial SD,Other Revenue,0
Columbia Borough SD,Other Revenue,7577
Columbia-Montour Area Vocational-Technical School,Other Revenue,0
Commodore Perry SD,Other Revenue,3522876
Commonwealth Charter Academy CS,Other Revenue,76205.59
Community Academy of Philadelphia CS,Other Revenue,17146571
Conemaugh Township Area SD,Other Revenue,4165.43
Conemaugh Valley SD,Other Revenue,0
Conestoga Valley SD,Other Revenue,22461.5
Conewago Valley SD,Other Revenue,7287000
Conneaut SD,Other Revenue,70
Connellsville Area Career & Technical Center,Other Revenue,0
Connellsville Area SD,Other Revenue,91225
Conrad Weiser Area SD,Other Revenue,0
Cornell SD,Other Revenue,63252
Cornwall-Lebanon SD,Other Revenue,450147.03
Corry Area SD,Other Revenue,110379.85
Coudersport Area SD,Other Revenue,1823031
Council Rock SD,Other Revenue,0
Cranberry Area SD,Other Revenue,0
Crawford Central SD,Other Revenue,25211
Crawford County CTC,Other Revenue,0
Crestwood SD,Other Revenue,31270400
Crispus Attucks CS,Other Revenue,0
CTC of Lackawanna County,Other Revenue,0
Cumberland Perry AVTS,Other Revenue,5188.68
Cumberland Valley SD,Other Revenue,240569
Curwensville Area SD,Other Revenue,0
Dallas SD,Other Revenue,0
Dallastown Area SD,Other Revenue,928856.75
Daniel Boone Area SD,Other Revenue,0
Danville Area SD,Other Revenue,7942944.65
Dauphin County Technical School,Other Revenue,21980
Deep Roots CS,Other Revenue,0
Deer Lakes SD,Other Revenue,162174.95
Delaware County Technical High School-As,Other Revenue,0
Delaware Valley SD,Other Revenue,0
Derry Area SD,Other Revenue,25772
Derry Township SD,Other Revenue,3744913.17
Discovery CS,Other Revenue,15348200
Donegal SD,Other Revenue,0
Dover Area SD,Other Revenue,2374630
Downingtown Area SD,Other Revenue,715131.33
Dr Robert Ketterer CS Inc,Other Revenue,0
Dubois Area SD,Other Revenue,0
Dunmore SD,Other Revenue,0
Duquesne City SD,Other Revenue,0
East Allegheny SD,Other Revenue,0
East Lycoming SD,Other Revenue,0
East Penn SD,Other Revenue,1946192.84
East Pennsboro Area SD,Other Revenue,39028
East Stroudsburg Area SD,Other Revenue,1161715.23
Eastern Center for Arts & Technology,Other Revenue,100037
Eastern Lancaster County SD,Other Revenue,323447.47
Eastern Lebanon County SD,Other Revenue,1203258
Eastern Westmoreland Career and Technology Center,Other Revenue,12740
Eastern York SD,Other Revenue,91619.08
Easton Area SD,Other Revenue,13161991.64
Easton Arts Academy Elementary CS,Other Revenue,0
Elizabeth Forward SD,Other Revenue,709652.92
Elizabethtown Area SD,Other Revenue,0
Elk Lake SD,Other Revenue,0
Ellwood City Area SD,Other Revenue,21898.78
Environmental CS at Frick Park,Other Revenue,0
Ephrata Area SD,Other Revenue,56189.55
Erie City SD,Other Revenue,275382
Erie County Technical School,Other Revenue,27223
Esperanza Academy CS,Other Revenue,0
Esperanza Cyber CS,Other Revenue,0
Eugenio Maria DE Hostos CS,Other Revenue,0
Everett Area SD,Other Revenue,0
Evergreen Community CS,Other Revenue,0
Executive Education Academy CS,Other Revenue,56194087
Exeter Township SD,Other Revenue,33243
Fairfield Area SD,Other Revenue,0
Fairview SD,Other Revenue,4005
Fannett-Metal SD,Other Revenue,100628.7
Farrell Area SD,Other Revenue,10000
Fayette County Career & Technical Instit,Other Revenue,68421.24
Fell CS,Other Revenue,0
Ferndale Area SD,Other Revenue,818673.9
First Philadelphia Preparatory CS,Other Revenue,0
Fleetwood Area SD,Other Revenue,1099.45
Folk Arts-Cultural Treasures CS,Other Revenue,0
Forbes Road Career and Technology Center,Other Revenue,0
Forbes Road SD,Other Revenue,202104.94
Forest Area SD,Other Revenue,0
Forest City Regional SD,Other Revenue,0
Forest Hills SD,Other Revenue,157552.81
Fort Cherry SD,Other Revenue,0
