Name,DataElement,DisplayValue
York Suburban SD,SupportServices,16782620.71
Yough SD,SupportServices,10983020.8
Young Scholars CS,SupportServices,2378607
Young Scholars of Central PA CS,SupportServices,1610622
Young Scholars of Greater Allegheny CS,SupportServices,1708728
Young Scholars of Western Pennsylvania C,SupportServices,2333704
Youth Build Phila CS,SupportServices,3241562.64
21st Century Cyber CS,TotalExpenditures,25374541.6
A W Beattie Career Center,TotalExpenditures,11169513.51
Abington Heights SD,TotalExpenditures,52504767.01
Abington SD,TotalExpenditures,169930563.6
Achievement House CS,TotalExpenditures,13763039
Ad Prima CS,TotalExpenditures,10786243
Adams County Technical Institute,TotalExpenditures,1321418.17
Admiral Peary Area Vocational-Technical School,TotalExpenditures,5380391.11
Agora Cyber CS,TotalExpenditures,110412891
Albert Gallatin Area SD,TotalExpenditures,59783318.87
Aliquippa SD,TotalExpenditures,23508270.55
Allegheny Valley SD,TotalExpenditures,25339622.96
Allegheny-Clarion Valley SD,TotalExpenditures,16675707.76
Allentown City SD,TotalExpenditures,356709038
Alliance for Progress CS,TotalExpenditures,9801620
Altoona Area SD,TotalExpenditures,197877715.9
Ambridge Area SD,TotalExpenditures,48207471.32
Annville-Cleona SD,TotalExpenditures,27023661.24
Antietam SD,TotalExpenditures,20891671.58
Antonia Pantoja Community CS,TotalExpenditures,14494239
Apollo-Ridge SD,TotalExpenditures,25862885.14
Armstrong SD,TotalExpenditures,104190999.9
Arts Academy CS,TotalExpenditures,5533739.34
Arts Academy Elementary CS,TotalExpenditures,6912261.2
ASPIRA Bilingual Cyber CS,TotalExpenditures,11072161
Athens Area SD,TotalExpenditures,44653792.21
Austin Area SD,TotalExpenditures,4483074
Avella Area SD,TotalExpenditures,11529430.6
Avon Grove CS,TotalExpenditures,31894905
Avon Grove SD,TotalExpenditures,99027950.05
Avonworth SD,TotalExpenditures,35265722.44
Baden Academy CS,TotalExpenditures,9472921.76
Bald Eagle Area SD,TotalExpenditures,34535781
Baldwin-Whitehall SD,TotalExpenditures,76225391.69
Bangor Area SD,TotalExpenditures,59582457.26
Bear Creek Community CS,TotalExpenditures,8952159.71
Beaver Area SD,TotalExpenditures,35665856.94
Beaver County Career & Technology Center,TotalExpenditures,5972965.44
Bedford Area SD,TotalExpenditures,33239527.9
Bedford County Technical Center,TotalExpenditures,2146150.68
Belle Vernon Area SD,TotalExpenditures,39120029.32
Bellefonte Area SD,TotalExpenditures,60471088.81
Bellwood-Antis SD,TotalExpenditures,20561879.86
Belmont CS,TotalExpenditures,20657832
Bensalem Township SD,TotalExpenditures,169528152.9
Benton Area SD,TotalExpenditures,18233654.16
Bentworth SD,TotalExpenditures,20373513.22
Berks CTC-East Campus,TotalExpenditures,19308154.51
Berlin Brothersvalley SD,TotalExpenditures,13323049.72
Bermudian Springs SD,TotalExpenditures,34598138.71
Berwick Area SD,TotalExpenditures,55152241.32
Bethel Park SD,TotalExpenditures,94613334.18
Bethlehem Area SD,TotalExpenditures,445659806.7
Bethlehem AVTS,TotalExpenditures,13408665.42
Bethlehem-Center SD,TotalExpenditures,0
Big Beaver Falls Area SD,TotalExpenditures,32387088.1
Big Spring SD,TotalExpenditures,57381941.54
Blackhawk SD,TotalExpenditures,41309541.7
Blacklick Valley SD,TotalExpenditures,11570879.36
Blairsville-Saltsburg SD,TotalExpenditures,36252512
Bloomsburg Area SD,TotalExpenditures,29204939.78
Blue Mountain SD,TotalExpenditures,53334972.19
Blue Ridge SD,TotalExpenditures,21102824.14
Boyertown Area SD,TotalExpenditures,131455451.7
Boys' Latin of Philadelphia CS,TotalExpenditures,15046148.4
Bradford Area SD,TotalExpenditures,51096499.71
Brandywine Heights Area SD,TotalExpenditures,34104389.03
Brentwood Borough SD,TotalExpenditures,26002335.19
Bristol Borough SD,TotalExpenditures,27487934.12
Bristol Township SD,TotalExpenditures,202156802.8
Brockway Area SD,TotalExpenditures,16575525.8
Brookville Area SD,TotalExpenditures,26476609.03
Brownsville Area SD,TotalExpenditures,41431962.73
Bucks County Montessori CS,TotalExpenditures,3013937
Bucks County Technical High School,TotalExpenditures,28749781
Burgettstown Area SD,TotalExpenditures,23338890.84
Burrell SD,TotalExpenditures,32532172.07
Butler Area SD,TotalExpenditures,109899904
Butler County AVTS,TotalExpenditures,6124355
California Area SD,TotalExpenditures,16380812.06
Cambria Heights SD,TotalExpenditures,24335889.57
Cameron County SD,TotalExpenditures,14050061
Camp Hill SD,TotalExpenditures,26070882.63
Canon-McMillan SD,TotalExpenditures,101299265.1
Canton Area SD,TotalExpenditures,17961754.03
Capital Area School for the Arts CS,TotalExpenditures,3363644.51
Carbon Career & Technical Institute,TotalExpenditures,8078028
Carbondale Area SD,TotalExpenditures,28975847.55
Career Institute of Technology,TotalExpenditures,9124100
Carlisle Area SD,TotalExpenditures,94369137.87
Carlynton SD,TotalExpenditures,32417332.45
Carmichaels Area SD,TotalExpenditures,19866672.7
Catalyst Academy CS,TotalExpenditures,4210663.93
Catasauqua Area SD,TotalExpenditures,35008070.28
Centennial SD,TotalExpenditures,134198574.8
Center for Student Learning CS at Pennsbury,TotalExpenditures,2973402.03
Central Bucks SD,TotalExpenditures,353433311.4
Central Cambria SD,TotalExpenditures,0
Central Columbia SD,TotalExpenditures,45183290.15
Central Dauphin SD,TotalExpenditures,240306674
Central Fulton SD,TotalExpenditures,24355610.45
Central Greene SD,TotalExpenditures,33135696.06
Central Montco Technical High School,TotalExpenditures,10826676.85
Central PA Digital Lrng Foundation CS,TotalExpenditures,4842930.15
Central PA Institute of Science & Techno,TotalExpenditures,10417269.01
Central Valley SD,TotalExpenditures,40409724.5
Central Westmoreland CTC,TotalExpenditures,10163271.9
Central York SD,TotalExpenditures,104912973
Centre Learning Community CS,TotalExpenditures,1826926.86
Chambersburg Area SD,TotalExpenditures,170208300
Charleroi SD,TotalExpenditures,28067505.55
Chartiers Valley SD,TotalExpenditures,72667804.44
Chartiers-Houston SD,TotalExpenditures,22483076.56
Cheltenham SD,TotalExpenditures,124385396.1
Chester Charter Scholars Academy CS,TotalExpenditures,41473525
Chester Co Technical College HS-Pickerin,TotalExpenditures,37537728.61
Chester Community CS,TotalExpenditures,95893769.28
Chester-Upland SD,TotalExpenditures,131200715.6
Chestnut Ridge SD,TotalExpenditures,22447738.83
Chichester SD,TotalExpenditures,85134093.49
Christopher Columbus CS,TotalExpenditures,12992154.9
Circle of Seasons CS,TotalExpenditures,7012504.13
City CHS,TotalExpenditures,11647064
Clairton City SD,TotalExpenditures,19801736.15
Clarion Area SD,TotalExpenditures,15389006.16
Clarion County Career Center,TotalExpenditures,2963653.63
Clarion-Limestone Area SD,TotalExpenditures,22786655.07
Claysburg-Kimmel SD,TotalExpenditures,14596520.77
Clearfield Area SD,TotalExpenditures,51332278.52
Clearfield County CTC,TotalExpenditures,7682831.84
Coatesville Area SD,TotalExpenditures,178862690.1
Cocalico SD,TotalExpenditures,65367574.23
Collegium CS,TotalExpenditures,60218133
Colonial SD,TotalExpenditures,149787981.5
Columbia Borough SD,TotalExpenditures,30005737.01
Columbia-Montour AVTS,TotalExpenditures,10383248
Commodore Perry SD,TotalExpenditures,15013855.14
Commonwealth Charter Academy CS,TotalExpenditures,391880658.9
Community Academy of Philadelphia CS,TotalExpenditures,37547010
Conemaugh Township Area SD,TotalExpenditures,15637594.16
Conemaugh Valley SD,TotalExpenditures,14560421.69
Conestoga Valley SD,TotalExpenditures,77191833.62
Conewago Valley SD,TotalExpenditures,74408868
Conneaut SD,TotalExpenditures,43551534.02
Connellsville Area Career & Technical Ce,TotalExpenditures,4738868.59
Connellsville Area SD,TotalExpenditures,80385840.41
Conrad Weiser Area SD,TotalExpenditures,54868277.48
Cornell SD,TotalExpenditures,17337487
Cornwall-Lebanon SD,TotalExpenditures,87984019.33
Corry Area SD,TotalExpenditures,35982453.53
Coudersport Area SD,TotalExpenditures,16426943.2
Council Rock SD,TotalExpenditures,271345199.3
Cranberry Area SD,TotalExpenditures,20352784.56
Crawford Central SD,TotalExpenditures,68234028.61
Crawford County CTC,TotalExpenditures,7330130.55
Crestwood SD,TotalExpenditures,77620194.14
Crispus Attucks CS,TotalExpenditures,2227590
CTC of Lackawanna County,TotalExpenditures,9056918
Cumberland Perry Area Vocational Technical School,TotalExpenditures,10758408.86
Cumberland Valley SD,TotalExpenditures,158811895
Curwensville Area SD,TotalExpenditures,21132593.6
Dallas SD,TotalExpenditures,46213927.25
Dallastown Area SD,TotalExpenditures,117089157.2
Daniel Boone Area SD,TotalExpenditures,63242353.6
Danville Area SD,TotalExpenditures,51760382.68
Dauphin County Technical School,TotalExpenditures,22043346.14
Deep Roots CS,TotalExpenditures,7950299
Deer Lakes SD,TotalExpenditures,39155296.23
Delaware County Technical High School-As,TotalExpenditures,18765757.24
Delaware Valley SD,TotalExpenditures,88964331.55
Derry Area SD,TotalExpenditures,37435520.04
Derry Township SD,TotalExpenditures,68232390.42
Discovery CS,TotalExpenditures,25462627
Donegal SD,TotalExpenditures,57499211.66
Dover Area SD,TotalExpenditures,71118016.81
Downingtown Area SD,TotalExpenditures,249619527.7
Dr Robert Ketterer CS Inc,TotalExpenditures,4859583
Dubois Area SD,TotalExpenditures,63171398.92
Dunmore SD,TotalExpenditures,26503117.84
Duquesne City SD,TotalExpenditures,22238467.85
East Allegheny SD,TotalExpenditures,38910253.38
East Lycoming SD,TotalExpenditures,27593879.91
East Penn SD,TotalExpenditures,164091570.1
East Pennsboro Area SD,TotalExpenditures,50067464.7
East Stroudsburg Area SD,TotalExpenditures,172847035.4
Eastern Center for Arts & Technology,TotalExpenditures,11675549
Eastern Lancaster County SD,TotalExpenditures,65281520.06
Eastern Lebanon County SD,TotalExpenditures,49686872.1
Eastern Westmoreland CTC,TotalExpenditures,4314867.75
Eastern York SD,TotalExpenditures,53151961.32
Easton Area SD,TotalExpenditures,203223671.5
Easton Arts Academy Elementary CS,TotalExpenditures,5116533
Elizabeth Forward SD,TotalExpenditures,46895851.64
Elizabethtown Area SD,TotalExpenditures,69320074.24
Elk Lake SD,TotalExpenditures,23080081.23
Ellwood City Area SD,TotalExpenditures,31771665.19
Environmental CS at Frick Park,TotalExpenditures,26681490
Ephrata Area SD,TotalExpenditures,77902094.96
Erie City SD,TotalExpenditures,230960145.9
Erie County Technical School,TotalExpenditures,30043674
Esperanza Academy CS,TotalExpenditures,30152702.35
Esperanza Cyber CS,TotalExpenditures,13429634
Eugenio Maria DE Hostos CS,TotalExpenditures,10397793
Everett Area SD,TotalExpenditures,23464741.53
Evergreen Community CS,TotalExpenditures,1792013
Executive Education Academy CS,TotalExpenditures,76256024
Exeter Township SD,TotalExpenditures,82291116.87
Fairfield Area SD,TotalExpenditures,19734455.25
Fairview SD,TotalExpenditures,30774989
Fannett-Metal SD,TotalExpenditures,10475713.77
Farrell Area SD,TotalExpenditures,22699728
Fayette County Career & Technical Instit,TotalExpenditures,9373941.7
Fell CS,TotalExpenditures,1977090
Ferndale Area SD,TotalExpenditures,12891863.69
First Philadelphia Preparatory CS,TotalExpenditures,28929581
Fleetwood Area SD,TotalExpenditures,49411360.71
Folk Arts-Cultural Treasures CS,TotalExpenditures,8447755
Forbes Road CTC,TotalExpenditures,6540091.13
Forbes Road SD,TotalExpenditures,8594361.8
Forest Area SD,TotalExpenditures,14118387.88
Forest City Regional SD,TotalExpenditures,17183780.17
Forest Hills SD,TotalExpenditures,29255624.53
Fort Cherry SD,TotalExpenditures,19473769.66
Fort LeBoeuf SD,TotalExpenditures,37035369.51
Fox Chapel Area SD,TotalExpenditures,104997352
Franklin Area SD,TotalExpenditures,36931675.77
Franklin County CTC,TotalExpenditures,9315292.13
Franklin Regional SD,TotalExpenditures,65216934.96
Franklin Towne Charter Elementary School,TotalExpenditures,12566488
Franklin Towne CHS,TotalExpenditures,17576814
Frazier SD,TotalExpenditures,20106064.9
Frederick Douglass Mastery CS,TotalExpenditures,12756834
Freedom Area SD,TotalExpenditures,24570023.23
Freeport Area SD,TotalExpenditures,34636791.26
Freire CS,TotalExpenditures,19589503.6
Fulton County Center for Career and Tech,TotalExpenditures,1137268
Galeton Area SD,TotalExpenditures,8259287.11
Garnet Valley SD,TotalExpenditures,115640760
Gateway SD,TotalExpenditures,82153638.23
General McLane SD,TotalExpenditures,38750107.2
Gettysburg Area SD,TotalExpenditures,68851583.83
Gettysburg Montessori CS,TotalExpenditures,3813982
Gillingham Charter School,TotalExpenditures,4319000
Girard SD,TotalExpenditures,46337494.14
Glendale SD,TotalExpenditures,14110660.95
Global Leadership Academy CS,TotalExpenditures,11557534
Global Leadership Academy CS Southwest a,TotalExpenditures,11120834
Governor Mifflin SD,TotalExpenditures,77157029.07
Great Valley SD,TotalExpenditures,109959780.1
Greater Altoona Career and Technology Center,TotalExpenditures,13273757.84
Greater Johnstown CTC,TotalExpenditures,7078533.5
Greater Johnstown SD,TotalExpenditures,75791765.75
Greater Latrobe SD,TotalExpenditures,65071167.69
Greater Nanticoke Area SD,TotalExpenditures,34210216.3
Green Woods CS,TotalExpenditures,11944238
Greencastle-Antrim SD,TotalExpenditures,54262578.7
Greene County CTC,TotalExpenditures,4010889.65
Greensburg Salem SD,TotalExpenditures,51431822.52
Greenville Area SD,TotalExpenditures,23238987.73
Greenwood SD,TotalExpenditures,14915454.44
Grove City Area SD,TotalExpenditures,41192380.15
Halifax Area SD,TotalExpenditures,22354292.58
Hamburg Area SD,TotalExpenditures,45195669.39
Hampton Township SD,TotalExpenditures,57668914.42
Hanover Area SD,TotalExpenditures,36900935.12
Hanover Public SD,TotalExpenditures,37527375
Harambee Institute of Science and Techno,TotalExpenditures,8701703
Harbor Creek SD,TotalExpenditures,37443066.23
Harmony Area SD,TotalExpenditures,6525214.39
Harrisburg City SD,TotalExpenditures,176491395.6
Hatboro-Horsham SD,TotalExpenditures,114610496.4
Haverford Township SD,TotalExpenditures,122638119
Hazleton Area Career Center,TotalExpenditures,NULL
Hazleton Area SD,TotalExpenditures,188628778.4
Hempfield Area SD,TotalExpenditures,101636660.4
Hempfield SD,TotalExpenditures,135872475.8
Hermitage SD,TotalExpenditures,34617710.25
Highlands SD,TotalExpenditures,46135315
Hollidaysburg Area SD,TotalExpenditures,52723292.42
Homer-Center SD,TotalExpenditures,17785479.69
HOPE for Hyndman Charter School,TotalExpenditures,2794895
Hopewell Area SD,TotalExpenditures,43641239.51
Howard Gardner Multiple Intelligence CS,TotalExpenditures,8369457.17
Huntingdon Area SD,TotalExpenditures,43612573.09
Huntingdon County Career and Technology Center,TotalExpenditures,2862314.4
Imhotep Institute CHS,TotalExpenditures,15922796.5
Independence CS,TotalExpenditures,14756507
Independence CS West,TotalExpenditures,13352738
Indiana Area SD,TotalExpenditures,57357519.11
Indiana County Technology Center,TotalExpenditures,7286461.87
Infinity CS,TotalExpenditures,7970957
Innovative Arts Academy CS,TotalExpenditures,8200719.07
Inquiry CS,TotalExpenditures,5655561
Insight PA Cyber CS,TotalExpenditures,59722712.17
Interboro SD,TotalExpenditures,72856922.5
Iroquois SD,TotalExpenditures,24208017.19
Jamestown Area SD,TotalExpenditures,10719990.56
